https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume UST
1639785600000,2021-12-18 00:00:00,UST/USD,1.0004,1.0007,1.0004,1.0007,27142508.823172163,27123522.3575219
1639699200000,2021-12-17 00:00:00,UST/USD,1.0006,1.0008,1.0004,1.0005,79777016.36335708,79737147.78946236
1639612800000,2021-12-16 00:00:00,UST/USD,1.0007,1.0008,1.0004,1.0006,62830677.83633374,62793002.03511267
1639526400000,2021-12-15 00:00:00,UST/USD,1.0006,1.0009,1.0005,1.0007,59956524.66269528,59914584.45357778
1639440000000,2021-12-14 00:00:00,UST/USD,1.001,1.0013,1.0005,1.0006,93245885.12228778,93189971.13960402
1639353600000,2021-12-13 00:00:00,UST/USD,1.0008,1.002,1.0006,1.001,243402971.2210872,243159811.40967754
1639267200000,2021-12-12 00:00:00,UST/USD,1.0007,1.0009,1.0005,1.0008,17236552.55306753,17222774.33360065
1639180800000,2021-12-11 00:00:00,UST/USD,1.0005,1.0009,1.0004,1.0008,31907244.605167475,31881739.21379644
1639094400000,2021-12-10 00:00:00,UST/USD,1.0009,1.001,1.0004,1.0005,75527649.95199227,75489904.99949253
1639008000000,2021-12-09 00:00:00,UST/USD,1.001,1.0015,1.0007,1.0009,53107599.679448195,53059845.81821181
1638921600000,2021-12-08 00:00:00,UST/USD,1.0008,1.0018,1.0006,1.001,42347439.044416636,42305133.91050614
