https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume MIM
1639958400000,2021-12-20 00:00:00,MIM/USD,1.0004,1.0029,1.0,1.0004,479.88471933688,479.69284220000003
1639872000000,2021-12-19 00:00:00,MIM/USD,1.0004,1.0084,1.0,1.0026,381.74628877808397,380.75632234
1639785600000,2021-12-18 00:00:00,MIM/USD,1.0,1.003,1.0,1.0007,266.29414262698396,266.10786712
1639699200000,2021-12-17 00:00:00,MIM/USD,1.0005,1.0044,1.0,1.0029,318.377729872383,317.45710427
1639612800000,2021-12-16 00:00:00,MIM/USD,1.0007,1.0083,1.0,1.0027,389.634460967917,388.58528071
1639526400000,2021-12-15 00:00:00,MIM/USD,1.0008,1.0082,1.0001,1.0007,2081.311548494678,2079.8556495400003
1639440000000,2021-12-14 00:00:00,MIM/USD,1.0009,1.0083,1.0008,1.0081,89.53758134983,88.8181543
1639353600000,2021-12-13 00:00:00,MIM/USD,1.0007,1.0083,0.99788,1.0081,160.451384827044,159.16217124
1639267200000,2021-12-12 00:00:00,MIM/USD,1.0009,1.0083,1.0006,1.0007,292.71876918656596,292.51400938
1639180800000,2021-12-11 00:00:00,MIM/USD,1.0007,1.0084,1.0007,1.0083,126.905920305525,125.86127175
1639094400000,2021-12-10 00:00:00,MIM/USD,1.0006,1.0084,0.99998,1.0065,62.378029932735004,61.975191190000004
1639008000000,2021-12-09 00:00:00,MIM/USD,1.0007,1.0083,1.0005,1.0006,370.686044129522,370.46376587
1638921600000,2021-12-08 00:00:00,MIM/USD,1.0006,1.0165,1.0005,1.0007,464.7601785517999,464.435074
