https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume REQ
1639958400000,2021-12-20 00:00:00,REQ/USD,0.36786,0.38329,0.3401,0.34987,36285.48350552973,103711.33136745
1639872000000,2021-12-19 00:00:00,REQ/USD,0.39395,0.39732,0.3713,0.3713,25183.62069847337,67825.53379605
1639785600000,2021-12-18 00:00:00,REQ/USD,0.37869,0.40548,0.37869,0.39138,44623.28119754107,114015.23122679
1639699200000,2021-12-17 00:00:00,REQ/USD,0.39772,0.41643,0.37274,0.38027,40457.85976589998,106392.45737476
1639612800000,2021-12-16 00:00:00,REQ/USD,0.40553,0.4437,0.39572,0.40444,70066.54269746956,173243.35549765
1639526400000,2021-12-15 00:00:00,REQ/USD,0.39838,0.42143,0.3683,0.40353,69207.13462784562,171504.31102482
1639440000000,2021-12-14 00:00:00,REQ/USD,0.40376,0.43232,0.37209,0.39534,72215.06806423211,182665.72586693
1639353600000,2021-12-13 00:00:00,REQ/USD,0.48134,0.48478,0.40377,0.41064,133941.5252742102,326177.49190096
1639267200000,2021-12-12 00:00:00,REQ/USD,0.47355,0.49296,0.46971,0.48362,84509.66191193768,174743.93513902999
1639180800000,2021-12-11 00:00:00,REQ/USD,0.46166,0.5188,0.45408,0.48016,153169.0263804107,318995.80635707
1639094400000,2021-12-10 00:00:00,REQ/USD,0.47198,0.55442,0.43529,0.4596,221424.12583245002,481775.73070594
1639008000000,2021-12-09 00:00:00,REQ/USD,0.51204,0.52079,0.46804,0.46853,166764.89895829043,355932.16860882
1638921600000,2021-12-08 00:00:00,REQ/USD,0.52626,0.54447,0.5,0.5064,150593.37519121866,297380.28276307
