https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume WOO
1653782400000,2022-05-29 00:00:00,WOO/USD,0.159,0.159,0.15185,0.1552,42.37024424451201,273.00415106
1653696000000,2022-05-28 00:00:00,WOO/USD,0.16128,0.16217,0.15473,0.15473,18.0830088092702,116.86814974
1653609600000,2022-05-27 00:00:00,WOO/USD,0.16857,0.16857,0.15794,0.15794,1776.2113549535704,11246.11469516
1653523200000,2022-05-26 00:00:00,WOO/USD,0.17501,0.1794,0.16616,0.17081,2445.133528430928,14314.931962010001
1653436800000,2022-05-25 00:00:00,WOO/USD,0.18634,0.18817,0.18618,0.18817,942.3106691508117,5007.76249748
1653350400000,2022-05-24 00:00:00,WOO/USD,0.20176,0.20176,0.19581,0.19911,31.486599316621202,158.13670492
1653264000000,2022-05-23 00:00:00,WOO/USD,0.22078,0.22511,0.20128,0.20128,322.91897679514875,1604.32718996
1653177600000,2022-05-22 00:00:00,WOO/USD,0.19113,0.20576,0.18835,0.20576,3075.9709070079393,14949.31428367
1653091200000,2022-05-21 00:00:00,WOO/USD,0.20135,0.2068,0.19445,0.19763,1557.3026277175293,7879.88983311
1653004800000,2022-05-20 00:00:00,WOO/USD,0.2002,0.2002,0.18199,0.18331,1636.7005246312835,8928.59377356
1652918400000,2022-05-19 00:00:00,WOO/USD,0.18013,0.18941,0.17915,0.18941,4.5489521426751995,24.01643072
1652832000000,2022-05-18 00:00:00,WOO/USD,0.21223,0.21384,0.17739,0.17739,543.8454724911411,3065.81809849
1652745600000,2022-05-17 00:00:00,WOO/USD,0.19968,0.21005,0.19823,0.21005,1658.0536238045388,7893.61401478
1652659200000,2022-05-16 00:00:00,WOO/USD,0.20563,0.20563,0.20563,0.20563,1.8882068743473,9.18254571
1652572800000,2022-05-15 00:00:00,WOO/USD,0.19612,0.21067,0.19169,0.20921,923.3694144577462,4413.60075741
1652486400000,2022-05-14 00:00:00,WOO/USD,0.19663,0.20036,0.17632,0.19921,6503.411061045923,32646.007033010002
1652400000000,2022-05-13 00:00:00,WOO/USD,0.18451,0.23387,0.18451,0.23387,3209.7901187128773,13724.676609709999
1652313600000,2022-05-12 00:00:00,WOO/USD,0.19616,0.19789,0.15551,0.18168,21633.787722222296,119076.33048339
1652227200000,2022-05-11 00:00:00,WOO/USD,0.25484,0.25484,0.17474,0.18163,37827.641434222205,208267.58483853
1652140800000,2022-05-10 00:00:00,WOO/USD,0.24788,0.28143,0.24075,0.2501,6342.941147751802,25361.61994303
1652054400000,2022-05-09 00:00:00,WOO/USD,0.29983,0.30665,0.24991,0.24991,6582.437092235727,26339.23049192
1651968000000,2022-05-08 00:00:00,WOO/USD,0.3,0.3089,0.3,0.30865,369.63761786831947,1197.59474443
1651881600000,2022-05-07 00:00:00,WOO/USD,0.32286,0.32286,0.31584,0.3194,9.035949706814,28.29038731
1651795200000,2022-05-06 00:00:00,WOO/USD,0.34521,0.34521,0.32502,0.32728,577.2112090241744,1763.66172398
1651708800000,2022-05-05 00:00:00,WOO/USD,0.38724,0.38946,0.32634,0.33188,82470.5100477692,248494.96820468
1651622400000,2022-05-04 00:00:00,WOO/USD,0.33715,0.38543,0.33715,0.38543,1431.0351315076414,3712.8275731199997
1651536000000,2022-05-03 00:00:00,WOO/USD,0.33516,0.34095,0.33403,0.34095,3657.8225092484217,10728.32529476
1651449600000,2022-05-02 00:00:00,WOO/USD,0.36557,0.36838,0.31994,0.33438,4003.8977260924826,11974.09452148
1651363200000,2022-05-01 00:00:00,WOO/USD,0.35576,0.36841,0.35338,0.36841,1526.592658500481,4143.73295649
1651276800000,2022-04-30 00:00:00,WOO/USD,0.39034,0.39034,0.35224,0.35224,2835.9517441999915,8051.19164263
1651190400000,2022-04-29 00:00:00,WOO/USD,0.41158,0.41218,0.38222,0.38314,847.3591333829297,2211.61751157
1651104000000,2022-04-28 00:00:00,WOO/USD,0.41909,0.42084,0.4166,0.42072,3.2414082776352,7.70443116
1651017600000,2022-04-27 00:00:00,WOO/USD,0.409,0.42385,0.409,0.41491,3245.214440558101,7821.49005943
1650931200000,2022-04-26 00:00:00,WOO/USD,0.45304,0.45363,0.40953,0.4202,3716.270622439892,8844.05193346
1650844800000,2022-04-25 00:00:00,WOO/USD,0.42162,0.448,0.41656,0.448,3090.75886809088,6899.01533056
1650758400000,2022-04-24 00:00:00,WOO/USD,0.44363,0.44724,0.44363,0.44724,1.7268016724304,3.86101796
1650672000000,2022-04-23 00:00:00,WOO/USD,0.45791,0.46315,0.44603,0.4464,560.491314188544,1255.58090096
1650585600000,2022-04-22 00:00:00,WOO/USD,0.44957,0.45679,0.44787,0.45679,152.9054411162927,334.73902913
1650499200000,2022-04-21 00:00:00,WOO/USD,0.47927,0.48737,0.44334,0.44955,5008.148509023806,11140.35926821
1650412800000,2022-04-20 00:00:00,WOO/USD,0.49543,0.49791,0.48118,0.48307,109.90302284093721,227.50951796
1650326400000,2022-04-19 00:00:00,WOO/USD,0.49322,0.528,0.49322,0.49896,7543.967104823688,15119.3825253
1650240000000,2022-04-18 00:00:00,WOO/USD,0.46192,0.48987,0.44036,0.48987,2298.634480560935,4692.33568204
1650153600000,2022-04-17 00:00:00,WOO/USD,0.46773,0.48725,0.46773,0.47261,461.61692075943336,976.73963894
1649980800000,2022-04-15 00:00:00,WOO/USD,0.48591,0.48591,0.46568,0.47108,2953.7258404055833,6270.1151405400005
1649894400000,2022-04-14 00:00:00,WOO/USD,0.49457,0.52305,0.46728,0.48278,1202.8924283610163,2491.59540238
1649808000000,2022-04-13 00:00:00,WOO/USD,0.4847,0.4847,0.46961,0.48222,757.5447808841832,1570.95263756
1649721600000,2022-04-12 00:00:00,WOO/USD,0.47851,0.49943,0.45541,0.4611,5846.919232200879,12680.37135589
1649635200000,2022-04-11 00:00:00,WOO/USD,0.49096,0.49096,0.44618,0.4622,11485.09108220548,24848.7474734
1649548800000,2022-04-10 00:00:00,WOO/USD,0.52371,0.52462,0.51901,0.51901,885.3884015248899,1705.91780799
1649462400000,2022-04-09 00:00:00,WOO/USD,0.51492,0.53257,0.5104,0.53257,1070.9558400202832,2010.92032976
1649376000000,2022-04-08 00:00:00,WOO/USD,0.56945,0.6237,0.50752,0.51476,18197.27516234533,35350.9891257
1649289600000,2022-04-07 00:00:00,WOO/USD,0.51334,0.53936,0.48742,0.5376,1610.55733716864,2995.82838015
1649203200000,2022-04-06 00:00:00,WOO/USD,0.53361,0.54417,0.50494,0.51164,3054.8600185542196,5970.72163739
1649116800000,2022-04-05 00:00:00,WOO/USD,0.58554,0.59994,0.56074,0.56074,1854.4049525510577,3307.0673619699996
1649030400000,2022-04-04 00:00:00,WOO/USD,0.59569,0.59767,0.56,0.59201,1879.6811717111323,3175.08348121
1648944000000,2022-04-03 00:00:00,WOO/USD,0.62226,0.623,0.60065,0.60635,2288.7837767727433,3774.69081681
1648857600000,2022-04-02 00:00:00,WOO/USD,0.62739,0.64175,0.60232,0.6065,5908.19603198053,9741.46089362
1648771200000,2022-04-01 00:00:00,WOO/USD,0.6382,0.63821,0.58224,0.61083,1258.4873153342555,2060.29061332
1648684800000,2022-03-31 00:00:00,WOO/USD,0.65991,0.70728,0.62213,0.62443,1211.5251098137671,1940.2096469
1648598400000,2022-03-30 00:00:00,WOO/USD,0.62634,0.67535,0.62571,0.65838,2961.6232439798405,4498.34934837
1648512000000,2022-03-29 00:00:00,WOO/USD,0.61993,0.64386,0.6144,0.62054,551.3703307179344,888.53310136
1648425600000,2022-03-28 00:00:00,WOO/USD,0.61264,0.64647,0.60116,0.6251,1026.3174721635219,1641.84526022
1648339200000,2022-03-27 00:00:00,WOO/USD,0.59719,0.61876,0.59719,0.61876,12.5293174861224,20.24907474
1648252800000,2022-03-26 00:00:00,WOO/USD,0.56739,0.58391,0.56739,0.58391,110.57079109039,189.362729
1648166400000,2022-03-25 00:00:00,WOO/USD,0.6098,0.66095,0.5829,0.63665,1579.2864563518806,2480.61958117
1648080000000,2022-03-24 00:00:00,WOO/USD,0.59507,0.65029,0.59507,0.60979,4759.364460342148,7804.9237612
1647993600000,2022-03-23 00:00:00,WOO/USD,0.55382,0.57367,0.55382,0.57367,1291.1592436710418,2250.7003044800003
1647907200000,2022-03-22 00:00:00,WOO/USD,0.55737,0.58233,0.55548,0.58042,853.7669683959494,1470.94684607
1647820800000,2022-03-21 00:00:00,WOO/USD,0.56619,0.59308,0.54977,0.57606,44364.09552829848,77012.97699597
1647734400000,2022-03-20 00:00:00,WOO/USD,0.59542,0.59542,0.56217,0.58933,364.17956491891454,617.95524565
1647648000000,2022-03-19 00:00:00,WOO/USD,0.61811,0.6317,0.58219,0.58664,162.7398453889792,277.41007328
1647561600000,2022-03-18 00:00:00,WOO/USD,0.50837,0.60963,0.50171,0.60963,4967.530970212454,8148.43588769
1647475200000,2022-03-17 00:00:00,WOO/USD,0.49741,0.53738,0.49741,0.51438,4744.709014487326,9224.13199286
1647388800000,2022-03-16 00:00:00,WOO/USD,0.45141,0.53597,0.45141,0.48823,6507.0359120833455,13327.80843472
1647302400000,2022-03-15 00:00:00,WOO/USD,0.44819,0.4536,0.44618,0.4536,2795.3337790546557,6162.55242296
1647216000000,2022-03-14 00:00:00,WOO/USD,0.44636,0.45648,0.44636,0.45648,11.469708630691201,25.126420940000003
1647129600000,2022-03-13 00:00:00,WOO/USD,0.47443,0.47833,0.45,0.45,10.094217016500002,22.43159337
1647043200000,2022-03-12 00:00:00,WOO/USD,0.46355,0.48459,0.46322,0.48459,2883.853159258041,5951.11983173
1646956800000,2022-03-11 00:00:00,WOO/USD,0.46919,0.47443,0.46902,0.47443,458.2056915894161,965.80252427
1646870400000,2022-03-10 00:00:00,WOO/USD,0.48186,0.50781,0.47582,0.50259,7538.356471014177,14999.01802864
1646784000000,2022-03-09 00:00:00,WOO/USD,0.43553,0.52785,0.43553,0.5026,1679.7568069123101,3342.13451435
1646697600000,2022-03-08 00:00:00,WOO/USD,0.43404,0.43961,0.43276,0.43354,41.9604709169702,96.78569663
1646611200000,2022-03-07 00:00:00,WOO/USD,0.43455,0.45326,0.42963,0.43549,62.85695892588419,144.33617058
1646524800000,2022-03-06 00:00:00,WOO/USD,0.45653,0.46518,0.45653,0.46518,37.6791116614278,80.99899321
1646438400000,2022-03-05 00:00:00,WOO/USD,0.45437,0.45469,0.44921,0.45469,544.0880978440587,1196.61329223
1646352000000,2022-03-04 00:00:00,WOO/USD,0.48538,0.49833,0.45774,0.45873,715.7536074346555,1560.29387098
1646265600000,2022-03-03 00:00:00,WOO/USD,0.5229,0.52906,0.50144,0.50197,293.7977071822331,585.28937423
1646179200000,2022-03-02 00:00:00,WOO/USD,0.50589,0.55813,0.50589,0.51804,12369.186868232966,23876.89535216
1646092800000,2022-03-01 00:00:00,WOO/USD,0.51295,0.53253,0.4939,0.53253,42581.274410884405,79960.32976712
1646006400000,2022-02-28 00:00:00,WOO/USD,0.4336,0.53022,0.42992,0.5115,2206.1241721308897,4313.04823486
1645920000000,2022-02-27 00:00:00,WOO/USD,0.48438,0.48466,0.43827,0.47879,1275.7043623530633,2664.4340156499998
1645833600000,2022-02-26 00:00:00,WOO/USD,0.47133,0.47243,0.44407,0.46479,4294.075112993836,9238.74247078
1645747200000,2022-02-25 00:00:00,WOO/USD,0.40123,0.43446,0.37369,0.4249,569.054260234796,1339.26632204
1645660800000,2022-02-24 00:00:00,WOO/USD,0.37283,0.37369,0.34368,0.37369,5070.322743441479,13568.259100969999
1645574400000,2022-02-23 00:00:00,WOO/USD,0.42834,0.42834,0.40501,0.41044,23.010778317306002,56.06368365
1645488000000,2022-02-22 00:00:00,WOO/USD,0.39386,0.41766,0.37559,0.40217,20512.770123756924,51005.221980149996
1645401600000,2022-02-21 00:00:00,WOO/USD,0.44375,0.48448,0.41289,0.41289,2824.1891311441145,6840.05214741
1645315200000,2022-02-20 00:00:00,WOO/USD,0.45,0.48308,0.41971,0.44203,1310.3472214638982,2964.38527128
1645228800000,2022-02-19 00:00:00,WOO/USD,0.52095,0.52095,0.48308,0.48308,13.3937376582568,27.725713459999998
1645142400000,2022-02-18 00:00:00,WOO/USD,0.52783,0.57416,0.49864,0.52095,439.19878048931855,843.0728102300001
1645056000000,2022-02-17 00:00:00,WOO/USD,0.59868,0.60256,0.52483,0.52483,178.4951286593945,340.10084915
1644969600000,2022-02-16 00:00:00,WOO/USD,0.58936,0.60256,0.56624,0.59167,295.2004434153868,498.92751604
1644883200000,2022-02-15 00:00:00,WOO/USD,0.531,0.6612,0.38001,0.56011,33734.215396256615,60227.839881910004
1644796800000,2022-02-14 00:00:00,WOO/USD,0.52984,0.56589,0.388,0.53422,390.8874419117456,731.69750648
1644710400000,2022-02-13 00:00:00,WOO/USD,0.57421,0.57937,0.53386,0.53684,255.5970416711504,476.11400356
1644624000000,2022-02-12 00:00:00,WOO/USD,0.58565,0.60494,0.54936,0.57964,507.24863522674207,875.10978405
1644537600000,2022-02-11 00:00:00,WOO/USD,0.6602,0.67767,0.54991,0.58197,11231.23186557459,19298.64402903
1644451200000,2022-02-10 00:00:00,WOO/USD,0.71811,0.74731,0.68792,0.69458,4250.9004961348355,6120.10207051
1644364800000,2022-02-09 00:00:00,WOO/USD,0.75945,0.78953,0.73631,0.73631,602.2278682415192,817.8998903199999
1644278400000,2022-02-08 00:00:00,WOO/USD,0.70584,1.35,0.69768,0.76931,54893.70907635057,71354.47228861
1644192000000,2022-02-07 00:00:00,WOO/USD,0.66882,0.67539,0.66732,0.67539,67.7356376102364,100.29114675999999
1644105600000,2022-02-06 00:00:00,WOO/USD,0.62813,0.64694,0.62813,0.63862,406.96344398599916,637.25446116
1644019200000,2022-02-05 00:00:00,WOO/USD,0.62403,0.66826,0.60955,0.61843,70988.3664204205,114788.03812949
1643932800000,2022-02-04 00:00:00,WOO/USD,0.54795,0.62234,0.17,0.62234,169235.71279954325,271934.49368439
1643846400000,2022-02-03 00:00:00,WOO/USD,0.52566,0.53394,0.51108,0.52925,961.6158261570175,1816.94062571
1643760000000,2022-02-02 00:00:00,WOO/USD,0.57876,0.57954,0.52326,0.52326,1606.8097828358925,3070.76746328
1643673600000,2022-02-01 00:00:00,WOO/USD,0.57476,0.57567,0.56997,0.57522,213.2732235886434,370.76809497
1643587200000,2022-01-31 00:00:00,WOO/USD,0.52349,0.53418,0.52349,0.53185,19890.92531109918,37399.50232415
1643500800000,2022-01-30 00:00:00,WOO/USD,0.60727,0.60999,0.58131,0.58131,1445.3835672835728,2486.42474288
1643414400000,2022-01-29 00:00:00,WOO/USD,0.5819,0.58862,0.5799,0.58862,94.7587410898028,160.98457593999998
1643328000000,2022-01-28 00:00:00,WOO/USD,0.57407,0.57407,0.57407,0.57407,6.792783691324399,11.832674919999999
1643241600000,2022-01-27 00:00:00,WOO/USD,0.60721,0.63888,0.57404,0.59589,2344.5047979772435,3934.45904106
1643155200000,2022-01-26 00:00:00,WOO/USD,0.63293,0.66366,0.57922,0.59859,12585.993428715607,21026.06697191
1643068800000,2022-01-25 00:00:00,WOO/USD,0.60183,0.71338,0.54245,0.65593,15740.088447100436,23996.5978795
1642982400000,2022-01-24 00:00:00,WOO/USD,0.55401,0.63229,0.54483,0.59,16862.8235766581,28581.05690959
