https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume OMG
1640131200000,2021-12-22 00:00:00,OMG/USD,6.144,6.8073,6.0532,6.541,2173485.6401238847,332286.44551657
1640044800000,2021-12-21 00:00:00,OMG/USD,5.8746,6.1502,5.8272,6.1225,586105.0006697191,95729.68569534
1639958400000,2021-12-20 00:00:00,OMG/USD,5.9064,5.9786,5.5905,5.8616,684956.4407029788,116854.85886157
1639872000000,2021-12-19 00:00:00,OMG/USD,6.0527,6.22,5.8867,5.9206,416906.2708619721,70416.21978549
1639785600000,2021-12-18 00:00:00,OMG/USD,5.9344,6.1877,5.807,6.0487,812664.9922361749,134353.66148696
1639699200000,2021-12-17 00:00:00,OMG/USD,6.1238,6.6163,5.8263,5.9324,1943950.3117119095,327683.62074572
1639612800000,2021-12-16 00:00:00,OMG/USD,6.0486,6.44,6.0317,6.1154,1210949.0144631038,198016.32182083
1639526400000,2021-12-15 00:00:00,OMG/USD,5.9774,6.2,5.551,6.0543,1150467.9007331547,190024.92455497
1639440000000,2021-12-14 00:00:00,OMG/USD,5.7374,6.1269,5.6104,5.9797,1934068.461241194,323439.04564463
1639353600000,2021-12-13 00:00:00,OMG/USD,6.449,6.6797,5.5949,5.7363,2038287.449563438,355331.38949557
1639267200000,2021-12-12 00:00:00,OMG/USD,6.3707,6.5434,6.2285,6.4423,828805.4093203259,128650.54550709
1639180800000,2021-12-11 00:00:00,OMG/USD,6.0315,6.39,5.8888,6.3493,1276357.7699168196,201023.38366699
1639094400000,2021-12-10 00:00:00,OMG/USD,6.4141,6.5818,6.0078,6.0403,1648015.0046758575,272836.61484957
1639008000000,2021-12-09 00:00:00,OMG/USD,7.1432,7.2119,6.3898,6.4026,2005520.6867728613,313235.35544511
1638921600000,2021-12-08 00:00:00,OMG/USD,7.0813,7.3464,6.5838,7.139,2680931.911450336,375533.25556105
1638835200000,2021-12-07 00:00:00,OMG/USD,6.45,7.3987,6.4171,7.0549,3715831.974996705,526702.28847988
1638748800000,2021-12-06 00:00:00,OMG/USD,6.24,6.5552,5.6933,6.4586,4636181.046524708,717830.65161563
1638662400000,2021-12-05 00:00:00,OMG/USD,6.6127,6.7195,5.9825,6.2323,3155979.662761324,506390.84491461
1638576000000,2021-12-04 00:00:00,OMG/USD,7.6619,7.6896,4.7255,6.6124,12308372.067410585,1861407.66853345
1638489600000,2021-12-03 00:00:00,OMG/USD,8.1071,8.2669,7.3651,7.6722,3577331.6958519216,466271.95535204
1638403200000,2021-12-02 00:00:00,OMG/USD,8.2876,8.328,8.0194,8.1052,3217591.5999344015,396978.68034526
1638316800000,2021-12-01 00:00:00,OMG/USD,8.6374,8.7582,8.2101,8.271,2211133.044740307,267335.63592556
1638230400000,2021-11-30 00:00:00,OMG/USD,8.7927,9.31,8.5752,8.6497,7308448.974782139,844936.70009158
1638144000000,2021-11-29 00:00:00,OMG/USD,8.109,8.9511,7.9825,8.7941,4826927.549114259,548882.49498121
1638057600000,2021-11-28 00:00:00,OMG/USD,8.13,8.1652,7.4646,8.113,5055416.00255908,623125.35468496
1637971200000,2021-11-27 00:00:00,OMG/USD,8.009,8.2771,7.9641,8.1489,2161758.3423215435,265282.22733394
1637884800000,2021-11-26 00:00:00,OMG/USD,8.9257,8.9368,7.8162,8.0,10404248.33419264,1300531.04177408
1637798400000,2021-11-25 00:00:00,OMG/USD,8.6541,9.1087,8.541,8.8834,5419741.580875035,610097.66315544
1637712000000,2021-11-24 00:00:00,OMG/USD,9.3255,9.3603,8.5353,8.654,5463860.875498875,631368.25462201
1637625600000,2021-11-23 00:00:00,OMG/USD,9.1086,9.4408,9.0037,9.325,4928127.128171838,528485.48291387
1637539200000,2021-11-22 00:00:00,OMG/USD,9.5249,9.5366,8.976,9.1,6605452.112988002,725873.85857011
1637452800000,2021-11-21 00:00:00,OMG/USD,9.9149,9.9149,9.4809,9.532,2087626.3598744092,219012.4171081
1637366400000,2021-11-20 00:00:00,OMG/USD,10.165,10.175,9.5796,9.8927,4557394.617923098,460682.58593944
1637280000000,2021-11-19 00:00:00,OMG/USD,9.0877,10.61,8.9039,10.165,18002567.729452148,1771034.7003888
1637193600000,2021-11-18 00:00:00,OMG/USD,10.341,10.384,8.8066,9.0633,6724871.637353966,741989.30161795
1637107200000,2021-11-17 00:00:00,OMG/USD,10.291,10.93,10.107,10.39,6850190.318845537,659306.09421035
1637020800000,2021-11-16 00:00:00,OMG/USD,11.169,11.169,9.287,10.311,13012748.572310967,1262025.85319668
1636934400000,2021-11-15 00:00:00,OMG/USD,11.843,11.849,11.107,11.157,2739341.77637803,245526.7344607
1636848000000,2021-11-14 00:00:00,OMG/USD,12.186,12.206,11.528,11.828,2364555.1867073267,199911.66610647
1636761600000,2021-11-13 00:00:00,OMG/USD,13.029,13.258,11.73,12.179,5033843.122735709,413321.54714966
1636675200000,2021-11-12 00:00:00,OMG/USD,17.167,17.167,12.555,13.014,31134808.531075418,2392408.83134128
1636588800000,2021-11-11 00:00:00,OMG/USD,15.207,19.702,15.113,17.274,44526577.504250504,2577664.55391053
1636502400000,2021-11-10 00:00:00,OMG/USD,16.433,17.343,14.73,15.208,7390225.015823274,485943.25459122
1636416000000,2021-11-09 00:00:00,OMG/USD,17.499,17.825,16.056,16.449,7998618.106136922,486267.74309301
1636329600000,2021-11-08 00:00:00,OMG/USD,16.453,17.889,15.577,17.49,5398700.198231284,308673.53906411
1636243200000,2021-11-07 00:00:00,OMG/USD,16.687,17.687,16.263,16.436,2766348.7644945467,168310.34098896
1636156800000,2021-11-06 00:00:00,OMG/USD,17.158,17.158,15.777,16.646,3798016.110711267,228163.88986611
1636070400000,2021-11-05 00:00:00,OMG/USD,19.164,20.099,16.705,17.198,12176982.042202128,708046.40319817
1635984000000,2021-11-04 00:00:00,OMG/USD,15.293,19.198,15.196,19.088,13299962.457598498,696770.87476941
1635897600000,2021-11-03 00:00:00,OMG/USD,14.805,15.397,13.9,15.359,2600183.5692315088,169293.80618735
1635811200000,2021-11-02 00:00:00,OMG/USD,14.686,15.6,14.435,14.817,5365478.880246019,362116.4122458
1635724800000,2021-11-01 00:00:00,OMG/USD,13.355,15.164,13.335,14.681,4658047.63123588,317284.08359348
1635638400000,2021-10-31 00:00:00,OMG/USD,13.466,13.685,12.839,13.402,803519.7790977475,59955.21407982
1635552000000,2021-10-30 00:00:00,OMG/USD,13.544,14.176,13.14,13.56,1195571.3226626425,88168.97659754
1635465600000,2021-10-29 00:00:00,OMG/USD,13.171,13.685,12.933,13.555,856207.7748307671,63165.45738331
1635379200000,2021-10-28 00:00:00,OMG/USD,12.729,13.366,12.507,13.206,1414248.413020341,107091.35340151
1635292800000,2021-10-27 00:00:00,OMG/USD,14.049,14.24,12.011,12.711,7222408.361433582,568201.4287966
1635206400000,2021-10-26 00:00:00,OMG/USD,14.445,14.758,14.011,14.107,632970.922325438,44869.27924615
1635120000000,2021-10-25 00:00:00,OMG/USD,14.323,15.186,14.153,14.426,1725418.8261431428,119604.79870672
1635033600000,2021-10-24 00:00:00,OMG/USD,14.224,14.77,13.861,14.353,827671.7019858726,57665.4150342
1634947200000,2021-10-23 00:00:00,OMG/USD,14.162,14.55,13.955,14.215,480348.69004672207,33791.67710494
1634860800000,2021-10-22 00:00:00,OMG/USD,14.798,16.242,13.952,14.169,2992282.8064160254,211185.17936453
1634774400000,2021-10-21 00:00:00,OMG/USD,14.665,15.997,14.412,14.773,2625461.846922062,177720.29018629
1634688000000,2021-10-20 00:00:00,OMG/USD,14.157,14.739,13.823,14.65,1087956.704916009,74263.25630826
1634601600000,2021-10-19 00:00:00,OMG/USD,13.962,14.231,13.705,14.224,385464.54299091647,27099.58823052
1634515200000,2021-10-18 00:00:00,OMG/USD,13.785,14.484,13.634,13.995,395213.72350142297,28239.63726341
1634428800000,2021-10-17 00:00:00,OMG/USD,14.128,14.239,13.317,13.767,597114.9353630518,43372.91605746
1634342400000,2021-10-16 00:00:00,OMG/USD,13.91,14.569,13.809,14.128,400492.6688355114,28347.44258462
1634256000000,2021-10-15 00:00:00,OMG/USD,14.44,14.721,13.71,13.9,1560262.630990202,112249.11014318
1634169600000,2021-10-14 00:00:00,OMG/USD,14.987,15.25,14.279,14.482,576229.4041519002,39789.3525861
1634083200000,2021-10-13 00:00:00,OMG/USD,14.671,15.915,14.553,14.994,5449678.405912721,363457.27663817
1633996800000,2021-10-12 00:00:00,OMG/USD,13.577,15.473,13.322,14.633,4293234.513218555,293394.00760053
1633910400000,2021-10-11 00:00:00,OMG/USD,12.87,14.876,12.734,13.577,2800516.6426144685,206269.17895076
1633824000000,2021-10-10 00:00:00,OMG/USD,14.102,14.531,12.87,12.903,1936182.668729815,150056.78282026
1633737600000,2021-10-09 00:00:00,OMG/USD,14.019,14.49,13.714,14.062,1811886.395801664,128849.83614007
1633651200000,2021-10-08 00:00:00,OMG/USD,14.925,15.548,13.648,14.013,3800352.076994572,271201.8894594
1633564800000,2021-10-07 00:00:00,OMG/USD,14.396,15.381,13.809,14.926,4549771.833923057,304821.91035261
1633478400000,2021-10-06 00:00:00,OMG/USD,15.513,15.539,13.724,14.413,5845844.673664579,405595.27327167
1633392000000,2021-10-05 00:00:00,OMG/USD,16.638,17.209,15.247,15.586,4032845.041067565,258747.91743023
1633305600000,2021-10-04 00:00:00,OMG/USD,16.485,18.19,15.52,16.567,8101096.822870711,488989.96938919
1633219200000,2021-10-03 00:00:00,OMG/USD,15.517,17.971,14.977,16.507,6825680.02850867,413502.15232984
1633132800000,2021-10-02 00:00:00,OMG/USD,12.768,16.474,12.563,15.534,9344557.250654623,601555.12106699
1633046400000,2021-10-01 00:00:00,OMG/USD,12.481,13.474,12.084,12.793,4893027.713454994,382476.95719964
1632960000000,2021-09-30 00:00:00,OMG/USD,10.35,12.474,10.281,12.45,7275693.938278777,584393.08741195
1632873600000,2021-09-29 00:00:00,OMG/USD,8.9181,10.6,8.7241,10.34,5082214.984877252,491510.15327633
1632787200000,2021-09-28 00:00:00,OMG/USD,9.3306,9.8504,8.7597,8.9311,3668708.4782618717,410779.01694773
1632700800000,2021-09-27 00:00:00,OMG/USD,9.0967,9.6742,8.7853,9.3369,1488404.2766457326,159410.96902031
1632614400000,2021-09-26 00:00:00,OMG/USD,8.9254,9.3885,7.9771,9.0951,2546314.8160802857,279965.56564307
1632528000000,2021-09-25 00:00:00,OMG/USD,9.1533,9.2816,8.523,8.9302,937539.6388490063,104985.29023415
1632441600000,2021-09-24 00:00:00,OMG/USD,9.8829,9.8987,8.4219,9.16,3060150.85127974,334077.6038515
1632355200000,2021-09-23 00:00:00,OMG/USD,9.5655,10.073,9.2019,9.8531,2377165.7721830844,241260.69685511
1632268800000,2021-09-22 00:00:00,OMG/USD,8.5548,9.765,8.2802,9.5544,5057235.167626995,529309.55032519
1632182400000,2021-09-21 00:00:00,OMG/USD,10.251,11.412,8.3944,8.5533,8193014.421703679,957877.59364265
1632096000000,2021-09-20 00:00:00,OMG/USD,9.6819,11.32,7.81,10.242,11504417.344359068,1123258.86978706
1632009600000,2021-09-19 00:00:00,OMG/USD,8.8146,10.118,8.5294,9.665,4489616.970251195,464523.22506479
1631923200000,2021-09-18 00:00:00,OMG/USD,8.4853,8.9635,8.2943,8.8076,404001.9220446374,45869.69458702
1631836800000,2021-09-17 00:00:00,OMG/USD,8.9525,8.9614,8.1297,8.4903,1393203.931657024,164093.60466144
1631750400000,2021-09-16 00:00:00,OMG/USD,9.1,9.2992,8.5668,8.9625,2775973.66597721,309732.06872828
1631664000000,2021-09-15 00:00:00,OMG/USD,8.9759,9.0922,8.5598,9.0793,1551136.8050955683,170843.21534651
1631577600000,2021-09-14 00:00:00,OMG/USD,8.5528,9.04,8.1719,8.9982,1906434.1754209443,211868.39316985
1631491200000,2021-09-13 00:00:00,OMG/USD,9.4534,9.7082,7.9672,8.557,2354835.9923514943,275194.10919148
1631404800000,2021-09-12 00:00:00,OMG/USD,9.1327,10.04,8.7551,9.4582,4783237.432962445,505723.86214739
1631318400000,2021-09-11 00:00:00,OMG/USD,8.1619,9.562,8.0918,9.1404,3016390.030627642,330006.34880614
1631232000000,2021-09-10 00:00:00,OMG/USD,8.8033,9.5397,7.7385,8.1783,4080428.3110190323,498933.55722082
1631145600000,2021-09-09 00:00:00,OMG/USD,8.0347,9.3144,8.0233,8.7872,6566320.885208182,747259.75113895
1631059200000,2021-09-08 00:00:00,OMG/USD,7.6446,8.4979,6.6544,8.0448,3806383.7705061836,473148.34060588
1630972800000,2021-09-07 00:00:00,OMG/USD,9.0315,9.7202,6.5265,7.6404,11088577.097775076,1451308.45214584
1630886400000,2021-09-06 00:00:00,OMG/USD,8.9854,10.296,8.3829,9.0185,8781513.444339871,973722.1760093
1630800000000,2021-09-05 00:00:00,OMG/USD,7.1877,9.12,7.0594,8.9401,4794935.8454991365,536340.29211073
1630713600000,2021-09-04 00:00:00,OMG/USD,6.9416,7.2821,6.8169,7.1721,1909621.0355887357,266256.88927772
1630627200000,2021-09-03 00:00:00,OMG/USD,6.7854,7.1039,6.5484,6.9561,1492014.8343300251,214490.13589943
1630540800000,2021-09-02 00:00:00,OMG/USD,6.7839,6.96,6.5746,6.7689,878656.712629351,129807.9027064
1630454400000,2021-09-01 00:00:00,OMG/USD,6.3216,6.8932,6.1576,6.7713,1401914.509519954,207037.71942167
1630368000000,2021-08-31 00:00:00,OMG/USD,6.2214,6.6572,6.074,6.3279,1021166.1088222385,161375.19695669
1630281600000,2021-08-30 00:00:00,OMG/USD,6.6585,6.7016,6.1907,6.2233,663355.2091591647,106592.19532389
1630195200000,2021-08-29 00:00:00,OMG/USD,6.4552,6.7897,6.3565,6.686,801541.1462268776,119883.50975574
1630108800000,2021-08-28 00:00:00,OMG/USD,6.5514,6.6228,6.3252,6.4466,722322.5984202437,112047.06332334
1630022400000,2021-08-27 00:00:00,OMG/USD,5.9873,6.6511,5.7389,6.57,1553897.0027728684,236514.00346619
1629936000000,2021-08-26 00:00:00,OMG/USD,6.6469,6.74,5.9386,5.9872,1741915.7164533003,290939.95798592
1629849600000,2021-08-25 00:00:00,OMG/USD,6.3409,6.8362,6.0855,6.6372,2266231.555554253,341443.91543938
1629763200000,2021-08-24 00:00:00,OMG/USD,6.757,7.1763,6.1183,6.32,6821085.902809581,1079285.74411544
1629676800000,2021-08-23 00:00:00,OMG/USD,6.2613,7.3153,6.1764,6.7335,3768655.1928804065,559687.41262054
1629590400000,2021-08-22 00:00:00,OMG/USD,6.1499,6.5431,6.0021,6.2765,843012.4664334129,134312.50958869
1629504000000,2021-08-21 00:00:00,OMG/USD,6.1261,6.5787,6.0007,6.1275,1491936.4395149054,243482.0790722
1629417600000,2021-08-20 00:00:00,OMG/USD,6.1488,6.3375,5.9345,6.1556,1699762.048363948,276132.63505815
1629331200000,2021-08-19 00:00:00,OMG/USD,5.174,6.2628,4.9923,6.1608,3016976.7170466273,489705.34947517
1629244800000,2021-08-18 00:00:00,OMG/USD,5.2367,5.3689,4.93,5.1597,888722.4875096754,172243.05434612
1629158400000,2021-08-17 00:00:00,OMG/USD,5.6462,5.8966,5.1908,5.2367,1331543.801238157,254271.54529344
1629072000000,2021-08-16 00:00:00,OMG/USD,5.698,5.9969,5.4708,5.6449,1493040.2227070217,264493.65315719
1628985600000,2021-08-15 00:00:00,OMG/USD,5.6381,5.7441,5.339,5.6881,682079.2679042944,119913.37492384
1628899200000,2021-08-14 00:00:00,OMG/USD,5.627,5.7741,5.3571,5.6275,984337.1210873874,174915.52573743
1628812800000,2021-08-13 00:00:00,OMG/USD,5.0485,5.645,4.9569,5.6249,1856714.996860534,330088.53434915
1628726400000,2021-08-12 00:00:00,OMG/USD,5.2634,5.4982,4.8272,5.0509,1091787.8093029885,216157.08275812
1628640000000,2021-08-11 00:00:00,OMG/USD,5.1271,5.47,5.1022,5.2834,1336282.74147679,252920.98676549
1628553600000,2021-08-10 00:00:00,OMG/USD,4.9552,5.2059,4.8983,5.1132,567739.7665688248,111034.14037566
1628467200000,2021-08-09 00:00:00,OMG/USD,4.7789,5.208,4.6019,4.9847,983859.6167511557,197375.8935846
1628380800000,2021-08-08 00:00:00,OMG/USD,5.0723,5.1432,4.7063,4.7621,549536.0649862656,115397.84233558
1628294400000,2021-08-07 00:00:00,OMG/USD,4.7294,5.3576,4.6591,5.058,1552498.440667463,306939.19348902
1628208000000,2021-08-06 00:00:00,OMG/USD,4.4733,4.7656,4.3421,4.7288,577435.5726558688,122110.38163083
1628121600000,2021-08-05 00:00:00,OMG/USD,4.3329,4.4999,4.1449,4.4619,1035756.3970660033,232133.48507721
1628035200000,2021-08-04 00:00:00,OMG/USD,4.2018,4.3728,4.0526,4.3317,315591.90931751503,72856.36339486
1627948800000,2021-08-03 00:00:00,OMG/USD,4.3716,4.4385,4.0742,4.1928,513216.0422090131,122404.13141791
1627862400000,2021-08-02 00:00:00,OMG/USD,4.3052,4.4509,4.1855,4.3771,466113.61108753225,106489.13917606
1627776000000,2021-08-01 00:00:00,OMG/USD,4.4527,4.772,4.2652,4.3211,2923329.3420150946,676524.34380484
1627689600000,2021-07-31 00:00:00,OMG/USD,4.2522,4.51,4.1687,4.4546,864958.7172572508,194172.02829822
1627603200000,2021-07-30 00:00:00,OMG/USD,4.1133,4.26,3.9254,4.2561,923539.0856093821,216991.86711059
1627516800000,2021-07-29 00:00:00,OMG/USD,3.9343,4.1262,3.8281,4.1,339293.58350325696,82754.53256177
1627430400000,2021-07-28 00:00:00,OMG/USD,3.9277,4.0145,3.8038,3.9393,715325.244973611,181586.89233458
1627344000000,2021-07-27 00:00:00,OMG/USD,3.799,3.9348,3.685,3.9348,367038.76319464744,93280.15736369
1627257600000,2021-07-26 00:00:00,OMG/USD,3.7903,4.16,3.7896,3.8047,1186724.568119194,311910.15536552
1627171200000,2021-07-25 00:00:00,OMG/USD,3.7308,3.7875,3.5962,3.7793,238879.84680884454,63207.43174896
1627084800000,2021-07-24 00:00:00,OMG/USD,3.6819,3.8119,3.6501,3.7237,316269.21718559973,84934.12927615
1626998400000,2021-07-23 00:00:00,OMG/USD,3.5894,3.7184,3.4619,3.7033,360895.6400730376,97452.44513624
1626912000000,2021-07-22 00:00:00,OMG/USD,3.4629,3.617,3.3833,3.5843,512709.5861736016,143043.15659225
1626825600000,2021-07-21 00:00:00,OMG/USD,3.1704,3.5179,3.0914,3.46,986980.756538807,285254.55391295
1626739200000,2021-07-20 00:00:00,OMG/USD,3.3429,3.4422,3.0394,3.1765,894319.3950983741,281542.38787923
1626652800000,2021-07-19 00:00:00,OMG/USD,3.6553,3.6637,3.3248,3.3371,562651.0188654965,168604.7822557
1626566400000,2021-07-18 00:00:00,OMG/USD,3.6678,3.8963,3.6121,3.6787,705047.1970783774,191656.61703275
1626480000000,2021-07-17 00:00:00,OMG/USD,3.6031,3.7716,3.5766,3.667,376257.7181311609,102606.41345273
1626393600000,2021-07-16 00:00:00,OMG/USD,3.7642,3.8941,3.5575,3.6032,477246.78907287406,132450.81845939
1626307200000,2021-07-15 00:00:00,OMG/USD,3.8984,3.9589,3.6769,3.7602,525414.0493121302,139730.34660713
1626220800000,2021-07-14 00:00:00,OMG/USD,3.8938,3.9508,3.6262,3.8969,438733.181459351,112585.17833646
1626134400000,2021-07-13 00:00:00,OMG/USD,4.0615,4.0942,3.8289,3.8979,236740.0840683357,60735.28927585
1626048000000,2021-07-12 00:00:00,OMG/USD,4.1635,4.2786,3.9709,4.071,260273.24001875034,63933.49054747
1625961600000,2021-07-11 00:00:00,OMG/USD,4.0623,4.2693,4.0098,4.1563,283958.7471330444,68320.07967015
1625875200000,2021-07-10 00:00:00,OMG/USD,4.1609,4.2824,3.9196,4.0601,373468.72216623806,91985.10434872
1625788800000,2021-07-09 00:00:00,OMG/USD,4.0812,4.2367,3.8359,4.16,468633.8006749568,112652.35593148
1625702400000,2021-07-08 00:00:00,OMG/USD,4.4924,4.505,3.9914,4.077,548532.6483170142,134543.20537577
1625616000000,2021-07-07 00:00:00,OMG/USD,4.5498,4.7041,4.4632,4.5033,411085.31806061504,91285.35031213
1625529600000,2021-07-06 00:00:00,OMG/USD,4.4099,4.7554,4.3772,4.5526,745987.4227384788,163859.64563952
1625443200000,2021-07-05 00:00:00,OMG/USD,4.5078,4.8716,4.2604,4.4092,1277967.7853802997,289841.19236603
1625356800000,2021-07-04 00:00:00,OMG/USD,4.5945,4.6322,4.3433,4.528,813563.617040772,179673.94369275
1625270400000,2021-07-03 00:00:00,OMG/USD,4.1341,4.6489,4.039,4.5956,584931.7981682152,127280.83344247
1625184000000,2021-07-02 00:00:00,OMG/USD,4.1377,4.2191,3.8718,4.1548,637859.0961293572,153523.41776484
1625097600000,2021-07-01 00:00:00,OMG/USD,4.3653,4.4502,4.0408,4.1568,812060.7585755102,195357.18787902
1625011200000,2021-06-30 00:00:00,OMG/USD,4.239,4.4,4.1037,4.3731,476927.09776905476,109059.27094488
1624924800000,2021-06-29 00:00:00,OMG/USD,3.8716,4.3782,3.8566,4.2228,679011.3955982121,160796.48470167
1624838400000,2021-06-28 00:00:00,OMG/USD,3.717,3.8819,3.6146,3.8603,663464.1492047613,171868.54628002
1624752000000,2021-06-27 00:00:00,OMG/USD,3.5605,3.7272,3.4315,3.7148,667285.8189888323,179629.00263509
1624665600000,2021-06-26 00:00:00,OMG/USD,3.5153,3.6651,3.3238,3.5548,1085507.6056094922,305363.90390725
1624579200000,2021-06-25 00:00:00,OMG/USD,3.9113,3.9927,3.4831,3.5162,887712.0320645844,252463.46398515
1624492800000,2021-06-24 00:00:00,OMG/USD,3.7187,4.0536,3.5129,3.8853,1191120.5555519026,306571.06415255
1624406400000,2021-06-23 00:00:00,OMG/USD,3.3247,3.8567,3.1787,3.7114,1383058.7431336383,372651.4908481
1624320000000,2021-06-22 00:00:00,OMG/USD,3.461,3.73,2.9199,3.323,3777726.596678716,1136842.18979197
1624233600000,2021-06-21 00:00:00,OMG/USD,4.6046,4.6121,3.4584,3.4858,1474946.1715015275,423129.89026953
1624147200000,2021-06-20 00:00:00,OMG/USD,4.479,4.6607,4.1638,4.5966,611847.6749262179,133108.7488418
1624060800000,2021-06-19 00:00:00,OMG/USD,4.6294,4.755,4.468,4.4908,441779.14887938387,98374.2649148
1623974400000,2021-06-18 00:00:00,OMG/USD,5.0289,5.0987,4.5191,4.6242,726267.5051893017,157057.97871833
1623888000000,2021-06-17 00:00:00,OMG/USD,5.0461,5.4012,4.928,5.0232,734766.3520590995,146274.5564698
1623801600000,2021-06-16 00:00:00,OMG/USD,5.1748,5.36,4.9875,5.0522,1441762.6493596006,285373.2333161
1623715200000,2021-06-15 00:00:00,OMG/USD,5.2041,5.5849,5.076,5.182,1791295.8224196834,345676.53848315
1623628800000,2021-06-14 00:00:00,OMG/USD,5.0557,5.2293,4.9048,5.2152,1811929.9071965737,347432.48719063
1623542400000,2021-06-13 00:00:00,OMG/USD,4.6496,5.1618,4.4524,5.0453,1394530.2906945182,276401.85731166
1623456000000,2021-06-12 00:00:00,OMG/USD,4.7554,4.8539,4.3537,4.6429,630786.9196762673,135860.54398679
1623369600000,2021-06-11 00:00:00,OMG/USD,5.0765,5.27,4.6597,4.7737,411014.39842303144,86099.75457675
1623283200000,2021-06-10 00:00:00,OMG/USD,5.524,5.5787,4.9555,5.0647,712482.5070391608,140676.15200094
1623196800000,2021-06-09 00:00:00,OMG/USD,5.364,5.524,5.0807,5.5083,752388.0904255032,136591.70532206
1623110400000,2021-06-08 00:00:00,OMG/USD,5.3534,5.4913,4.7356,5.3864,1278088.8306118196,237280.71264886
1623024000000,2021-06-07 00:00:00,OMG/USD,6.025,6.1948,5.302,5.3564,746103.5066636468,139291.96973035
1622937600000,2021-06-06 00:00:00,OMG/USD,5.8737,6.1045,5.7982,6.0191,512175.2148057294,85091.66068112
1622851200000,2021-06-05 00:00:00,OMG/USD,6.1892,6.4579,5.6621,5.8858,831940.2977432322,141347.02126189
1622764800000,2021-06-04 00:00:00,OMG/USD,6.6982,6.8697,5.783,6.2013,1256766.632357065,202661.80193783
1622678400000,2021-06-03 00:00:00,OMG/USD,6.4579,7.1048,6.3664,6.6813,781756.4042538457,117006.63108285
1622592000000,2021-06-02 00:00:00,OMG/USD,6.3253,6.7917,6.1282,6.4617,837350.7172296458,129586.7522834
1622505600000,2021-06-01 00:00:00,OMG/USD,6.595,6.702,6.1482,6.328,1162222.104133356,183663.4172145
1622419200000,2021-05-31 00:00:00,OMG/USD,6.0602,6.6215,5.8537,6.5999,2117431.6289403113,320827.83510967
1622332800000,2021-05-30 00:00:00,OMG/USD,5.8446,6.5124,5.4333,6.0632,1361890.4222133267,224615.7841096
1622246400000,2021-05-29 00:00:00,OMG/USD,6.2408,6.7132,5.4667,5.8446,1797454.6852127018,307541.09523538
1622160000000,2021-05-28 00:00:00,OMG/USD,7.2471,7.3162,5.95,6.2855,2931000.623406152,466311.45070498
1622073600000,2021-05-27 00:00:00,OMG/USD,7.2465,7.9942,7.0921,7.2442,3403287.3646056266,469794.78266829
1621987200000,2021-05-26 00:00:00,OMG/USD,6.1891,7.7,6.1641,7.2465,4947509.250754052,682744.66994467
1621900800000,2021-05-25 00:00:00,OMG/USD,6.259,6.5501,5.5045,6.1463,3365983.6032838374,547643.88384619
1621814400000,2021-05-24 00:00:00,OMG/USD,4.2906,6.97,4.2606,6.2573,11027503.195234077,1762342.09566971
1621728000000,2021-05-23 00:00:00,OMG/USD,5.164,5.4937,3.39,4.2877,5239740.607027771,1222039.92980567
1621641600000,2021-05-22 00:00:00,OMG/USD,5.6646,5.7257,4.8362,5.1569,1911529.8489605505,370674.21298853
1621555200000,2021-05-21 00:00:00,OMG/USD,6.6559,7.2959,4.827,5.6718,10246254.152563725,1806525.99748999
1621468800000,2021-05-20 00:00:00,OMG/USD,5.4891,6.9585,4.8911,6.6291,5599687.62111845,844713.10149469
1621382400000,2021-05-19 00:00:00,OMG/USD,8.7181,8.8336,4.1444,5.4482,14087782.835857542,2585768.29702609
1621296000000,2021-05-18 00:00:00,OMG/USD,8.5197,9.2571,8.393,8.7036,1984221.7919938245,227977.13497792
1621209600000,2021-05-17 00:00:00,OMG/USD,9.3344,9.3344,7.966,8.4986,4510062.652058141,530683.01273835
1621123200000,2021-05-16 00:00:00,OMG/USD,9.4197,10.573,8.75,9.3404,3576024.1071602227,382855.56369751
1621036800000,2021-05-15 00:00:00,OMG/USD,10.249,10.535,9.3,9.339,1649218.5705376496,176594.77144637
1620950400000,2021-05-14 00:00:00,OMG/USD,9.7183,10.899,9.6406,10.246,2161569.3043014617,210967.13881529
1620864000000,2021-05-13 00:00:00,OMG/USD,9.6712,10.467,9.01,9.6689,8949547.472143145,925601.40989597
1620777600000,2021-05-12 00:00:00,OMG/USD,12.332,12.35,9.5,9.6711,7226454.403824815,747221.55740555
1620691200000,2021-05-11 00:00:00,OMG/USD,10.054,12.539,9.5512,12.315,7738289.297147315,628362.91491249
1620604800000,2021-05-10 00:00:00,OMG/USD,11.65,12.2,9.472,10.073,5354438.651382958,531563.45193914
1620518400000,2021-05-09 00:00:00,OMG/USD,11.837,12.472,10.851,11.62,3635070.925186596,312828.8231658
1620432000000,2021-05-08 00:00:00,OMG/USD,11.863,12.488,11.224,11.839,2668684.2617456526,225414.66861607
1620345600000,2021-05-07 00:00:00,OMG/USD,13.187,15.353,11.157,11.891,13798772.509387089,1160438.35752982
1620259200000,2021-05-06 00:00:00,OMG/USD,9.9184,13.175,9.5727,13.15,7343527.929089022,558443.18852388
1620172800000,2021-05-05 00:00:00,OMG/USD,8.7095,10.283,8.596,9.9115,4641848.204712775,468329.5368726
1620086400000,2021-05-04 00:00:00,OMG/USD,9.3294,10.2,8.4,8.7518,4950890.504647526,565699.68516734
