https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume AIX
1653696000000,2022-05-28 00:00:00,AIX/USD,0.00352,0.003568,0.003203,0.003508,3205.6984945323065,913825.11246645
1653609600000,2022-05-27 00:00:00,AIX/USD,0.0043655,0.004383,0.0034097,0.0035123,5056.508081660189,1439657.22793047
1653523200000,2022-05-26 00:00:00,AIX/USD,0.0046756,0.004742,0.004306,0.0043473,4581.087377209758,1053777.60384831
1653436800000,2022-05-25 00:00:00,AIX/USD,0.004748,0.0051606,0.0045909,0.004681,4297.370974351449,918045.49761834
1653350400000,2022-05-24 00:00:00,AIX/USD,0.004975,0.005163,0.0046128,0.004786,7929.111691737405,1656730.39944367
1653264000000,2022-05-23 00:00:00,AIX/USD,0.0049881,0.005233,0.004817,0.0049796,4152.738541277246,833950.22517416
1653177600000,2022-05-22 00:00:00,AIX/USD,0.005108,0.00536,0.004769,0.00501,2296.329288697256,458349.15942061
1653091200000,2022-05-21 00:00:00,AIX/USD,0.005131,0.006136,0.004581,0.005108,3107.226247977633,608305.84337855
1653004800000,2022-05-20 00:00:00,AIX/USD,0.0057816,0.0059138,0.004422,0.005112,12513.830033036065,2447932.32258139
1652918400000,2022-05-19 00:00:00,AIX/USD,0.0045748,0.007455,0.004181,0.0058438,37242.54684183169,6373001.61570069
1652832000000,2022-05-18 00:00:00,AIX/USD,0.005421,0.0056206,0.004159,0.0045647,15363.36394745609,3365689.73808927
1652745600000,2022-05-17 00:00:00,AIX/USD,0.0054801,0.0061815,0.0050079,0.0054118,15605.865494761732,2883673.73050773
1652659200000,2022-05-16 00:00:00,AIX/USD,0.0077104,0.0077209,0.0049505,0.0054801,45725.17125874729,8343857.09362006
1652572800000,2022-05-15 00:00:00,AIX/USD,0.0037044,0.0099253,0.0036904,0.0077104,19927.85202592914,2584541.92077313
1652486400000,2022-05-14 00:00:00,AIX/USD,0.0039367,0.0046845,0.0032706,0.0037117,6325.801931471629,1704286.96593788
1652400000000,2022-05-13 00:00:00,AIX/USD,0.0028139,0.0045821,0.0027787,0.0039367,15566.594668422556,3954224.26611694
1652313600000,2022-05-12 00:00:00,AIX/USD,0.003143,0.0042876,0.0027471,0.0028388,2985.1628294489465,1051557.99261975
1652227200000,2022-05-11 00:00:00,AIX/USD,0.0053209,0.0054206,0.003143,0.0031571,14294.461364432216,4527718.90799538
1652140800000,2022-05-10 00:00:00,AIX/USD,0.00522,0.0060022,0.0050356,0.0053139,8926.203142967963,1679783.80153333
1652054400000,2022-05-09 00:00:00,AIX/USD,0.0070935,0.0071125,0.0051087,0.0051966,3900.3947040863145,750566.65975567
1651968000000,2022-05-08 00:00:00,AIX/USD,0.0071057,0.0072644,0.0067416,0.0070933,5268.169257330759,742696.52451338
1651881600000,2022-05-07 00:00:00,AIX/USD,0.0074908,0.0082575,0.0068787,0.0071057,7228.236748854991,1017244.85256273
1651795200000,2022-05-06 00:00:00,AIX/USD,0.0082214,0.0082214,0.0073732,0.007437,6736.629973673025,905826.27049523
1651708800000,2022-05-05 00:00:00,AIX/USD,0.0090767,0.0097589,0.00721,0.0082334,10941.172468353268,1328876.58420012
1651622400000,2022-05-04 00:00:00,AIX/USD,0.0083253,0.0097544,0.0081934,0.0090973,7000.375596050733,769500.35681474
1651536000000,2022-05-03 00:00:00,AIX/USD,0.0090056,0.0090229,0.0080382,0.0082991,3489.608383949778,420480.33930785
1651449600000,2022-05-02 00:00:00,AIX/USD,0.007729,0.0097698,0.0077172,0.0090169,11846.095666335259,1313765.89141892
1651363200000,2022-05-01 00:00:00,AIX/USD,0.0078819,0.0081852,0.0076399,0.0077524,6433.149633916106,829826.84509521
1651276800000,2022-04-30 00:00:00,AIX/USD,0.0084844,0.0087224,0.0078563,0.0078869,8118.590677013326,1029376.64697325
1651190400000,2022-04-29 00:00:00,AIX/USD,0.0094086,0.0095815,0.0084799,0.0084799,5280.568244304174,622715.86272293
1651104000000,2022-04-28 00:00:00,AIX/USD,0.0091957,0.0095652,0.0090831,0.009426,1006.6973198897105,106800.05515486
1651017600000,2022-04-27 00:00:00,AIX/USD,0.0089855,0.011393,0.0084848,0.0092025,7854.587483523141,853527.57223832
1650931200000,2022-04-26 00:00:00,AIX/USD,0.0096902,0.0099785,0.0088573,0.0089844,906.9347901848028,100945.50445047
1650844800000,2022-04-25 00:00:00,AIX/USD,0.010009,0.010038,0.009,0.0096909,2363.2964248772037,243867.58968488
1650758400000,2022-04-24 00:00:00,AIX/USD,0.010124,0.010533,0.0099939,0.0099983,1432.3644169847425,143260.7960338
1650672000000,2022-04-23 00:00:00,AIX/USD,0.010205,0.010639,0.0099242,0.010116,1859.5450679617038,183822.16962848
1650585600000,2022-04-22 00:00:00,AIX/USD,0.010181,0.010532,0.010023,0.010218,157.19229486220806,15383.86130967
1650499200000,2022-04-21 00:00:00,AIX/USD,0.010456,0.010943,0.010058,0.01018,575.6805392997815,56550.15120823
1650412800000,2022-04-20 00:00:00,AIX/USD,0.010531,0.01074,0.010377,0.010468,916.1876203312622,87522.69968774
1650326400000,2022-04-19 00:00:00,AIX/USD,0.010333,0.010966,0.010121,0.01054,1374.3611294062075,130394.79406131
1650240000000,2022-04-18 00:00:00,AIX/USD,0.010593,0.010616,0.0097704,0.010316,4014.449942609825,389147.91998932
1650153600000,2022-04-17 00:00:00,AIX/USD,0.010916,0.010977,0.010487,0.010594,748.3829068610161,70642.14714565
1650067200000,2022-04-16 00:00:00,AIX/USD,0.010988,0.011294,0.010437,0.010907,809.37045823244,74206.51492
1649980800000,2022-04-15 00:00:00,AIX/USD,0.011191,0.011227,0.010532,0.010973,720.5778187175745,65668.26015834999
1649894400000,2022-04-14 00:00:00,AIX/USD,0.011526,0.012059,0.010949,0.011201,1684.8074594653092,150415.80746945
1649808000000,2022-04-13 00:00:00,AIX/USD,0.0099504,0.012934,0.0099504,0.011544,9484.568403316947,821601.55953889
1649721600000,2022-04-12 00:00:00,AIX/USD,0.010085,0.01035,0.0097703,0.0099426,2147.7491018549636,216014.83534035
1649635200000,2022-04-11 00:00:00,AIX/USD,0.012267,0.012267,0.010012,0.01014,7225.956518681456,712618.98606326
1649548800000,2022-04-10 00:00:00,AIX/USD,0.01186,0.012688,0.011755,0.012273,3335.6287860310417,271785.93547063
1649462400000,2022-04-09 00:00:00,AIX/USD,0.010479,0.01299,0.010476,0.011859,6164.889917935285,519849.05286578
1649376000000,2022-04-08 00:00:00,AIX/USD,0.010596,0.011994,0.010423,0.010482,4260.597655065097,406468.00754294
1649289600000,2022-04-07 00:00:00,AIX/USD,0.012178,0.012178,0.01018,0.010589,7619.632973367742,719580.03337121
1649203200000,2022-04-06 00:00:00,AIX/USD,0.013111,0.013129,0.011772,0.012173,1535.799487867829,126164.42026352
1649116800000,2022-04-05 00:00:00,AIX/USD,0.01319,0.013338,0.012709,0.013139,2825.9798767711004,215083.33029691
1649030400000,2022-04-04 00:00:00,AIX/USD,0.01403,0.01403,0.012739,0.01319,2636.6728644177606,199899.38320074
1648944000000,2022-04-03 00:00:00,AIX/USD,0.013367,0.01456,0.013182,0.014037,4085.5601017522,291056.50080161
1648857600000,2022-04-02 00:00:00,AIX/USD,0.012823,0.014624,0.012764,0.013373,3086.416064233947,230794.59090959
1648771200000,2022-04-01 00:00:00,AIX/USD,0.012533,0.012945,0.011943,0.012833,7815.750591414042,609035.34570358
1648684800000,2022-03-31 00:00:00,AIX/USD,0.013329,0.013882,0.012022,0.012355,5911.783049437804,478493.16466514
1648598400000,2022-03-30 00:00:00,AIX/USD,0.013937,0.01464,0.012784,0.013331,8903.671416744208,667892.23739736
1648512000000,2022-03-29 00:00:00,AIX/USD,0.013373,0.01507,0.013368,0.013937,6419.786607591625,460629.01683229
1648425600000,2022-03-28 00:00:00,AIX/USD,0.013418,0.014235,0.012913,0.013372,4657.474014684527,348300.47971018
1648339200000,2022-03-27 00:00:00,AIX/USD,0.012625,0.013318,0.012186,0.01329,2032.9886016162695,152971.30185224
1648252800000,2022-03-26 00:00:00,AIX/USD,0.012056,0.013267,0.012045,0.0126,4237.570525534794,336315.12107419
1648166400000,2022-03-25 00:00:00,AIX/USD,0.012822,0.013757,0.012014,0.012083,5460.173299078597,451888.87685828
1648080000000,2022-03-24 00:00:00,AIX/USD,0.01244,0.013035,0.012193,0.012839,2652.900750932979,206628.30056336
1647993600000,2022-03-23 00:00:00,AIX/USD,0.012524,0.01292,0.012055,0.012431,1792.6492802777186,144207.97041893
1647907200000,2022-03-22 00:00:00,AIX/USD,0.01288,0.013141,0.012275,0.01253,2120.2714692090194,169215.60009649
1647820800000,2022-03-21 00:00:00,AIX/USD,0.011539,0.013223,0.011089,0.013079,5280.150729083486,403712.11324134
1647734400000,2022-03-20 00:00:00,AIX/USD,0.010913,0.011864,0.010878,0.011543,1404.724525576439,121694.92554591
1647648000000,2022-03-19 00:00:00,AIX/USD,0.010794,0.011134,0.010113,0.010908,1981.3877147479393,181645.3717224
1647561600000,2022-03-18 00:00:00,AIX/USD,0.010668,0.010944,0.010248,0.01079,1511.5074727015938,140084.10312341
1647475200000,2022-03-17 00:00:00,AIX/USD,0.011332,0.011402,0.010383,0.010705,3303.3250844114727,308577.77528365
1647388800000,2022-03-16 00:00:00,AIX/USD,0.011451,0.011497,0.010786,0.01134,1061.8672706462014,93639.08912224
1647302400000,2022-03-15 00:00:00,AIX/USD,0.0096069,0.011896,0.0091683,0.011491,21930.159718541803,1908463.99082254
1647216000000,2022-03-14 00:00:00,AIX/USD,0.0086551,0.0096521,0.0086482,0.009588,3962.493977513216,413276.3848053
1647129600000,2022-03-13 00:00:00,AIX/USD,0.0093479,0.0096308,0.0084872,0.0086503,3112.3973684012262,359802.24598005
1647043200000,2022-03-12 00:00:00,AIX/USD,0.0094606,0.0097768,0.0093233,0.0093719,2655.803428623093,283379.40317578
1646956800000,2022-03-11 00:00:00,AIX/USD,0.010297,0.010318,0.0088464,0.0094656,3139.636855702857,331689.15395779
1646870400000,2022-03-10 00:00:00,AIX/USD,0.010669,0.010764,0.010107,0.010298,2578.83873430005,250421.31814916
1646784000000,2022-03-09 00:00:00,AIX/USD,0.010394,0.011272,0.010205,0.010684,3237.837740509824,303054.82408366003
1646697600000,2022-03-08 00:00:00,AIX/USD,0.01065,0.010775,0.0099043,0.010406,1774.2556766170326,170503.14017077
1646611200000,2022-03-07 00:00:00,AIX/USD,0.010606,0.010889,0.0099572,0.01065,2204.365811473116,206982.70530264
1646524800000,2022-03-06 00:00:00,AIX/USD,0.011408,0.011898,0.010357,0.010545,1858.1780067189254,176214.13055656
1646438400000,2022-03-05 00:00:00,AIX/USD,0.0098283,0.011539,0.0096944,0.011413,2217.8159540139636,194323.66196565
1646352000000,2022-03-04 00:00:00,AIX/USD,0.012129,0.012129,0.0096524,0.0098334,3487.216900528067,354629.82290236
1646265600000,2022-03-03 00:00:00,AIX/USD,0.010249,0.012246,0.010216,0.012159,8612.208110213614,708299.04681418
1646179200000,2022-03-02 00:00:00,AIX/USD,0.010652,0.01087,0.010026,0.010259,5670.083987300502,552693.63361931
1646092800000,2022-03-01 00:00:00,AIX/USD,0.0095884,0.010777,0.0095884,0.01062,6945.805870032403,654030.68456049
1646006400000,2022-02-28 00:00:00,AIX/USD,0.0090034,0.0099467,0.0087364,0.0097492,7932.697997174808,813676.81421807
1645920000000,2022-02-27 00:00:00,AIX/USD,0.0088376,0.0094807,0.0084798,0.0090047,4255.357409816467,472570.7030569
1645833600000,2022-02-26 00:00:00,AIX/USD,0.0088782,0.0095008,0.0087491,0.0088084,4172.0223119341035,473641.33235708
1645747200000,2022-02-25 00:00:00,AIX/USD,0.0081369,0.0089284,0.0078284,0.0088715,6914.3460224278615,779388.60648457
1645660800000,2022-02-24 00:00:00,AIX/USD,0.0086935,0.0087043,0.0062333,0.0081496,32646.002955784857,4005841.14015226
1645574400000,2022-02-23 00:00:00,AIX/USD,0.0082953,0.0093294,0.0080791,0.0086994,3282.919295373183,377373.07117424
1645488000000,2022-02-22 00:00:00,AIX/USD,0.0084452,0.0089083,0.0080555,0.0082816,9095.582747307802,1098288.10221549
1645401600000,2022-02-21 00:00:00,AIX/USD,0.0097636,0.0099605,0.0081042,0.0083615,13390.056582881269,1601394.07796224
1645315200000,2022-02-20 00:00:00,AIX/USD,0.010678,0.010733,0.0093194,0.009739,5924.259896170906,608302.68982143
1645228800000,2022-02-19 00:00:00,AIX/USD,0.011184,0.011218,0.010484,0.010671,3033.5883894348945,284283.42136959
1645142400000,2022-02-18 00:00:00,AIX/USD,0.011907,0.012184,0.011103,0.011169,2632.4373928542577,235691.41309466
1645056000000,2022-02-17 00:00:00,AIX/USD,0.012354,0.012827,0.011819,0.011895,4419.790286332145,371567.06904852
1644969600000,2022-02-16 00:00:00,AIX/USD,0.012952,0.012952,0.012053,0.012387,4614.962788905328,372565.01081015
1644883200000,2022-02-15 00:00:00,AIX/USD,0.012088,0.013302,0.011639,0.012968,7008.1053516165575,540415.28004446
1644796800000,2022-02-14 00:00:00,AIX/USD,0.012025,0.012323,0.011488,0.012099,18746.933583729664,1549461.40868912
1644710400000,2022-02-13 00:00:00,AIX/USD,0.012597,0.013659,0.012047,0.012079,6212.686459595132,514337.81435509
1644624000000,2022-02-12 00:00:00,AIX/USD,0.012199,0.013497,0.012024,0.012631,9014.635058604365,713691.31965833
1644537600000,2022-02-11 00:00:00,AIX/USD,0.014933,0.014999,0.012184,0.012193,5269.3612418956,432162.8181658
1644451200000,2022-02-10 00:00:00,AIX/USD,0.015056,0.016411,0.013459,0.014966,22577.757385192795,1508603.32655304
1644364800000,2022-02-09 00:00:00,AIX/USD,0.013932,0.015868,0.013431,0.015044,2848.0092815055136,189311.97032076
1644278400000,2022-02-08 00:00:00,AIX/USD,0.014742,0.014827,0.013118,0.013956,7190.861294246104,515252.31400445
1644192000000,2022-02-07 00:00:00,AIX/USD,0.0127,0.016261,0.01217,0.014665,18633.8820690792,1270636.34974969
1644105600000,2022-02-06 00:00:00,AIX/USD,0.012437,0.013255,0.01216,0.01263,706.3461368117025,55926.05992175
1644019200000,2022-02-05 00:00:00,AIX/USD,0.012154,0.013349,0.012154,0.012433,1678.3953058752388,134995.19873524
1643932800000,2022-02-04 00:00:00,AIX/USD,0.010603,0.012809,0.010576,0.012157,6122.926260537749,503654.37694643
1643846400000,2022-02-03 00:00:00,AIX/USD,0.010764,0.011085,0.010484,0.010595,2969.5755347262057,280280.84329648
1643760000000,2022-02-02 00:00:00,AIX/USD,0.011578,0.011698,0.010654,0.010767,5704.90812872897,529851.22399266
1643673600000,2022-02-01 00:00:00,AIX/USD,0.012012,0.012342,0.011391,0.011588,3730.3419570925257,321914.21790581
1643587200000,2022-01-31 00:00:00,AIX/USD,0.012942,0.013528,0.011173,0.012042,11118.279074394879,923291.73512663
1643500800000,2022-01-30 00:00:00,AIX/USD,0.011267,0.013006,0.011033,0.012862,4380.954390080851,340612.22127825
1643414400000,2022-01-29 00:00:00,AIX/USD,0.01113,0.01195,0.01105,0.011252,3364.785731928615,299038.90258875
1643328000000,2022-01-28 00:00:00,AIX/USD,0.01071,0.011263,0.010214,0.011103,6316.802059779628,568927.50245696
1643241600000,2022-01-27 00:00:00,AIX/USD,0.011336,0.011556,0.010004,0.010724,7487.937393355199,698241.08479627
1643155200000,2022-01-26 00:00:00,AIX/USD,0.011293,0.013467,0.011102,0.011323,25126.500579675572,2219067.43616317
1643068800000,2022-01-25 00:00:00,AIX/USD,0.010608,0.012176,0.010077,0.011122,10393.762776728483,934522.81754437
1642982400000,2022-01-24 00:00:00,AIX/USD,0.011867,0.011867,0.0096503,0.010617,65650.07271200896,6183486.17424969
1642896000000,2022-01-23 00:00:00,AIX/USD,0.011355,0.012331,0.011131,0.011845,21565.790576297943,1820666.15249455
1642809600000,2022-01-22 00:00:00,AIX/USD,0.013274,0.013413,0.010172,0.011368,42336.639608209785,3724194.1949516
1642723200000,2022-01-21 00:00:00,AIX/USD,0.015221,0.015541,0.0131,0.013298,23644.703386423436,1778064.62523864
1642636800000,2022-01-20 00:00:00,AIX/USD,0.016615,0.017605,0.015162,0.015199,7951.552832404181,523162.89442754
1642550400000,2022-01-19 00:00:00,AIX/USD,0.017244,0.017674,0.015735,0.016618,6849.867748294411,412195.67627238
1642464000000,2022-01-18 00:00:00,AIX/USD,0.017413,0.018355,0.015966,0.017335,13424.072970418414,774391.28759264
1642377600000,2022-01-17 00:00:00,AIX/USD,0.020508,0.020685,0.016907,0.017395,11553.04583022449,664159.0014501
1642291200000,2022-01-16 00:00:00,AIX/USD,0.016861,0.022912,0.01683,0.021051,54309.14871514845,2579884.50501869
1642204800000,2022-01-15 00:00:00,AIX/USD,0.016647,0.017229,0.016273,0.016848,3543.4456232768985,210318.47241672
1642118400000,2022-01-14 00:00:00,AIX/USD,0.016266,0.016971,0.016238,0.016647,6802.474463643237,408630.65198794
1642032000000,2022-01-13 00:00:00,AIX/USD,0.017665,0.017774,0.016222,0.016307,5873.215001603943,360165.26654835
1641945600000,2022-01-12 00:00:00,AIX/USD,0.016996,0.0177,0.016343,0.017696,3124.871026713157,176586.29219672
1641859200000,2022-01-11 00:00:00,AIX/USD,0.015447,0.017253,0.015005,0.016941,5233.130874773856,308903.30410093
1641772800000,2022-01-10 00:00:00,AIX/USD,0.016654,0.016723,0.014478,0.015385,1350.5994258669277,87786.76801215
1641686400000,2022-01-09 00:00:00,AIX/USD,0.016252,0.01742,0.015556,0.016688,4700.934147039175,281695.47860973
1641600000000,2022-01-08 00:00:00,AIX/USD,0.017308,0.017956,0.01509,0.016105,2048.7669048164435,127213.09561108
1641513600000,2022-01-07 00:00:00,AIX/USD,0.018635,0.018635,0.016007,0.017346,68107.77320750614,3926425.29733115
1641427200000,2022-01-06 00:00:00,AIX/USD,0.019555,0.019961,0.017106,0.018626,22959.081722838808,1232636.19257161
1641340800000,2022-01-05 00:00:00,AIX/USD,0.021,0.022089,0.018652,0.019557,23692.9163009904,1211480.09924786
1641254400000,2022-01-04 00:00:00,AIX/USD,0.022373,0.023185,0.021046,0.021255,6325.3633848271675,297594.13713607
1641168000000,2022-01-03 00:00:00,AIX/USD,0.021889,0.022976,0.021846,0.022395,7323.960288441969,327035.51187506
1641081600000,2022-01-02 00:00:00,AIX/USD,0.021924,0.022698,0.021458,0.021963,3912.608276343217,178145.43898116
1640995200000,2022-01-01 00:00:00,AIX/USD,0.021214,0.02289,0.021204,0.021837,3752.6622025998895,171848.79803086
1640908800000,2021-12-31 00:00:00,AIX/USD,0.021333,0.022768,0.02103,0.021203,20117.3247912146,948796.15107365
1640822400000,2021-12-30 00:00:00,AIX/USD,0.021869,0.022534,0.02106,0.021272,8319.664174664713,391108.69568751
1640736000000,2021-12-29 00:00:00,AIX/USD,0.021808,0.023685,0.021495,0.021836,11407.949123353748,522437.67738385
1640649600000,2021-12-28 00:00:00,AIX/USD,0.026243,0.026246,0.0205,0.021829,36088.011326770626,1653214.13380231
1640563200000,2021-12-27 00:00:00,AIX/USD,0.024195,0.029715,0.02376,0.026124,30385.072664984826,1163109.50332969
