https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume MOB
1639958400000,2021-12-20 00:00:00,MOB/USD,11.278,11.325,10.72,10.958,375024.1559495935,34223.77769206
1639872000000,2021-12-19 00:00:00,MOB/USD,11.336,11.552,11.158,11.28,68078.700272628,6035.34576885
1639785600000,2021-12-18 00:00:00,MOB/USD,11.253,11.547,11.15,11.336,77935.290082572,6875.0255895
1639699200000,2021-12-17 00:00:00,MOB/USD,11.946,11.946,11.15,11.26,520179.7677460024,46197.13745524
1639612800000,2021-12-16 00:00:00,MOB/USD,12.415,12.425,11.924,11.932,124792.606129317,10458.64952475
1639526400000,2021-12-15 00:00:00,MOB/USD,12.175,12.583,12.119,12.426,252657.2622872464,20332.95205917
1639440000000,2021-12-14 00:00:00,MOB/USD,12.235,12.305,11.314,12.172,467413.20220768906,38400.69028982
1639353600000,2021-12-13 00:00:00,MOB/USD,14.437,14.439,12.203,12.219,395517.0702540665,32369.02121729
1639267200000,2021-12-12 00:00:00,MOB/USD,14.349,14.59,14.299,14.437,56810.22514632037,3935.04364801
1639180800000,2021-12-11 00:00:00,MOB/USD,14.737,14.871,13.645,14.339,371412.9616636463,25902.29176816
1639094400000,2021-12-10 00:00:00,MOB/USD,15.874,15.965,14.736,14.743,403308.42044648464,27355.92623255
1639008000000,2021-12-09 00:00:00,MOB/USD,15.893,16.475,15.492,15.878,170536.1735757867,10740.40644765
1638921600000,2021-12-08 00:00:00,MOB/USD,15.599,15.965,15.424,15.835,107830.5385778024,6809.63300144
