https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume UDC
1640044800000,2021-12-21 00:00:00,UDC/USD,1.0002,1.0008,1.0001,1.0001,311081.1213896488,311050.01638801
1639958400000,2021-12-20 00:00:00,UDC/USD,1.0001,1.0005,1.0001,1.0002,204303.0199939921,204262.16756047998
1639872000000,2021-12-19 00:00:00,UDC/USD,1.0002,1.0003,1.0,1.0001,137041.15378493397,137027.45103983
1639785600000,2021-12-18 00:00:00,UDC/USD,1.0001,1.0006,1.0,1.0003,76551.65937929072,76528.70076906
1639699200000,2021-12-17 00:00:00,UDC/USD,1.0003,1.0005,1.0,1.0001,570235.2270791358,570178.20925821
1639612800000,2021-12-16 00:00:00,UDC/USD,1.0005,1.0006,1.0,1.0003,4775985.857976529,4774553.49192895
1639526400000,2021-12-15 00:00:00,UDC/USD,1.0002,1.0009,1.0002,1.0003,2117031.208277737,2116396.2893909197
1639440000000,2021-12-14 00:00:00,UDC/USD,1.0005,1.0007,1.0001,1.0003,307129.2340715704,307037.12293469
1639353600000,2021-12-13 00:00:00,UDC/USD,1.0003,1.0009,1.0002,1.0005,9305875.088429354,9301224.47619126
1639267200000,2021-12-12 00:00:00,UDC/USD,1.0002,1.0004,1.0,1.0003,1813000.9844697989,1812457.2472956101
1639180800000,2021-12-11 00:00:00,UDC/USD,1.0001,1.0002,1.0,1.0002,292886.1348863645,292827.56937249
1639094400000,2021-12-10 00:00:00,UDC/USD,1.0001,1.0002,1.0,1.0001,292197.00032390456,292167.78354555
1639008000000,2021-12-09 00:00:00,UDC/USD,1.0001,1.0004,1.0,1.0001,202447.54765981293,202427.30492932
1638921600000,2021-12-08 00:00:00,UDC/USD,1.0001,1.0003,1.0,1.0,1111942.9606435199,1111942.9606435199
