https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume VET
1639872000000,2021-12-19 00:00:00,VET/USD,0.083999,0.084876,0.080298,0.080653,199270.4080942111,2470712.90707365
1639785600000,2021-12-18 00:00:00,VET/USD,0.080252,0.084445,0.07897,0.084189,412536.2001535715,4900119.96999099
1639699200000,2021-12-17 00:00:00,VET/USD,0.081671,0.084236,0.078,0.080209,330041.6847345751,4114771.21937158
1639612800000,2021-12-16 00:00:00,VET/USD,0.083189,0.087751,0.081481,0.081771,218579.399171901,2673067.45878002
1639526400000,2021-12-15 00:00:00,VET/USD,0.079423,0.0844,0.074701,0.083179,403935.7410011487,4856222.61629917
1639440000000,2021-12-14 00:00:00,VET/USD,0.07726,0.080811,0.0751,0.079769,228575.03001776454,2865461.89644805
1639353600000,2021-12-13 00:00:00,VET/USD,0.0876,0.088393,0.075657,0.077314,186987.5726282206,2418547.38634944
1639267200000,2021-12-12 00:00:00,VET/USD,0.086042,0.08814,0.082942,0.08696,88838.74687236032,1021604.72484315
1639180800000,2021-12-11 00:00:00,VET/USD,0.080499,0.086419,0.079482,0.086335,224891.22386574175,2604867.36393979
1639094400000,2021-12-10 00:00:00,VET/USD,0.085653,0.08889,0.080558,0.080558,205331.4278211341,2548864.51775285
1639008000000,2021-12-09 00:00:00,VET/USD,0.09467,0.09584,0.085566,0.085566,297758.4877226935,3479869.19714248
1638921600000,2021-12-08 00:00:00,VET/USD,0.090773,0.09608,0.088542,0.09439,240752.8340689032,2550618.01111244
