https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume FET
1639699200000,2021-12-17 00:00:00,FET/USD,0.50016,0.50644,0.45934,0.47452,16821.867571149553,35450.28148687
1639612800000,2021-12-16 00:00:00,FET/USD,0.50349,0.53456,0.49305,0.49759,36095.432191284934,72540.50963903
1639526400000,2021-12-15 00:00:00,FET/USD,0.48662,0.50511,0.45206,0.50159,72245.09639501071,144032.17048787
1639440000000,2021-12-14 00:00:00,FET/USD,0.47819,0.50285,0.46698,0.48636,31876.69530569875,65541.35888169
1639353600000,2021-12-13 00:00:00,FET/USD,0.55289,0.55323,0.46365,0.48059,73697.7067727104,153348.39837015
1639267200000,2021-12-12 00:00:00,FET/USD,0.53619,0.55398,0.52104,0.55176,28488.644708412798,51632.31243369
1639180800000,2021-12-11 00:00:00,FET/USD,0.50842,0.53875,0.49878,0.53261,22593.804917556638,42420.9175899
1639094400000,2021-12-10 00:00:00,FET/USD,0.53614,0.57467,0.50742,0.5085,33218.11302515419,65325.68933167
1639008000000,2021-12-09 00:00:00,FET/USD,0.61465,0.61548,0.53351,0.53351,36031.49762310315,67536.68651591
1638921600000,2021-12-08 00:00:00,FET/USD,0.57814,0.61591,0.55306,0.61339,55624.18698538576,90683.23087332
