https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume CTK
1653955200000,2022-05-31 00:00:00,CTK/USD,0.87999,0.98209,0.85701,0.90099,4170.977211555756,4629.3268644
1653868800000,2022-05-30 00:00:00,CTK/USD,0.83703,0.87999,0.83603,0.87433,2866.2896576485577,3278.26982678
1653782400000,2022-05-29 00:00:00,CTK/USD,0.80801,0.852,0.7971,0.85063,2081.8967646862166,2447.47629955
1653696000000,2022-05-28 00:00:00,CTK/USD,0.7743,0.81899,0.75662,0.80501,1609.9391765532446,1999.89959945
1653609600000,2022-05-27 00:00:00,CTK/USD,0.78503,0.81097,0.753,0.784,2149.55245631616,2741.77609224
1653523200000,2022-05-26 00:00:00,CTK/USD,0.80495,0.81399,0.754,0.78999,1845.7645399831467,2336.4403853
1653436800000,2022-05-25 00:00:00,CTK/USD,0.80602,0.82999,0.78301,0.79999,1602.0562909020393,2002.59539607
1653350400000,2022-05-24 00:00:00,CTK/USD,0.75917,0.83378,0.75467,0.80899,1829.8122299925285,2261.84777314
1653264000000,2022-05-23 00:00:00,CTK/USD,0.829,0.86999,0.75301,0.75701,1603.4034764491184,2118.07436685
1653177600000,2022-05-22 00:00:00,CTK/USD,0.86196,0.86499,0.80442,0.829,1810.0943771593402,2183.46728246
1653091200000,2022-05-21 00:00:00,CTK/USD,0.78904,0.86499,0.78501,0.84245,1822.9688407393228,2163.88965605
1653004800000,2022-05-20 00:00:00,CTK/USD,0.82894,0.83899,0.76302,0.78903,1646.8748519009887,2087.21449362
1652918400000,2022-05-19 00:00:00,CTK/USD,0.75793,0.83399,0.74001,0.82423,1867.7721795301868,2266.08128742
1652832000000,2022-05-18 00:00:00,CTK/USD,0.80701,0.82291,0.74001,0.757,1663.8044320312301,2197.89224839
1652745600000,2022-05-17 00:00:00,CTK/USD,0.763,0.83889,0.74689,0.80701,1843.642067714184,2284.53435238
1652659200000,2022-05-16 00:00:00,CTK/USD,0.83599,0.83599,0.74001,0.75998,1687.598157207851,2220.58232744
1652572800000,2022-05-15 00:00:00,CTK/USD,0.82797,0.83599,0.77101,0.81801,2514.50372224724,3073.92785204
1652486400000,2022-05-14 00:00:00,CTK/USD,0.826,0.87399,0.75157,0.81201,1904.3398117754762,2345.21719163
1652400000000,2022-05-13 00:00:00,CTK/USD,0.813,0.90999,0.78737,0.82397,1869.008258840581,2268.29648997
1652313600000,2022-05-12 00:00:00,CTK/USD,0.80585,0.85101,0.74001,0.80575,4961.8804562951245,6158.0893035
1652227200000,2022-05-11 00:00:00,CTK/USD,0.89801,0.93899,0.78,0.80456,2641.638831976928,3283.3335388
1652140800000,2022-05-10 00:00:00,CTK/USD,0.89784,0.97475,0.86001,0.91999,1978.1879279771842,2150.22764158
1652054400000,2022-05-09 00:00:00,CTK/USD,0.94778,0.97335,0.87001,0.89785,2253.0341351114826,2509.36585745
1651968000000,2022-05-08 00:00:00,CTK/USD,0.9576,0.97813,0.94001,0.95298,2057.6867155315426,2159.21290639
1651881600000,2022-05-07 00:00:00,CTK/USD,0.97917,0.99989,0.94011,0.95913,1870.8791343285986,1950.60016299
1651795200000,2022-05-06 00:00:00,CTK/USD,0.99473,1.016,0.95,0.99495,2209.9112226011202,2221.12791859
1651708800000,2022-05-05 00:00:00,CTK/USD,1.1083,1.1289,0.97001,0.98288,2649.5256781345183,2695.67564518
1651622400000,2022-05-04 00:00:00,CTK/USD,1.0352,1.1199,1.0211,1.1192,3187.1605238928078,2847.71311999
1651536000000,2022-05-03 00:00:00,CTK/USD,1.0562,1.095,0.99601,1.0352,2666.5943742134077,2575.92192254
1651449600000,2022-05-02 00:00:00,CTK/USD,1.076,1.0899,1.0033,1.0412,2161.040215049428,2075.52844319
1651363200000,2022-05-01 00:00:00,CTK/USD,0.98688,1.08,0.97824,1.077,3081.62096083533,2861.30079929
1651276800000,2022-04-30 00:00:00,CTK/USD,1.0615,1.0906,0.97425,0.97873,4322.278014830934,4416.21081895
1651190400000,2022-04-29 00:00:00,CTK/USD,1.1567,1.177,1.0328,1.0614,2609.162899216518,2458.22771737
1651104000000,2022-04-28 00:00:00,CTK/USD,1.169,1.1928,1.11,1.1222,2371.957031887162,2113.66693271
1651017600000,2022-04-27 00:00:00,CTK/USD,1.133,1.1799,1.1101,1.145,2450.78433757625,2140.42300225
1650931200000,2022-04-26 00:00:00,CTK/USD,1.1771,1.2321,1.1101,1.125,2496.74538654,2219.32923248
1650844800000,2022-04-25 00:00:00,CTK/USD,1.2078,1.2409,1.1173,1.2152,3507.762181435008,2886.57190704
1650758400000,2022-04-24 00:00:00,CTK/USD,1.263,1.2767,1.196,1.241,2523.36359239528,2033.33085608
1650672000000,2022-04-23 00:00:00,CTK/USD,1.2,1.2939,1.1924,1.2767,3786.938971479018,2966.19328854
1650585600000,2022-04-22 00:00:00,CTK/USD,1.1982,1.3299,1.1476,1.1999,4356.246069503978,3630.50760022
1650499200000,2022-04-21 00:00:00,CTK/USD,1.2041,1.2715,1.1399,1.1983,2540.9387300935928,2120.45291671
1650412800000,2022-04-20 00:00:00,CTK/USD,1.2508,1.3321,1.1983,1.2061,2530.561069178072,2098.13536952
1650326400000,2022-04-19 00:00:00,CTK/USD,1.2641,1.3129,1.2471,1.2508,1584.797158013392,1267.02682924
1650240000000,2022-04-18 00:00:00,CTK/USD,1.259,1.3366,1.198,1.2592,2124.243961119056,1686.97900343
1650153600000,2022-04-17 00:00:00,CTK/USD,1.363,1.369,1.2401,1.241,1531.1488931056301,1233.80249243
1650067200000,2022-04-16 00:00:00,CTK/USD,1.333,1.45,1.312,1.359,1949.23860317217,1434.31832463
1649980800000,2022-04-15 00:00:00,CTK/USD,1.292,1.4297,1.271,1.334,2048.5435093147203,1535.63981208
1649894400000,2022-04-14 00:00:00,CTK/USD,1.291,1.346,1.241,1.273,2178.37421469953,1711.21305161
1649808000000,2022-04-13 00:00:00,CTK/USD,1.289,1.317,1.238,1.317,2343.46930313541,1779.39962273
1649721600000,2022-04-12 00:00:00,CTK/USD,1.2099,1.2505,1.2099,1.2505,75.76451458836,60.58737672
1649635200000,2022-04-11 00:00:00,CTK/USD,1.277,1.2861,1.18,1.197,1514.52300810321,1265.26567093
1649548800000,2022-04-10 00:00:00,CTK/USD,1.3281,1.336,1.2741,1.2741,811.087620755298,636.59651578
1649462400000,2022-04-09 00:00:00,CTK/USD,1.321,1.345,1.276,1.332,1462.88144064024,1098.25933982
1649376000000,2022-04-08 00:00:00,CTK/USD,1.434,1.478,1.297,1.312,2468.27877380512,1881.31004101
1649289600000,2022-04-07 00:00:00,CTK/USD,1.289,1.694,1.2602,1.431,5579.35310039076,3898.91900796
1649203200000,2022-04-06 00:00:00,CTK/USD,1.5592,1.5592,1.28,1.2919,4158.47413005649,3218.8823671
1649116800000,2022-04-05 00:00:00,CTK/USD,1.5041,1.5679,1.4689,1.4715,2715.82998306543,1845.62010402
1649030400000,2022-04-04 00:00:00,CTK/USD,1.523,1.523,1.4133,1.4962,4184.087692594528,2796.47620144
1648944000000,2022-04-03 00:00:00,CTK/USD,1.494,1.5588,1.464,1.5203,4199.229204765654,2762.10564018
1648857600000,2022-04-02 00:00:00,CTK/USD,1.5371,1.6239,1.491,1.4939,6240.796961026797,4177.51988823
1648771200000,2022-04-01 00:00:00,CTK/USD,1.5083,1.6341,1.4738,1.5359,9793.870294665809,6376.63278512
1648684800000,2022-03-31 00:00:00,CTK/USD,1.3839,1.7369,1.3839,1.508,15536.79958000196,10302.91749337
1648598400000,2022-03-30 00:00:00,CTK/USD,1.3821,1.408,1.343,1.3839,5229.59953342995,3778.8854205000002
1648512000000,2022-03-29 00:00:00,CTK/USD,1.3628,1.447,1.351,1.3821,5434.5019053017195,3932.06128739
1648425600000,2022-03-28 00:00:00,CTK/USD,1.436,1.467,1.3499,1.362,4251.62368140222,3121.60329031
1648339200000,2022-03-27 00:00:00,CTK/USD,1.344,1.4591,1.34,1.434,5694.581488905599,3971.1167984
1648252800000,2022-03-26 00:00:00,CTK/USD,1.282,1.346,1.28,1.3432,4105.343407091088,3056.39026734
1648166400000,2022-03-25 00:00:00,CTK/USD,1.349,1.359,1.2672,1.283,5746.18092189517,4478.70687599
1648080000000,2022-03-24 00:00:00,CTK/USD,1.326,1.3541,1.2671,1.3509,4980.815975368404,3687.03529156
1647993600000,2022-03-23 00:00:00,CTK/USD,1.267,1.3271,1.247,1.3262,9049.054361959994,6823.29540187
1647907200000,2022-03-22 00:00:00,CTK/USD,1.225,1.3029,1.2212,1.259,5774.08570106711,4586.24757829
1647820800000,2022-03-21 00:00:00,CTK/USD,1.1921,1.266,1.1699,1.228,5628.989189107519,4583.86741784
1647734400000,2022-03-20 00:00:00,CTK/USD,1.283,1.283,1.1821,1.1929,4855.531485755359,4070.35919671
1647648000000,2022-03-19 00:00:00,CTK/USD,1.217,1.3281,1.209,1.283,9753.64544798475,7602.21780825
1647561600000,2022-03-18 00:00:00,CTK/USD,1.1658,1.2179,1.1461,1.215,7231.86358770285,5952.15110099
1647475200000,2022-03-17 00:00:00,CTK/USD,1.1771,1.2003,1.16,1.1759,5603.038110172986,4764.8933669299995
1647388800000,2022-03-16 00:00:00,CTK/USD,1.1331,1.189,1.1119,1.177,9930.718589911241,8437.31401012
1647302400000,2022-03-15 00:00:00,CTK/USD,1.143,1.158,1.0399,1.1341,7846.369983574948,6918.58741167
1647216000000,2022-03-14 00:00:00,CTK/USD,1.071,1.149,1.0639,1.143,4988.99380792842,4364.82397894
1647129600000,2022-03-13 00:00:00,CTK/USD,1.1169,1.1433,1.0699,1.0758,4633.222794375649,4306.76965456
1647043200000,2022-03-12 00:00:00,CTK/USD,1.1132,1.1391,1.1112,1.1228,4231.701830457556,3768.88299827
1646956800000,2022-03-11 00:00:00,CTK/USD,1.1719,1.1739,1.1091,1.1131,8173.772425675544,7343.25076424
1646870400000,2022-03-10 00:00:00,CTK/USD,1.1861,1.1891,1.0811,1.174,5824.567031779,4961.3007085
1646784000000,2022-03-09 00:00:00,CTK/USD,1.1318,1.2412,1.1298,1.1841,9569.43906258856,8081.61393682
1646697600000,2022-03-08 00:00:00,CTK/USD,1.081,1.1399,1.079,1.132,6240.025753128959,5512.39024128
1646611200000,2022-03-07 00:00:00,CTK/USD,1.09,1.1669,1.06,1.087,7786.0608883479,7162.8895017
1646524800000,2022-03-06 00:00:00,CTK/USD,1.1589,1.1663,1.09,1.09,3594.9038225587,3298.07690143
1646438400000,2022-03-05 00:00:00,CTK/USD,1.1051,1.1681,1.103,1.1609,6723.875990487825,5791.95106425
1646352000000,2022-03-04 00:00:00,CTK/USD,1.176,1.1921,1.107,1.1139,9145.159112998208,8210.03601131
1646265600000,2022-03-03 00:00:00,CTK/USD,1.2001,1.235,1.155,1.173,6147.4977868767,5240.8335779
1646179200000,2022-03-02 00:00:00,CTK/USD,1.2199,1.26,1.1733,1.1969,14825.315962777988,12386.42824194
1646092800000,2022-03-01 00:00:00,CTK/USD,1.1641,1.22,1.148,1.219,12351.667563812573,10132.62310403
1646006400000,2022-02-28 00:00:00,CTK/USD,1.076,1.164,1.0571,1.162,7803.52760814088,6715.60035124
1645920000000,2022-02-27 00:00:00,CTK/USD,1.1461,1.2041,1.0792,1.0811,6060.506693454381,5605.87058871
1645833600000,2022-02-26 00:00:00,CTK/USD,1.151,1.1969,1.1342,1.142,6680.10303804608,5849.47726624
1645747200000,2022-02-25 00:00:00,CTK/USD,1.0986,1.15,1.0701,1.143,8399.06928640746,7348.26709222
1645660800000,2022-02-24 00:00:00,CTK/USD,1.0339,1.1178,0.94,1.1017,11253.240001176655,10214.43224215
1645574400000,2022-02-23 00:00:00,CTK/USD,1.0759,1.1199,1.034,1.0359,3608.343921931074,3483.29367886
1645488000000,2022-02-22 00:00:00,CTK/USD,1.011,1.0781,0.99,1.0749,10202.95784607699,9492.0065551
1645401600000,2022-02-21 00:00:00,CTK/USD,1.0631,1.131,1.0011,1.002,9612.47855555322,9593.29197161
1645315200000,2022-02-20 00:00:00,CTK/USD,1.1321,1.1321,1.04,1.0689,15626.015780198019,14618.78171971
1645228800000,2022-02-19 00:00:00,CTK/USD,1.1029,1.1669,1.0962,1.1339,8425.333956087194,7430.40299505
1645142400000,2022-02-18 00:00:00,CTK/USD,1.141,1.181,1.0988,1.1051,5952.059143637198,5385.99144298
1645056000000,2022-02-17 00:00:00,CTK/USD,1.274,1.2831,1.137,1.137,6854.72723810946,6028.78385058
1644969600000,2022-02-16 00:00:00,CTK/USD,1.3269,1.3299,1.2531,1.2741,6478.109835036828,5084.45948908
1644883200000,2022-02-15 00:00:00,CTK/USD,1.26,1.3385,1.2389,1.3291,8826.287581267097,6640.8002266700005
1644796800000,2022-02-14 00:00:00,CTK/USD,1.2459,1.2668,1.1891,1.262,7800.78755707856,6181.28966488
1644710400000,2022-02-13 00:00:00,CTK/USD,1.265,1.288,1.162,1.2491,34123.53572526617,27318.4978987
1644624000000,2022-02-12 00:00:00,CTK/USD,1.2519,1.308,1.217,1.2641,6492.084832147192,5135.73675512
1644537600000,2022-02-11 00:00:00,CTK/USD,1.3181,1.394,1.238,1.254,4531.7256093265205,3613.81627538
1644451200000,2022-02-10 00:00:00,CTK/USD,1.4219,1.432,1.3211,1.324,3901.71981729724,2946.91829101
1644364800000,2022-02-09 00:00:00,CTK/USD,1.4209,1.442,1.382,1.4329,2851.036711695837,1989.69691653
1644278400000,2022-02-08 00:00:00,CTK/USD,1.5029,1.5389,1.3831,1.423,4946.6345502215,3476.2013705
1644192000000,2022-02-07 00:00:00,CTK/USD,1.4919,1.5689,1.4616,1.493,4181.49878224828,2800.73595596
1644105600000,2022-02-06 00:00:00,CTK/USD,1.518,1.5431,1.461,1.4897,3731.503818481015,2504.86931495
1644019200000,2022-02-05 00:00:00,CTK/USD,1.46,1.563,1.46,1.514,10149.55679328218,6703.80237337
1643932800000,2022-02-04 00:00:00,CTK/USD,1.2881,1.458,1.2871,1.4508,11567.82165520223,7973.40891591
1643846400000,2022-02-03 00:00:00,CTK/USD,1.2829,1.2919,1.2251,1.2893,9963.139495381398,7727.5571979999995
1643760000000,2022-02-02 00:00:00,CTK/USD,1.3151,1.3458,1.2628,1.2789,9132.352389340676,7140.78691793
1643673600000,2022-02-01 00:00:00,CTK/USD,1.359,1.3825,1.2961,1.3189,20222.016687052794,15332.48668364
1643587200000,2022-01-31 00:00:00,CTK/USD,1.4228,1.4228,1.3113,1.3631,24111.800577452163,17688.94474173
1643500800000,2022-01-30 00:00:00,CTK/USD,1.3659,1.4899,1.3482,1.413,12875.336723587861,9112.05712922
1643414400000,2022-01-29 00:00:00,CTK/USD,1.4319,1.463,1.36,1.364,11031.818040886721,8087.84313848
1643328000000,2022-01-28 00:00:00,CTK/USD,1.4132,1.4529,1.35,1.4311,15143.29230320951,10581.5752241
1643241600000,2022-01-27 00:00:00,CTK/USD,1.327,1.429,1.238,1.4259,21931.89514817154,15381.0892406
1643155200000,2022-01-26 00:00:00,CTK/USD,1.248,1.3714,1.231,1.334,14270.39001531306,10697.44378959
1643068800000,2022-01-25 00:00:00,CTK/USD,1.1571,1.2889,1.1539,1.241,17331.41256337487,13965.68296807
1642982400000,2022-01-24 00:00:00,CTK/USD,1.1499,1.1911,1.0448,1.159,12718.21882959449,10973.44161311
1642896000000,2022-01-23 00:00:00,CTK/USD,1.151,1.209,1.097,1.1528,9865.470756718105,8557.83375843
1642809600000,2022-01-22 00:00:00,CTK/USD,1.2102,1.3119,1.101,1.1581,18235.86719550007,15746.36663112
1642723200000,2022-01-21 00:00:00,CTK/USD,1.2729,1.2921,1.1398,1.2001,14503.064244811734,12084.87979736
1642636800000,2022-01-20 00:00:00,CTK/USD,1.2989,1.415,1.264,1.2662,12654.729436688483,9994.25796611
1642550400000,2022-01-19 00:00:00,CTK/USD,1.35,1.3969,1.2801,1.296,16295.055592158722,12573.345364320001
1642464000000,2022-01-18 00:00:00,CTK/USD,1.3921,1.4299,1.2361,1.3521,17470.076744612234,12920.69872392
1642377600000,2022-01-17 00:00:00,CTK/USD,1.4899,1.495,1.37,1.3891,9081.235092466975,6537.49556725
1642291200000,2022-01-16 00:00:00,CTK/USD,1.5341,1.5659,1.486,1.4899,9473.239756949257,6358.30576344
1642204800000,2022-01-15 00:00:00,CTK/USD,1.5109,1.546,1.4751,1.5399,9692.123177805192,6293.99518008
1642118400000,2022-01-14 00:00:00,CTK/USD,1.449,1.5198,1.4136,1.5169,9702.939599935735,6396.55850744
1642032000000,2022-01-13 00:00:00,CTK/USD,1.4899,1.5399,1.44,1.4471,9941.464015627089,6869.92192359
1641945600000,2022-01-12 00:00:00,CTK/USD,1.4049,1.497,1.4001,1.4919,11831.431660620916,7930.44551285
1641859200000,2022-01-11 00:00:00,CTK/USD,1.322,1.4301,1.3141,1.3959,11091.515803765056,7945.78107584
1641772800000,2022-01-10 00:00:00,CTK/USD,1.3595,1.399,1.2264,1.3279,14219.864488479729,10708.53564913
1641686400000,2022-01-09 00:00:00,CTK/USD,1.378,1.52,1.3401,1.3603,10760.102214325676,7910.09498958
1641600000000,2022-01-08 00:00:00,CTK/USD,1.506,1.5799,1.3481,1.3809,16904.160078025834,12241.40783404
1641513600000,2022-01-07 00:00:00,CTK/USD,1.5231,1.5331,1.412,1.5031,26887.463195815377,17888.00691625
1641427200000,2022-01-06 00:00:00,CTK/USD,1.5366,1.5523,1.455,1.5351,15033.754045346526,9793.33857426
1641340800000,2022-01-05 00:00:00,CTK/USD,1.6809,1.7799,1.45,1.5366,24061.861611753342,15659.15762837
1641254400000,2022-01-04 00:00:00,CTK/USD,1.6839,1.809,1.6409,1.6819,11774.731130021883,7000.85090078
1641168000000,2022-01-03 00:00:00,CTK/USD,1.7631,1.809,1.6401,1.6791,13632.84817651625,8119.14012061
1641081600000,2022-01-02 00:00:00,CTK/USD,1.7471,1.7848,1.6949,1.7771,10928.919064891852,6149.86160874
1640995200000,2022-01-01 00:00:00,CTK/USD,1.6399,1.752,1.6203,1.752,11485.62188374656,6555.72025328
1640908800000,2021-12-31 00:00:00,CTK/USD,1.62,1.708,1.6051,1.638,10150.45583500494,6196.85948413
1640822400000,2021-12-30 00:00:00,CTK/USD,1.5929,1.6469,1.55,1.6298,11431.391763809188,7013.98439306
1640736000000,2021-12-29 00:00:00,CTK/USD,1.666,1.716,1.56,1.5927,12114.441358997934,7606.22927042
1640649600000,2021-12-28 00:00:00,CTK/USD,1.8799,1.8799,1.6511,1.6639,22636.187893567192,13604.29586728
1640563200000,2021-12-27 00:00:00,CTK/USD,1.943,2.02,1.8771,1.8811,11939.138237063751,6346.89183832
1640476800000,2021-12-26 00:00:00,CTK/USD,1.9449,1.9696,1.865,1.9449,12274.56919544572,6311.15697231
1640390400000,2021-12-25 00:00:00,CTK/USD,1.9971,2.038,1.9161,1.9501,11585.131003394144,5940.78816645
1640304000000,2021-12-24 00:00:00,CTK/USD,1.9859,2.18,1.9709,1.9929,31777.989681977448,15945.60172712
1640217600000,2021-12-23 00:00:00,CTK/USD,1.7734,2.0,1.7621,1.977,18285.03893385603,9248.88160539
1640131200000,2021-12-22 00:00:00,CTK/USD,1.7849,1.856,1.7601,1.7979,19533.735778114315,10864.75097509
1640044800000,2021-12-21 00:00:00,CTK/USD,1.6741,1.79,1.6003,1.776,18549.31986106896,10444.43685871
1639958400000,2021-12-20 00:00:00,CTK/USD,1.7511,1.814,1.6084,1.671,24325.61451178146,14557.51915726
1639872000000,2021-12-19 00:00:00,CTK/USD,1.7221,1.8383,1.7194,1.753,36313.598994541455,20715.11636882
1639785600000,2021-12-18 00:00:00,CTK/USD,1.747,1.841,1.6641,1.746,27025.296595801923,15478.40583952
1639699200000,2021-12-17 00:00:00,CTK/USD,1.721,1.7953,1.5909,1.731,23753.710529587443,13722.53641224
1639612800000,2021-12-16 00:00:00,CTK/USD,1.6718,1.798,1.6634,1.751,20275.05940304119,11579.13158369
1639526400000,2021-12-15 00:00:00,CTK/USD,1.582,1.6778,1.4865,1.6676,21268.355905567012,12753.87137537
1639440000000,2021-12-14 00:00:00,CTK/USD,1.51,1.6115,1.4801,1.577,24525.26531070488,15551.84864344
1639353600000,2021-12-13 00:00:00,CTK/USD,1.759,1.7995,1.4803,1.5109,24162.423867754787,15992.07351099
1639267200000,2021-12-12 00:00:00,CTK/USD,1.67,1.7599,1.6324,1.7599,16546.032829732423,9401.68920378
1639180800000,2021-12-11 00:00:00,CTK/USD,1.5808,1.7199,1.5808,1.668,15553.4345629926,9324.60105695
1639094400000,2021-12-10 00:00:00,CTK/USD,1.5261,1.8173,1.5261,1.5808,15983.444664377217,10110.98473202
1639008000000,2021-12-09 00:00:00,CTK/USD,1.6459,1.6884,1.4841,1.53,10878.3316639314,7110.02069538
1638921600000,2021-12-08 00:00:00,CTK/USD,1.6399,1.675,1.525,1.637,13268.05779147238,8105.10555374
