https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XTZ
1640390400000,2021-12-25 00:00:00,XTZ/USD,4.4959,4.7153,4.4467,4.5871,2313778.5222669994,504409.87165464
1640304000000,2021-12-24 00:00:00,XTZ/USD,4.7657,4.8139,4.4275,4.4929,3188688.348177356,709717.18671178
1640217600000,2021-12-23 00:00:00,XTZ/USD,4.5469,4.8107,4.4537,4.7822,4166823.71825014,871319.41747525
1640131200000,2021-12-22 00:00:00,XTZ/USD,4.2302,4.6887,4.2302,4.5435,2645812.1406419533,582329.07244238
1640044800000,2021-12-21 00:00:00,XTZ/USD,4.1054,4.2564,4.0568,4.232,903021.4909940223,213379.36932751
1639958400000,2021-12-20 00:00:00,XTZ/USD,4.1398,4.2581,3.8686,4.0987,2105602.6168379732,513724.50211969
1639872000000,2021-12-19 00:00:00,XTZ/USD,4.235,4.3097,4.1216,4.1365,1039050.9929917366,251190.86014547
1639785600000,2021-12-18 00:00:00,XTZ/USD,4.1335,4.3377,4.0805,4.2477,1679348.5644276312,395354.79540166
1639699200000,2021-12-17 00:00:00,XTZ/USD,4.3079,4.386,4.0699,4.1629,1652693.3157460494,397005.28855991
1639612800000,2021-12-16 00:00:00,XTZ/USD,4.4993,4.7088,4.3098,4.3124,2742246.764169207,635898.05309554
1639526400000,2021-12-15 00:00:00,XTZ/USD,4.5254,4.5548,4.06,4.4926,2924792.000229109,651024.35120623
1639440000000,2021-12-14 00:00:00,XTZ/USD,4.0561,4.5996,4.0386,4.5212,5618952.251761757,1242801.08196093
1639353600000,2021-12-13 00:00:00,XTZ/USD,4.5136,4.5342,3.92,4.0478,2288899.9697375395,565467.65396945
1639267200000,2021-12-12 00:00:00,XTZ/USD,4.5325,4.6774,4.325,4.5148,1848289.120105201,409384.49546053
1639180800000,2021-12-11 00:00:00,XTZ/USD,4.3428,4.6298,4.2487,4.5124,2058049.9342442118,456087.6549606
1639094400000,2021-12-10 00:00:00,XTZ/USD,4.8511,4.9723,4.3134,4.3559,6860528.053808538,1574996.68353464
1639008000000,2021-12-09 00:00:00,XTZ/USD,5.6855,6.179,4.8128,4.8412,4608371.031612944,951906.76518486
1638921600000,2021-12-08 00:00:00,XTZ/USD,5.6876,6.0214,5.1291,5.6787,9630628.832434101,1695921.39617062
