https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ALG
1640304000000,2021-12-24 00:00:00,ALG/USD,1.4693,1.6498,1.4475,1.5742,3520563.169193307,2236414.15906067
1640217600000,2021-12-23 00:00:00,ALG/USD,1.3655,1.4895,1.3454,1.4697,1425211.6239987204,969729.62101022
1640131200000,2021-12-22 00:00:00,ALG/USD,1.3577,1.4155,1.3443,1.3635,1547565.9906431735,1134995.22599426
1640044800000,2021-12-21 00:00:00,ALG/USD,1.2976,1.3639,1.2915,1.3576,1547615.667611788,1139964.39865335
1639958400000,2021-12-20 00:00:00,ALG/USD,1.3561,1.3571,1.2578,1.2956,945632.547265883,729880.01487024
1639872000000,2021-12-19 00:00:00,ALG/USD,1.3783,1.4334,1.3515,1.3515,1066743.073757685,789303.05124505
1639785600000,2021-12-18 00:00:00,ALG/USD,1.3485,1.3993,1.3279,1.3794,726464.8265159746,526652.76679424
1639699200000,2021-12-17 00:00:00,ALG/USD,1.3878,1.4025,1.3201,1.3484,1067758.29058868,791870.5803831801
1639612800000,2021-12-16 00:00:00,ALG/USD,1.4283,1.4674,1.3849,1.3859,1056254.2809184508,762143.2144588
1639526400000,2021-12-15 00:00:00,ALG/USD,1.3799,1.4546,1.3051,1.4284,1426480.369075357,998656.0970844
1639440000000,2021-12-14 00:00:00,ALG/USD,1.3224,1.3934,1.3115,1.3804,1957341.1560485743,1417952.15593203
1639353600000,2021-12-13 00:00:00,ALG/USD,1.5435,1.5586,1.3202,1.3223,2538488.0431475607,1919751.97999513
1639267200000,2021-12-12 00:00:00,ALG/USD,1.531,1.5661,1.5117,1.5413,891329.1376194578,578296.98152174
1639180800000,2021-12-11 00:00:00,ALG/USD,1.46,1.5766,1.4328,1.5266,1266919.6377338257,829896.26472804
1639094400000,2021-12-10 00:00:00,ALG/USD,1.5585,1.6,1.4585,1.4617,2348084.4348859894,1606406.53683108
1639008000000,2021-12-09 00:00:00,ALG/USD,1.7022,1.7178,1.5476,1.5496,1485314.989123976,958515.09365254
1638921600000,2021-12-08 00:00:00,ALG/USD,1.6858,1.7018,1.5986,1.698,665850.3773583425,392138.03142423
