https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume GRT
1640217600000,2021-12-23 00:00:00,GRT/USD,0.69833,0.74895,0.6798,0.73247,75502.38832330621,103079.15453644001
1640131200000,2021-12-22 00:00:00,GRT/USD,0.70842,0.72998,0.69247,0.69247,96148.68200207266,138848.87721067
1640044800000,2021-12-21 00:00:00,GRT/USD,0.62246,0.71298,0.615,0.71221,147715.55954851964,207404.50084739
1639958400000,2021-12-20 00:00:00,GRT/USD,0.63876,0.66506,0.59142,0.621,100371.90187026332,161629.47161073
1639872000000,2021-12-19 00:00:00,GRT/USD,0.60336,0.66553,0.60042,0.64664,62701.62819180214,96965.27927719
1639785600000,2021-12-18 00:00:00,GRT/USD,0.58626,0.61222,0.58609,0.6097,40379.53010474365,66228.52239584
1639699200000,2021-12-17 00:00:00,GRT/USD,0.61424,0.62288,0.58,0.59,44376.9852568923,75215.22924897
1639612800000,2021-12-16 00:00:00,GRT/USD,0.64195,0.66616,0.62032,0.62032,33927.013024998945,54692.76022859
1639526400000,2021-12-15 00:00:00,GRT/USD,0.639,0.66301,0.583,0.64585,66326.10774745564,102695.83920021
1639440000000,2021-12-14 00:00:00,GRT/USD,0.59619,0.64762,0.5928,0.638,42330.3705527956,66348.5431862
1639353600000,2021-12-13 00:00:00,GRT/USD,0.68628,0.68628,0.586,0.6006,42736.329520846964,71156.05980827
1639267200000,2021-12-12 00:00:00,GRT/USD,0.66998,0.69425,0.65812,0.6863,35647.40599342737,51941.43376574
1639180800000,2021-12-11 00:00:00,GRT/USD,0.631,0.67154,0.6308,0.66335,8223.904301938157,12397.534185479999
1639094400000,2021-12-10 00:00:00,GRT/USD,0.6852,0.70477,0.63872,0.6404,66526.73303303949,103883.09343073
1639008000000,2021-12-09 00:00:00,GRT/USD,0.76242,0.76242,0.6817,0.6928,118767.14072411176,171430.63037545
1638921600000,2021-12-08 00:00:00,GRT/USD,0.688,0.77364,0.68113,0.7552,180795.55768060044,239400.89735249
