https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume VSY
1653609600000,2022-05-27 00:00:00,VSY/USD,0.0042827,0.0046341,0.0041501,0.0044397,22582.25790312297,5086437.80055476
1653523200000,2022-05-26 00:00:00,VSY/USD,0.0044814,0.0045742,0.0041001,0.0042826,2173.6709223818343,507558.70788349
1653436800000,2022-05-25 00:00:00,VSY/USD,0.0045472,0.0045619,0.0043,0.0044116,5201.733863540282,1179103.6956071
1653350400000,2022-05-24 00:00:00,VSY/USD,0.0044,0.0046681,0.004322,0.0044656,5207.366659380393,1166106.8298505
1653264000000,2022-05-23 00:00:00,VSY/USD,0.0047,0.0048,0.0043836,0.0044,4534.451802422608,1030557.22782332
1653177600000,2022-05-22 00:00:00,VSY/USD,0.0045228,0.0048766,0.0045,0.0047,3547.6140161102267,754811.4927894099
1653091200000,2022-05-21 00:00:00,VSY/USD,0.0044016,0.0047381,0.004333,0.0045227,3918.761156122215,866464.97802689
1653004800000,2022-05-20 00:00:00,VSY/USD,0.0047985,0.0048356,0.0043332,0.0044015,21817.03592296314,4956727.46176602
1652918400000,2022-05-19 00:00:00,VSY/USD,0.0042,0.0049,0.0041,0.0047985,19678.82225742111,4101036.2107786
1652832000000,2022-05-18 00:00:00,VSY/USD,0.0043807,0.0045958,0.0041286,0.0041776,7448.288340836422,1782910.84374675
1652745600000,2022-05-17 00:00:00,VSY/USD,0.0044,0.0047788,0.0042172,0.0043203,5240.022354800583,1212883.90963604
1652659200000,2022-05-16 00:00:00,VSY/USD,0.004504,0.0046452,0.0041482,0.0044,8278.527410045992,1881483.50228318
1652572800000,2022-05-15 00:00:00,VSY/USD,0.0038599,0.0049,0.0037247,0.0045039,31808.4834319096,7062431.10013757
1652486400000,2022-05-14 00:00:00,VSY/USD,0.003749,0.0038599,0.0037246,0.0038507,8766.494854899998,2276597.72376451
1652400000000,2022-05-13 00:00:00,VSY/USD,0.0035124,0.004,0.003485,0.0037489,4755.223284738605,1268431.61587095
1652313600000,2022-05-12 00:00:00,VSY/USD,0.0037874,0.0040326,0.0033305,0.0035311,16885.592110282465,4781963.72526478
1652227200000,2022-05-11 00:00:00,VSY/USD,0.0054,0.0054909,0.0037095,0.0038408,21374.93085513293,5565228.82085319
1652140800000,2022-05-10 00:00:00,VSY/USD,0.0056001,0.0057999,0.0053001,0.0054,5539.271938862544,1025791.09978936
1652054400000,2022-05-09 00:00:00,VSY/USD,0.0067,0.0068287,0.0056,0.0056,13563.10223694065,2421982.54231083
1651968000000,2022-05-08 00:00:00,VSY/USD,0.007,0.0070999,0.0066187,0.0067,1332.166749480179,198830.85813137
1651881600000,2022-05-07 00:00:00,VSY/USD,0.0070979,0.0072,0.0069,0.007,2404.7202489058,343531.4641294
1651795200000,2022-05-06 00:00:00,VSY/USD,0.0071,0.007286,0.007,0.0070001,3575.3285085024318,510753.91901579
1651708800000,2022-05-05 00:00:00,VSY/USD,0.0077006,0.0079758,0.007,0.0071,3107.6230296807685,437693.38446208
1651622400000,2022-05-04 00:00:00,VSY/USD,0.0075167,0.0078999,0.007404,0.0077005,2228.103930034188,289345.35809807
1651536000000,2022-05-03 00:00:00,VSY/USD,0.0075466,0.0077205,0.0074001,0.0074141,3097.224767336659,417747.90835525
1651449600000,2022-05-02 00:00:00,VSY/USD,0.0078,0.008061,0.0074,0.0074404,3037.1168003748417,408192.6778634
1651363200000,2022-05-01 00:00:00,VSY/USD,0.00843,0.0085,0.0076271,0.0078,4823.093011532016,618345.25788872
1651276800000,2022-04-30 00:00:00,VSY/USD,0.0090001,0.009155,0.0085,0.0085,4738.452598190046,557465.01155177
1651190400000,2022-04-29 00:00:00,VSY/USD,0.0109,0.011349,0.0090001,0.0090001,31133.537288716874,3459243.48492982
1651104000000,2022-04-28 00:00:00,VSY/USD,0.010832,0.011182,0.0108,0.0109,1196.750888488197,109793.65949433
1651017600000,2022-04-27 00:00:00,VSY/USD,0.010802,0.01122,0.010763,0.010801,1430.827838459806,132471.79320987
1650931200000,2022-04-26 00:00:00,VSY/USD,0.011386,0.011655,0.0108,0.010801,11532.79841739271,1067752.8393105
1650844800000,2022-04-25 00:00:00,VSY/USD,0.011439,0.011604,0.010917,0.011386,39619.8750365368,3479700.95174221
1650758400000,2022-04-24 00:00:00,VSY/USD,0.011001,0.011621,0.010972,0.011571,82480.97423997859,7128249.43738472
1650672000000,2022-04-23 00:00:00,VSY/USD,0.010949,0.0112,0.01078,0.011001,1117.0865882881867,101544.09492666
1650585600000,2022-04-22 00:00:00,VSY/USD,0.01082,0.0113,0.0108,0.010947,1245.301575593907,113757.337681
1650499200000,2022-04-21 00:00:00,VSY/USD,0.011312,0.011528,0.0108,0.0108,1592.728906156128,147474.89871816
1650412800000,2022-04-20 00:00:00,VSY/USD,0.011401,0.011718,0.011195,0.0112,1171.0559322084,104558.56537575
1650326400000,2022-04-19 00:00:00,VSY/USD,0.011591,0.01203,0.011313,0.011401,4869.148505178425,427080.82669752
1650240000000,2022-04-18 00:00:00,VSY/USD,0.011701,0.011923,0.011101,0.01173,2343.8781745528886,199819.11121508
1650153600000,2022-04-17 00:00:00,VSY/USD,0.011973,0.012231,0.011701,0.011701,1208.8441186294028,103311.18012387
1650067200000,2022-04-16 00:00:00,VSY/USD,0.011897,0.012065,0.011701,0.011824,1649.8227888859597,139531.69730091
1649980800000,2022-04-15 00:00:00,VSY/USD,0.011701,0.012101,0.011701,0.011896,1197.4181092886438,100657.20488304
1649894400000,2022-04-14 00:00:00,VSY/USD,0.012065,0.0125,0.0117,0.011701,1769.8184927475384,151253.61018268
1649808000000,2022-04-13 00:00:00,VSY/USD,0.011901,0.01258,0.011701,0.012066,13557.250483854661,1123591.12248091
1649721600000,2022-04-12 00:00:00,VSY/USD,0.01172,0.012099,0.0117,0.011901,1240.79953469088,104260.10710788
1649635200000,2022-04-11 00:00:00,VSY/USD,0.0126,0.012799,0.011701,0.011911,3215.5949920430307,269968.51582932
1649548800000,2022-04-10 00:00:00,VSY/USD,0.012651,0.01304,0.0125,0.012622,52940.76932450871,4194324.93459901
1649462400000,2022-04-09 00:00:00,VSY/USD,0.012122,0.012745,0.0121,0.012647,23258.680895625854,1839067.04322178
1649376000000,2022-04-08 00:00:00,VSY/USD,0.012528,0.012704,0.0121,0.012333,3557.7297875144145,288472.37391668
1649289600000,2022-04-07 00:00:00,VSY/USD,0.012448,0.012723,0.012315,0.012538,6879.7365052289715,548710.83946634
1649203200000,2022-04-06 00:00:00,VSY/USD,0.013101,0.013311,0.012425,0.0125,2504.78910116525,200383.12809322
1649116800000,2022-04-05 00:00:00,VSY/USD,0.013309,0.0136,0.0131,0.013345,3584.809854414678,268625.69160095
1649030400000,2022-04-04 00:00:00,VSY/USD,0.013383,0.013498,0.013106,0.013315,4319.160837531745,324383.08956303
1648944000000,2022-04-03 00:00:00,VSY/USD,0.0132,0.013593,0.013106,0.013392,5792.051177771541,432500.83466036
1648857600000,2022-04-02 00:00:00,VSY/USD,0.013176,0.013691,0.013163,0.013298,3429.074312105488,257863.91277677
1648771200000,2022-04-01 00:00:00,VSY/USD,0.013111,0.013393,0.012909,0.013162,2350.811244616931,178605.92954087
1648684800000,2022-03-31 00:00:00,VSY/USD,0.013404,0.013716,0.013111,0.013111,3657.1047457387663,278934.08174348
1648598400000,2022-03-30 00:00:00,VSY/USD,0.013511,0.013908,0.013254,0.013508,21652.556914047866,1602943.21247023
1648512000000,2022-03-29 00:00:00,VSY/USD,0.013628,0.014022,0.013408,0.0135,4066.1809392961345,301198.58809601
1648425600000,2022-03-28 00:00:00,VSY/USD,0.013838,0.014234,0.0134,0.013602,9384.371446222964,689925.85253808
1648339200000,2022-03-27 00:00:00,VSY/USD,0.013625,0.014056,0.01339,0.013838,15259.880088286956,1102751.84913188
1648252800000,2022-03-26 00:00:00,VSY/USD,0.013183,0.013601,0.013041,0.013597,77628.60292439141,5709244.90140409
1648166400000,2022-03-25 00:00:00,VSY/USD,0.013589,0.013598,0.013001,0.013183,74237.4133279674,5631298.89463456
1648080000000,2022-03-24 00:00:00,VSY/USD,0.013061,0.013598,0.012918,0.01359,33803.074981382226,2487349.15241959
1647993600000,2022-03-23 00:00:00,VSY/USD,0.013051,0.013168,0.01291,0.013072,9521.398635965345,728381.168602
1647907200000,2022-03-22 00:00:00,VSY/USD,0.012511,0.0134,0.0125,0.013059,64468.62778980934,4936720.10029936
1647820800000,2022-03-21 00:00:00,VSY/USD,0.0123,0.012757,0.0121,0.012697,3306.607077534213,260424.27955692
1647734400000,2022-03-20 00:00:00,VSY/USD,0.012497,0.012685,0.0122,0.0123,2184.191197349187,177576.52010969
1647648000000,2022-03-19 00:00:00,VSY/USD,0.01226,0.012599,0.012195,0.012498,1267.5501936030457,101420.24272708
1647561600000,2022-03-18 00:00:00,VSY/USD,0.011963,0.0125,0.011818,0.012419,1275.790176081729,102728.89734131
1647475200000,2022-03-17 00:00:00,VSY/USD,0.012199,0.012299,0.0118,0.012096,1376.9892442418113,113838.3965147
1647388800000,2022-03-16 00:00:00,VSY/USD,0.011907,0.0123,0.0114,0.01205,8311.294236155976,689733.96150672
1647302400000,2022-03-15 00:00:00,VSY/USD,0.012115,0.0122,0.011701,0.011906,5284.402622165526,443843.66052121
1647216000000,2022-03-14 00:00:00,VSY/USD,0.011701,0.0122,0.0117,0.0121,5373.610401986926,444100.03322206
1647129600000,2022-03-13 00:00:00,VSY/USD,0.011902,0.012098,0.0117,0.011701,2864.893233460995,244841.74288189
1647043200000,2022-03-12 00:00:00,VSY/USD,0.011773,0.012173,0.011743,0.012064,1465.779896950437,121500.32302308
1646956800000,2022-03-11 00:00:00,VSY/USD,0.012003,0.0125,0.011602,0.011919,2163.991429095944,181558.13651279
1646870400000,2022-03-10 00:00:00,VSY/USD,0.013063,0.013238,0.012,0.012002,3973.2649051628896,331050.23372462
1646784000000,2022-03-09 00:00:00,VSY/USD,0.012304,0.013598,0.012303,0.013062,65296.01180067934,4998929.09207467
1646697600000,2022-03-08 00:00:00,VSY/USD,0.012125,0.012599,0.012001,0.012316,16684.539709622837,1354704.42591936
1646611200000,2022-03-07 00:00:00,VSY/USD,0.012258,0.0125,0.011901,0.012135,2489.932448982245,205186.02793426
1646524800000,2022-03-06 00:00:00,VSY/USD,0.012438,0.012657,0.012101,0.012248,4514.961783665905,368628.49311445997
1646438400000,2022-03-05 00:00:00,VSY/USD,0.011954,0.012675,0.011901,0.012438,2228.839870260164,179196.00178969
1646352000000,2022-03-04 00:00:00,VSY/USD,0.012598,0.01271,0.011901,0.012099,65719.45302262534,5431808.6637429
1646265600000,2022-03-03 00:00:00,VSY/USD,0.012,0.012711,0.0119,0.012603,10183.513349335333,808022.95876659
1646179200000,2022-03-02 00:00:00,VSY/USD,0.012234,0.0126,0.012,0.012034,1505.7152803193408,125121.76170179
1646092800000,2022-03-01 00:00:00,VSY/USD,0.012341,0.013,0.01192,0.01223,6193.992988441975,506458.95244824
1646006400000,2022-02-28 00:00:00,VSY/USD,0.011483,0.012635,0.01143,0.01234,16168.145525004193,1310222.48987068
1645920000000,2022-02-27 00:00:00,VSY/USD,0.012021,0.012224,0.011323,0.011641,1574.0688222524554,135217.66362447
1645833600000,2022-02-26 00:00:00,VSY/USD,0.011839,0.012224,0.0118,0.011881,1788.0279107880413,150494.73199125
1645747200000,2022-02-25 00:00:00,VSY/USD,0.01195,0.012278,0.0117,0.011838,1569.1190194778485,132549.33430291
1645660800000,2022-02-24 00:00:00,VSY/USD,0.012103,0.012307,0.011222,0.012132,5619.56251879053,463201.65832431003
1645574400000,2022-02-23 00:00:00,VSY/USD,0.012518,0.012942,0.012102,0.012103,1613.2051287470244,133289.69088218
1645488000000,2022-02-22 00:00:00,VSY/USD,0.013206,0.013481,0.012111,0.012517,23094.35458152019,1845039.11332749
1645401600000,2022-02-21 00:00:00,VSY/USD,0.013317,0.013981,0.013,0.013222,111116.41209827803,8403903.50160929
1645315200000,2022-02-20 00:00:00,VSY/USD,0.012602,0.013673,0.012,0.013317,25236.36705064534,1895048.96377903
1645228800000,2022-02-19 00:00:00,VSY/USD,0.012539,0.012937,0.012502,0.01264,1226.7033632551008,97049.31671322
1645142400000,2022-02-18 00:00:00,VSY/USD,0.012802,0.013099,0.012502,0.01255,1762.03003491223,140400.7995946
1645056000000,2022-02-17 00:00:00,VSY/USD,0.013844,0.014056,0.0127,0.012802,1674.591173156883,130806.99680963
1644969600000,2022-02-16 00:00:00,VSY/USD,0.013881,0.014306,0.0138,0.013843,2913.5331855104837,210469.78151488001
1644883200000,2022-02-15 00:00:00,VSY/USD,0.013889,0.014221,0.013606,0.013881,1685.4509660393496,121421.43693101
1644796800000,2022-02-14 00:00:00,VSY/USD,0.013683,0.014039,0.013404,0.013867,9624.086241358986,694027.99750191
1644710400000,2022-02-13 00:00:00,VSY/USD,0.0139,0.014241,0.013586,0.013688,12340.189851330488,901533.44910363
1644624000000,2022-02-12 00:00:00,VSY/USD,0.0139,0.014029,0.0136,0.013902,32268.352022657018,2321130.19872371
1644537600000,2022-02-11 00:00:00,VSY/USD,0.013643,0.014267,0.013563,0.013899,36333.4710510361,2614106.84589079
1644451200000,2022-02-10 00:00:00,VSY/USD,0.01308,0.014624,0.013001,0.013663,24107.577489329797,1764442.47158968
1644364800000,2022-02-09 00:00:00,VSY/USD,0.013303,0.013679,0.0127,0.013328,5172.79994031016,388115.24161991
1644278400000,2022-02-08 00:00:00,VSY/USD,0.0138,0.014,0.013,0.013302,5783.626123841721,434793.7245408
1644192000000,2022-02-07 00:00:00,VSY/USD,0.013799,0.0142,0.013255,0.013734,7747.46219162124,564108.21258346
1644105600000,2022-02-06 00:00:00,VSY/USD,0.013696,0.0138,0.013401,0.0137,3122.042404291483,227886.30688259
1644019200000,2022-02-05 00:00:00,VSY/USD,0.0139,0.014298,0.013337,0.013697,19787.979579108884,1444694.42791187
1643932800000,2022-02-04 00:00:00,VSY/USD,0.012385,0.013957,0.012371,0.013906,15572.781250121432,1119860.581772
1643846400000,2022-02-03 00:00:00,VSY/USD,0.012338,0.012589,0.012258,0.012353,1139.919717834043,92278.77583049
1643760000000,2022-02-02 00:00:00,VSY/USD,0.012905,0.0132,0.0123,0.012313,4545.554252724109,369167.0797307
1643673600000,2022-02-01 00:00:00,VSY/USD,0.013287,0.013543,0.012702,0.013135,10815.31237824956,823396.4505709601
1643587200000,2022-01-31 00:00:00,VSY/USD,0.01352,0.013898,0.012989,0.013328,25351.820145922175,1902147.36989212
1643500800000,2022-01-30 00:00:00,VSY/USD,0.013516,0.013762,0.01336,0.013518,5621.830415979074,415877.37949246
1643414400000,2022-01-29 00:00:00,VSY/USD,0.012637,0.0138,0.012437,0.013512,2105.5991597897255,155831.79098503
1643328000000,2022-01-28 00:00:00,VSY/USD,0.014624,0.014899,0.012315,0.012632,73343.17423001764,5806141.08850678
1643241600000,2022-01-27 00:00:00,VSY/USD,0.012034,0.014799,0.011339,0.014799,66510.19114444099,4494235.49864457
1643155200000,2022-01-26 00:00:00,VSY/USD,0.011849,0.0127,0.011801,0.012035,2046.9295317916167,170081.39026104
1643068800000,2022-01-25 00:00:00,VSY/USD,0.0117,0.012683,0.011302,0.011885,15144.25687493933,1274232.80394946
1642982400000,2022-01-24 00:00:00,VSY/USD,0.012373,0.012504,0.011038,0.0117,29398.84158826134,2512721.5032702
1642896000000,2022-01-23 00:00:00,VSY/USD,0.01281,0.0134,0.0121,0.012425,24261.60036940352,1952643.89290974
1642809600000,2022-01-22 00:00:00,VSY/USD,0.014114,0.014381,0.012217,0.012808,103667.21805310341,8093942.69621357
1642723200000,2022-01-21 00:00:00,VSY/USD,0.015266,0.015635,0.0139,0.014138,84200.10999034374,5955588.48425122
1642636800000,2022-01-20 00:00:00,VSY/USD,0.015929,0.0165,0.015242,0.0155,5350.453606075384,345190.55523066997
1642550400000,2022-01-19 00:00:00,VSY/USD,0.016581,0.017424,0.015548,0.016256,2893.516519644297,177996.83314741
1642464000000,2022-01-18 00:00:00,VSY/USD,0.016583,0.017201,0.016307,0.016586,16572.84599884196,999206.92143024
1642377600000,2022-01-17 00:00:00,VSY/USD,0.017972,0.018079,0.016375,0.016878,23077.48609167857,1367311.6537314
1642291200000,2022-01-16 00:00:00,VSY/USD,0.01703,0.018139,0.016939,0.01793,158544.45753195617,8842412.57846939
1642204800000,2022-01-15 00:00:00,VSY/USD,0.016638,0.0172,0.016415,0.017058,4922.324012965207,288563.95902012
1642118400000,2022-01-14 00:00:00,VSY/USD,0.016379,0.016878,0.0162,0.016602,2041.211206093463,122949.71726861
1642032000000,2022-01-13 00:00:00,VSY/USD,0.0169,0.0172,0.016391,0.016421,2155.343525900648,131255.3148956
1641945600000,2022-01-12 00:00:00,VSY/USD,0.01617,0.0171,0.016101,0.0171,751.482019640655,43946.316938050004
1641859200000,2022-01-11 00:00:00,VSY/USD,0.015341,0.0165,0.01528,0.016429,21891.95018153343,1332518.72795261
1641772800000,2022-01-10 00:00:00,VSY/USD,0.016407,0.0167,0.015028,0.015603,28766.13040883209,1843628.17463514
1641686400000,2022-01-09 00:00:00,VSY/USD,0.016379,0.0169,0.015995,0.016417,116993.36832736162,7126354.89598353
1641600000000,2022-01-08 00:00:00,VSY/USD,0.01671,0.01727,0.016046,0.016359,10856.908912756226,663665.80553556
1641513600000,2022-01-07 00:00:00,VSY/USD,0.017823,0.018144,0.016594,0.016687,68983.35631315384,4133957.95009012
1641427200000,2022-01-06 00:00:00,VSY/USD,0.018402,0.0187,0.017237,0.017817,15752.111574608112,884105.71783174
1641340800000,2022-01-05 00:00:00,VSY/USD,0.020014,0.0203,0.018251,0.018694,8210.176851189985,439187.80631165
1641254400000,2022-01-04 00:00:00,VSY/USD,0.020103,0.020721,0.020013,0.020014,4240.149567844957,211859.17696837
1641168000000,2022-01-03 00:00:00,VSY/USD,0.02106,0.021199,0.020013,0.020105,26978.883097741873,1341899.1841702
1641081600000,2022-01-02 00:00:00,VSY/USD,0.020279,0.02124,0.019932,0.021117,282670.47433289053,13385920.08016719
1640995200000,2022-01-01 00:00:00,VSY/USD,0.019259,0.020332,0.019208,0.020332,4185.741983569562,205869.66277639
1640908800000,2021-12-31 00:00:00,VSY/USD,0.0197,0.0199,0.018643,0.019167,1132.255405799642,59073.16772576
1640822400000,2021-12-30 00:00:00,VSY/USD,0.01936,0.0198,0.019126,0.0197,5205.790889132791,264253.34462603
1640736000000,2021-12-29 00:00:00,VSY/USD,0.019783,0.020163,0.019058,0.019392,684.6189041158541,35304.19266274
1640649600000,2021-12-28 00:00:00,VSY/USD,0.021837,0.021867,0.019636,0.020198,19847.451637646715,982644.40229957
1640563200000,2021-12-27 00:00:00,VSY/USD,0.019663,0.02273,0.019601,0.022099,180309.66749948126,8159177.6776995
