https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XLM
1640390400000,2021-12-25 00:00:00,XLM/USD,0.27864,0.29524,0.27598,0.28985,1549635.9141957492,5346337.46488097
1640304000000,2021-12-24 00:00:00,XLM/USD,0.28806,0.28901,0.2758,0.2785,1467132.4181991532,5267979.95762712
1640217600000,2021-12-23 00:00:00,XLM/USD,0.26771,0.29004,0.26512,0.28766,1841545.743370735,6401813.75015899
1640131200000,2021-12-22 00:00:00,XLM/USD,0.26784,0.2775,0.26713,0.26766,2929642.952351885,10945389.49544902
1640044800000,2021-12-21 00:00:00,XLM/USD,0.25868,0.26952,0.25321,0.26733,2461155.9093567105,9206433.65636745
1639958400000,2021-12-20 00:00:00,XLM/USD,0.25384,0.27421,0.2514,0.25839,2615926.4697357984,10123946.2430272
1639872000000,2021-12-19 00:00:00,XLM/USD,0.25592,0.26709,0.25215,0.25346,1257762.0415498414,4962368.97952277
1639785600000,2021-12-18 00:00:00,XLM/USD,0.2545,0.26665,0.25104,0.25585,1994533.406372157,7795713.9197661
1639699200000,2021-12-17 00:00:00,XLM/USD,0.25614,0.26263,0.24619,0.25466,1250408.4628240436,4910109.41185912
1639612800000,2021-12-16 00:00:00,XLM/USD,0.27308,0.27468,0.25583,0.25637,916404.9617439857,3574540.55366847
1639526400000,2021-12-15 00:00:00,XLM/USD,0.26772,0.27603,0.24694,0.27298,1206080.386555633,4418200.55152624
1639440000000,2021-12-14 00:00:00,XLM/USD,0.25343,0.27117,0.24799,0.26798,1587181.976684475,5922762.80574847
1639353600000,2021-12-13 00:00:00,XLM/USD,0.27587,0.27691,0.25182,0.25348,1156963.8124742087,4564319.91665697
1639267200000,2021-12-12 00:00:00,XLM/USD,0.27471,0.28212,0.26697,0.27636,751368.0944070929,2718801.9047875702
1639180800000,2021-12-11 00:00:00,XLM/USD,0.26122,0.28017,0.25707,0.27482,1060683.0913875313,3859555.67785289
1639094400000,2021-12-10 00:00:00,XLM/USD,0.27348,0.28106,0.25994,0.26097,2520836.898963571,9659489.20934809
1639008000000,2021-12-09 00:00:00,XLM/USD,0.30653,0.30657,0.27395,0.27413,2311552.7016633875,8432322.99151274
1638921600000,2021-12-08 00:00:00,XLM/USD,0.28755,0.30893,0.28417,0.30537,1791391.629586469,5866298.68548472
1638835200000,2021-12-07 00:00:00,XLM/USD,0.2949,0.3003,0.28236,0.28748,1563578.1603868294,5438911.09081268
1638748800000,2021-12-06 00:00:00,XLM/USD,0.28242,0.29764,0.24809,0.2955,6791514.173485485,22983127.49064462
1638662400000,2021-12-05 00:00:00,XLM/USD,0.29169,0.295,0.25975,0.28166,5374079.604325068,19080024.15793889
1638576000000,2021-12-04 00:00:00,XLM/USD,0.32588,0.32621,0.2216,0.29021,11520091.844747184,39695709.46813405
1638489600000,2021-12-03 00:00:00,XLM/USD,0.34002,0.365,0.32063,0.32561,3105677.6198334955,9538028.99122722
1638403200000,2021-12-02 00:00:00,XLM/USD,0.32788,0.34008,0.31822,0.34008,2032748.8160477916,5977266.57271169
1638316800000,2021-12-01 00:00:00,XLM/USD,0.33547,0.34526,0.32585,0.328,1126678.2723679186,3434994.73282902
1638230400000,2021-11-30 00:00:00,XLM/USD,0.32856,0.35204,0.32838,0.33581,1714334.7003182392,5105073.40555147
1638144000000,2021-11-29 00:00:00,XLM/USD,0.32405,0.33408,0.32271,0.32858,2527926.5310681676,7693488.74267505
1638057600000,2021-11-28 00:00:00,XLM/USD,0.32578,0.32678,0.301,0.3234,1326432.4217066437,4101522.63978554
1637971200000,2021-11-27 00:00:00,XLM/USD,0.32947,0.33511,0.32103,0.32612,1221122.8044025565,3744397.16792149
1637884800000,2021-11-26 00:00:00,XLM/USD,0.34226,0.35007,0.30689,0.32938,3839577.429625244,11656984.1205454
1637798400000,2021-11-25 00:00:00,XLM/USD,0.32776,0.34773,0.32598,0.3413,1163245.8300806035,3408279.6076197
1637712000000,2021-11-24 00:00:00,XLM/USD,0.34111,0.34157,0.3212,0.32736,1253572.8458589164,3829340.31604019
1637625600000,2021-11-23 00:00:00,XLM/USD,0.33618,0.34286,0.32781,0.34109,1070093.4519122406,3137275.94450802
1637539200000,2021-11-22 00:00:00,XLM/USD,0.34396,0.35642,0.3322,0.3367,1726405.3711195625,5127429.07965418
1637452800000,2021-11-21 00:00:00,XLM/USD,0.34914,0.34914,0.33823,0.3447,1128026.8766849812,3272488.76322884
1637366400000,2021-11-20 00:00:00,XLM/USD,0.35414,0.35899,0.33745,0.34851,762832.6434864159,2188840.04328833
1637280000000,2021-11-19 00:00:00,XLM/USD,0.32769,0.35679,0.32587,0.35394,1444155.2060878326,4080226.04421041
1637193600000,2021-11-18 00:00:00,XLM/USD,0.34672,0.35594,0.31314,0.32837,2729628.67718185,8312661.56220681
1637107200000,2021-11-17 00:00:00,XLM/USD,0.34322,0.34961,0.33271,0.34599,1568438.9176402274,4533191.47270218
1637020800000,2021-11-16 00:00:00,XLM/USD,0.37662,0.37676,0.32929,0.34323,3247874.020535945,9462675.23391296
1636934400000,2021-11-15 00:00:00,XLM/USD,0.37707,0.39368,0.37404,0.37668,1176380.2449275702,3123022.84413181
1636848000000,2021-11-14 00:00:00,XLM/USD,0.37825,0.38213,0.36742,0.37714,572419.5783626086,1517790.68346664
1636761600000,2021-11-13 00:00:00,XLM/USD,0.38069,0.38233,0.37091,0.3789,600711.7742485582,1585409.80271459
1636675200000,2021-11-12 00:00:00,XLM/USD,0.39001,0.39361,0.36481,0.38068,1708170.951222752,4487157.06426067
1636588800000,2021-11-11 00:00:00,XLM/USD,0.38276,0.403,0.37577,0.39095,2161187.0748587544,5528039.5827056
1636502400000,2021-11-10 00:00:00,XLM/USD,0.41302,0.44083,0.36394,0.38314,7012598.800965117,18302967.06416745
1636416000000,2021-11-09 00:00:00,XLM/USD,0.37797,0.42206,0.37362,0.41278,3933603.252627227,9529539.34935614
1636329600000,2021-11-08 00:00:00,XLM/USD,0.36336,0.37837,0.36287,0.37798,1846277.74800258,4884591.1106476
1636243200000,2021-11-07 00:00:00,XLM/USD,0.35854,0.36578,0.357,0.36273,617257.0186009369,1701698.28412576
1636156800000,2021-11-06 00:00:00,XLM/USD,0.35917,0.36445,0.35029,0.35907,588776.8418166867,1639727.18917394
1636070400000,2021-11-05 00:00:00,XLM/USD,0.36851,0.37359,0.35884,0.35992,876799.8823861346,2436096.58364674
1635984000000,2021-11-04 00:00:00,XLM/USD,0.38541,0.39019,0.3654,0.36902,1042815.3878277987,2825904.79602135
1635897600000,2021-11-03 00:00:00,XLM/USD,0.38286,0.39862,0.37021,0.3848,3002492.8957880805,7802736.21566549
1635811200000,2021-11-02 00:00:00,XLM/USD,0.36586,0.38273,0.36324,0.38262,1329367.1480966562,3474379.66676247
1635724800000,2021-11-01 00:00:00,XLM/USD,0.373,0.37549,0.35779,0.36621,1457838.6539900247,3980881.60888568
1635638400000,2021-10-31 00:00:00,XLM/USD,0.35891,0.3906,0.3574,0.37264,2688011.6703335163,7213427.62541197
1635552000000,2021-10-30 00:00:00,XLM/USD,0.36216,0.3655,0.35152,0.3589,910595.0690246143,2537183.2516707
1635465600000,2021-10-29 00:00:00,XLM/USD,0.34287,0.36349,0.34067,0.36156,1394183.8446324172,3856023.4667342
1635379200000,2021-10-28 00:00:00,XLM/USD,0.33048,0.34842,0.32555,0.34223,2409324.438361912,7040073.74678407
1635292800000,2021-10-27 00:00:00,XLM/USD,0.37258,0.37507,0.31014,0.33067,4589041.417032281,13878009.54738041
1635206400000,2021-10-26 00:00:00,XLM/USD,0.38821,0.38821,0.36833,0.37287,1516323.4081720232,4066627.53284529
1635120000000,2021-10-25 00:00:00,XLM/USD,0.37219,0.388,0.3711,0.388,1188315.563935129,3062668.97921425
1635033600000,2021-10-24 00:00:00,XLM/USD,0.3784,0.38663,0.36625,0.37254,1195191.1618990812,3208222.37048124
1634947200000,2021-10-23 00:00:00,XLM/USD,0.3721,0.37828,0.36821,0.37828,1290511.4962273191,3411524.52211938
1634860800000,2021-10-22 00:00:00,XLM/USD,0.37297,0.38049,0.36562,0.37215,974763.703367003,2619276.37610373
1634774400000,2021-10-21 00:00:00,XLM/USD,0.39169,0.39802,0.37094,0.37306,1894544.1625415552,5078389.97089357
1634688000000,2021-10-20 00:00:00,XLM/USD,0.37359,0.3923,0.36813,0.39209,2317107.049945738,5909630.56937371
1634601600000,2021-10-19 00:00:00,XLM/USD,0.3798,0.38379,0.36645,0.37386,2717131.052622983,7267776.84861441
1634515200000,2021-10-18 00:00:00,XLM/USD,0.38272,0.3952,0.3763,0.37951,2780484.9199430286,7326512.9244105
1634428800000,2021-10-17 00:00:00,XLM/USD,0.39645,0.40335,0.36441,0.38269,3562369.543371365,9308760.46766669
1634342400000,2021-10-16 00:00:00,XLM/USD,0.36205,0.42024,0.36194,0.39689,5868385.048514549,14785923.17396394
1634256000000,2021-10-15 00:00:00,XLM/USD,0.36985,0.37301,0.35077,0.36148,3446190.227004439,9533557.11797178
1634169600000,2021-10-14 00:00:00,XLM/USD,0.36875,0.38252,0.36402,0.36884,1923650.0861697532,5215405.28730548
1634083200000,2021-10-13 00:00:00,XLM/USD,0.33257,0.36962,0.33078,0.36784,1751319.576654988,4761090.62813992
1633996800000,2021-10-12 00:00:00,XLM/USD,0.34435,0.34481,0.32,0.33282,2189689.428110527,6579200.25272077
1633910400000,2021-10-11 00:00:00,XLM/USD,0.33097,0.35716,0.32471,0.34475,2447903.6357464255,7100518.16025069
1633824000000,2021-10-10 00:00:00,XLM/USD,0.35336,0.35797,0.32879,0.33129,4250364.230732719,12829738.99222047
1633737600000,2021-10-09 00:00:00,XLM/USD,0.33634,0.3676,0.33292,0.35288,2658866.0176526946,7534759.74170453
1633651200000,2021-10-08 00:00:00,XLM/USD,0.34426,0.34993,0.3317,0.33593,2414449.280500627,7187358.32018762
1633564800000,2021-10-07 00:00:00,XLM/USD,0.35869,0.37,0.34211,0.34352,4826696.571416835,14050700.31269456
1633478400000,2021-10-06 00:00:00,XLM/USD,0.31947,0.36484,0.30612,0.35724,4117923.366642383,11527050.06897991
1633392000000,2021-10-05 00:00:00,XLM/USD,0.31032,0.32016,0.30817,0.319,2320343.923009998,7273805.40128526
1633305600000,2021-10-04 00:00:00,XLM/USD,0.31435,0.31538,0.29612,0.31032,1760911.7954590782,5674503.07894779
1633219200000,2021-10-03 00:00:00,XLM/USD,0.31666,0.3228,0.31068,0.31475,2126318.8911447707,6755580.27369268
1633132800000,2021-10-02 00:00:00,XLM/USD,0.30047,0.32652,0.29272,0.31681,2912595.7678769506,9193509.57317304
1633046400000,2021-10-01 00:00:00,XLM/USD,0.27869,0.30035,0.27561,0.30035,1421590.2439755024,4733112.18237224
1632960000000,2021-09-30 00:00:00,XLM/USD,0.26997,0.28072,0.26859,0.27884,1655682.7244668016,5937751.84502511
1632873600000,2021-09-29 00:00:00,XLM/USD,0.25687,0.27939,0.25507,0.26995,1362285.1455545104,5046435.06410265
1632787200000,2021-09-28 00:00:00,XLM/USD,0.26521,0.27078,0.25468,0.25609,1338016.7952173557,5224791.26563847
1632700800000,2021-09-27 00:00:00,XLM/USD,0.27464,0.28305,0.2647,0.26548,738038.1415775826,2780014.0936326
1632614400000,2021-09-26 00:00:00,XLM/USD,0.2771,0.28286,0.26133,0.27617,1214775.8358272754,4398652.40912219
1632528000000,2021-09-25 00:00:00,XLM/USD,0.28123,0.2856,0.27081,0.27823,690429.0062920292,2481504.53327114
1632441600000,2021-09-24 00:00:00,XLM/USD,0.3027,0.30554,0.26922,0.28139,2845957.0074813156,10113923.76232743
1632355200000,2021-09-23 00:00:00,XLM/USD,0.29235,0.30307,0.28889,0.30307,1237044.030949486,4081710.59804496
1632268800000,2021-09-22 00:00:00,XLM/USD,0.26627,0.29298,0.26083,0.29271,2380874.607987852,8133902.52464163
1632182400000,2021-09-21 00:00:00,XLM/USD,0.28218,0.2874,0.26078,0.26576,5461770.521275512,20551514.60443826
1632096000000,2021-09-20 00:00:00,XLM/USD,0.31341,0.31467,0.27027,0.28198,7766877.362274954,27544071.78620808
1632009600000,2021-09-19 00:00:00,XLM/USD,0.32227,0.32469,0.31044,0.31349,1364905.0769894118,4353903.08140423
1631923200000,2021-09-18 00:00:00,XLM/USD,0.31955,0.32774,0.3153,0.32283,1337910.8926935394,4144320.20782932
1631836800000,2021-09-17 00:00:00,XLM/USD,0.33077,0.33269,0.31499,0.31922,2435769.2280208953,7630377.88365671
1631750400000,2021-09-16 00:00:00,XLM/USD,0.34091,0.34211,0.32376,0.331,3942431.278225585,11910668.51427669
1631664000000,2021-09-15 00:00:00,XLM/USD,0.33151,0.34172,0.32769,0.34127,2330221.6386871333,6828088.13750735
1631577600000,2021-09-14 00:00:00,XLM/USD,0.31827,0.3317,0.31658,0.3317,1609471.5310732932,4852190.32581638
1631491200000,2021-09-13 00:00:00,XLM/USD,0.33217,0.33638,0.30996,0.31902,1692373.6803898977,5304914.05049808
1631404800000,2021-09-12 00:00:00,XLM/USD,0.32485,0.33855,0.3175,0.33263,1500335.3664568493,4510523.30354102
1631318400000,2021-09-11 00:00:00,XLM/USD,0.31703,0.33261,0.31576,0.32487,1935967.327962792,5959206.23006985
1631232000000,2021-09-10 00:00:00,XLM/USD,0.33252,0.35943,0.3109,0.31686,5320047.671380935,16789899.8654956
1631145600000,2021-09-09 00:00:00,XLM/USD,0.33013,0.3416,0.32436,0.3327,3776678.426019686,11351603.32437537
1631059200000,2021-09-08 00:00:00,XLM/USD,0.33483,0.34261,0.3048,0.3296,9036034.49246039,27415153.19314439
1630972800000,2021-09-07 00:00:00,XLM/USD,0.424,0.42422,0.2712,0.33509,20797993.393541064,62066887.68253623
1630886400000,2021-09-06 00:00:00,XLM/USD,0.39764,0.43094,0.38931,0.42357,8481677.003838677,20024262.82276525
1630800000000,2021-09-05 00:00:00,XLM/USD,0.36987,0.39765,0.36803,0.39747,3841809.3235533843,9665658.59952546
1630713600000,2021-09-04 00:00:00,XLM/USD,0.36791,0.3849,0.3653,0.36934,1897144.939128073,5136581.30483585
1630627200000,2021-09-03 00:00:00,XLM/USD,0.35912,0.378,0.35171,0.36865,2360744.7054166403,6403756.15195074
1630540800000,2021-09-02 00:00:00,XLM/USD,0.35374,0.36771,0.35169,0.35909,1990530.3231721024,5543263.0348160695
1630454400000,2021-09-01 00:00:00,XLM/USD,0.3395,0.35628,0.33604,0.3537,1429258.8351620527,4040878.81018392
1630368000000,2021-08-31 00:00:00,XLM/USD,0.32977,0.35604,0.3276,0.33958,1424212.9756163703,4194042.5691041
1630281600000,2021-08-30 00:00:00,XLM/USD,0.34306,0.34627,0.32859,0.33002,1055124.5338302208,3197153.3053458
1630195200000,2021-08-29 00:00:00,XLM/USD,0.34765,0.35334,0.34088,0.34348,761858.2716100169,2218057.15503091
1630108800000,2021-08-28 00:00:00,XLM/USD,0.35588,0.35959,0.34298,0.34778,796053.1616418159,2288956.12640697
1630022400000,2021-08-27 00:00:00,XLM/USD,0.33589,0.35726,0.32954,0.35726,1112758.9324552778,3114703.38816346
1629936000000,2021-08-26 00:00:00,XLM/USD,0.35916,0.36291,0.331,0.33484,2050133.9344207717,6122727.07687484
1629849600000,2021-08-25 00:00:00,XLM/USD,0.35061,0.35971,0.342,0.35895,1413460.5023957745,3937764.31925275
1629763200000,2021-08-24 00:00:00,XLM/USD,0.37844,0.38042,0.3508,0.35081,1663240.799130975,4741144.20663885
1629676800000,2021-08-23 00:00:00,XLM/USD,0.3727,0.38751,0.37024,0.37878,1926146.5559456812,5085132.67845631
1629590400000,2021-08-22 00:00:00,XLM/USD,0.37156,0.38938,0.36148,0.37276,1439272.082518093,3861122.6594004
1629504000000,2021-08-21 00:00:00,XLM/USD,0.38487,0.3849,0.36742,0.37188,987488.5661336527,2655395.73554279
1629417600000,2021-08-20 00:00:00,XLM/USD,0.36737,0.38755,0.36099,0.38527,1935467.6321896084,5023665.56490152
1629331200000,2021-08-19 00:00:00,XLM/USD,0.3424,0.36863,0.3322,0.36716,2491207.650217407,6785073.67419492
1629244800000,2021-08-18 00:00:00,XLM/USD,0.34247,0.3592,0.32493,0.34187,2138833.1444789884,6256276.19995609
1629158400000,2021-08-17 00:00:00,XLM/USD,0.37195,0.38393,0.33894,0.34197,1881338.7342512414,5501473.03638109
1629072000000,2021-08-16 00:00:00,XLM/USD,0.39158,0.4099,0.36898,0.37235,2011229.7262109953,5401449.51312205
1628985600000,2021-08-15 00:00:00,XLM/USD,0.39547,0.40296,0.37007,0.3916,2251184.85866629,5748684.52161974
1628899200000,2021-08-14 00:00:00,XLM/USD,0.35943,0.3999,0.35127,0.39557,3353032.0336774047,8476456.84373791
1628812800000,2021-08-13 00:00:00,XLM/USD,0.32805,0.36485,0.32413,0.36055,1867212.9307934036,5178790.54442769
1628726400000,2021-08-12 00:00:00,XLM/USD,0.33753,0.35291,0.31511,0.32813,1617346.257293072,4928980.15205276
1628640000000,2021-08-11 00:00:00,XLM/USD,0.31005,0.35249,0.3095,0.33957,1959453.7313550683,5770397.06497944
1628553600000,2021-08-10 00:00:00,XLM/USD,0.29882,0.31482,0.29565,0.30967,1076294.240015385,3475616.75336773
1628467200000,2021-08-09 00:00:00,XLM/USD,0.28784,0.30535,0.27964,0.2988,1142404.3815098242,3823307.83637826
1628380800000,2021-08-08 00:00:00,XLM/USD,0.30719,0.31314,0.28582,0.28711,683610.1414032222,2381004.28895971
1628294400000,2021-08-07 00:00:00,XLM/USD,0.28512,0.31089,0.28256,0.30719,1365394.2334375868,4444787.37406031
1628208000000,2021-08-06 00:00:00,XLM/USD,0.28129,0.28626,0.27449,0.28531,437493.97386993765,1533398.66765952
1628121600000,2021-08-05 00:00:00,XLM/USD,0.28062,0.28252,0.26556,0.28032,443861.394919182,1583409.65653247
1628035200000,2021-08-04 00:00:00,XLM/USD,0.27301,0.28406,0.26531,0.28063,504441.44463932305,1797532.14068105
1627948800000,2021-08-03 00:00:00,XLM/USD,0.27386,0.27875,0.26453,0.27334,416491.4057664095,1523711.88178243
1627862400000,2021-08-02 00:00:00,XLM/USD,0.2755,0.28591,0.26886,0.27454,867044.0735935622,3158170.29792949
1627776000000,2021-08-01 00:00:00,XLM/USD,0.28409,0.30031,0.27277,0.27655,1313447.9814055606,4749405.10361801
1627689600000,2021-07-31 00:00:00,XLM/USD,0.27992,0.28883,0.27333,0.28383,988774.8104787125,3483686.750797
1627603200000,2021-07-30 00:00:00,XLM/USD,0.27359,0.28539,0.26278,0.27949,808988.5053787802,2894516.81769931
1627516800000,2021-07-29 00:00:00,XLM/USD,0.27033,0.27493,0.26183,0.27221,600729.8237129609,2206861.70130767
1627430400000,2021-07-28 00:00:00,XLM/USD,0.26322,0.28186,0.25841,0.27006,777355.6290824855,2878455.26580199
1627344000000,2021-07-27 00:00:00,XLM/USD,0.26003,0.26986,0.25175,0.26201,607961.0306287934,2320373.3850952
1627257600000,2021-07-26 00:00:00,XLM/USD,0.26091,0.28459,0.2571,0.26069,1031489.8877687859,3956768.14518695
1627171200000,2021-07-25 00:00:00,XLM/USD,0.26704,0.26735,0.25422,0.26166,393529.3822215883,1503972.26256053
1627084800000,2021-07-24 00:00:00,XLM/USD,0.26966,0.27229,0.2614,0.2676,541168.2139774412,2022302.74281555
1626998400000,2021-07-23 00:00:00,XLM/USD,0.26549,0.27764,0.24916,0.26888,1647939.944073281,6128904.87977269
1626912000000,2021-07-22 00:00:00,XLM/USD,0.22843,0.268,0.22443,0.26367,1641380.1717642066,6225130.5486563
1626825600000,2021-07-21 00:00:00,XLM/USD,0.21241,0.2299,0.20707,0.22816,325967.85132216185,1428680.97528998
1626739200000,2021-07-20 00:00:00,XLM/USD,0.2106,0.21491,0.19881,0.21218,488348.9308543363,2301578.5222657
1626652800000,2021-07-19 00:00:00,XLM/USD,0.22986,0.23106,0.21146,0.2115,261448.85225743434,1236164.78608716
1626566400000,2021-07-18 00:00:00,XLM/USD,0.23285,0.2404,0.22668,0.23072,181369.34638956076,786101.53601578
1626480000000,2021-07-17 00:00:00,XLM/USD,0.23529,0.23857,0.22794,0.23264,430084.68014775333,1848713.37752645
1626393600000,2021-07-16 00:00:00,XLM/USD,0.24089,0.25793,0.23327,0.2353,1603067.0041797257,6812864.44615268
1626307200000,2021-07-15 00:00:00,XLM/USD,0.24,0.24323,0.22644,0.24045,329914.2851990757,1372070.22332741
1626220800000,2021-07-14 00:00:00,XLM/USD,0.23255,0.2448,0.21922,0.24,279884.64491375524,1166186.02047398
1626134400000,2021-07-13 00:00:00,XLM/USD,0.23757,0.24184,0.22742,0.23264,124461.06232670702,534994.25002883
1626048000000,2021-07-12 00:00:00,XLM/USD,0.24656,0.25222,0.23567,0.23815,166145.98731781714,697652.68661691
1625961600000,2021-07-11 00:00:00,XLM/USD,0.24517,0.24794,0.24037,0.2456,63250.91130050145,257536.28379683
1625875200000,2021-07-10 00:00:00,XLM/USD,0.24541,0.25222,0.23834,0.24481,126226.03976824404,515608.18499344
1625788800000,2021-07-09 00:00:00,XLM/USD,0.24211,0.24903,0.23252,0.24541,250206.41420004834,1019544.49370461
1625702400000,2021-07-08 00:00:00,XLM/USD,0.2568,0.25699,0.23868,0.24275,326232.0678108217,1343901.4121969999
1625616000000,2021-07-07 00:00:00,XLM/USD,0.26019,0.2657,0.25566,0.25697,183852.09249234246,715461.30868328
1625529600000,2021-07-06 00:00:00,XLM/USD,0.25331,0.2679,0.2529,0.26004,717172.7278195258,2757932.34817538
1625443200000,2021-07-05 00:00:00,XLM/USD,0.26742,0.26742,0.25023,0.25415,500563.6758723535,1969560.00736712
1625356800000,2021-07-04 00:00:00,XLM/USD,0.26388,0.27229,0.2589,0.26748,162822.56718201432,608728.00651269
1625270400000,2021-07-03 00:00:00,XLM/USD,0.26337,0.27001,0.25918,0.26384,109544.53780468754,415193.0632379
1625184000000,2021-07-02 00:00:00,XLM/USD,0.26863,0.27328,0.25254,0.26346,204618.63382170067,776659.20375655
1625097600000,2021-07-01 00:00:00,XLM/USD,0.28422,0.28422,0.25967,0.26955,430926.09971599054,1598687.06999069
1625011200000,2021-06-30 00:00:00,XLM/USD,0.28304,0.286,0.26825,0.28329,706974.3532699184,2495585.27752451
1624924800000,2021-06-29 00:00:00,XLM/USD,0.26394,0.29335,0.26262,0.28171,773322.255986254,2745100.47916742
1624838400000,2021-06-28 00:00:00,XLM/USD,0.26,0.2695,0.25613,0.26308,318350.903942531,1210091.62210176
1624752000000,2021-06-27 00:00:00,XLM/USD,0.25013,0.25958,0.23944,0.25813,1225104.6690878065,4746076.27586025
1624665600000,2021-06-26 00:00:00,XLM/USD,0.24,0.24933,0.22854,0.24933,923629.0035399657,3704443.92387585
1624579200000,2021-06-25 00:00:00,XLM/USD,0.26953,0.27393,0.2407,0.24104,1007511.3956009358,4179851.45868294
1624492800000,2021-06-24 00:00:00,XLM/USD,0.25596,0.27292,0.24363,0.26703,722225.6209119023,2704660.97783733
1624406400000,2021-06-23 00:00:00,XLM/USD,0.23359,0.27,0.22559,0.25579,1191757.992690193,4659126.59873409
1624320000000,2021-06-22 00:00:00,XLM/USD,0.23694,0.25957,0.20078,0.23551,2649369.197425126,11249497.67494003
1624233600000,2021-06-21 00:00:00,XLM/USD,0.29934,0.3022,0.23629,0.23717,1203916.8080377262,5076176.61608857
1624147200000,2021-06-20 00:00:00,XLM/USD,0.28884,0.29925,0.27016,0.2975,696411.0562684777,2340877.50006211
1624060800000,2021-06-19 00:00:00,XLM/USD,0.29694,0.30614,0.28939,0.28954,572445.5713804605,1977086.314086
1623974400000,2021-06-18 00:00:00,XLM/USD,0.31735,0.31763,0.28467,0.29726,854524.3302422917,2874669.75120195
1623888000000,2021-06-17 00:00:00,XLM/USD,0.31786,0.32997,0.30976,0.31715,323622.4621207985,1020408.20470061
1623801600000,2021-06-16 00:00:00,XLM/USD,0.33252,0.34173,0.315,0.31646,673294.9640033814,2127583.15111983
1623715200000,2021-06-15 00:00:00,XLM/USD,0.34306,0.35256,0.33,0.33304,505443.66505688004,1517666.54172736
1623628800000,2021-06-14 00:00:00,XLM/USD,0.34869,0.34977,0.32796,0.34293,490391.04894577916,1430003.3503799
1623542400000,2021-06-13 00:00:00,XLM/USD,0.32836,0.34866,0.31118,0.34416,373359.05601914856,1084841.51562979
1623456000000,2021-06-12 00:00:00,XLM/USD,0.31727,0.34341,0.3,0.32765,1063618.8666115524,3246204.38459195
1623369600000,2021-06-11 00:00:00,XLM/USD,0.33854,0.34237,0.314,0.31652,671212.1572483331,2120599.51108408
1623283200000,2021-06-10 00:00:00,XLM/USD,0.36472,0.366,0.33141,0.33815,494066.28495245246,1461086.15984756
1623196800000,2021-06-09 00:00:00,XLM/USD,0.34965,0.36572,0.3252,0.36572,1333922.3664966947,3647386.98046783
1623110400000,2021-06-08 00:00:00,XLM/USD,0.34562,0.35656,0.31032,0.34997,1143686.9918738683,3267957.23025936
1623024000000,2021-06-07 00:00:00,XLM/USD,0.3801,0.39111,0.3425,0.34643,504307.3399736219,1455726.52476293
1622937600000,2021-06-06 00:00:00,XLM/USD,0.37412,0.38822,0.37188,0.38029,486045.0218183338,1278090.46206404
1622851200000,2021-06-05 00:00:00,XLM/USD,0.38481,0.40497,0.36329,0.3755,883013.4807956758,2351567.19253176
1622764800000,2021-06-04 00:00:00,XLM/USD,0.42464,0.42464,0.37,0.38446,1062663.7011984861,2764042.29620373
1622678400000,2021-06-03 00:00:00,XLM/USD,0.41815,0.43375,0.41276,0.42504,700845.9905587868,1648894.19950778
1622592000000,2021-06-02 00:00:00,XLM/USD,0.41928,0.43499,0.40582,0.41959,840354.7319569753,2002799.71390399
1622505600000,2021-06-01 00:00:00,XLM/USD,0.40241,0.44892,0.38393,0.41897,2077760.1128515499,4959209.75929434
1622419200000,2021-05-31 00:00:00,XLM/USD,0.37444,0.40932,0.36631,0.40205,1378180.3325777932,3427882.93142095
1622332800000,2021-05-30 00:00:00,XLM/USD,0.36518,0.39827,0.34619,0.37283,1129311.8620212688,3029026.26403795
1622246400000,2021-05-29 00:00:00,XLM/USD,0.39892,0.40936,0.34427,0.36745,1380583.0158336991,3757199.66208654
1622160000000,2021-05-28 00:00:00,XLM/USD,0.42048,0.42542,0.36483,0.39788,1700288.2149151745,4273369.39508187
1622073600000,2021-05-27 00:00:00,XLM/USD,0.44385,0.44699,0.41066,0.42017,1114390.4512704492,2652237.07373313
1621987200000,2021-05-26 00:00:00,XLM/USD,0.43,0.47051,0.42118,0.44341,2943428.7498539006,6638165.01624659
1621900800000,2021-05-25 00:00:00,XLM/USD,0.43778,0.46,0.4076,0.42931,2419440.0093154325,5635647.92181741
1621814400000,2021-05-24 00:00:00,XLM/USD,0.36375,0.45077,0.36003,0.4396,9288149.304011177,21128638.0891974
1621728000000,2021-05-23 00:00:00,XLM/USD,0.3888,0.40233,0.27465,0.36391,7399932.084854848,20334511.51343697
1621641600000,2021-05-22 00:00:00,XLM/USD,0.42163,0.42206,0.36736,0.38997,2863035.056786031,7341680.27485712
1621555200000,2021-05-21 00:00:00,XLM/USD,0.49529,0.51264,0.37162,0.41892,6086033.737599076,14527914.01126486
1621468800000,2021-05-20 00:00:00,XLM/USD,0.44336,0.53385,0.39593,0.49584,9080212.632111058,18312787.65753279
1621382400000,2021-05-19 00:00:00,XLM/USD,0.64845,0.65536,0.28237,0.44337,21232353.20200433,47888565.31114944
1621296000000,2021-05-18 00:00:00,XLM/USD,0.64574,0.70054,0.6318,0.64687,3016677.849086502,4663499.38795508
1621209600000,2021-05-17 00:00:00,XLM/USD,0.71292,0.71388,0.62348,0.64368,6443877.783039973,10010995.81009193
1621123200000,2021-05-16 00:00:00,XLM/USD,0.68183,0.799,0.66484,0.71411,8470606.009868296,11861766.40835207
