https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume LEO
1639785600000,2021-12-18 00:00:00,LEO/USD,3.6073,3.6465,3.4816,3.5162,413538.59699177684,117609.52078715
1639699200000,2021-12-17 00:00:00,LEO/USD,3.5861,3.6807,3.4816,3.6058,361475.5756754017,100248.37086788
1639612800000,2021-12-16 00:00:00,LEO/USD,3.5357,3.65,3.5257,3.5862,324312.74691917765,90433.53603234
1639526400000,2021-12-15 00:00:00,LEO/USD,3.4662,3.5568,3.3934,3.5357,404838.0435464981,114500.11130653
1639440000000,2021-12-14 00:00:00,LEO/USD,3.6219,3.6346,3.398,3.4751,258919.08138279853,74506.94408299
1639353600000,2021-12-13 00:00:00,LEO/USD,3.7285,3.7401,3.5926,3.6218,404314.34057093057,111633.53596856
1639267200000,2021-12-12 00:00:00,LEO/USD,3.7218,3.74,3.6171,3.7285,327899.37056823936,87944.04467433
1639180800000,2021-12-11 00:00:00,LEO/USD,3.71,3.7378,3.7072,3.7218,381986.8500039045,102634.97501314
1639094400000,2021-12-10 00:00:00,LEO/USD,3.7002,3.71,3.6735,3.71,244579.784799273,65924.4702963
1639008000000,2021-12-09 00:00:00,LEO/USD,3.6135,3.7006,3.5564,3.7002,417425.2183805898,112811.52866888
1638921600000,2021-12-08 00:00:00,LEO/USD,3.6296,3.7006,3.559,3.6136,560104.1171903053,154998.92550097
