https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume MNA
1639958400000,2021-12-20 00:00:00,MNA/USD,3.2354,3.3168,3.0272,3.1929,537171.3569682422,168239.33006616
1639872000000,2021-12-19 00:00:00,MNA/USD,3.4416,3.6163,3.2464,3.2497,430485.32292712893,132469.25036992
1639785600000,2021-12-18 00:00:00,MNA/USD,3.0791,3.4938,3.0324,3.4316,358923.32899814827,104593.57996216
1639699200000,2021-12-17 00:00:00,MNA/USD,3.1473,3.22,2.9785,3.0738,388834.3328088935,126499.55521143
1639612800000,2021-12-16 00:00:00,MNA/USD,3.3513,3.4239,3.1398,3.1441,712225.3047866602,226527.56107842
1639526400000,2021-12-15 00:00:00,MNA/USD,3.1661,3.4037,2.9317,3.3366,574273.013801128,172113.23317183
1639440000000,2021-12-14 00:00:00,MNA/USD,3.1694,3.2431,3.01,3.1505,694742.3014929029,220518.10871065
1639353600000,2021-12-13 00:00:00,MNA/USD,3.6676,3.6861,3.11,3.1715,254918.17758174494,80377.79523309
1639267200000,2021-12-12 00:00:00,MNA/USD,3.4666,3.6669,3.4621,3.6325,243937.8392697008,67154.25719744
1639180800000,2021-12-11 00:00:00,MNA/USD,3.2367,3.4804,3.1699,3.4775,202833.92333661762,58327.51210255
1639094400000,2021-12-10 00:00:00,MNA/USD,3.4792,3.5907,3.2155,3.2259,625606.2595547301,193932.31642479
1639008000000,2021-12-09 00:00:00,MNA/USD,3.7711,3.8978,3.4196,3.4587,870072.4875415054,251560.5538328
1638921600000,2021-12-08 00:00:00,MNA/USD,3.7781,3.8176,3.5774,3.7489,658736.933430305,175714.72523415
