https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XRA
1640649600000,2021-12-28 00:00:00,XRA/USD,0.017871,0.017873,0.017701,0.017701,297.45142798597226,16804.2160322
1640563200000,2021-12-27 00:00:00,XRA/USD,0.017872,0.017873,0.017698,0.017701,5042.164228395601,284851.94217251
1640476800000,2021-12-26 00:00:00,XRA/USD,0.017871,0.017873,0.0177,0.017872,1452.0753072952484,81248.61835806
1640304000000,2021-12-24 00:00:00,XRA/USD,0.019213,0.01925,0.0177,0.017871,13482.251975376686,754420.68017328
1640217600000,2021-12-23 00:00:00,XRA/USD,0.01908,0.019256,0.019007,0.01921,4025.8823747579704,209572.22148662
1640131200000,2021-12-22 00:00:00,XRA/USD,0.019274,0.019274,0.01906,0.01908,780.2251031446812,40892.30100339
1640044800000,2021-12-21 00:00:00,XRA/USD,0.019274,0.019274,0.019074,0.019274,1092.2464133122442,56669.42063465
1639958400000,2021-12-20 00:00:00,XRA/USD,0.019237,0.019274,0.019065,0.019274,261.3793549105204,13561.24078606
1639872000000,2021-12-19 00:00:00,XRA/USD,0.019259,0.01926,0.019065,0.019256,336.4734826289959,17473.69560807
1639785600000,2021-12-18 00:00:00,XRA/USD,0.019241,0.019274,0.019056,0.019259,1100.6950517113787,57152.24319598
1639699200000,2021-12-17 00:00:00,XRA/USD,0.01924,0.019257,0.019025,0.019241,958.1688248396194,49798.2862034
1639612800000,2021-12-16 00:00:00,XRA/USD,0.017995,0.019274,0.017976,0.019249,5890.835186861375,306033.31013878
1639526400000,2021-12-15 00:00:00,XRA/USD,0.01798,0.018225,0.017952,0.018139,905.4591485611375,49917.8096125
1639440000000,2021-12-14 00:00:00,XRA/USD,0.017929,0.018188,0.01788,0.018174,6922.925065243351,380924.67619915
1639353600000,2021-12-13 00:00:00,XRA/USD,0.017899,0.01791,0.0177,0.01788,2712.9025085508924,151728.32821873
1639267200000,2021-12-12 00:00:00,XRA/USD,0.01788,0.017915,0.017706,0.017722,144.80111020924738,8170.69801429
1639180800000,2021-12-11 00:00:00,XRA/USD,0.017896,0.017903,0.0177,0.017703,1519.138756783169,85812.50391364
1639094400000,2021-12-10 00:00:00,XRA/USD,0.017726,0.017918,0.0177,0.017893,1872.5017230796977,104649.95937404
1639008000000,2021-12-09 00:00:00,XRA/USD,0.017911,0.017916,0.017727,0.017902,185.65470367388266,10370.61242732
1638921600000,2021-12-08 00:00:00,XRA/USD,0.017927,0.017927,0.017927,0.017927,89.63499999999999,5000.0
1638835200000,2021-12-07 00:00:00,XRA/USD,0.017913,0.017921,0.017717,0.017717,889.7785745750259,50221.74039482
