https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ICE
1639785600000,2021-12-18 00:00:00,ICE/USD,10.57,13.634,10.35,12.675,142356.07641478276,11231.24863233
1639699200000,2021-12-17 00:00:00,ICE/USD,12.543,12.907,10.57,10.582,57043.794185460945,5390.64394117
1639612800000,2021-12-16 00:00:00,ICE/USD,12.559,14.517,12.324,12.324,129036.40824397752,10470.33497598
1639526400000,2021-12-15 00:00:00,ICE/USD,10.751,13.476,10.327,12.777,201047.1878929609,15735.08553596
1639440000000,2021-12-14 00:00:00,ICE/USD,11.221,11.221,9.3413,10.751,134000.7938921773,12464.03068479
1639353600000,2021-12-13 00:00:00,ICE/USD,12.221,12.554,10.201,11.221,182526.5491179431,16266.5136011
1639267200000,2021-12-12 00:00:00,ICE/USD,12.954,12.955,11.222,12.445,99494.1520235472,7994.70888096
1639180800000,2021-12-11 00:00:00,ICE/USD,12.869,13.598,12.5,12.998,51191.46781665786,3938.41112607
1639094400000,2021-12-10 00:00:00,ICE/USD,14.401,16.971,12.501,13.0,317691.33571669,24437.79505513
1639008000000,2021-12-09 00:00:00,ICE/USD,17.612,20.377,13.934,14.043,190651.4992654034,13576.26570287
1638921600000,2021-12-08 00:00:00,ICE/USD,15.995,17.775,14.43,17.568,187957.70239887363,10698.8673952
