https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume FTM
1640131200000,2021-12-22 00:00:00,FTM/USD,1.4863,1.6582,1.4755,1.5965,1703010.798318916,1066715.188424
1640044800000,2021-12-21 00:00:00,FTM/USD,1.3659,1.4904,1.3475,1.4821,537062.9628279946,362366.21201538
1639958400000,2021-12-20 00:00:00,FTM/USD,1.4294,1.442,1.3143,1.3655,820578.2752459757,600936.12247966
1639872000000,2021-12-19 00:00:00,FTM/USD,1.4223,1.476,1.394,1.4276,254233.87244849873,178084.80838365
1639785600000,2021-12-18 00:00:00,FTM/USD,1.4122,1.5394,1.3599,1.4238,469907.2863752873,330037.42546375
1639699200000,2021-12-17 00:00:00,FTM/USD,1.434,1.4897,1.3347,1.4021,765368.0396571427,545872.64792607
1639612800000,2021-12-16 00:00:00,FTM/USD,1.4703,1.571,1.4229,1.4229,1016178.7214015494,714160.32145727
1639526400000,2021-12-15 00:00:00,FTM/USD,1.3155,1.496,1.262,1.4776,823430.2798375116,557275.50070216
1639440000000,2021-12-14 00:00:00,FTM/USD,1.2749,1.3419,1.2436,1.3183,506981.62867464474,384572.27389414
1639353600000,2021-12-13 00:00:00,FTM/USD,1.5026,1.5068,1.2556,1.2829,616879.8843441077,480847.98842007
1639267200000,2021-12-12 00:00:00,FTM/USD,1.4913,1.5539,1.4377,1.4911,290075.1651381023,194537.70044806
1639180800000,2021-12-11 00:00:00,FTM/USD,1.4227,1.4897,1.3857,1.487,513793.2976249059,345523.40122724
1639094400000,2021-12-10 00:00:00,FTM/USD,1.4217,1.5192,1.3869,1.4143,1027297.7649349947,726364.82000636
1639008000000,2021-12-09 00:00:00,FTM/USD,1.6505,1.6516,1.4095,1.4213,392534.8267060793,276180.13558438
1638921600000,2021-12-08 00:00:00,FTM/USD,1.5836,1.6445,1.5085,1.6389,662015.571492549,403938.96607026
