https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DOT
1639699200000,2021-12-17 00:00:00,DOT/USD,26.04,26.22,24.168,24.674,7070454.877450632,286554.87061079
1639612800000,2021-12-16 00:00:00,DOT/USD,27.234,27.878,25.726,26.037,19544173.79762249,750630.78686571
1639526400000,2021-12-15 00:00:00,DOT/USD,26.16,28.032,24.292,27.194,10330656.864309402,379887.35987017
1639440000000,2021-12-14 00:00:00,DOT/USD,25.975,26.715,25.001,26.195,8363252.227992447,319269.02950916
1639353600000,2021-12-13 00:00:00,DOT/USD,29.55,29.85,25.571,25.982,9862320.548834462,379582.8092077
1639267200000,2021-12-12 00:00:00,DOT/USD,27.814,30.052,27.343,29.55,4949226.147606123,167486.50245706
1639180800000,2021-12-11 00:00:00,DOT/USD,26.462,28.17,25.856,27.813,10446647.33413604,375603.03937497
1639094400000,2021-12-10 00:00:00,DOT/USD,26.947,28.407,25.72,26.452,10825387.130915778,409246.45134265
1639008000000,2021-12-09 00:00:00,DOT/USD,29.868,30.15,26.82,26.939,12035895.076225564,446783.29099913
1638921600000,2021-12-08 00:00:00,DOT/USD,30.534,30.652,28.055,29.836,10627638.490609357,356201.85315087
