https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume SRM
1639872000000,2021-12-19 00:00:00,SRM/USD,3.4832,3.5544,3.3881,3.3906,495507.3677398488,146141.4993629
1639785600000,2021-12-18 00:00:00,SRM/USD,3.3514,3.5135,3.2876,3.4859,494232.60934334423,141780.48978552
1639699200000,2021-12-17 00:00:00,SRM/USD,3.4779,3.5247,3.273,3.3435,1248423.3887263178,373388.18266078
1639612800000,2021-12-16 00:00:00,SRM/USD,3.5595,3.691,3.4692,3.4692,546378.355894977,157494.04931828
1639526400000,2021-12-15 00:00:00,SRM/USD,3.431,3.6948,3.2789,3.565,843992.3682041345,236744.0023013
1639440000000,2021-12-14 00:00:00,SRM/USD,3.3395,3.5369,3.2796,3.4346,899804.8508986251,261982.42907431
1639353600000,2021-12-13 00:00:00,SRM/USD,3.7791,3.8709,3.3251,3.35,541521.716746595,161648.2736557
1639267200000,2021-12-12 00:00:00,SRM/USD,3.7256,3.8332,3.6302,3.8292,204214.82139020268,53330.93632879
1639180800000,2021-12-11 00:00:00,SRM/USD,3.6156,3.7702,3.4946,3.7616,167449.3209496559,44515.45112443
1639094400000,2021-12-10 00:00:00,SRM/USD,3.9385,4.0262,3.5931,3.6166,279682.41912239965,77332.96995034
1639008000000,2021-12-09 00:00:00,SRM/USD,4.3826,4.4048,3.9088,3.9258,222608.601172222,56704.00967248
1638921600000,2021-12-08 00:00:00,SRM/USD,4.2438,4.385,4.0698,4.3711,469246.283585951,107351.99002218
