https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ZIL
1640476800000,2021-12-26 00:00:00,ZIL/USD,0.073629,0.0765,0.070944,0.0765,17509.099646065366,228877.11955641
1640390400000,2021-12-25 00:00:00,ZIL/USD,0.072615,0.074069,0.072333,0.073087,4646.172445262029,63570.43585401
1640304000000,2021-12-24 00:00:00,ZIL/USD,0.073401,0.07542,0.071051,0.071051,47629.32758925303,670354.07790535
1640217600000,2021-12-23 00:00:00,ZIL/USD,0.067224,0.073924,0.066383,0.073353,35786.02952167661,487860.47634966
1640131200000,2021-12-22 00:00:00,ZIL/USD,0.063495,0.068606,0.063495,0.067569,32720.44610006865,484252.33613149
1640044800000,2021-12-21 00:00:00,ZIL/USD,0.058758,0.063983,0.058758,0.063247,49776.37461406254,787015.58357017
1639958400000,2021-12-20 00:00:00,ZIL/USD,0.060371,0.061578,0.057725,0.05944,50706.90948853287,853077.21212202
1639872000000,2021-12-19 00:00:00,ZIL/USD,0.062997,0.063109,0.060582,0.061212,15785.001012753004,257874.28956337
1639785600000,2021-12-18 00:00:00,ZIL/USD,0.059469,0.065319,0.05931,0.06302,42414.36124111795,673030.16885303
1639699200000,2021-12-17 00:00:00,ZIL/USD,0.060187,0.061343,0.057639,0.059493,81088.237604029,1362987.87427141
1639612800000,2021-12-16 00:00:00,ZIL/USD,0.062354,0.06397,0.060515,0.060515,25992.179012130266,429516.30194381997
1639526400000,2021-12-15 00:00:00,ZIL/USD,0.060761,0.062997,0.058165,0.061903,33463.74591346604,540583.58905814
1639440000000,2021-12-14 00:00:00,ZIL/USD,0.05772,0.061177,0.057178,0.060722,20948.549505723193,344991.09887229
1639353600000,2021-12-13 00:00:00,ZIL/USD,0.06539,0.06539,0.05724,0.058718,71115.04694427745,1211128.56269419
1639267200000,2021-12-12 00:00:00,ZIL/USD,0.064929,0.06614,0.063627,0.06526,18780.16921495454,287774.58190246
1639180800000,2021-12-11 00:00:00,ZIL/USD,0.06264,0.06584,0.062,0.065281,158718.70239274774,2431315.42704229
1639094400000,2021-12-10 00:00:00,ZIL/USD,0.06718,0.068109,0.06359,0.0641,47037.29421357198,733811.14217741
1639008000000,2021-12-09 00:00:00,ZIL/USD,0.073921,0.07399,0.06666,0.06666,57354.44903010113,860402.77572909
1638921600000,2021-12-08 00:00:00,ZIL/USD,0.068611,0.07539,0.068611,0.073641,29904.09169983309,406079.38104905
