https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume TSD
1640217600000,2021-12-23 00:00:00,TSD/USD,1.0006,1.0026,1.0,1.0006,690.14230878302,689.7284717
1640131200000,2021-12-22 00:00:00,TSD/USD,1.0006,1.0026,1.0006,1.0006,487.506085934608,487.21375768
1640044800000,2021-12-21 00:00:00,TSD/USD,1.0007,1.0027,1.0006,1.0006,503.41824002211996,503.1163702
1639958400000,2021-12-20 00:00:00,TSD/USD,1.0006,1.0027,1.0006,1.0007,491.44227075125997,491.0985018
1639872000000,2021-12-19 00:00:00,TSD/USD,1.0008,1.0028,1.0002,1.0006,465.08126527030396,464.80238384
1639785600000,2021-12-18 00:00:00,TSD/USD,1.0027,1.0028,1.0007,1.0008,474.063983017992,473.68503499
1639699200000,2021-12-17 00:00:00,TSD/USD,1.0008,1.023,1.0007,1.0007,485.413762277231,485.07421033
1639612800000,2021-12-16 00:00:00,TSD/USD,1.0008,1.0028,1.0006,1.0008,554.9505802897679,554.50697471
1639526400000,2021-12-15 00:00:00,TSD/USD,1.0009,1.0028,1.0003,1.0028,15805.473746198162,15761.34198863
1639440000000,2021-12-14 00:00:00,TSD/USD,1.0011,1.0017,1.0004,1.0009,723.2379377880459,722.58760894
1639353600000,2021-12-13 00:00:00,TSD/USD,1.0006,1.0032,1.0006,1.0013,767.042151268417,766.04629109
1639267200000,2021-12-12 00:00:00,TSD/USD,1.0006,1.0026,1.0004,1.0026,495.84422532122994,494.55837355
1639180800000,2021-12-11 00:00:00,TSD/USD,1.0008,1.0028,1.0005,1.0006,477.79783328589394,477.51132649
1639094400000,2021-12-10 00:00:00,TSD/USD,1.0009,1.0068,1.0005,1.0008,476.70338561219995,476.32232775
1639008000000,2021-12-09 00:00:00,TSD/USD,1.0003,1.0029,1.0003,1.0009,22322.03099650988,22301.9592332
1638921600000,2021-12-08 00:00:00,TSD/USD,1.0005,1.0025,1.0002,1.0003,2577.787142561505,2577.01403835
1638835200000,2021-12-07 00:00:00,TSD/USD,0.99961,1.0027,0.99961,1.0005,980.7306155976748,980.24049535
1638748800000,2021-12-06 00:00:00,TSD/USD,1.0004,1.0013,1.0004,1.0007,1024.0622285004658,1023.34588638
1638662400000,2021-12-05 00:00:00,TSD/USD,1.0003,1.0074,0.99853,1.0004,1644.5346513502038,1643.87710051
1638576000000,2021-12-04 00:00:00,TSD/USD,1.0001,1.0029,0.99415,1.0023,141926.1967611332,141600.51557531
