https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume EUT
1640563200000,2021-12-27 00:00:00,EUT/USD,1.1458,1.1478,1.1267,1.135,737257.5428625324,649566.1170595
1640476800000,2021-12-26 00:00:00,EUT/USD,1.141,1.1488,1.1409,1.1467,60086.583482030495,52399.56700273
1640390400000,2021-12-25 00:00:00,EUT/USD,1.1411833,1.1501,1.1374,1.1436,303997.8379287126,265825.3217285
1640304000000,2021-12-24 00:00:00,EUT/USD,1.1441,1.14874295,1.1338,1.1374,379207.4709533112,333398.51499324
1640217600000,2021-12-23 00:00:00,EUT/USD,1.1449,1.1531,1.129,1.14294193,1690349.3691751566,1478945.97687492
1640131200000,2021-12-22 00:00:00,EUT/USD,1.1347,1.15123682,1.1303,1.14352321,752804.5803350194,658320.3329428
1640044800000,2021-12-21 00:00:00,EUT/USD,1.1356,1.1503,1.1305,1.1356,1004508.2891717791,884561.71994697
1639958400000,2021-12-20 00:00:00,EUT/USD,1.129,1.1399,1.1279,1.1358,206701.37569271208,181987.47639788
1639872000000,2021-12-19 00:00:00,EUT/USD,1.1317,1.1343,1.1273,1.1279,155749.53054029116,138088.06679696
1639785600000,2021-12-18 00:00:00,EUT/USD,1.12661969,1.1356,1.126,1.132,417798.7588510027,369080.17566343
1639699200000,2021-12-17 00:00:00,EUT/USD,1.13349324,1.138,1.1246,1.1268,645458.1676521952,572824.0749487
1639612800000,2021-12-16 00:00:00,EUT/USD,1.1291,1.1358,1.128,1.1342,157162.4255348434,138566.76559235
1639526400000,2021-12-15 00:00:00,EUT/USD,1.1263,1.13,1.12294539,1.12923372,304574.5090150858,269717.86585959
1639440000000,2021-12-14 00:00:00,EUT/USD,1.1297,1.134,1.1259,1.1264,160342.690148822,142349.68940769
1639353600000,2021-12-13 00:00:00,EUT/USD,1.1328,1.1345,1.1273,1.1297,495558.8132386627,438664.08182585
1639267200000,2021-12-12 00:00:00,EUT/USD,1.13360003,1.136,1.1327,1.1344,144644.04132625132,127507.08861623
1639180800000,2021-12-11 00:00:00,EUT/USD,1.1352,1.1402,1.1329,1.135,302734.9041439654,266726.78779204
1639094400000,2021-12-10 00:00:00,EUT/USD,1.132,1.1371,1.12810214,1.1361,211844.0398736507,186466.01520434002
1639008000000,2021-12-09 00:00:00,EUT/USD,1.14085394,1.1409,1.1296,1.1319,199634.69366349245,176371.31695688
1638921600000,2021-12-08 00:00:00,EUT/USD,1.13087716,1.1419,1.1287,1.1415,155026.8808006367,135809.79483192
