https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume LYM
1654819200000,2022-06-10 00:00:00,LYM/USD,0.0030313,0.0030313,0.0029477,0.0030067,388.09048476848756,129075.22691605
1654646400000,2022-06-08 00:00:00,LYM/USD,0.0030792,0.0038153,0.0030331,0.003214,585.3229776385341,182116.67008044
1654560000000,2022-06-07 00:00:00,LYM/USD,0.0026931,0.0034,0.0026812,0.0030792,1023.1483625176558,332277.33259212
1654473600000,2022-06-06 00:00:00,LYM/USD,0.0029757,0.0029977,0.0028051,0.0028141,816.9778017398696,290315.83871926
1654387200000,2022-06-05 00:00:00,LYM/USD,0.0026597,0.0027957,0.0026024,0.0027957,379.0028047216061,135566.33570183
1654300800000,2022-06-04 00:00:00,LYM/USD,0.0034172,0.0034298,0.0028885,0.0028885,129.03039538262496,44670.380952960004
1654214400000,2022-06-03 00:00:00,LYM/USD,0.00295,0.00295,0.0027041,0.0027452,141.7147648070924,51622.74690627
1654128000000,2022-06-02 00:00:00,LYM/USD,0.00261,0.0027469,0.0025953,0.0027002,805.2009028188162,298200.46767603
1654041600000,2022-06-01 00:00:00,LYM/USD,0.00261,0.0029545,0.00261,0.0026537,575.1872124132924,216749.14738414
1653955200000,2022-05-31 00:00:00,LYM/USD,0.0029049,0.0029078,0.0026861,0.0026905,157.24016361073097,58442.729459480004
1653868800000,2022-05-30 00:00:00,LYM/USD,0.0029,0.0029914,0.0027862,0.0028061,331.2537530649256,118047.73638321
1653782400000,2022-05-29 00:00:00,LYM/USD,0.002617,0.0026874,0.0025855,0.0026189,492.6350873185505,188107.63577018998
1653696000000,2022-05-28 00:00:00,LYM/USD,0.0028052,0.0028632,0.0026249,0.0026447,759.7381427485121,287268.17512327
1653609600000,2022-05-27 00:00:00,LYM/USD,0.0028012,0.0029021,0.002775,0.0027911,462.0069684912426,165528.63333139
1653523200000,2022-05-26 00:00:00,LYM/USD,0.002714,0.0029488,0.00259,0.0027988,1215.7237092139553,434373.19894739
1653436800000,2022-05-25 00:00:00,LYM/USD,0.0027276,0.0027874,0.0026892,0.0026929,1440.7604622486876,535021.8954468
1653350400000,2022-05-24 00:00:00,LYM/USD,0.0028098,0.0028682,0.0026453,0.0027238,497.94583661914095,182812.92188088
1653264000000,2022-05-23 00:00:00,LYM/USD,0.0031941,0.0038118,0.0027866,0.0027916,2150.5185772782957,770353.40925573
1653177600000,2022-05-22 00:00:00,LYM/USD,0.002813,0.0037846,0.0027705,0.0031341,1738.6135636232927,554740.93475744
1653091200000,2022-05-21 00:00:00,LYM/USD,0.0027967,0.0029052,0.0027826,0.0029052,834.2353322955819,287152.46189439
1653004800000,2022-05-20 00:00:00,LYM/USD,0.0031145,0.0031573,0.0027835,0.002792,2127.294456431228,761924.94857852
1652918400000,2022-05-19 00:00:00,LYM/USD,0.0026943,0.0031984,0.0026702,0.0030756,691.6003964024844,224866.82156408
1652832000000,2022-05-18 00:00:00,LYM/USD,0.0028147,0.0028394,0.0026728,0.0026948,5165.745855697017,1916931.07306554
1652745600000,2022-05-17 00:00:00,LYM/USD,0.0026957,0.0028818,0.0026916,0.0027671,3333.5454887799256,1204707.27070938
1652659200000,2022-05-16 00:00:00,LYM/USD,0.0025,0.0029781,0.0025,0.0027674,3239.6972705157436,1170664.62040751
1652572800000,2022-05-15 00:00:00,LYM/USD,0.0024602,0.0026028,0.0024017,0.00251,1463.9058056749639,583229.40465138
1652486400000,2022-05-14 00:00:00,LYM/USD,0.0024073,0.0024073,0.0024042,0.0024042,76.21314,31700.0
1652400000000,2022-05-13 00:00:00,LYM/USD,0.0024207,0.0025311,0.0024,0.0024,2300.93727813648,958723.8658902
1652313600000,2022-05-12 00:00:00,LYM/USD,0.0028,0.00283,0.0024,0.0024,1220.5715172712798,508571.4655297
1652227200000,2022-05-11 00:00:00,LYM/USD,0.00321,0.0032918,0.0027803,0.0027803,1771.3055093835203,637091.50429217
1652140800000,2022-05-10 00:00:00,LYM/USD,0.00311,0.0032254,0.00311,0.0032254,54.33836815921439,16847.01685348
1652054400000,2022-05-09 00:00:00,LYM/USD,0.0038211,0.0038211,0.00311,0.00311,221.2155871438482,71130.41387262
1651968000000,2022-05-08 00:00:00,LYM/USD,0.0041716,0.0041716,0.0038078,0.0038078,181.57507939040778,47685.03581869
1651795200000,2022-05-06 00:00:00,LYM/USD,0.00421,0.0042169,0.00421,0.0042169,34.94631629548771,8287.20536306
1651708800000,2022-05-05 00:00:00,LYM/USD,0.0043984,0.0043984,0.00421,0.0042181,212.8693413936006,50465.69341495
1651622400000,2022-05-04 00:00:00,LYM/USD,0.0044988,0.0044988,0.0044135,0.0044729,145.6175563327634,32555.51349969
1651536000000,2022-05-03 00:00:00,LYM/USD,0.0047,0.0047,0.0045073,0.0045073,19.422129661902805,4309.03859559
1651449600000,2022-05-02 00:00:00,LYM/USD,0.0045499,0.00458,0.0045185,0.0045411,498.502169467184,109775.64234815
1651363200000,2022-05-01 00:00:00,LYM/USD,0.00459,0.0046,0.00457,0.00457,41.4467802304099,9069.317337069999
1651276800000,2022-04-30 00:00:00,LYM/USD,0.0046306,0.0046462,0.0045993,0.0045993,353.15887397751743,76785.35298360999
1651190400000,2022-04-29 00:00:00,LYM/USD,0.0047967,0.0047967,0.00466,0.00466,20.3132721616312,4359.07127932
1651104000000,2022-04-28 00:00:00,LYM/USD,0.004762,0.0047768,0.004762,0.0047768,125.24469963755682,26219.372726
1650931200000,2022-04-26 00:00:00,LYM/USD,0.0048235,0.0048235,0.0046544,0.0046544,570.6671577113618,122608.10366779
1650844800000,2022-04-25 00:00:00,LYM/USD,0.0049069,0.0049069,0.0048113,0.0048438,342.58622630728854,70726.748897
1650758400000,2022-04-24 00:00:00,LYM/USD,0.00498,0.0050302,0.00498,0.0050146,184.0791500202858,36708.640773
1650672000000,2022-04-23 00:00:00,LYM/USD,0.0049279,0.005063,0.004821,0.005062,275.1603775070203,54358.03585678
1650499200000,2022-04-21 00:00:00,LYM/USD,0.0049387,0.0050558,0.0047715,0.0047715,740.85850873633,155267.42297733
1650412800000,2022-04-20 00:00:00,LYM/USD,0.0050222,0.0050222,0.0050204,0.0050204,31.54748775615915,6283.859404860001
1650326400000,2022-04-19 00:00:00,LYM/USD,0.0051308,0.0051691,0.0050218,0.0050218,234.77545952942737,46751.256427860004
1650153600000,2022-04-17 00:00:00,LYM/USD,0.0048748,0.0048826,0.0047716,0.0047716,251.93055937235678,52797.92090124
1650067200000,2022-04-16 00:00:00,LYM/USD,0.0049202,0.0049355,0.004888,0.004888,111.34341463024,22778.93098
1649980800000,2022-04-15 00:00:00,LYM/USD,0.005087,0.005087,0.0050202,0.0050202,184.6969657224506,36790.75848023
1649894400000,2022-04-14 00:00:00,LYM/USD,0.0051423,0.0051423,0.0050295,0.0050295,147.14631814945398,29256.64939844
1649808000000,2022-04-13 00:00:00,LYM/USD,0.0052006,0.0052163,0.0050805,0.005197,322.95194937973224,62141.9952626
1649721600000,2022-04-12 00:00:00,LYM/USD,0.0052253,0.0053398,0.0051572,0.0051962,235.08504672258954,45241.72409118
1649635200000,2022-04-11 00:00:00,LYM/USD,0.005649,0.0057355,0.0052513,0.0052513,454.3540452868016,86522.20312814
1649548800000,2022-04-10 00:00:00,LYM/USD,0.0054573,0.0058294,0.0054573,0.0057044,569.6507455677353,99861.64111348
1649462400000,2022-04-09 00:00:00,LYM/USD,0.0055038,0.0055713,0.0054538,0.0054819,420.19994118727925,76652.24487627999
1649376000000,2022-04-08 00:00:00,LYM/USD,0.0057516,0.0057516,0.0056092,0.0056596,165.09441024627662,29170.685250950002
1649289600000,2022-04-07 00:00:00,LYM/USD,0.0055613,0.0060539,0.0055224,0.0059991,790.2000927413195,131719.7734229
1649203200000,2022-04-06 00:00:00,LYM/USD,0.0058907,0.0059487,0.0055874,0.0056139,775.0128258601771,138052.48149418
1649116800000,2022-04-05 00:00:00,LYM/USD,0.006226,0.006226,0.0059382,0.0060148,73.42097951674948,12206.7200101
1649030400000,2022-04-04 00:00:00,LYM/USD,0.0061565,0.0061565,0.0059715,0.0060878,687.9187230369096,112999.56027414
1648944000000,2022-04-03 00:00:00,LYM/USD,0.0062774,0.0062886,0.0061707,0.00627,598.6800313241254,95483.25858439
1648857600000,2022-04-02 00:00:00,LYM/USD,0.0066903,0.0066903,0.006342,0.0064217,265.76994043525616,41386.22801365
1648771200000,2022-04-01 00:00:00,LYM/USD,0.006722,0.0069288,0.0064519,0.0069288,584.5549811995264,84365.97696564
1648684800000,2022-03-31 00:00:00,LYM/USD,0.007559,0.007559,0.0067451,0.0068085,316.47108876687037,46481.76379039
1648598400000,2022-03-30 00:00:00,LYM/USD,0.0065472,0.007699,0.0064378,0.0071416,1943.463810041886,272132.82878373
1648512000000,2022-03-29 00:00:00,LYM/USD,0.006385,0.0066406,0.0063495,0.0065483,758.6679489812532,115857.23760079
1648425600000,2022-03-28 00:00:00,LYM/USD,0.0059795,0.0065788,0.0058292,0.0065788,1424.2324606736368,216488.1833577
1648339200000,2022-03-27 00:00:00,LYM/USD,0.0054364,0.0069099,0.0053954,0.0061049,1223.4560814152624,200405.58918496
1648252800000,2022-03-26 00:00:00,LYM/USD,0.0052868,0.0052868,0.0052864,0.0052864,84.5824,16000.0
1648166400000,2022-03-25 00:00:00,LYM/USD,0.0053234,0.0061358,0.0051677,0.0053639,2066.197873120801,385204.39850124
1648080000000,2022-03-24 00:00:00,LYM/USD,0.0051042,0.0053459,0.0050856,0.0052676,676.4190495550913,128411.24032863
1647993600000,2022-03-23 00:00:00,LYM/USD,0.0050501,0.0050501,0.0048993,0.00505,208.6584119483255,41318.49741551
1647907200000,2022-03-22 00:00:00,LYM/USD,0.00509,0.0052125,0.0049268,0.0049268,553.2972346768917,112303.57121801
1647820800000,2022-03-21 00:00:00,LYM/USD,0.00511,0.0051386,0.0049501,0.0051386,124.23247126975745,24176.32648382
1647734400000,2022-03-20 00:00:00,LYM/USD,0.0051865,0.0051999,0.0049686,0.0049934,314.74672164597536,63032.54729162
1647648000000,2022-03-19 00:00:00,LYM/USD,0.0052775,0.00551,0.005216,0.0052378,472.2364139287743,90159.30618366
1647561600000,2022-03-18 00:00:00,LYM/USD,0.0052686,0.0054494,0.00508,0.0052965,379.4363275020684,71639.06872502
1647475200000,2022-03-17 00:00:00,LYM/USD,0.0052113,0.0053468,0.0050762,0.0052813,692.7510395649451,131170.55262245
1647388800000,2022-03-16 00:00:00,LYM/USD,0.0045982,0.0066388,0.0045611,0.0052112,10395.095248276235,1994760.37156053
1647302400000,2022-03-15 00:00:00,LYM/USD,0.0049227,0.0051092,0.0045703,0.00461,847.6109498406137,183863.54660317
1647216000000,2022-03-14 00:00:00,LYM/USD,0.0056089,0.007699,0.0048927,0.0049796,7969.984556178994,1600527.06164732
1647129600000,2022-03-13 00:00:00,LYM/USD,0.0049938,0.0054833,0.0045988,0.0053459,1761.0013091813994,329411.56946097
1647043200000,2022-03-12 00:00:00,LYM/USD,0.0049925,0.0049987,0.0042442,0.0043374,744.8863021474803,171735.6716345
1646956800000,2022-03-11 00:00:00,LYM/USD,0.0038087,0.0058622,0.0037304,0.0055332,6321.388020596822,1142447.0506392
1646870400000,2022-03-10 00:00:00,LYM/USD,0.0042808,0.0043261,0.003781,0.00389,538.8510856182321,138522.12997898
1646784000000,2022-03-09 00:00:00,LYM/USD,0.0037404,0.0042143,0.0036741,0.0042143,694.1558402564721,164714.38679175
1646697600000,2022-03-08 00:00:00,LYM/USD,0.0036055,0.0037566,0.0035749,0.0037566,587.3386153085486,156348.45746381
1646611200000,2022-03-07 00:00:00,LYM/USD,0.0036703,0.0036703,0.0035857,0.0036101,277.41287059138506,76843.54189396
1646524800000,2022-03-06 00:00:00,LYM/USD,0.0037348,0.003742,0.003693,0.0037188,306.43769049065787,82402.30463877
1646438400000,2022-03-05 00:00:00,LYM/USD,0.0037429,0.0038394,0.0036983,0.0037778,56.05897148415826,14839.05222197
1646352000000,2022-03-04 00:00:00,LYM/USD,0.0039211,0.0039244,0.0037717,0.0037717,262.4268780446519,69577.87683131
1646265600000,2022-03-03 00:00:00,LYM/USD,0.0043696,0.0043696,0.0040875,0.0040875,307.1320291524776,75139.33434923
1646179200000,2022-03-02 00:00:00,LYM/USD,0.0043262,0.0044005,0.0042878,0.0043216,550.7942792041056,127451.47149299001
1646092800000,2022-03-01 00:00:00,LYM/USD,0.0036861,0.0038688,0.0036861,0.0038244,194.64949686228246,50896.74115215
1646006400000,2022-02-28 00:00:00,LYM/USD,0.0036819,0.00384,0.0036507,0.0038124,475.6147348546614,124754.67811737
1645920000000,2022-02-27 00:00:00,LYM/USD,0.0038062,0.0038469,0.003783,0.0038469,202.1770169194317,52555.82856831
1645833600000,2022-02-26 00:00:00,LYM/USD,0.0037931,0.004156,0.0037931,0.0038072,427.50838366077335,112289.44727379
1645747200000,2022-02-25 00:00:00,LYM/USD,0.0038108,0.0038211,0.003792,0.0038181,243.70151041508157,63827.95380296
1645660800000,2022-02-24 00:00:00,LYM/USD,0.0039912,0.0040042,0.0037755,0.0039963,1109.5533093955662,277645.14911182
1645574400000,2022-02-23 00:00:00,LYM/USD,0.0040184,0.0041307,0.0039738,0.0039881,1595.928815133901,400172.71761839
1645488000000,2022-02-22 00:00:00,LYM/USD,0.0040589,0.0041288,0.0039401,0.0041124,392.7767763778296,95510.35317037
1645401600000,2022-02-21 00:00:00,LYM/USD,0.003799,0.005402,0.003799,0.0040527,1351.2739017036063,333425.59323503
1645315200000,2022-02-20 00:00:00,LYM/USD,0.0039369,0.0039369,0.003801,0.0039079,170.39408550261817,43602.4682061
1645228800000,2022-02-19 00:00:00,LYM/USD,0.0040199,0.0040339,0.003823,0.003829,576.4340136273725,150544.27099174
1645142400000,2022-02-18 00:00:00,LYM/USD,0.00414,0.00414,0.004,0.0040223,1631.5056904742048,405615.11833384
1645056000000,2022-02-17 00:00:00,LYM/USD,0.004425,0.0051674,0.0040965,0.00421,2228.4695507170445,529327.68425583
1644969600000,2022-02-16 00:00:00,LYM/USD,0.0041493,0.0045303,0.0041493,0.0044242,396.19895358207276,89552.67699970001
1644883200000,2022-02-15 00:00:00,LYM/USD,0.004204,0.004204,0.0041112,0.0041323,381.77560864758914,92388.1636492
1644796800000,2022-02-14 00:00:00,LYM/USD,0.0040376,0.0041837,0.0040376,0.0040746,287.28160151730714,70505.47330224
1644710400000,2022-02-13 00:00:00,LYM/USD,0.00412,0.0041479,0.0040279,0.0040279,783.0349290084183,194402.77291105
1644624000000,2022-02-12 00:00:00,LYM/USD,0.004195,0.004195,0.0041123,0.0041123,359.9862432828369,87538.90603381
1644537600000,2022-02-11 00:00:00,LYM/USD,0.0044114,0.0045032,0.0041646,0.0041646,1640.9163318642675,394015.35126165
1644451200000,2022-02-10 00:00:00,LYM/USD,0.0045201,0.0046138,0.0041981,0.0045261,1081.1501199887325,238870.1354342
1644364800000,2022-02-09 00:00:00,LYM/USD,0.0042672,0.0047,0.0042067,0.0043886,1483.5926923669826,338056.02979697
1644278400000,2022-02-08 00:00:00,LYM/USD,0.0046167,0.0047301,0.00411,0.0041923,987.1201870660657,235460.29317226
1644192000000,2022-02-07 00:00:00,LYM/USD,0.0039633,0.0045194,0.0039241,0.0045194,1087.2996096640552,240584.94704254
1644105600000,2022-02-06 00:00:00,LYM/USD,0.0038633,0.0039641,0.0038633,0.00387,139.1156876535174,35947.20611202
1644019200000,2022-02-05 00:00:00,LYM/USD,0.0039783,0.0040564,0.0037716,0.0038164,763.501266769592,200057.97787695
1643932800000,2022-02-04 00:00:00,LYM/USD,0.0035914,0.004031,0.0035914,0.0040001,760.5707693763297,190137.93889561002
1643846400000,2022-02-03 00:00:00,LYM/USD,0.003613,0.0036942,0.0034828,0.0035214,477.8184972421038,135689.92367868
1643760000000,2022-02-02 00:00:00,LYM/USD,0.0037785,0.0037785,0.0034862,0.0036123,750.2224157246931,207685.52327456
1643673600000,2022-02-01 00:00:00,LYM/USD,0.0036895,0.0038777,0.003571,0.0038018,856.8204078196474,225372.29938967
1643587200000,2022-01-31 00:00:00,LYM/USD,0.0038617,0.0038617,0.0034,0.0037187,1103.492761218305,296741.53903738
1643500800000,2022-01-30 00:00:00,LYM/USD,0.003514,0.0038941,0.0034701,0.0038941,170.03185233511294,43663.966599499996
1643414400000,2022-01-29 00:00:00,LYM/USD,0.0033861,0.0038274,0.0033861,0.003511,808.3770456174759,230241.25480418
1643328000000,2022-01-28 00:00:00,LYM/USD,0.003241,0.0034281,0.0029833,0.0034281,1233.9730246043919,359958.29310825
1643241600000,2022-01-27 00:00:00,LYM/USD,0.0035603,0.0035973,0.0032053,0.0032516,3766.5904542050216,1158380.62929174
1643155200000,2022-01-26 00:00:00,LYM/USD,0.0038882,0.004583,0.0035626,0.003576,4561.364020374199,1275549.22269972
1643068800000,2022-01-25 00:00:00,LYM/USD,0.0027198,0.004394,0.0027198,0.004394,7041.147281963116,1602445.8993998899
1642982400000,2022-01-24 00:00:00,LYM/USD,0.0027934,0.0029093,0.0024433,0.0028424,1219.396848565262,429002.55015665
1642896000000,2022-01-23 00:00:00,LYM/USD,0.0026987,0.0028442,0.0026873,0.0028442,2484.893030062443,873670.28692161
1642809600000,2022-01-22 00:00:00,LYM/USD,0.0029308,0.0033452,0.0026649,0.0026649,3011.2205008729047,1129956.2838654001
1642723200000,2022-01-21 00:00:00,LYM/USD,0.003944,0.0039694,0.0028689,0.0029102,2896.983694067991,995458.62623462
1642636800000,2022-01-20 00:00:00,LYM/USD,0.004227,0.0042313,0.0039444,0.0039444,180.97067227999958,45880.40570936
1642550400000,2022-01-19 00:00:00,LYM/USD,0.0040666,0.0042357,0.003995,0.0041489,1136.078543592514,273826.44642978
1642464000000,2022-01-18 00:00:00,LYM/USD,0.0045655,0.0045655,0.004078,0.0040968,3026.3206524468383,738703.53750411
1642377600000,2022-01-17 00:00:00,LYM/USD,0.004712,0.004712,0.004542,0.004542,171.7461981908211,37812.90140705
1642291200000,2022-01-16 00:00:00,LYM/USD,0.0048138,0.0048138,0.0046642,0.0047835,1387.510011343469,290061.67269645
1642204800000,2022-01-15 00:00:00,LYM/USD,0.004899,0.0050052,0.004794,0.0048156,906.5165086757681,188245.80710104
1642118400000,2022-01-14 00:00:00,LYM/USD,0.0048904,0.0054881,0.0046973,0.0048881,1571.2838400085125,321450.83775056
1642032000000,2022-01-13 00:00:00,LYM/USD,0.0047528,0.0051137,0.00462,0.0049473,13848.193039062924,2799141.55985344
1641945600000,2022-01-12 00:00:00,LYM/USD,0.0048299,0.00512,0.0045333,0.00467,4713.744607866049,1009367.15371864
1641859200000,2022-01-11 00:00:00,LYM/USD,0.0055366,0.005608,0.0047666,0.0048988,17861.873456794354,3646173.23768971
1641772800000,2022-01-10 00:00:00,LYM/USD,0.0080187,0.0080885,0.0045315,0.0056424,50438.85457018787,8939255.38249466
1641686400000,2022-01-09 00:00:00,LYM/USD,0.008034,0.008616,0.0079838,0.008616,565.1825899636988,65596.86513042
1641600000000,2022-01-08 00:00:00,LYM/USD,0.0082954,0.0083796,0.007913,0.0080199,6090.618799631784,759438.24731378
1641513600000,2022-01-07 00:00:00,LYM/USD,0.0085981,0.0085981,0.0083,0.0083,218.716357583631,26351.36838357
1641427200000,2022-01-06 00:00:00,LYM/USD,0.00954,0.00954,0.0087051,0.0089539,1423.6423077822387,158996.89607682
1641340800000,2022-01-05 00:00:00,LYM/USD,0.0096837,0.010187,0.0095816,0.0095816,433.7756020515856,45271.72936165
1641254400000,2022-01-04 00:00:00,LYM/USD,0.0090068,0.010715,0.0090068,0.0097916,5669.955768024891,579063.25503747
1641168000000,2022-01-03 00:00:00,LYM/USD,0.0091229,0.0093663,0.0091037,0.0092586,1064.040521963881,114924.5590007
1641081600000,2022-01-02 00:00:00,LYM/USD,0.0092258,0.0092908,0.0091058,0.0092163,883.88594346911,95904.64106736
1640995200000,2022-01-01 00:00:00,LYM/USD,0.0095214,0.011268,0.0088617,0.0091822,8807.544749507339,959197.65954862
1640908800000,2021-12-31 00:00:00,LYM/USD,0.010376,0.010376,0.0095649,0.0095649,505.11576839115787,52809.30991345
1640822400000,2021-12-30 00:00:00,LYM/USD,0.0091702,0.0092321,0.009011,0.0092321,1243.8492628846102,134730.91310586
1640736000000,2021-12-29 00:00:00,LYM/USD,0.00933,0.010209,0.00933,0.0097376,1722.2180374014424,176862.68047583
1640649600000,2021-12-28 00:00:00,LYM/USD,0.01071,0.01071,0.0093887,0.0093887,720.2872169726232,76718.52513901
1640563200000,2021-12-27 00:00:00,LYM/USD,0.010488,0.010649,0.010111,0.010619,3043.4232173487844,286601.67787445
1640476800000,2021-12-26 00:00:00,LYM/USD,0.011694,0.011694,0.010342,0.010584,5274.36031145057,498333.36275988
1640390400000,2021-12-25 00:00:00,LYM/USD,0.011429,0.015086,0.011023,0.01177,6108.15236975589,518959.41969039
1640304000000,2021-12-24 00:00:00,LYM/USD,0.01122,0.011442,0.010795,0.01096,739.2515168396887,67449.95591603
1640217600000,2021-12-23 00:00:00,LYM/USD,0.010061,0.011739,0.0098397,0.011266,9360.44619633916,830857.9971897
1640131200000,2021-12-22 00:00:00,LYM/USD,0.0095,0.010197,0.0095,0.0099745,2627.6388183562235,263435.64272457
1640044800000,2021-12-21 00:00:00,LYM/USD,0.0099504,0.0099943,0.0095188,0.0095188,464.10185934951147,48756.3410671
1639958400000,2021-12-20 00:00:00,LYM/USD,0.0099628,0.010114,0.0097823,0.0098004,178.87622459278484,18251.93100208
1639872000000,2021-12-19 00:00:00,LYM/USD,0.010023,0.010139,0.0098838,0.010129,224.5440628043075,22168.43348843
1639785600000,2021-12-18 00:00:00,LYM/USD,0.00951,0.01017,0.00943,0.0099611,1255.675805597185,126057.94596954
