https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume CRV
1639958400000,2021-12-20 00:00:00,CRV/USD,4.1299,4.2805,3.8,4.106,233635.81219723073,56901.07457312
1639872000000,2021-12-19 00:00:00,CRV/USD,4.5201,4.5771,4.1306,4.1596,51386.591366302186,12353.73386054
1639785600000,2021-12-18 00:00:00,CRV/USD,4.2801,4.5945,4.1097,4.5199,182495.77496517196,40376.06472824
1639699200000,2021-12-17 00:00:00,CRV/USD,3.8615,4.745,3.7162,4.2912,295261.4533129206,68806.26708448
1639612800000,2021-12-16 00:00:00,CRV/USD,3.7222,4.0883,3.7076,3.8274,138705.70120078686,36240.18947609
1639526400000,2021-12-15 00:00:00,CRV/USD,3.4284,3.8371,3.2392,3.7132,168957.34951282575,45501.81770786
1639440000000,2021-12-14 00:00:00,CRV/USD,3.3351,3.467,3.2367,3.4338,33784.93174192014,9838.9340503
1639353600000,2021-12-13 00:00:00,CRV/USD,3.8509,3.8953,3.2729,3.3173,113203.06161194263,34125.06002229
1639267200000,2021-12-12 00:00:00,CRV/USD,3.7447,3.8844,3.5941,3.8451,119851.53019151869,31169.93841292
1639180800000,2021-12-11 00:00:00,CRV/USD,3.3463,3.7748,3.2953,3.7344,132192.36843501686,35398.55624331
1639094400000,2021-12-10 00:00:00,CRV/USD,3.6705,3.7841,3.3372,3.3408,39028.43176557236,11682.36104094
1639008000000,2021-12-09 00:00:00,CRV/USD,4.1578,4.1739,3.6259,3.7044,8754.31136255231,2363.21978257
1638921600000,2021-12-08 00:00:00,CRV/USD,4.21,4.21,3.8219,4.1845,1302.5710579670201,311.28475516000003
