https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume CLO
1641600000000,2022-01-08 00:00:00,CLO/USD,0.0052885,0.006,0.0051477,0.0052893,39394.44199223975,7447950.0108218
1641513600000,2022-01-07 00:00:00,CLO/USD,0.0056402,0.0057343,0.0051,0.0052452,25053.152213192727,4776395.98360267
1641427200000,2022-01-06 00:00:00,CLO/USD,0.00597,0.006122,0.0053001,0.0057342,25516.43587550207,4449868.48653728
1641340800000,2022-01-05 00:00:00,CLO/USD,0.0063407,0.00647,0.0057973,0.0059692,40814.08770469225,6837446.84458424
1641254400000,2022-01-04 00:00:00,CLO/USD,0.0061899,0.0065,0.00605,0.0063282,30687.922343948987,4849391.98254622
1641168000000,2022-01-03 00:00:00,CLO/USD,0.0063439,0.0067896,0.0060383,0.006184,34300.97920246558,5546730.14270142
1641081600000,2022-01-02 00:00:00,CLO/USD,0.0065388,0.0068,0.0062052,0.006358,42841.145116212705,6738148.0207947
1640995200000,2022-01-01 00:00:00,CLO/USD,0.006504,0.0067799,0.0064006,0.0065312,38900.010962891654,5956028.13616053
1640908800000,2021-12-31 00:00:00,CLO/USD,0.0065863,0.006616,0.0063421,0.0065052,38549.23421385102,5925910.68896437
1640822400000,2021-12-30 00:00:00,CLO/USD,0.006308,0.0067999,0.006308,0.0066143,71643.9088364824,10831669.08614402
1640736000000,2021-12-29 00:00:00,CLO/USD,0.0060784,0.0065,0.0054013,0.0063095,56132.380832292256,8896486.38280248
1640649600000,2021-12-28 00:00:00,CLO/USD,0.0064283,0.0065318,0.0055555,0.0060852,58951.74869679221,9687725.74390196
1640563200000,2021-12-27 00:00:00,CLO/USD,0.0064863,0.006653,0.0061818,0.006428,40538.575368305304,6306561.19606492
1640476800000,2021-12-26 00:00:00,CLO/USD,0.006356,0.007,0.00604,0.0064474,52768.47463363108,8184458.01929942
1640390400000,2021-12-25 00:00:00,CLO/USD,0.0062931,0.0068443,0.00603,0.0063559,41218.66146068755,6485102.26099963
1640304000000,2021-12-24 00:00:00,CLO/USD,0.0058842,0.006804,0.0056,0.0062872,73801.07512177432,11738305.62440742
1640217600000,2021-12-23 00:00:00,CLO/USD,0.0060231,0.0061831,0.00551,0.0058704,56761.34801812468,9669076.72699044
1640131200000,2021-12-22 00:00:00,CLO/USD,0.0059995,0.0064736,0.0058112,0.0060362,56851.215632741216,9418378.38917551
1640044800000,2021-12-21 00:00:00,CLO/USD,0.0057353,0.0062095,0.005121,0.0059981,88947.12964490447,14829217.52636743
1639958400000,2021-12-20 00:00:00,CLO/USD,0.0060963,0.0060964,0.00534,0.0056807,39886.69677832184,7021440.45246569
1639872000000,2021-12-19 00:00:00,CLO/USD,0.0060824,0.0062469,0.005885,0.0060494,33498.67837674856,5537520.80813776
1639785600000,2021-12-18 00:00:00,CLO/USD,0.0062496,0.0063202,0.0059764,0.0061094,30836.3542750614,5047362.14277366
1639699200000,2021-12-17 00:00:00,CLO/USD,0.0064999,0.0064999,0.006155,0.0062056,31042.52306810616,5002340.31650544
1639612800000,2021-12-16 00:00:00,CLO/USD,0.00685,0.0070894,0.0063751,0.0064999,50003.29919794365,7692933.61404693
1639526400000,2021-12-15 00:00:00,CLO/USD,0.0066121,0.0074032,0.00631,0.0068499,69656.84776182406,10169031.33795005
1639440000000,2021-12-14 00:00:00,CLO/USD,0.0061331,0.0076933,0.0060001,0.0066589,109617.72309658023,16461836.50401421
1639353600000,2021-12-13 00:00:00,CLO/USD,0.0065102,0.00699,0.0059999,0.0061135,47128.062422843024,7708851.30004793
1639267200000,2021-12-12 00:00:00,CLO/USD,0.0061265,0.0068598,0.0059952,0.0064896,32926.946441837834,5073802.15141732
1639180800000,2021-12-11 00:00:00,CLO/USD,0.006101,0.0063202,0.0058328,0.0060595,25608.859398136105,4226233.08823106
1639094400000,2021-12-10 00:00:00,CLO/USD,0.0062187,0.0064817,0.0061011,0.0061011,43012.34914495654,7049933.47838202
1639008000000,2021-12-09 00:00:00,CLO/USD,0.0073137,0.007644,0.0059706,0.0062552,106317.39511769386,16996642.01267647
1638921600000,2021-12-08 00:00:00,CLO/USD,0.0072595,0.0073249,0.0066452,0.0073,60069.18289273642,8228655.19078581
