https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XDC
1654214400000,2022-06-03 00:00:00,XDC/USD,0.03835,0.03849,0.037245,0.037245,84946.96694488285,2280761.63095403
1654128000000,2022-06-02 00:00:00,XDC/USD,0.03878,0.038891,0.038027,0.038377,27562.842414536437,718212.53392752
1654041600000,2022-06-01 00:00:00,XDC/USD,0.040544,0.040553,0.038978,0.039006,17354.85460972941,444927.82161025
1653955200000,2022-05-31 00:00:00,XDC/USD,0.04182,0.044632,0.040836,0.040887,45124.802955005885,1103646.70812253
1653868800000,2022-05-30 00:00:00,XDC/USD,0.042123,0.0458,0.039465,0.041268,118197.53388526842,2864144.9521486
1653782400000,2022-05-29 00:00:00,XDC/USD,0.039971,0.042147,0.037856,0.042113,52307.91646847221,1242084.78304733
1653696000000,2022-05-28 00:00:00,XDC/USD,0.037339,0.040146,0.035954,0.039965,38169.914118263965,955083.55106378
1653609600000,2022-05-27 00:00:00,XDC/USD,0.039177,0.03933,0.037416,0.037555,30640.540786341677,815884.4570987
1653523200000,2022-05-26 00:00:00,XDC/USD,0.040092,0.040561,0.037986,0.038683,46207.18915502335,1194508.93557954
1653436800000,2022-05-25 00:00:00,XDC/USD,0.041645,0.042014,0.039897,0.040419,113944.64662035853,2819086.23717456
1653350400000,2022-05-24 00:00:00,XDC/USD,0.041982,0.042831,0.039402,0.041671,139479.1300733578,3347151.01805471
1653264000000,2022-05-23 00:00:00,XDC/USD,0.042433,0.043551,0.039962,0.041503,207411.61015762828,4997508.85857958
1653177600000,2022-05-22 00:00:00,XDC/USD,0.043231,0.044382,0.041516,0.042423,96525.29109407138,2275305.63831109
1653091200000,2022-05-21 00:00:00,XDC/USD,0.043205,0.044778,0.042015,0.04345,90491.51407198982,2082658.55171438
1653004800000,2022-05-20 00:00:00,XDC/USD,0.045484,0.046259,0.041867,0.043629,64081.71262997852,1468787.10559441
1652918400000,2022-05-19 00:00:00,XDC/USD,0.04278,0.04892,0.04145,0.045419,208392.92541223927,4588232.35677226
1652832000000,2022-05-18 00:00:00,XDC/USD,0.045683,0.045683,0.0415,0.042368,140202.82721279026,3309167.93836835
1652745600000,2022-05-17 00:00:00,XDC/USD,0.047548,0.047597,0.045188,0.045636,39452.36039846674,864500.84140737
1652659200000,2022-05-16 00:00:00,XDC/USD,0.04672,0.048239,0.044833,0.046132,102653.04593623226,2225202.59117819
1652572800000,2022-05-15 00:00:00,XDC/USD,0.045112,0.052123,0.044425,0.047487,233375.82341879385,4914520.25646585
1652486400000,2022-05-14 00:00:00,XDC/USD,0.045673,0.04686,0.040959,0.045019,264714.23041741166,5880055.763509
1652400000000,2022-05-13 00:00:00,XDC/USD,0.042028,0.048728,0.040957,0.045734,219915.50125424747,4808577.89072129
1652313600000,2022-05-12 00:00:00,XDC/USD,0.046851,0.057377,0.03284,0.042215,205992.4275913423,4879602.69078153
1652227200000,2022-05-11 00:00:00,XDC/USD,0.05834,0.058609,0.045454,0.045493,383265.69811937393,8424718.04715833
1652140800000,2022-05-10 00:00:00,XDC/USD,0.058248,0.059253,0.057753,0.058257,90618.57260997438,1555496.72331178
1652054400000,2022-05-09 00:00:00,XDC/USD,0.06391,0.06395,0.05821,0.05825,188166.4014082093,3230324.48769458
1651968000000,2022-05-08 00:00:00,XDC/USD,0.062626,0.063736,0.061308,0.06373,88403.01732116129,1387149.18125155
1651881600000,2022-05-07 00:00:00,XDC/USD,0.06194,0.063266,0.06194,0.062475,21316.441849498457,341199.54941174
1651795200000,2022-05-06 00:00:00,XDC/USD,0.063001,0.063178,0.06056,0.06162,41856.131238869195,679262.11033543
1651708800000,2022-05-05 00:00:00,XDC/USD,0.065681,0.065698,0.062709,0.063137,84322.16175019622,1335542.73643341
1651622400000,2022-05-04 00:00:00,XDC/USD,0.06417,0.065732,0.06402,0.06557,17602.75498978891,268457.44989765
1651536000000,2022-05-03 00:00:00,XDC/USD,0.0619,0.063668,0.061856,0.063668,28658.106955330157,450117.90782387
1651449600000,2022-05-02 00:00:00,XDC/USD,0.061615,0.062583,0.061176,0.06177,155486.33178564158,2517181.99426326
1651363200000,2022-05-01 00:00:00,XDC/USD,0.06196,0.061962,0.060298,0.061569,174133.6702726372,2828268.61363084
1651276800000,2022-04-30 00:00:00,XDC/USD,0.064559,0.068097,0.06195,0.06197,393801.53795850754,6354712.56992912
1651190400000,2022-04-29 00:00:00,XDC/USD,0.05682,0.0645,0.05651,0.06442,328945.7505261333,5106267.47168788
1651104000000,2022-04-28 00:00:00,XDC/USD,0.053722,0.05663,0.053547,0.05663,25043.94531564863,442238.13024277997
1651017600000,2022-04-27 00:00:00,XDC/USD,0.0543,0.0543,0.052559,0.05351,17768.67192831107,332062.641157
1650931200000,2022-04-26 00:00:00,XDC/USD,0.05513,0.05562,0.053411,0.05432,40065.513993073364,737583.10001976
1650844800000,2022-04-25 00:00:00,XDC/USD,0.057413,0.057413,0.054423,0.054871,22782.509105865804,415201.27400386
1650758400000,2022-04-24 00:00:00,XDC/USD,0.056379,0.058041,0.056379,0.05743,12325.14602512425,214611.63198893
1650672000000,2022-04-23 00:00:00,XDC/USD,0.054375,0.056556,0.054375,0.056373,4862.9293326732395,86263.44761984
1650585600000,2022-04-22 00:00:00,XDC/USD,0.05704,0.05771,0.053785,0.054474,90239.5688306304,1656562.19169935
1650499200000,2022-04-21 00:00:00,XDC/USD,0.055955,0.06056,0.05595,0.05711,44045.25423499446,771235.40947285
1650412800000,2022-04-20 00:00:00,XDC/USD,0.055143,0.05552,0.05483,0.055404,23752.441444257198,428713.47636014
1650326400000,2022-04-19 00:00:00,XDC/USD,0.054135,0.054829,0.05411,0.054829,6494.919352531318,118457.73865165
1650240000000,2022-04-18 00:00:00,XDC/USD,0.0552,0.0552,0.053298,0.05401,12730.498390497638,235706.32087572
1650153600000,2022-04-17 00:00:00,XDC/USD,0.05471,0.05592,0.05471,0.055732,8204.68401232802,147216.75181813
1650067200000,2022-04-16 00:00:00,XDC/USD,0.05437,0.054732,0.05435,0.054541,12316.811180410663,225826.64748374
1649980800000,2022-04-15 00:00:00,XDC/USD,0.05378,0.05445,0.053374,0.054398,5168.217306170079,95007.48752105
1649894400000,2022-04-14 00:00:00,XDC/USD,0.054917,0.055234,0.053731,0.053731,6729.429168369777,125242.9541302
1649808000000,2022-04-13 00:00:00,XDC/USD,0.054082,0.05477,0.054082,0.054643,13915.270620962898,254657.8815395
1649721600000,2022-04-12 00:00:00,XDC/USD,0.054579,0.05515,0.054128,0.05435,12955.529894631354,238372.21517261
1649635200000,2022-04-11 00:00:00,XDC/USD,0.05736,0.05743,0.054497,0.054733,50366.24522834091,920217.14922151
1649548800000,2022-04-10 00:00:00,XDC/USD,0.056161,0.05744,0.056161,0.05739,5160.1603032445955,89913.92757004
1649462400000,2022-04-09 00:00:00,XDC/USD,0.05499,0.056141,0.05499,0.056141,3910.613317806415,69656.99431443
1649376000000,2022-04-08 00:00:00,XDC/USD,0.05539,0.0558,0.0549,0.0549,12854.784319505297,234149.07685802
1649289600000,2022-04-07 00:00:00,XDC/USD,0.055292,0.056084,0.055292,0.05539,13444.404548195022,242722.59520121
1649203200000,2022-04-06 00:00:00,XDC/USD,0.05868,0.058746,0.055269,0.05555,42638.96315724367,767578.09463985
1649116800000,2022-04-05 00:00:00,XDC/USD,0.05969,0.05969,0.058597,0.058597,15652.212696976749,267116.28064537
1649030400000,2022-04-04 00:00:00,XDC/USD,0.059955,0.06033,0.05949,0.059542,22334.411028035553,375103.47364945
1648944000000,2022-04-03 00:00:00,XDC/USD,0.05894,0.060209,0.05878,0.060109,13209.402975289904,219757.49014773002
1648857600000,2022-04-02 00:00:00,XDC/USD,0.05752,0.05898,0.057371,0.05884,15469.393201614928,262906.07072765
1648771200000,2022-04-01 00:00:00,XDC/USD,0.0571,0.05766,0.056658,0.05746,27640.922194314517,481046.33126199996
1648684800000,2022-03-31 00:00:00,XDC/USD,0.058531,0.058863,0.057078,0.05722,25177.887631769638,440019.00789531
1648598400000,2022-03-30 00:00:00,XDC/USD,0.059697,0.059697,0.058391,0.058519,19113.990554687123,326628.79671025
1648512000000,2022-03-29 00:00:00,XDC/USD,0.06111,0.06122,0.0599,0.0599,20106.21702443922,335663.05549982
1648425600000,2022-03-28 00:00:00,XDC/USD,0.061308,0.061892,0.061194,0.061261,88324.58846486498,1441775.16633527
1648339200000,2022-03-27 00:00:00,XDC/USD,0.05988,0.061312,0.05966,0.061312,49500.04913666839,807346.83482301
1648252800000,2022-03-26 00:00:00,XDC/USD,0.05771,0.059661,0.05754,0.059661,23989.825025930833,402102.29506597
1648166400000,2022-03-25 00:00:00,XDC/USD,0.056521,0.0578,0.05634,0.057691,30887.1250882882,535388.97034699
1648080000000,2022-03-24 00:00:00,XDC/USD,0.054029,0.056475,0.054029,0.056475,87107.50522062581,1542408.23763835
1647993600000,2022-03-23 00:00:00,XDC/USD,0.052993,0.054021,0.052944,0.054021,11755.56680449195,217611.05504326
1647907200000,2022-03-22 00:00:00,XDC/USD,0.051885,0.052954,0.051882,0.052954,29832.441135253226,563365.20631592
1647820800000,2022-03-21 00:00:00,XDC/USD,0.051857,0.052009,0.05101,0.051929,11003.58472499575,211896.71907788998
1647734400000,2022-03-20 00:00:00,XDC/USD,0.05319,0.05322,0.05169,0.05184,16476.81225350947,317839.74254455
1647648000000,2022-03-19 00:00:00,XDC/USD,0.053909,0.05408,0.05305,0.05313,13595.127285428165,255884.19509558
1647561600000,2022-03-18 00:00:00,XDC/USD,0.053167,0.05388,0.05287,0.053801,9833.70164658751,182779.16110458
1647475200000,2022-03-17 00:00:00,XDC/USD,0.051991,0.053634,0.05163,0.05307,32837.89521461525,618765.69087272
1647388800000,2022-03-16 00:00:00,XDC/USD,0.052049,0.05255,0.049889,0.05189,33921.95689107831,653728.21142953
1647302400000,2022-03-15 00:00:00,XDC/USD,0.05207,0.05212,0.05143,0.051778,32690.012003765696,631349.45350855
1647216000000,2022-03-14 00:00:00,XDC/USD,0.05209,0.053174,0.05131,0.051575,16622.55183042798,322298.62977078
1647129600000,2022-03-13 00:00:00,XDC/USD,0.05101,0.05246,0.05101,0.05199,12957.30974461004,249226.96181208
1647043200000,2022-03-12 00:00:00,XDC/USD,0.051463,0.05201,0.05088,0.051164,5651.131269809215,110451.31869692
1646956800000,2022-03-11 00:00:00,XDC/USD,0.053273,0.053273,0.05146,0.051741,16464.72996885618,318214.37484502
1646870400000,2022-03-10 00:00:00,XDC/USD,0.055201,0.05568,0.052834,0.052998,38818.89403772602,732459.60296098
1646784000000,2022-03-09 00:00:00,XDC/USD,0.04783,0.05545,0.04783,0.055423,38859.795207451745,701149.25585861
1646697600000,2022-03-08 00:00:00,XDC/USD,0.04643,0.048563,0.04643,0.047376,21718.890960625828,458436.57042861
1646611200000,2022-03-07 00:00:00,XDC/USD,0.047968,0.048373,0.0463,0.0463,11938.810638513156,257857.68117738998
1646524800000,2022-03-06 00:00:00,XDC/USD,0.050023,0.050172,0.049211,0.04924,8944.837483164101,181657.95051105
1646438400000,2022-03-05 00:00:00,XDC/USD,0.04982,0.05037,0.049611,0.05037,3831.4651677283896,76066.41190646
1646352000000,2022-03-04 00:00:00,XDC/USD,0.05046,0.051074,0.049461,0.049693,17159.21166786738,345304.40238801
1646265600000,2022-03-03 00:00:00,XDC/USD,0.051689,0.05276,0.050148,0.050325,14167.140020166144,281512.96612352
1646179200000,2022-03-02 00:00:00,XDC/USD,0.052514,0.052585,0.051375,0.051578,7689.260982842112,149080.24705964
1646092800000,2022-03-01 00:00:00,XDC/USD,0.05488,0.054921,0.052938,0.05316,26375.48290719047,496152.80111344
1646006400000,2022-02-28 00:00:00,XDC/USD,0.05214,0.05514,0.05161,0.05488,50312.679361551025,916776.22743351
1645920000000,2022-02-27 00:00:00,XDC/USD,0.05318,0.053827,0.05218,0.052413,20094.865145273638,383394.675849
1645833600000,2022-02-26 00:00:00,XDC/USD,0.051928,0.053379,0.051928,0.05322,8951.594439023274,168199.82034993
1645747200000,2022-02-25 00:00:00,XDC/USD,0.048142,0.052498,0.048142,0.05166,19591.387008013786,379237.06945439
1645660800000,2022-02-24 00:00:00,XDC/USD,0.0511,0.05114,0.043008,0.048318,123294.13679094483,2551722.68700991
1645574400000,2022-02-23 00:00:00,XDC/USD,0.053721,0.055149,0.05138,0.05138,23023.835825781774,448108.91058353
1645488000000,2022-02-22 00:00:00,XDC/USD,0.052645,0.05362,0.050442,0.053607,58262.75077495619,1086849.67961192
1645401600000,2022-02-21 00:00:00,XDC/USD,0.05477,0.055755,0.052663,0.052663,53635.421566677025,1018464.98617012
1645315200000,2022-02-20 00:00:00,XDC/USD,0.05683,0.05683,0.054335,0.054998,38393.181576949704,698083.23169842
1645228800000,2022-02-19 00:00:00,XDC/USD,0.054451,0.057578,0.053955,0.05692,51799.92921391529,910047.94824166
1645142400000,2022-02-18 00:00:00,XDC/USD,0.05534,0.05628,0.053984,0.05433,67880.11000371055,1249403.82852403
1645056000000,2022-02-17 00:00:00,XDC/USD,0.05896,0.05896,0.05534,0.05534,33922.01969438311,612974.69632062
1644969600000,2022-02-16 00:00:00,XDC/USD,0.058944,0.05982,0.057517,0.058871,19759.300785474108,335637.25408901
1644883200000,2022-02-15 00:00:00,XDC/USD,0.05683,0.05894,0.05661,0.05894,15102.092587675348,256228.24207118
1644796800000,2022-02-14 00:00:00,XDC/USD,0.058137,0.058365,0.056,0.0569,23201.164361098115,407753.32796306
1644710400000,2022-02-13 00:00:00,XDC/USD,0.05935,0.05978,0.05767,0.05767,12094.698768000366,209722.53802671
1644624000000,2022-02-12 00:00:00,XDC/USD,0.059343,0.06007,0.0586,0.05927,11577.322229885373,195331.90872086
1644537600000,2022-02-11 00:00:00,XDC/USD,0.063125,0.063325,0.0596,0.0596,18148.383379984647,304503.07684538
1644451200000,2022-02-10 00:00:00,XDC/USD,0.064274,0.065581,0.06192,0.063766,34914.05886526191,547534.091291
1644364800000,2022-02-09 00:00:00,XDC/USD,0.065268,0.06584,0.06301,0.064859,44738.98882030676,689788.44601839
1644278400000,2022-02-08 00:00:00,XDC/USD,0.067823,0.068261,0.06326,0.065363,23030.324530022484,352344.97391525
1644192000000,2022-02-07 00:00:00,XDC/USD,0.06138,0.067687,0.06084,0.067687,70284.62812466614,1038377.06095212
1644105600000,2022-02-06 00:00:00,XDC/USD,0.06148,0.06212,0.059952,0.060429,22669.456585002004,375142.01103778
1644019200000,2022-02-05 00:00:00,XDC/USD,0.06097,0.06327,0.0609,0.06148,21939.319657542463,356852.95474207
1643932800000,2022-02-04 00:00:00,XDC/USD,0.056385,0.061437,0.05613,0.06113,49344.57993634879,807207.26216831
1643846400000,2022-02-03 00:00:00,XDC/USD,0.0552,0.05746,0.055194,0.056236,30181.027694680983,536685.17843874
1643760000000,2022-02-02 00:00:00,XDC/USD,0.05884,0.059488,0.054802,0.054802,61034.25137442841,1113723.06438503
1643673600000,2022-02-01 00:00:00,XDC/USD,0.059388,0.060396,0.0588,0.05886,12734.761314427042,216356.80112856
1643587200000,2022-01-31 00:00:00,XDC/USD,0.059562,0.059851,0.05842,0.059815,46141.63359757594,771405.72761976
1643500800000,2022-01-30 00:00:00,XDC/USD,0.06114,0.06151,0.059328,0.059728,19264.878514428372,322543.5058001
1643414400000,2022-01-29 00:00:00,XDC/USD,0.061092,0.065215,0.06087,0.06087,35312.59731761737,580131.38356526
1643328000000,2022-01-28 00:00:00,XDC/USD,0.06233,0.06233,0.059991,0.06162,23091.988388558144,374748.26985651
1643241600000,2022-01-27 00:00:00,XDC/USD,0.06382,0.06382,0.061355,0.06152,27326.33466689547,444186.19419531
1643155200000,2022-01-26 00:00:00,XDC/USD,0.06352,0.06628,0.06167,0.06403,121054.61380769635,1890592.12568634
1643068800000,2022-01-25 00:00:00,XDC/USD,0.062326,0.064719,0.06165,0.06341,48700.632807687914,768027.64244895
1642982400000,2022-01-24 00:00:00,XDC/USD,0.066031,0.06628,0.056424,0.06223,103719.25916203602,1666708.32656333
1642896000000,2022-01-23 00:00:00,XDC/USD,0.06136,0.06685,0.061188,0.06597,68871.24340247818,1043978.2234724599
1642809600000,2022-01-22 00:00:00,XDC/USD,0.06232,0.065704,0.057665,0.06125,242549.71131381235,3959995.28675612
1642723200000,2022-01-21 00:00:00,XDC/USD,0.07922,0.07922,0.06272,0.06272,152382.2228181135,2429563.50156431
1642636800000,2022-01-20 00:00:00,XDC/USD,0.07993,0.08381,0.07953,0.07953,41164.27370799596,517594.28779072
1642550400000,2022-01-19 00:00:00,XDC/USD,0.081291,0.082,0.07995,0.08014,13414.427920431406,167387.42101861
1642464000000,2022-01-18 00:00:00,XDC/USD,0.08469,0.0852,0.080333,0.08162,27798.61949352987,340585.87960708
1642377600000,2022-01-17 00:00:00,XDC/USD,0.08985,0.08985,0.08397,0.08418,21851.665402236587,259582.62535325
1642291200000,2022-01-16 00:00:00,XDC/USD,0.0895,0.09045,0.0892,0.08965,20351.81391555076,227014.09833297
1642204800000,2022-01-15 00:00:00,XDC/USD,0.091461,0.09157,0.089241,0.08931,103660.68596041754,1160683.97671501
1642118400000,2022-01-14 00:00:00,XDC/USD,0.09061,0.091729,0.088391,0.09158,66392.83191774022,724970.8661033
1642032000000,2022-01-13 00:00:00,XDC/USD,0.09168,0.09799,0.089151,0.090434,48770.18381493982,539290.35335095
1641945600000,2022-01-12 00:00:00,XDC/USD,0.08632,0.093,0.08613,0.09231,74333.83373636131,805263.0672339
1641859200000,2022-01-11 00:00:00,XDC/USD,0.08371,0.087,0.08371,0.08676,38710.68871339326,446181.28991924
1641772800000,2022-01-10 00:00:00,XDC/USD,0.08736,0.088102,0.0815,0.08379,174206.73507710392,2079087.42185349
1641686400000,2022-01-09 00:00:00,XDC/USD,0.08357,0.08864,0.08295,0.08838,76504.27299200544,865628.7960172599
1641600000000,2022-01-08 00:00:00,XDC/USD,0.08702,0.0885,0.08124,0.08404,93259.83242567936,1109707.66808281
1641513600000,2022-01-07 00:00:00,XDC/USD,0.09249,0.0927,0.0873,0.087373,116851.40754928975,1337385.77763485
1641427200000,2022-01-06 00:00:00,XDC/USD,0.09351,0.093951,0.09035,0.092725,58643.6080795326,632446.56866576
1641340800000,2022-01-05 00:00:00,XDC/USD,0.09147,0.10205,0.09147,0.09376,165140.42321742245,1761309.97458855
1641254400000,2022-01-04 00:00:00,XDC/USD,0.094792,0.09709,0.09,0.09037,44193.11887910241,489024.22130245
1641168000000,2022-01-03 00:00:00,XDC/USD,0.10391,0.10391,0.094802,0.094802,16078.732383478908,169603.3035535
1641081600000,2022-01-02 00:00:00,XDC/USD,0.10663,0.10873,0.099326,0.10392,122554.36977134139,1179314.56669882
1640995200000,2022-01-01 00:00:00,XDC/USD,0.09986,0.1094,0.09986,0.10627,132587.36179124346,1247646.20110326
1640908800000,2021-12-31 00:00:00,XDC/USD,0.089771,0.099897,0.088133,0.09905,119186.74678703025,1203298.80653236
1640822400000,2021-12-30 00:00:00,XDC/USD,0.09203,0.095725,0.089693,0.09009,52605.551540808476,583922.20602518
1640736000000,2021-12-29 00:00:00,XDC/USD,0.08003,0.094722,0.079965,0.09143,131108.6879892551,1433978.86896265
1640649600000,2021-12-28 00:00:00,XDC/USD,0.082,0.082,0.07918,0.080098,104454.58741952482,1304084.83881651
1640563200000,2021-12-27 00:00:00,XDC/USD,0.08259,0.08325,0.081777,0.082122,44815.60239245843,545719.81189521
1640476800000,2021-12-26 00:00:00,XDC/USD,0.08187,0.082831,0.080672,0.08248,77509.05322232479,939731.48911645
1640390400000,2021-12-25 00:00:00,XDC/USD,0.08108,0.08206,0.080899,0.081875,74793.61396457293,913509.78888028
1640304000000,2021-12-24 00:00:00,XDC/USD,0.084095,0.084254,0.079195,0.08107,103065.71698537383,1271317.58955685
1640217600000,2021-12-23 00:00:00,XDC/USD,0.08347,0.085609,0.079037,0.084425,177369.1162632996,2100907.50682025
1640131200000,2021-12-22 00:00:00,XDC/USD,0.085769,0.086618,0.083199,0.083582,21284.254136346757,254651.17054326
