https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume SUN
1656892800000,2022-07-04 00:00:00,SUN/USD,0.005798,0.006178,0.0057556,0.005996,9233.137053059063,1539882.76401919
1656806400000,2022-07-03 00:00:00,SUN/USD,0.0057023,0.0058337,0.0054557,0.0058026,1562.0508962946913,269198.44488586
1656720000000,2022-07-02 00:00:00,SUN/USD,0.005596,0.0058029,0.0054296,0.0057022,1152.3012756740816,202080.12270248
1656633600000,2022-07-01 00:00:00,SUN/USD,0.0055867,0.00583,0.0054391,0.00559,3282.9705640253705,587293.48193656
1656547200000,2022-06-30 00:00:00,SUN/USD,0.0057804,0.0058369,0.0052768,0.0056344,1905.2949258320066,338154.00501065
1656460800000,2022-06-29 00:00:00,SUN/USD,0.0057661,0.0059522,0.0056485,0.0057804,1525.4904688940644,263907.42317038
1656374400000,2022-06-28 00:00:00,SUN/USD,0.0059623,0.0062232,0.0057732,0.0058021,1606.85736972117,276944.10122562
1656288000000,2022-06-27 00:00:00,SUN/USD,0.0060742,0.0064448,0.0059649,0.0059871,2349.998764988473,392510.35810133
1656201600000,2022-06-26 00:00:00,SUN/USD,0.0062525,0.0063641,0.0060538,0.0060669,1991.28698113151,328221.49386532
1656115200000,2022-06-25 00:00:00,SUN/USD,0.0064485,0.0065255,0.0060198,0.0062306,1955.3269202014726,313826.42445374
1656028800000,2022-06-24 00:00:00,SUN/USD,0.0062162,0.0069339,0.0061855,0.0064584,5614.28131648344,869299.10140026
1655942400000,2022-06-23 00:00:00,SUN/USD,0.005934,0.0063403,0.0059319,0.0062494,5073.754125750533,811878.60046573
1655856000000,2022-06-22 00:00:00,SUN/USD,0.0063937,0.0065812,0.0058795,0.0059471,1761.9887375150395,296276.96482572
1655769600000,2022-06-21 00:00:00,SUN/USD,0.0061662,0.0066724,0.0061421,0.0063607,2454.040783764289,385813.00544976
1655683200000,2022-06-20 00:00:00,SUN/USD,0.0062274,0.0064591,0.0057053,0.0061785,3179.1158286200375,514544.92653881
1655596800000,2022-06-19 00:00:00,SUN/USD,0.0057663,0.006318,0.0055196,0.0060779,4537.624898530592,746577.74865177
1655510400000,2022-06-18 00:00:00,SUN/USD,0.0060387,0.0064906,0.0055,0.005876,3107.902804525104,528914.70465029
1655424000000,2022-06-17 00:00:00,SUN/USD,0.00624,0.00661,0.0058862,0.0060554,2907.460233506214,480143.3816934
1655337600000,2022-06-16 00:00:00,SUN/USD,0.00672,0.0069778,0.0059359,0.00623,2506.8358768128055,402381.36064411
1655251200000,2022-06-15 00:00:00,SUN/USD,0.00655,0.0069749,0.0057839,0.0068818,15094.863822634536,2193447.03749521
1655164800000,2022-06-14 00:00:00,SUN/USD,0.00764,0.00774,0.0060882,0.00656,13495.44277550436,2057232.13041225
1655078400000,2022-06-13 00:00:00,SUN/USD,0.00862,0.0087626,0.0073,0.0076299,5301.484268698194,694830.11162639
1654992000000,2022-06-12 00:00:00,SUN/USD,0.00919,0.009408,0.00831,0.0086705,5081.194658014588,586032.48463348
1654905600000,2022-06-11 00:00:00,SUN/USD,0.00971,0.0099174,0.0088504,0.00918,5636.539118691658,614002.08264615
1654819200000,2022-06-10 00:00:00,SUN/USD,0.00972,0.00993,0.009323,0.0097,9089.330875209687,937044.42012471
1654732800000,2022-06-09 00:00:00,SUN/USD,0.0099,0.010306,0.0094574,0.00973,5692.808748450647,585077.98031353
1654646400000,2022-06-08 00:00:00,SUN/USD,0.0102,0.01033,0.0093622,0.00992,4795.134506519196,483380.49460879
1654560000000,2022-06-07 00:00:00,SUN/USD,0.0095497,0.01055,0.0090684,0.01019,5500.117439396118,539756.37285536
1654473600000,2022-06-06 00:00:00,SUN/USD,0.0097081,0.0099648,0.0094327,0.00958,5319.732241228536,555295.64104682
1654387200000,2022-06-05 00:00:00,SUN/USD,0.0097758,0.01056,0.00934,0.0096848,4440.587052799648,458510.97108868
1654300800000,2022-06-04 00:00:00,SUN/USD,0.0093,0.0098152,0.0088939,0.00977,5611.666402019927,574377.31852814
1654214400000,2022-06-03 00:00:00,SUN/USD,0.0099728,0.010137,0.0091946,0.00929,982.9939162822753,105812.04696257
1654128000000,2022-06-02 00:00:00,SUN/USD,0.0099406,0.010037,0.0094684,0.00999,588.365166638341,58895.41207591
1654041600000,2022-06-01 00:00:00,SUN/USD,0.010205,0.010892,0.00972,0.0099398,860.165228654646,86537.47848595
1653955200000,2022-05-31 00:00:00,SUN/USD,0.0096493,0.01036,0.0095173,0.01023,743.16093387294,72645.252578
1653868800000,2022-05-30 00:00:00,SUN/USD,0.0092232,0.0098253,0.00911,0.00966,859.3377031468698,88958.35436303
1653782400000,2022-05-29 00:00:00,SUN/USD,0.009164,0.0093195,0.0089698,0.00924,1074.4148206932757,116278.66024819
1653696000000,2022-05-28 00:00:00,SUN/USD,0.0089058,0.0092596,0.0088431,0.0091349,1179.3760126198379,129106.61448071
1653609600000,2022-05-27 00:00:00,SUN/USD,0.0090402,0.0092406,0.00875,0.00897,1588.492480680386,177089.46272914
1653523200000,2022-05-26 00:00:00,SUN/USD,0.0093553,0.00976,0.0088887,0.0090611,1750.2196641662551,193157.52658797
1653436800000,2022-05-25 00:00:00,SUN/USD,0.0091,0.00952,0.0090042,0.0093365,1192.4825335921582,127722.65127105
1653350400000,2022-05-24 00:00:00,SUN/USD,0.0086,0.00935,0.008582,0.00909,2613.842306606757,287551.40886763
1653264000000,2022-05-23 00:00:00,SUN/USD,0.0092587,0.0093507,0.0085752,0.00859,1353.3419721024493,157548.54157188
1653177600000,2022-05-22 00:00:00,SUN/USD,0.00885,0.0092714,0.0087502,0.00925,2495.7639757768,269812.3217056
1653091200000,2022-05-21 00:00:00,SUN/USD,0.0087394,0.00907,0.0086233,0.00884,1735.2687981534932,196297.37535673
1653004800000,2022-05-20 00:00:00,SUN/USD,0.0089671,0.0090961,0.0085561,0.00877,4837.483187458228,551594.43414575
1652918400000,2022-05-19 00:00:00,SUN/USD,0.00852,0.0090635,0.0084252,0.00901,1008.1920037101943,111897.00374142
1652832000000,2022-05-18 00:00:00,SUN/USD,0.0089542,0.009022,0.0084882,0.0084882,4521.612533373141,532693.92019193
1652745600000,2022-05-17 00:00:00,SUN/USD,0.0085664,0.0092256,0.0085586,0.008963,2216.470235039738,247291.11179736
1652659200000,2022-05-16 00:00:00,SUN/USD,0.009283,0.009283,0.0085541,0.0085541,2387.990129892511,279163.22347091
1652572800000,2022-05-15 00:00:00,SUN/USD,0.009314,0.009764,0.0088426,0.009284,5785.8629985107345,623207.99208431
1652486400000,2022-05-14 00:00:00,SUN/USD,0.00944,0.0098572,0.009052,0.009315,9684.010772332977,1039614.68302018
1652400000000,2022-05-13 00:00:00,SUN/USD,0.0078189,0.009985,0.007764,0.009457,26414.34140012981,2793099.4395823
1652313600000,2022-05-12 00:00:00,SUN/USD,0.0091229,0.009643,0.007702,0.0078872,10910.350322727218,1383298.296319
1652227200000,2022-05-11 00:00:00,SUN/USD,0.010939,0.011206,0.008526,0.009172,21362.754787107824,2329127.21185214
1652140800000,2022-05-10 00:00:00,SUN/USD,0.010473,0.011566,0.010321,0.010912,92037.60940492594,8434531.65367723
1652054400000,2022-05-09 00:00:00,SUN/USD,0.012759,0.01276,0.010467,0.01048,28531.219641225063,2722444.6222543
1651968000000,2022-05-08 00:00:00,SUN/USD,0.012544,0.013192,0.012001,0.012755,5919.758578330185,464112.78544337
1651881600000,2022-05-07 00:00:00,SUN/USD,0.012998,0.014494,0.012176,0.012543,7588.094659508171,604966.48804179
1651795200000,2022-05-06 00:00:00,SUN/USD,0.011927,0.013184,0.011699,0.012984,4074.270949712363,313791.66279362
1651708800000,2022-05-05 00:00:00,SUN/USD,0.013628,0.014124,0.011606,0.011926,10655.112494880184,893435.56052995
1651622400000,2022-05-04 00:00:00,SUN/USD,0.012078,0.013669,0.011745,0.013631,5935.219327205362,435420.68279696
1651536000000,2022-05-03 00:00:00,SUN/USD,0.012002,0.01255,0.011719,0.012073,11941.43245952832,989102.33243836
1651449600000,2022-05-02 00:00:00,SUN/USD,0.01228,0.01353,0.011559,0.011991,38246.62208323141,3189610.71497218
1651363200000,2022-05-01 00:00:00,SUN/USD,0.012886,0.013262,0.01196,0.012277,13902.547523249752,1132405.92353586
1651276800000,2022-04-30 00:00:00,SUN/USD,0.013215,0.01443,0.012841,0.012895,10785.899695245964,836440.45717301
1651190400000,2022-04-29 00:00:00,SUN/USD,0.013603,0.014257,0.013063,0.013199,10760.265192438119,815233.36559119
1651104000000,2022-04-28 00:00:00,SUN/USD,0.013892,0.014438,0.0134,0.013588,60809.05731198973,4475202.92257799
1651017600000,2022-04-27 00:00:00,SUN/USD,0.013243,0.014461,0.013227,0.013891,15457.427649643612,1112765.65039548
1650931200000,2022-04-26 00:00:00,SUN/USD,0.014081,0.014123,0.013193,0.013268,12607.511620480735,950219.4468255
1650844800000,2022-04-25 00:00:00,SUN/USD,0.014335,0.014336,0.013325,0.014093,27032.941232428107,1918182.16365771
1650758400000,2022-04-24 00:00:00,SUN/USD,0.014786,0.01481,0.014279,0.014336,43027.19817855851,3001339.15866061
1650672000000,2022-04-23 00:00:00,SUN/USD,0.015,0.015517,0.014787,0.014787,48574.6121213451,3284953.81898594
1650585600000,2022-04-22 00:00:00,SUN/USD,0.015474,0.01908,0.014853,0.014999,130885.79969712204,8726301.73325702
1650499200000,2022-04-21 00:00:00,SUN/USD,0.014529,0.017047,0.014483,0.015473,52946.96255438986,3421893.78623343
1650412800000,2022-04-20 00:00:00,SUN/USD,0.014574,0.015081,0.014382,0.01453,52749.90579981763,3630413.33790899
1650326400000,2022-04-19 00:00:00,SUN/USD,0.014405,0.014648,0.014222,0.014582,37335.34778400115,2560372.22493493
1650240000000,2022-04-18 00:00:00,SUN/USD,0.01406,0.014428,0.013581,0.014417,39945.20479902353,2770701.58833485
1650153600000,2022-04-17 00:00:00,SUN/USD,0.014721,0.014932,0.01402,0.014059,38713.65480555447,2753656.36286752
1650067200000,2022-04-16 00:00:00,SUN/USD,0.014949,0.015153,0.014505,0.014732,34511.27952044124,2342606.5381782
1649980800000,2022-04-15 00:00:00,SUN/USD,0.014761,0.015158,0.014725,0.014967,44322.398513916756,2961341.51893611
1649894400000,2022-04-14 00:00:00,SUN/USD,0.014887,0.016164,0.014471,0.014761,48701.92419164151,3299364.82566503
1649808000000,2022-04-13 00:00:00,SUN/USD,0.014431,0.015663,0.014267,0.014887,43657.255097768975,2932575.7437878
1649721600000,2022-04-12 00:00:00,SUN/USD,0.014313,0.015725,0.014104,0.014431,66681.87928789666,4620738.63820225
1649635200000,2022-04-11 00:00:00,SUN/USD,0.016855,0.017268,0.014033,0.014312,54016.8287561137,3774233.42342885
1649548800000,2022-04-10 00:00:00,SUN/USD,0.016496,0.018221,0.016172,0.016743,67128.68048202903,4009357.96942179
1649462400000,2022-04-09 00:00:00,SUN/USD,0.015019,0.017069,0.015019,0.016497,53523.087475593944,3244413.37671055
1649376000000,2022-04-08 00:00:00,SUN/USD,0.015372,0.01691,0.014871,0.015019,40588.10134259173,2702450.31910192
1649289600000,2022-04-07 00:00:00,SUN/USD,0.015067,0.015642,0.014948,0.015383,78019.73905107385,5071815.57895559
1649203200000,2022-04-06 00:00:00,SUN/USD,0.016174,0.016174,0.01484,0.015066,82711.86861963292,5489968.71230804
1649116800000,2022-04-05 00:00:00,SUN/USD,0.016271,0.016965,0.016016,0.016174,112983.97202399917,6985530.60615798
1649030400000,2022-04-04 00:00:00,SUN/USD,0.016741,0.016778,0.01557,0.016272,90929.46728712083,5588094.10564902
1648944000000,2022-04-03 00:00:00,SUN/USD,0.016546,0.017169,0.016013,0.01674,101395.2054329802,6057061.25645043
1648857600000,2022-04-02 00:00:00,SUN/USD,0.016695,0.01744,0.016309,0.016521,103337.7683032571,6254934.22330713
1648771200000,2022-04-01 00:00:00,SUN/USD,0.016148,0.0167,0.01538,0.016699,102401.39429163578,6132187.2143024
1648684800000,2022-03-31 00:00:00,SUN/USD,0.015577,0.020103,0.015577,0.016106,257055.76150431068,15960248.44805108
1648598400000,2022-03-30 00:00:00,SUN/USD,0.014684,0.016,0.014362,0.015574,178382.27021188024,11453850.6621215
1648512000000,2022-03-29 00:00:00,SUN/USD,0.01485,0.015916,0.013281,0.014685,166515.27638440326,11339140.37346975
1648425600000,2022-03-28 00:00:00,SUN/USD,0.015026,0.015553,0.014793,0.014818,34306.55974936034,2315195.01615335
1648339200000,2022-03-27 00:00:00,SUN/USD,0.014394,0.016264,0.013916,0.01504,21875.16041713989,1454465.45326728
1648252800000,2022-03-26 00:00:00,SUN/USD,0.013423,0.014424,0.01325,0.014424,15170.131379126824,1051728.4649977
1648166400000,2022-03-25 00:00:00,SUN/USD,0.013702,0.013729,0.013206,0.013428,15030.995889234284,1119377.11418188
1648080000000,2022-03-24 00:00:00,SUN/USD,0.013298,0.013743,0.013197,0.013705,28591.893238718683,2086238.10570731
1647993600000,2022-03-23 00:00:00,SUN/USD,0.013309,0.013518,0.013063,0.013267,12209.06166187633,920257.90773169
1647907200000,2022-03-22 00:00:00,SUN/USD,0.012805,0.014242,0.012759,0.013307,18926.570984319413,1422301.87001724
1647820800000,2022-03-21 00:00:00,SUN/USD,0.014174,0.014174,0.012695,0.012814,17516.24462926126,1366961.49752312
1647734400000,2022-03-20 00:00:00,SUN/USD,0.012211,0.015646,0.01203,0.01417,43477.96151460621,3068310.62206113
1647648000000,2022-03-19 00:00:00,SUN/USD,0.01196,0.01258,0.011934,0.012233,34910.78570579264,2853820.46152151
1647561600000,2022-03-18 00:00:00,SUN/USD,0.011575,0.012605,0.011458,0.011938,62462.46348563014,5232238.52283717
1647475200000,2022-03-17 00:00:00,SUN/USD,0.011699,0.011785,0.011548,0.011603,8684.62080314777,748480.63459
1647388800000,2022-03-16 00:00:00,SUN/USD,0.01145,0.011796,0.011248,0.011683,25044.11170577992,2143637.0543336403
1647302400000,2022-03-15 00:00:00,SUN/USD,0.011777,0.01179,0.011109,0.01145,12905.124577318924,1127085.11592305
1647216000000,2022-03-14 00:00:00,SUN/USD,0.011139,0.012101,0.011068,0.01177,10213.915062228172,867792.2737661999
1647129600000,2022-03-13 00:00:00,SUN/USD,0.011513,0.011598,0.011072,0.011138,9078.386374650732,815082.274614
1647043200000,2022-03-12 00:00:00,SUN/USD,0.011861,0.012487,0.01149,0.01151,10133.742140600903,880429.37798444
1646956800000,2022-03-11 00:00:00,SUN/USD,0.011449,0.012859,0.011256,0.011862,14368.51871347728,1211306.58518608
1646870400000,2022-03-10 00:00:00,SUN/USD,0.011928,0.011928,0.011258,0.011453,9538.191433085873,832811.61556674
1646784000000,2022-03-09 00:00:00,SUN/USD,0.011367,0.012167,0.011367,0.011931,12029.241762336607,1008234.15994775
1646697600000,2022-03-08 00:00:00,SUN/USD,0.011185,0.011603,0.011168,0.011366,12265.268494093454,1079119.17069272
1646611200000,2022-03-07 00:00:00,SUN/USD,0.01157,0.012012,0.011072,0.011201,13627.26210676816,1216611.204961
1646524800000,2022-03-06 00:00:00,SUN/USD,0.012105,0.013702,0.011553,0.011572,13642.348689083106,1178910.18744237
1646438400000,2022-03-05 00:00:00,SUN/USD,0.011391,0.012705,0.011255,0.012109,10755.2975879522,888206.91947743
1646352000000,2022-03-04 00:00:00,SUN/USD,0.011952,0.011982,0.011241,0.011391,11044.629881763485,969592.6504928
1646265600000,2022-03-03 00:00:00,SUN/USD,0.012216,0.012234,0.011617,0.011953,9482.172730200893,793288.10593164
1646179200000,2022-03-02 00:00:00,SUN/USD,0.01249,0.013388,0.012154,0.012216,13136.955957073378,1075389.3219608201
1646092800000,2022-03-01 00:00:00,SUN/USD,0.01216,0.012609,0.01216,0.01249,12178.01969207285,975021.59263994
1646006400000,2022-02-28 00:00:00,SUN/USD,0.011288,0.012226,0.01114,0.012148,10853.533848626847,893442.03561301
1645920000000,2022-02-27 00:00:00,SUN/USD,0.011977,0.01201,0.011157,0.011286,10895.25457687341,965377.86433399
1645833600000,2022-02-26 00:00:00,SUN/USD,0.011709,0.012112,0.011645,0.01194,7602.625027794008,636735.76447186
1645747200000,2022-02-25 00:00:00,SUN/USD,0.011513,0.011896,0.011206,0.011713,7007.246379174597,598245.23001576
1645660800000,2022-02-24 00:00:00,SUN/USD,0.012137,0.012163,0.010684,0.01147,9290.424906126786,809976.01622727
1645574400000,2022-02-23 00:00:00,SUN/USD,0.012512,0.012886,0.012133,0.01214,7768.641591224199,639921.05364285
1645488000000,2022-02-22 00:00:00,SUN/USD,0.012159,0.012542,0.011907,0.012503,11669.542562438364,933339.40353822
1645401600000,2022-02-21 00:00:00,SUN/USD,0.013164,0.013566,0.012181,0.012214,6932.762270238114,567607.84920895
1645315200000,2022-02-20 00:00:00,SUN/USD,0.015144,0.015145,0.012794,0.01318,15440.954230305619,1171544.32703381
1645228800000,2022-02-19 00:00:00,SUN/USD,0.015975,0.016301,0.014912,0.015145,7835.240956561674,517348.36292913
1645142400000,2022-02-18 00:00:00,SUN/USD,0.015818,0.016636,0.015698,0.015984,14790.258980603194,925316.50279049
1645056000000,2022-02-17 00:00:00,SUN/USD,0.017036,0.017083,0.015672,0.015816,13881.205946924032,877668.56012418
1644969600000,2022-02-16 00:00:00,SUN/USD,0.017338,0.017338,0.016565,0.016969,8827.919108172371,520238.02865062
1644883200000,2022-02-15 00:00:00,SUN/USD,0.016629,0.017389,0.016629,0.017306,7803.771477209237,450928.66504156
1644796800000,2022-02-14 00:00:00,SUN/USD,0.016332,0.019305,0.016176,0.016621,31626.458831303098,1902801.20518038
1644710400000,2022-02-13 00:00:00,SUN/USD,0.015869,0.016451,0.0158,0.016324,5317.723494314719,325761.05699061
1644624000000,2022-02-12 00:00:00,SUN/USD,0.015871,0.016194,0.015498,0.015897,17446.77693104624,1097488.64131888
1644537600000,2022-02-11 00:00:00,SUN/USD,0.01714,0.017141,0.015733,0.015872,35646.49027372733,2245872.6230927
1644451200000,2022-02-10 00:00:00,SUN/USD,0.01701,0.01834,0.0166,0.017169,38952.4307034746,2268765.25735189
1644364800000,2022-02-09 00:00:00,SUN/USD,0.016883,0.017294,0.016528,0.017007,34464.59342703112,2026494.58617223
1644278400000,2022-02-08 00:00:00,SUN/USD,0.017222,0.017704,0.016534,0.016889,39877.2741178231,2361138.85474706
1644192000000,2022-02-07 00:00:00,SUN/USD,0.016835,0.017613,0.016551,0.01721,86020.55297419427,4998288.95840757
1644105600000,2022-02-06 00:00:00,SUN/USD,0.016434,0.017133,0.016434,0.016835,524765.5268139188,31171103.46385024
1644019200000,2022-02-05 00:00:00,SUN/USD,0.016549,0.017862,0.016317,0.016433,601264.5932593687,36588851.29065713
1643932800000,2022-02-04 00:00:00,SUN/USD,0.014701,0.017492,0.014651,0.016562,658969.3811159441,39788031.70607077
1643846400000,2022-02-03 00:00:00,SUN/USD,0.014781,0.014868,0.014441,0.014662,481945.8989047235,32870406.41827333
1643760000000,2022-02-02 00:00:00,SUN/USD,0.015213,0.015949,0.014769,0.014783,416008.4503439032,28141003.20259103
1643673600000,2022-02-01 00:00:00,SUN/USD,0.014267,0.015922,0.014078,0.015173,416302.5265158315,27437060.99755035
1643587200000,2022-01-31 00:00:00,SUN/USD,0.014078,0.014311,0.013602,0.014268,544049.1225568018,38130720.67261016
1643500800000,2022-01-30 00:00:00,SUN/USD,0.014518,0.014537,0.013952,0.014098,252491.13680372084,17909713.2078111
1643414400000,2022-01-29 00:00:00,SUN/USD,0.01418,0.014556,0.014033,0.014518,74836.96105652189,5154770.70233654
1643328000000,2022-01-28 00:00:00,SUN/USD,0.014096,0.014254,0.013644,0.014181,47633.09095191804,3358937.37761216
1643241600000,2022-01-27 00:00:00,SUN/USD,0.014576,0.014714,0.013511,0.014097,718385.6898746144,50960182.29939805
1643155200000,2022-01-26 00:00:00,SUN/USD,0.014423,0.015338,0.014304,0.014587,2599114.2277677455,178180176.03124326
1643068800000,2022-01-25 00:00:00,SUN/USD,0.014337,0.014603,0.013997,0.014419,2673902.5497998563,185442995.33947265
1642982400000,2022-01-24 00:00:00,SUN/USD,0.015022,0.015022,0.013148,0.014337,1893077.4215225272,132041390.91319852
1642896000000,2022-01-23 00:00:00,SUN/USD,0.014918,0.015527,0.014435,0.015019,2031958.1751396554,135292507.83272225
1642809600000,2022-01-22 00:00:00,SUN/USD,0.016145,0.016474,0.014,0.014961,1386586.79114682,92680087.63764587
1642723200000,2022-01-21 00:00:00,SUN/USD,0.018374,0.018584,0.015837,0.016171,2013537.0071465066,124515305.61786571
1642636800000,2022-01-20 00:00:00,SUN/USD,0.018972,0.019878,0.018322,0.018378,2645785.49182112,143964821.6248297
1642550400000,2022-01-19 00:00:00,SUN/USD,0.019473,0.019498,0.0185,0.01895,3045589.5002284283,160717124.02260834
1642464000000,2022-01-18 00:00:00,SUN/USD,0.020712,0.020908,0.019043,0.019469,2967022.3169397684,152397263.1845379
1642377600000,2022-01-17 00:00:00,SUN/USD,0.02108,0.021886,0.020321,0.020723,3041562.986034976,146772329.5871725
1642291200000,2022-01-16 00:00:00,SUN/USD,0.020841,0.021612,0.020798,0.021066,3265574.6083869007,155016358.51072347
1642204800000,2022-01-15 00:00:00,SUN/USD,0.020493,0.021414,0.020276,0.020821,3297452.3193649556,158371467.23812285
1642118400000,2022-01-14 00:00:00,SUN/USD,0.019291,0.021888,0.019147,0.02049,3423257.1327210544,167069650.20600557
1642032000000,2022-01-13 00:00:00,SUN/USD,0.019792,0.020004,0.019094,0.01926,2744579.531702965,142501533.31791097
1641945600000,2022-01-12 00:00:00,SUN/USD,0.018697,0.019894,0.018673,0.01979,3001176.502228861,151651162.31575853
1641859200000,2022-01-11 00:00:00,SUN/USD,0.018161,0.018826,0.017942,0.018697,3147901.336628171,168363980.1373574
1641772800000,2022-01-10 00:00:00,SUN/USD,0.018966,0.019339,0.017488,0.018158,2656463.5882111154,146297146.61367527
1641686400000,2022-01-09 00:00:00,SUN/USD,0.018697,0.019376,0.018586,0.018973,2974002.985147239,156749221.7966183
1641600000000,2022-01-08 00:00:00,SUN/USD,0.019632,0.020051,0.01833,0.018696,3140892.671177623,167998110.3539593
1641513600000,2022-01-07 00:00:00,SUN/USD,0.02097,0.021008,0.019129,0.019625,2805968.518299924,142979287.55668405
1641427200000,2022-01-06 00:00:00,SUN/USD,0.020498,0.021229,0.020146,0.020968,3692537.758055749,176103479.49521884
1641340800000,2022-01-05 00:00:00,SUN/USD,0.022319,0.022953,0.020093,0.020489,2596511.426570942,126727093.88310519
1641254400000,2022-01-04 00:00:00,SUN/USD,0.02206,0.023242,0.021823,0.022317,3163814.612226571,141767021.2047574
1641168000000,2022-01-03 00:00:00,SUN/USD,0.02232,0.02258,0.021825,0.022053,3046044.926558717,138123834.69635502
1641081600000,2022-01-02 00:00:00,SUN/USD,0.022478,0.022505,0.022061,0.02233,2135086.859854986,95615175.09426717
1640995200000,2022-01-01 00:00:00,SUN/USD,0.021822,0.02277,0.021748,0.022463,2423188.575798359,107874663.92727414
1640908800000,2021-12-31 00:00:00,SUN/USD,0.022115,0.022597,0.021319,0.021822,1939504.5895899595,88878406.63504533
1640822400000,2021-12-30 00:00:00,SUN/USD,0.021702,0.022322,0.021493,0.022142,2260760.8710421603,102102830.41469426
1640736000000,2021-12-29 00:00:00,SUN/USD,0.021968,0.02299,0.021663,0.021726,2322270.0122940643,106888981.51035921
1640649600000,2021-12-28 00:00:00,SUN/USD,0.024157,0.024174,0.021091,0.021978,2383950.248356746,108469844.7700767
1640563200000,2021-12-27 00:00:00,SUN/USD,0.024425,0.025439,0.024066,0.024165,2647504.3726334795,109559460.89937842
