https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume GTX
1639699200000,2021-12-17 00:00:00,GTX/USD,5.797,5.8753,5.6104,5.7092,9198.320849620728,1611.14006334
1639612800000,2021-12-16 00:00:00,GTX/USD,5.9342,5.9962,5.7761,5.8002,9387.28375288809,1618.44139045
1639526400000,2021-12-15 00:00:00,GTX/USD,5.8707,5.9901,5.6338,5.9348,11801.298897932576,1988.49142312
1639440000000,2021-12-14 00:00:00,GTX/USD,5.6963,5.873,5.5309,5.8424,12214.442468487317,2090.65494805
1639353600000,2021-12-13 00:00:00,GTX/USD,6.0672,6.0864,5.5935,5.6963,9122.320076810913,1601.44656651
1639267200000,2021-12-12 00:00:00,GTX/USD,5.9432,6.1258,5.9432,6.0672,7128.71794389888,1174.96010415
1639180800000,2021-12-11 00:00:00,GTX/USD,5.9192,6.069,5.852,5.9432,9219.972583371471,1551.34819346
1639094400000,2021-12-10 00:00:00,GTX/USD,5.8615,6.0368,5.7598,5.9192,14398.47344812352,2432.5032856
1639008000000,2021-12-09 00:00:00,GTX/USD,6.2214,6.2568,5.6981,5.8577,13482.43119641122,2301.6595586
1638921600000,2021-12-08 00:00:00,GTX/USD,6.1725,6.236,5.9149,6.2052,13050.935905703747,2103.22566649
