https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume AMP
1655596800000,2022-06-19 00:00:00,AMP/USD,0.7373,0.84038,0.70296,0.82428,27037.250934602398,32801.05174771
1655510400000,2022-06-18 00:00:00,AMP/USD,0.8076,0.81779,0.68906,0.73837,11627.214785187534,15747.138677339999
1655424000000,2022-06-17 00:00:00,AMP/USD,0.76392,0.82832,0.76307,0.80709,6625.117319418933,8208.64751071
1655337600000,2022-06-16 00:00:00,AMP/USD,0.8352,0.84242,0.76071,0.76438,15445.556182761116,20206.6461482
1655251200000,2022-06-15 00:00:00,AMP/USD,0.87272,0.88007,0.78442,0.83221,60121.51857449588,72243.20613126
1655164800000,2022-06-14 00:00:00,AMP/USD,0.8192,0.8914,0.77939,0.87299,98736.92165188718,113102.00764257
1655078400000,2022-06-13 00:00:00,AMP/USD,0.95037,0.95515,0.76364,0.81232,231438.45725936833,284910.45063444
1654992000000,2022-06-12 00:00:00,AMP/USD,0.98976,0.99299,0.93953,0.95147,13846.93394885829,14553.200782849999
1654905600000,2022-06-11 00:00:00,AMP/USD,1.0272,1.0373,0.96732,0.98815,37885.75266072588,38340.08264001
1654819200000,2022-06-10 00:00:00,AMP/USD,1.06,1.0626,1.017,1.0254,88709.4666996553,86512.06036635001
1654732800000,2022-06-09 00:00:00,AMP/USD,1.1299,1.1491,1.0612,1.0612,128783.72597741865,121356.69617171
1654646400000,2022-06-08 00:00:00,AMP/USD,1.0204,1.1581,1.0204,1.1306,192136.45495768596,169942.02632026
1654560000000,2022-06-07 00:00:00,AMP/USD,1.0301,1.0381,0.9862,1.0202,31479.514545815913,30856.21892356
1654473600000,2022-06-06 00:00:00,AMP/USD,1.0362,1.0595,1.0276,1.0311,49410.72713515104,47920.40261386
1654387200000,2022-06-05 00:00:00,AMP/USD,0.98772,1.0621,0.98367,1.0365,162340.2754837998,156623.51710931
1654300800000,2022-06-04 00:00:00,AMP/USD,0.96834,0.98934,0.96495,0.98845,23909.502416142193,24188.88402665
1654214400000,2022-06-03 00:00:00,AMP/USD,0.981,0.99241,0.9532,0.96532,100999.79040477297,104628.29984334
1654128000000,2022-06-02 00:00:00,AMP/USD,0.95555,0.99378,0.95153,0.98074,76315.52662350124,77814.22866764
1654041600000,2022-06-01 00:00:00,AMP/USD,0.95794,1.0192,0.95351,0.95617,143177.03577452948,149740.14639084
1653955200000,2022-05-31 00:00:00,AMP/USD,0.96143,0.98336,0.93149,0.9565,158067.63981634955,165256.28836001
1653868800000,2022-05-30 00:00:00,AMP/USD,0.91613,0.96537,0.90788,0.96243,234054.69264985967,243191.39329599
1653782400000,2022-05-29 00:00:00,AMP/USD,0.8982,0.92543,0.89692,0.91727,26192.17458177826,28554.48731756
1653696000000,2022-05-28 00:00:00,AMP/USD,0.88532,0.90058,0.87502,0.90015,91228.39840692093,101347.99578617
1653609600000,2022-05-27 00:00:00,AMP/USD,0.9217,0.94401,0.88347,0.88502,43512.8837791481,49165.98921962
1653523200000,2022-05-26 00:00:00,AMP/USD,0.89781,0.95245,0.88136,0.92325,160347.62486650728,173677.36243326
1653436800000,2022-05-25 00:00:00,AMP/USD,0.90156,0.92281,0.89694,0.8977,3681.8599446736857,4101.43694405
1653350400000,2022-05-24 00:00:00,AMP/USD,0.8971,0.90982,0.87785,0.89695,74963.44873903164,83575.95043094
1653264000000,2022-05-23 00:00:00,AMP/USD,0.90532,0.92501,0.89503,0.89719,16747.848551088347,18667.00314436
1653177600000,2022-05-22 00:00:00,AMP/USD,0.89735,0.91365,0.88756,0.90566,38189.81978854053,42167.94358649
1653091200000,2022-05-21 00:00:00,AMP/USD,0.89847,0.9101,0.88855,0.89281,30742.45924331737,34433.37243458
1653004800000,2022-05-20 00:00:00,AMP/USD,0.90906,0.92155,0.89154,0.89451,6426.68786972709,7184.59030053
1652918400000,2022-05-19 00:00:00,AMP/USD,0.89178,0.91566,0.88504,0.9093,52037.02597889492,57227.56623655
1652832000000,2022-05-18 00:00:00,AMP/USD,0.91776,0.92141,0.89178,0.89178,59990.08190974659,67270.0463228
1652745600000,2022-05-17 00:00:00,AMP/USD,0.9098,0.93412,0.8966,0.91611,91063.45669151073,99402.31707056
1652659200000,2022-05-16 00:00:00,AMP/USD,0.93608,0.93736,0.89935,0.90685,61869.978277238646,68225.15110243
1652572800000,2022-05-15 00:00:00,AMP/USD,0.89666,0.93837,0.89641,0.93574,48802.980271894216,52154.42352779
1652486400000,2022-05-14 00:00:00,AMP/USD,0.8773,0.91365,0.86893,0.89412,137112.6638219394,153349.2862501
1652400000000,2022-05-13 00:00:00,AMP/USD,0.86878,0.93454,0.86451,0.87865,86350.31593111159,98276.1235203
1652313600000,2022-05-12 00:00:00,AMP/USD,0.98045,1.0282,0.79575,0.86995,251742.1160135978,289375.38480786
1652227200000,2022-05-11 00:00:00,AMP/USD,1.1134,1.1323,0.97506,0.98068,283343.0427342597,288925.07518687
1652140800000,2022-05-10 00:00:00,AMP/USD,1.0264,1.1436,1.0117,1.1123,116032.17594243487,104317.33879568
1652054400000,2022-05-09 00:00:00,AMP/USD,1.0573,1.0624,1.0175,1.0238,90124.12705008387,88029.03599344
1651968000000,2022-05-08 00:00:00,AMP/USD,1.0583,1.0661,1.0326,1.0567,53766.108920108156,50881.14783771
1651881600000,2022-05-07 00:00:00,AMP/USD,1.0675,1.0818,1.0511,1.0572,26394.77712367279,24966.682863859998
1651795200000,2022-05-06 00:00:00,AMP/USD,1.0418,1.0677,1.0354,1.0677,77971.04775882754,73027.1122589
1651708800000,2022-05-05 00:00:00,AMP/USD,1.0779,1.0818,1.0197,1.0421,142878.71371246956,137106.52884797
1651622400000,2022-05-04 00:00:00,AMP/USD,1.0425,1.0782,1.034,1.0775,55487.42181297127,51496.44715821
1651536000000,2022-05-03 00:00:00,AMP/USD,1.0486,1.0525,1.0406,1.0422,23555.741178709763,22601.93933862
1651449600000,2022-05-02 00:00:00,AMP/USD,1.0437,1.0527,1.0256,1.0526,84565.53526045197,80339.66868749
1651363200000,2022-05-01 00:00:00,AMP/USD,1.0474,1.0514,1.026,1.0488,121938.09303036753,116264.39076122
1651276800000,2022-04-30 00:00:00,AMP/USD,1.1404,1.1406,1.0441,1.0504,19648.67218702159,18705.89507523
1651190400000,2022-04-29 00:00:00,AMP/USD,1.2185,1.2208,1.1317,1.1404,105204.63667455789,92252.3997497
1651104000000,2022-04-28 00:00:00,AMP/USD,1.1804,1.2211,1.1767,1.2181,28585.923819082032,23467.63305072
1651017600000,2022-04-27 00:00:00,AMP/USD,1.1473,1.184,1.1452,1.1804,30374.14507831298,25732.07817546
1650931200000,2022-04-26 00:00:00,AMP/USD,1.2007,1.2075,1.14,1.1502,71743.90981927738,62375.16068447
1650844800000,2022-04-25 00:00:00,AMP/USD,1.1951,1.2074,1.1503,1.2007,48503.1696746508,40395.74387828
1650758400000,2022-04-24 00:00:00,AMP/USD,1.2102,1.2472,1.1851,1.1984,148486.1099435477,123903.62979268
1650672000000,2022-04-23 00:00:00,AMP/USD,1.1862,1.2188,1.1511,1.2129,148728.4198841456,122622.16166555
1650585600000,2022-04-22 00:00:00,AMP/USD,1.1581,1.2248,1.1473,1.1881,168021.24122231838,141420.11718064
1650499200000,2022-04-21 00:00:00,AMP/USD,1.149,1.1981,1.1405,1.16,156446.99907587917,134868.10265162
1650412800000,2022-04-20 00:00:00,AMP/USD,1.1318,1.1598,1.1019,1.1497,210215.24047224646,182843.55960011
1650326400000,2022-04-19 00:00:00,AMP/USD,1.0911,1.1387,1.0795,1.133,96208.73564363315,84915.03587258
1650240000000,2022-04-18 00:00:00,AMP/USD,1.0758,1.095,1.05,1.0913,129667.5493477425,118819.34330408
1650153600000,2022-04-17 00:00:00,AMP/USD,1.0656,1.0856,1.0654,1.0754,33373.3432805023,31033.42317324
1650067200000,2022-04-16 00:00:00,AMP/USD,1.0812,1.0813,1.0588,1.0655,8937.454614824894,8388.03811809
1649980800000,2022-04-15 00:00:00,AMP/USD,1.0685,1.0996,1.0611,1.0807,76241.8763963811,70548.60404958
1649894400000,2022-04-14 00:00:00,AMP/USD,1.0805,1.1086,1.0611,1.0611,74773.91979169191,70468.3062781
1649808000000,2022-04-13 00:00:00,AMP/USD,1.0869,1.0993,0.90169,1.0809,720509.9336178716,666583.3413062
1649721600000,2022-04-12 00:00:00,AMP/USD,1.0554,1.0956,1.0548,1.0815,183944.63662841488,170082.8817646
1649635200000,2022-04-11 00:00:00,AMP/USD,1.0722,1.0722,1.0388,1.055,149690.7285123671,141886.94645722
1649548800000,2022-04-10 00:00:00,AMP/USD,1.0345,1.0994,1.0286,1.0702,50126.691149513565,46838.62002384
1649462400000,2022-04-09 00:00:00,AMP/USD,1.0173,1.0378,1.0132,1.0327,39983.009809499876,38716.96505229
1649376000000,2022-04-08 00:00:00,AMP/USD,1.0033,1.0436,1.0012,1.0204,34496.730046288554,33807.06590189
1649289600000,2022-04-07 00:00:00,AMP/USD,1.0268,1.0272,0.97705,1.0073,45647.3413524732,45316.53067852
1649203200000,2022-04-06 00:00:00,AMP/USD,1.094,1.0994,1.0236,1.0269,80850.44695765167,78732.54158891
1649116800000,2022-04-05 00:00:00,AMP/USD,1.0622,1.1193,1.0584,1.0977,103970.45895958488,94716.64294396
1649030400000,2022-04-04 00:00:00,AMP/USD,1.0776,1.0826,1.0492,1.0666,52128.44888656644,48873.47542337
1648944000000,2022-04-03 00:00:00,AMP/USD,1.1143,1.1362,1.0554,1.0825,135725.5913009591,125381.60859211
1648857600000,2022-04-02 00:00:00,AMP/USD,1.1157,1.1365,1.1124,1.1263,3591.6512769468104,3188.8939687
1648771200000,2022-04-01 00:00:00,AMP/USD,1.1008,1.126,1.0509,1.1176,67394.46827652818,60302.85278859
1648684800000,2022-03-31 00:00:00,AMP/USD,1.1735,1.1987,1.0914,1.0981,168354.9244191503,153314.74767248
1648598400000,2022-03-30 00:00:00,AMP/USD,1.1627,1.2015,1.1536,1.1793,39926.47360412902,33856.07869425
1648512000000,2022-03-29 00:00:00,AMP/USD,1.1747,1.2361,1.1624,1.1802,53577.67661386404,45397.11626323
1648425600000,2022-03-28 00:00:00,AMP/USD,1.1278,1.1954,1.1113,1.1933,38295.086411200595,32091.75095215
1648339200000,2022-03-27 00:00:00,AMP/USD,1.0694,1.1316,1.0622,1.1316,55574.97000521619,49111.85048181
1648252800000,2022-03-26 00:00:00,AMP/USD,1.0951,1.1042,1.0576,1.0693,156650.73017855614,146498.39163804
1648166400000,2022-03-25 00:00:00,AMP/USD,1.1007,1.1042,1.0898,1.0997,89987.25768477138,81828.91487203
1648080000000,2022-03-24 00:00:00,AMP/USD,1.0759,1.1044,1.0737,1.1022,37693.5079634392,34198.42856418
1647993600000,2022-03-23 00:00:00,AMP/USD,1.0765,1.0862,1.0525,1.0773,64434.8450703016,59811.42213896
1647907200000,2022-03-22 00:00:00,AMP/USD,1.1183,1.1498,0.95964,1.0807,245698.43260272758,227351.19145251001
1647820800000,2022-03-21 00:00:00,AMP/USD,1.0567,1.1326,1.054,1.128,121484.52766179168,107699.04934556001
1647734400000,2022-03-20 00:00:00,AMP/USD,1.0725,1.0725,1.0566,1.0639,28896.693759486265,27161.09950135
1647648000000,2022-03-19 00:00:00,AMP/USD,1.0583,1.0769,1.0572,1.0725,61383.00739852711,57233.573331960004
1647561600000,2022-03-18 00:00:00,AMP/USD,1.0618,1.0706,1.0323,1.0568,201431.8742570161,190605.48283215
1647475200000,2022-03-17 00:00:00,AMP/USD,1.1118,1.1127,1.0537,1.0618,111496.28011436049,105006.85638949
1647388800000,2022-03-16 00:00:00,AMP/USD,0.97225,1.1307,0.95653,1.1118,417550.2097422251,375562.34011713
1647302400000,2022-03-15 00:00:00,AMP/USD,0.93778,0.98106,0.9321,0.97997,111672.20542392376,113954.71843416
1647216000000,2022-03-14 00:00:00,AMP/USD,0.9382,0.96499,0.93403,0.94049,84614.73533127653,89968.7772664
1647129600000,2022-03-13 00:00:00,AMP/USD,0.93806,0.96127,0.93791,0.94492,109380.81898580052,115756.69790649
1647043200000,2022-03-12 00:00:00,AMP/USD,0.9347,0.95556,0.9304,0.94163,58949.328079052655,62603.49402531
1646956800000,2022-03-11 00:00:00,AMP/USD,0.92782,0.96525,0.9019,0.93455,189325.5340399818,202584.70284092
1646870400000,2022-03-10 00:00:00,AMP/USD,0.96585,1.1452,0.92413,0.92734,111272.78847160836,119991.36074321
1646784000000,2022-03-09 00:00:00,AMP/USD,0.91267,0.9811,0.90901,0.97232,101418.42460507306,104305.60371593
1646697600000,2022-03-08 00:00:00,AMP/USD,0.903,0.9309,0.90233,0.91137,72308.5345995741,79340.48147248
1646611200000,2022-03-07 00:00:00,AMP/USD,0.92364,0.94538,0.89424,0.90233,198565.35864319856,220058.46934403
1646524800000,2022-03-06 00:00:00,AMP/USD,0.93963,0.98092,0.92492,0.9251,164378.26946246234,177687.0278483
1646438400000,2022-03-05 00:00:00,AMP/USD,0.92148,0.94399,0.90109,0.93691,118737.6144121213,126733.21280819
1646352000000,2022-03-04 00:00:00,AMP/USD,0.96105,0.96105,0.91579,0.92148,134736.2743136252,146217.25302082
1646265600000,2022-03-03 00:00:00,AMP/USD,1.0598,1.0657,0.94824,0.96105,190585.37189474088,198309.52801076
1646179200000,2022-03-02 00:00:00,AMP/USD,1.0771,1.091,1.0599,1.063,107380.32946459379,101016.3024126
1646092800000,2022-03-01 00:00:00,AMP/USD,1.0279,1.0983,1.0279,1.0846,115592.80496368323,106576.43828479
1646006400000,2022-02-28 00:00:00,AMP/USD,0.94808,1.0415,0.93847,1.0289,136969.46427892556,133122.23178047
1645920000000,2022-02-27 00:00:00,AMP/USD,0.94523,0.98413,0.93704,0.94873,138676.37371955064,146170.53715973
1645833600000,2022-02-26 00:00:00,AMP/USD,0.96753,0.98077,0.94421,0.94519,61544.97894249455,65113.87016631
1645747200000,2022-02-25 00:00:00,AMP/USD,0.9142,0.97516,0.90991,0.96429,97470.07860793511,101079.63227653
1645660800000,2022-02-24 00:00:00,AMP/USD,0.89577,0.93381,0.83541,0.91285,564789.7429774265,618710.34997801
1645574400000,2022-02-23 00:00:00,AMP/USD,0.93963,1.0272,0.89412,0.89608,213377.3268893889,238123.07705717
1645488000000,2022-02-22 00:00:00,AMP/USD,0.88228,0.94258,0.88078,0.9381,11268.035960501025,12011.55096525
1645401600000,2022-02-21 00:00:00,AMP/USD,0.91323,0.951,0.88078,0.88078,69894.47320214783,79355.20016593
1645315200000,2022-02-20 00:00:00,AMP/USD,0.97703,0.98228,0.9112,0.9146,45525.87654212226,49776.81668721
1645228800000,2022-02-19 00:00:00,AMP/USD,0.96225,0.98228,0.96016,0.97762,3587.727346584397,3669.85878622
1645142400000,2022-02-18 00:00:00,AMP/USD,0.9661,0.99878,0.95761,0.96324,60628.51727344773,62942.27531399
1645056000000,2022-02-17 00:00:00,AMP/USD,1.0173,1.0257,0.96161,0.96231,32892.46894066913,34180.74107166
1644969600000,2022-02-16 00:00:00,AMP/USD,1.0446,1.0552,0.99631,1.0173,75849.90143805488,74560.01320953
1644883200000,2022-02-15 00:00:00,AMP/USD,0.94355,1.0552,0.93633,1.0383,40592.056887861225,39094.72877575
1644796800000,2022-02-14 00:00:00,AMP/USD,0.93357,0.95269,0.92837,0.9448,12464.174147734928,13192.39431386
1644710400000,2022-02-13 00:00:00,AMP/USD,0.92707,0.95036,0.927,0.93468,24716.31340884824,26443.61001503
1644624000000,2022-02-12 00:00:00,AMP/USD,0.9084,0.94646,0.9084,0.92794,64473.96512495494,69480.74781231
1644537600000,2022-02-11 00:00:00,AMP/USD,1.0195,1.0283,0.9,0.9103,243989.662372116,268032.14585534
1644451200000,2022-02-10 00:00:00,AMP/USD,1.1054,1.1054,1.02,1.02,41035.683808609196,40231.06255746
1644364800000,2022-02-09 00:00:00,AMP/USD,1.0853,1.1159,1.0717,1.1047,86596.51683330514,78389.17066471
1644278400000,2022-02-08 00:00:00,AMP/USD,1.1221,1.1384,1.0732,1.0835,65943.69835616414,60861.74282987
1644192000000,2022-02-07 00:00:00,AMP/USD,1.1225,1.1551,1.0396,1.1221,150225.52732959678,133878.91215542
1644105600000,2022-02-06 00:00:00,AMP/USD,1.2118,1.2229,1.1137,1.1254,136115.29671291128,120948.37099068
1644019200000,2022-02-05 00:00:00,AMP/USD,1.2226,1.2673,1.1942,1.2116,113403.91189643244,93598.47465866
1643932800000,2022-02-04 00:00:00,AMP/USD,0.97534,1.2399,0.97534,1.2235,217543.17539435788,177803.9847931
1643846400000,2022-02-03 00:00:00,AMP/USD,0.97804,0.99565,0.94554,0.9761,56253.168281743456,57630.53814337
1643760000000,2022-02-02 00:00:00,AMP/USD,0.97646,1.0255,0.9694,0.98077,149654.90004225608,152589.19016921
1643673600000,2022-02-01 00:00:00,AMP/USD,0.94234,0.97678,0.93171,0.97632,166978.36892398848,171028.31953047
1643587200000,2022-01-31 00:00:00,AMP/USD,0.94985,0.95903,0.91892,0.94911,90267.20330743036,95107.20918274
1643500800000,2022-01-30 00:00:00,AMP/USD,0.94388,0.96254,0.92421,0.94979,102625.85423069497,108051.09995967
1643414400000,2022-01-29 00:00:00,AMP/USD,0.90306,0.94823,0.89572,0.94366,52648.479348846886,55791.78872565
1643328000000,2022-01-28 00:00:00,AMP/USD,0.86895,0.90699,0.85972,0.90367,144848.53224881628,160289.18991315
1643241600000,2022-01-27 00:00:00,AMP/USD,0.87332,0.90287,0.85668,0.86895,66890.54482475058,76978.58890011
1643155200000,2022-01-26 00:00:00,AMP/USD,0.84372,0.9428,0.83415,0.87299,267660.90852323093,306602.49089134
1643068800000,2022-01-25 00:00:00,AMP/USD,0.82443,0.87165,0.80252,0.84691,196216.362191554,231685.02224741
1642982400000,2022-01-24 00:00:00,AMP/USD,0.87466,0.88015,0.80519,0.82549,313057.3023515871,379238.15231146
1642896000000,2022-01-23 00:00:00,AMP/USD,0.85686,0.91581,0.84266,0.8756,327950.30621302675,374543.52011538
1642809600000,2022-01-22 00:00:00,AMP/USD,0.80005,0.86977,0.72479,0.85844,2065682.8601704424,2406321.76992037
1642723200000,2022-01-21 00:00:00,AMP/USD,1.0515,1.0782,0.755,0.80326,692219.4614722463,861762.64406574
1642636800000,2022-01-20 00:00:00,AMP/USD,1.08,1.2154,1.0474,1.0486,281457.4123016764,268412.56179828
1642550400000,2022-01-19 00:00:00,AMP/USD,1.1175,1.167,1.0236,1.0808,163535.08905049172,151309.29778913
1642464000000,2022-01-18 00:00:00,AMP/USD,1.2991,1.322,1.1148,1.1177,125530.0894761814,112311.07584878
1642377600000,2022-01-17 00:00:00,AMP/USD,1.0445,1.3499,0.93134,1.2997,134932.92497292586,103818.51579051
1642291200000,2022-01-16 00:00:00,AMP/USD,0.94682,1.0694,0.93055,1.0413,64147.362429886154,61603.15224228
1642204800000,2022-01-15 00:00:00,AMP/USD,0.95489,0.97366,0.94009,0.94045,26564.68724944614,28246.78318831
1642118400000,2022-01-14 00:00:00,AMP/USD,0.93522,0.96,0.89976,0.96,75436.7704869312,78579.96925722
1642032000000,2022-01-13 00:00:00,AMP/USD,0.88743,0.96574,0.88456,0.93543,222647.93958054952,238016.67637402
1641945600000,2022-01-12 00:00:00,AMP/USD,0.85508,0.97671,0.84101,0.8907,344951.4177954195,387281.25945371
1641859200000,2022-01-11 00:00:00,AMP/USD,0.70586,0.85845,0.70545,0.85845,191082.02561968964,222589.58077895
1641772800000,2022-01-10 00:00:00,AMP/USD,0.72435,0.73056,0.68107,0.70658,201766.12198145498,285553.11780896
1641686400000,2022-01-09 00:00:00,AMP/USD,0.72428,0.74924,0.71544,0.72435,264343.3916658469,364938.76118706
1641600000000,2022-01-08 00:00:00,AMP/USD,0.74795,0.76968,0.7133,0.7243,124001.86761403305,171202.35760601
1641513600000,2022-01-07 00:00:00,AMP/USD,0.77687,0.79242,0.73018,0.7439,21989.64614283229,29559.94910987
1641427200000,2022-01-06 00:00:00,AMP/USD,0.72631,0.79,0.72492,0.77668,47151.69630389045,60709.29636902
1641340800000,2022-01-05 00:00:00,AMP/USD,0.85017,0.89305,0.71003,0.72757,498426.59421369864,685056.55017895
1641254400000,2022-01-04 00:00:00,AMP/USD,0.83815,0.86855,0.83591,0.85021,99086.69892583079,116543.79379898
1641168000000,2022-01-03 00:00:00,AMP/USD,0.89803,0.91124,0.82446,0.83815,163433.2381029369,194992.82718241
1641081600000,2022-01-02 00:00:00,AMP/USD,0.90004,0.90897,0.89381,0.89857,42614.487583292,47424.78335944
1640995200000,2022-01-01 00:00:00,AMP/USD,0.90333,0.91592,0.88718,0.90154,117259.22170209774,130065.46764658
1640908800000,2021-12-31 00:00:00,AMP/USD,0.90256,0.92708,0.89335,0.90379,33550.91969013154,37122.47279803
1640822400000,2021-12-30 00:00:00,AMP/USD,0.87705,0.90849,0.87237,0.90252,89022.66099386053,98637.88170219
1640736000000,2021-12-29 00:00:00,AMP/USD,0.89696,0.93565,0.87074,0.87607,105192.70573333505,120073.40250589
1640649600000,2021-12-28 00:00:00,AMP/USD,0.95202,0.95215,0.87974,0.89687,92828.1866836044,103502.38795322
1640563200000,2021-12-27 00:00:00,AMP/USD,0.94143,0.98107,0.92665,0.94983,59669.783501238315,62821.54017165
1640476800000,2021-12-26 00:00:00,AMP/USD,0.94553,0.95825,0.93794,0.94179,33034.32310215824,35076.10306136
1640390400000,2021-12-25 00:00:00,AMP/USD,0.92067,1.0016,0.91626,0.94749,180738.3916639404,190754.93320662
1640304000000,2021-12-24 00:00:00,AMP/USD,0.96873,0.98869,0.91779,0.92117,205300.68641670223,222869.48816907
1640217600000,2021-12-23 00:00:00,AMP/USD,0.99193,1.0114,0.96301,0.968,110696.17589376369,114355.55360926001
1640131200000,2021-12-22 00:00:00,AMP/USD,0.95942,1.0157,0.95701,0.99716,60578.85897759878,60751.39293353
1640044800000,2021-12-21 00:00:00,AMP/USD,0.91848,0.97802,0.9167,0.96063,22734.063271796633,23665.78523656
1639958400000,2021-12-20 00:00:00,AMP/USD,0.89352,0.92654,0.8897,0.91794,91839.9468475292,100050.05430369
