https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume JST
1640044800000,2021-12-21 00:00:00,JST/USD,0.054728,0.055969,0.054004,0.055742,1891915.5290571423,33940574.95348467
1639958400000,2021-12-20 00:00:00,JST/USD,0.055612,0.055875,0.052372,0.054649,2571344.941441379,47052003.53970574
1639872000000,2021-12-19 00:00:00,JST/USD,0.056546,0.057773,0.055558,0.055621,2024210.1753011823,36392912.30472632
1639785600000,2021-12-18 00:00:00,JST/USD,0.054801,0.057018,0.054018,0.056563,2242046.4099594443,39638039.17683723
1639699200000,2021-12-17 00:00:00,JST/USD,0.057698,0.058321,0.054199,0.054784,2211471.8657891545,40367112.03616302
1639612800000,2021-12-16 00:00:00,JST/USD,0.059427,0.060187,0.057667,0.057716,3089253.686508513,53525082.93209011
1639526400000,2021-12-15 00:00:00,JST/USD,0.058751,0.059842,0.05576,0.05947,3733021.873122145,62771512.91612821
1639440000000,2021-12-14 00:00:00,JST/USD,0.058478,0.059389,0.0569,0.058737,3365365.4718137686,57295494.69352825
1639353600000,2021-12-13 00:00:00,JST/USD,0.065132,0.065808,0.058136,0.058851,2135661.2504544863,36289294.15735478
1639267200000,2021-12-12 00:00:00,JST/USD,0.064573,0.0662,0.063012,0.065133,3976564.294856662,61052988.42148622
1639180800000,2021-12-11 00:00:00,JST/USD,0.062533,0.064504,0.06134,0.064252,4051845.2265318623,63061775.92186799
1639094400000,2021-12-10 00:00:00,JST/USD,0.065269,0.068751,0.062514,0.062535,3459687.815479862,55324023.5944649
1639008000000,2021-12-09 00:00:00,JST/USD,0.072309,0.074915,0.064823,0.065152,4338523.403466866,66590793.88916481
1638921600000,2021-12-08 00:00:00,JST/USD,0.06492,0.074551,0.064608,0.072561,3206336.3272996387,44188149.65752455
