https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume MIR
1657929600000,2022-07-16 00:00:00,MIR/USD,0.18016,0.18359,0.18016,0.18359,132.4969770473547,721.70040333
1657843200000,2022-07-15 00:00:00,MIR/USD,0.17688,0.19179,0.17688,0.18474,2119.6260752520707,11473.563252420001
1657756800000,2022-07-14 00:00:00,MIR/USD,0.17286,0.17772,0.17286,0.17347,59.31907652734031,341.95582249
1657670400000,2022-07-13 00:00:00,MIR/USD,0.16502,0.17715,0.16502,0.17163,400.4927897259294,2333.46611738
1657584000000,2022-07-12 00:00:00,MIR/USD,0.17013,0.17572,0.1637,0.17054,3441.7691750755985,20181.59478759
1657497600000,2022-07-11 00:00:00,MIR/USD,0.18223,0.18223,0.18066,0.18066,127.95646952126819,708.27227677
1657411200000,2022-07-10 00:00:00,MIR/USD,0.18856,0.18856,0.18856,0.18856,2.4285969975536,12.87970406
1657324800000,2022-07-09 00:00:00,MIR/USD,0.18694,0.19512,0.18694,0.18811,610.1326915633131,3243.48887121
1657238400000,2022-07-08 00:00:00,MIR/USD,0.18598,0.18827,0.1841,0.18725,1887.423028502165,10079.69574634
1657152000000,2022-07-07 00:00:00,MIR/USD,0.18515,0.19096,0.18515,0.19096,155.7918254613952,815.83486312
1657065600000,2022-07-06 00:00:00,MIR/USD,0.18674,0.18674,0.18074,0.18634,139.65202930049142,749.4474042100001
1656979200000,2022-07-05 00:00:00,MIR/USD,0.18227,0.18729,0.18211,0.18729,112.42625555440621,600.27900878
1656892800000,2022-07-04 00:00:00,MIR/USD,0.18559,0.18559,0.18452,0.18477,376.3912394038275,2037.07982575
1656806400000,2022-07-03 00:00:00,MIR/USD,0.18853,0.19118,0.18807,0.1885,974.051457147405,5167.38173553
1656633600000,2022-07-01 00:00:00,MIR/USD,0.19218,0.19897,0.19089,0.19515,944.9535425567503,4842.1908406699995
1656547200000,2022-06-30 00:00:00,MIR/USD,0.19398,0.19865,0.19091,0.19209,710.135549023269,3696.8897341
1656460800000,2022-06-29 00:00:00,MIR/USD,0.21896,0.23393,0.20497,0.22194,872.9796996686592,3933.40407168
1656374400000,2022-06-28 00:00:00,MIR/USD,0.20181,0.21115,0.19588,0.20442,800.2066715060124,3914.52241222
1656288000000,2022-06-27 00:00:00,MIR/USD,0.20559,0.24132,0.20158,0.20158,1538.760338322384,7633.4970648
1656201600000,2022-06-26 00:00:00,MIR/USD,0.1901,0.25237,0.1901,0.20368,3299.225114371648,16198.0808836
1656115200000,2022-06-25 00:00:00,MIR/USD,0.19022,0.19302,0.18533,0.18695,378.26926722708004,2023.3713144
1656028800000,2022-06-24 00:00:00,MIR/USD,0.17986,0.19646,0.17973,0.18856,292.4346776949664,1550.88395044
1655942400000,2022-06-23 00:00:00,MIR/USD,0.17882,0.17882,0.17882,0.17882,14.528337655540001,81.245597
1655856000000,2022-06-22 00:00:00,MIR/USD,0.18063,0.18063,0.17432,0.17432,43.2538384838128,248.12894954
1655769600000,2022-06-21 00:00:00,MIR/USD,0.18179,0.18834,0.18179,0.18302,135.8141555249296,742.07275448
1655596800000,2022-06-19 00:00:00,MIR/USD,0.1988,0.1988,0.18072,0.1822,1308.246139191652,7180.2751876600005
1655510400000,2022-06-18 00:00:00,MIR/USD,0.16173,0.16173,0.15682,0.15682,315.6693400054888,2012.94056884
1655424000000,2022-06-17 00:00:00,MIR/USD,0.17393,0.17393,0.17393,0.17393,13.1170991542244,75.41596708
1655337600000,2022-06-16 00:00:00,MIR/USD,0.17681,0.17857,0.16802,0.17343,2455.6167841495835,14159.123474310001
1655251200000,2022-06-15 00:00:00,MIR/USD,0.18067,0.18227,0.16683,0.17673,67.5631796546478,382.29604286
1655164800000,2022-06-14 00:00:00,MIR/USD,0.17827,0.18982,0.17109,0.18322,5648.118403009254,30826.97523747
1655078400000,2022-06-13 00:00:00,MIR/USD,0.20572,0.21289,0.17692,0.18471,6197.633890793753,33553.32083154
1654992000000,2022-06-12 00:00:00,MIR/USD,0.20507,0.2445,0.20366,0.21305,7927.16839775755,37208.01876441
1654905600000,2022-06-11 00:00:00,MIR/USD,0.22375,0.24489,0.20943,0.21251,2280.500739170212,10731.26318371
1654819200000,2022-06-10 00:00:00,MIR/USD,0.24219,0.25118,0.22,0.22,2299.950648578,10454.3211299
1654732800000,2022-06-09 00:00:00,MIR/USD,0.23691,0.27719,0.23633,0.25337,3761.2525063770513,14844.900763220001
1654646400000,2022-06-08 00:00:00,MIR/USD,0.24645,0.25988,0.23899,0.23899,823.7171874926546,3446.65964054
1654560000000,2022-06-07 00:00:00,MIR/USD,0.24365,0.24996,0.24355,0.24996,692.3853432496787,2769.98457053
1654473600000,2022-06-06 00:00:00,MIR/USD,0.278,0.278,0.26082,0.26222,470.604084149997,1794.6918013499999
1654387200000,2022-06-05 00:00:00,MIR/USD,0.26209,0.26856,0.26209,0.26522,72.9190887857972,274.93812226
1654300800000,2022-06-04 00:00:00,MIR/USD,0.27064,0.27177,0.27064,0.27177,116.41747452019591,428.36764367
1654214400000,2022-06-03 00:00:00,MIR/USD,0.28586,0.28586,0.28237,0.2835,106.89277649210999,377.04683066
1654128000000,2022-06-02 00:00:00,MIR/USD,0.26819,0.32285,0.26655,0.28972,2731.4096821420517,9427.75673803
1654041600000,2022-06-01 00:00:00,MIR/USD,0.27209,0.27209,0.2599,0.26976,335.0537610450624,1242.04389474
1653955200000,2022-05-31 00:00:00,MIR/USD,0.31583,0.31917,0.27631,0.27631,766.4756595474462,2773.97003202
1653868800000,2022-05-30 00:00:00,MIR/USD,0.31066,0.34306,0.31066,0.3166,3881.139770419406,12258.81165641
1653782400000,2022-05-29 00:00:00,MIR/USD,0.31081,0.32165,0.29715,0.32139,3693.38347554183,11491.905397
1653696000000,2022-05-28 00:00:00,MIR/USD,0.27992,0.35609,0.26865,0.3156,5625.51927634194,17824.83927865
1653609600000,2022-05-27 00:00:00,MIR/USD,0.27906,0.29688,0.25594,0.27241,10968.770187540813,40265.66641291
1653523200000,2022-05-26 00:00:00,MIR/USD,0.36296,0.39381,0.28299,0.29414,7499.311892314611,25495.72275894
1653436800000,2022-05-25 00:00:00,MIR/USD,0.38468,0.45,0.34644,0.36017,19138.246458441976,53136.70338574
1653350400000,2022-05-24 00:00:00,MIR/USD,0.56039,0.57773,0.3776,0.3776,34411.78530885114,91132.90600861
1653264000000,2022-05-23 00:00:00,MIR/USD,0.26192,0.6053,0.26192,0.51364,21749.246060185436,42343.3651199
1653177600000,2022-05-22 00:00:00,MIR/USD,0.21378,0.29376,0.21378,0.25,3670.86541472,14683.46165888
1653091200000,2022-05-21 00:00:00,MIR/USD,0.21136,0.218,0.198,0.21099,7233.17788892005,34282.08867207
1653004800000,2022-05-20 00:00:00,MIR/USD,0.22948,0.2349,0.20896,0.2172,4107.842793908664,18912.72004562
1652918400000,2022-05-19 00:00:00,MIR/USD,0.23152,0.23989,0.21318,0.23554,3774.0185736667822,16022.83507543
1652832000000,2022-05-18 00:00:00,MIR/USD,0.27888,0.28359,0.22406,0.22406,732.9376665974213,3271.16694902
1652745600000,2022-05-17 00:00:00,MIR/USD,0.28513,0.29167,0.25819,0.28078,3975.6361474992354,14159.25688261
1652659200000,2022-05-16 00:00:00,MIR/USD,0.32005,0.32493,0.24727,0.27844,17735.239691814353,63695.01397721
1652572800000,2022-05-15 00:00:00,MIR/USD,0.38361,0.40345,0.28554,0.31341,25752.490835954268,82168.69543395
1652486400000,2022-05-14 00:00:00,MIR/USD,0.24339,0.44089,0.24339,0.34989,44772.52236181756,127961.70899945
1652400000000,2022-05-13 00:00:00,MIR/USD,0.2726,0.31184,0.19747,0.24301,62693.36087247132,257986.75310675
1652313600000,2022-05-12 00:00:00,MIR/USD,0.38627,0.40421,0.2595,0.27836,164752.34708510328,591867.89439971
1652227200000,2022-05-11 00:00:00,MIR/USD,0.65745,0.66997,0.27401,0.38959,550222.2916700728,1412311.12623546
1652140800000,2022-05-10 00:00:00,MIR/USD,0.71262,0.82894,0.63817,0.66049,214064.89430007088,324100.12914665
1652054400000,2022-05-09 00:00:00,MIR/USD,0.95851,0.96972,0.71042,0.71076,153396.17987148048,215819.93903917
1651968000000,2022-05-08 00:00:00,MIR/USD,1.0132,1.0132,0.95344,0.95602,38369.69372579769,40134.82325244
1651881600000,2022-05-07 00:00:00,MIR/USD,1.0413,1.0653,1.0106,1.0159,25519.137325706914,25119.73356207
1651795200000,2022-05-06 00:00:00,MIR/USD,1.058,1.0668,1.0247,1.0426,49938.47938582167,47898.02358126
1651708800000,2022-05-05 00:00:00,MIR/USD,1.1812,1.1889,1.0471,1.0602,94795.1125135549,89412.48114842
1651622400000,2022-05-04 00:00:00,MIR/USD,1.1314,1.19,1.1009,1.1732,229789.73427676715,195865.78100645
1651536000000,2022-05-03 00:00:00,MIR/USD,1.0446,1.2623,1.0368,1.1403,272955.38021428866,239371.55153406
1651449600000,2022-05-02 00:00:00,MIR/USD,1.0608,1.0775,1.0385,1.0454,32711.834370187986,31291.21328696
1651363200000,2022-05-01 00:00:00,MIR/USD,1.0064,1.0622,1.0023,1.0536,60349.53364799799,57279.35995444
1651276800000,2022-04-30 00:00:00,MIR/USD,1.123,1.133,1.008,1.0094,43019.34338097304,42618.72734394
1651190400000,2022-04-29 00:00:00,MIR/USD,1.1749,1.1785,1.0934,1.1225,279271.4320144178,248794.1487879
1651104000000,2022-04-28 00:00:00,MIR/USD,1.2078,1.2192,1.1627,1.1727,59891.68544790617,51071.61716373
1651017600000,2022-04-27 00:00:00,MIR/USD,1.1649,1.2318,1.159,1.2121,48926.32878701379,40364.92763552
1650931200000,2022-04-26 00:00:00,MIR/USD,1.282,1.3114,1.1572,1.1648,117551.73762071668,100920.10441339
1650844800000,2022-04-25 00:00:00,MIR/USD,1.2901,1.2901,1.2134,1.2811,364544.57386501395,284555.90809852
1650758400000,2022-04-24 00:00:00,MIR/USD,1.349,1.3549,1.2888,1.2888,306888.3558577632,238119.45674873
1650672000000,2022-04-23 00:00:00,MIR/USD,1.3639,1.3817,1.3451,1.3525,153552.35468307056,113532.24006142
1650585600000,2022-04-22 00:00:00,MIR/USD,1.3578,1.3917,1.3546,1.3635,107925.51544621047,79153.29332322
1650499200000,2022-04-21 00:00:00,MIR/USD,1.4409,1.4764,1.357,1.359,306684.4856076574,225669.23149938
1650412800000,2022-04-20 00:00:00,MIR/USD,1.4661,1.5106,1.4317,1.4371,293644.0780388106,204330.99856573
1650326400000,2022-04-19 00:00:00,MIR/USD,1.4601,1.5188,1.4338,1.4707,399592.5046647188,271702.25380072
1650240000000,2022-04-18 00:00:00,MIR/USD,1.5058,1.5327,1.3311,1.454,855511.6467758964,588384.90149649
1650153600000,2022-04-17 00:00:00,MIR/USD,1.5687,1.6042,1.5083,1.5116,178679.79068588797,118205.7360981
1650067200000,2022-04-16 00:00:00,MIR/USD,1.5889,1.5928,1.5649,1.5679,242156.06266307135,154446.11433323
1649980800000,2022-04-15 00:00:00,MIR/USD,1.6162,1.6367,1.5752,1.583,282067.1988254313,178185.21719863
1649894400000,2022-04-14 00:00:00,MIR/USD,1.6423,1.6986,1.6,1.6121,395980.8317540582,245630.43964646
1649808000000,2022-04-13 00:00:00,MIR/USD,1.6551,1.7075,1.6107,1.6396,748576.9723975105,456560.72968865
1649721600000,2022-04-12 00:00:00,MIR/USD,1.5574,1.6861,1.5491,1.6557,657763.4874225117,397272.14315547
1649635200000,2022-04-11 00:00:00,MIR/USD,1.8029,1.8329,1.555,1.5554,788688.10461218,507064.4879852
1649548800000,2022-04-10 00:00:00,MIR/USD,1.9308,1.9376,1.7984,1.8073,831932.3084676983,460317.77151978
1649462400000,2022-04-09 00:00:00,MIR/USD,1.7651,1.983,1.7614,1.9284,2191332.861686245,1136347.67770496
1649376000000,2022-04-08 00:00:00,MIR/USD,1.9339,1.9535,1.7465,1.767,1546199.7061795439,875042.27853964
1649289600000,2022-04-07 00:00:00,MIR/USD,1.7147,2.0553,1.7124,1.9382,2923273.9118649466,1508241.62205394
1649203200000,2022-04-06 00:00:00,MIR/USD,1.8482,1.8839,1.6548,1.7197,1439443.88271664,837031.97227228
1649116800000,2022-04-05 00:00:00,MIR/USD,1.9638,2.2554,1.8295,1.8464,3660807.4785353113,1982673.02780292
1649030400000,2022-04-04 00:00:00,MIR/USD,1.6931,2.1184,1.6569,1.9643,3678497.2291444107,1872675.87901258
1648944000000,2022-04-03 00:00:00,MIR/USD,1.6717,1.7073,1.6425,1.6959,1241971.20087441,732337.52041654
1648857600000,2022-04-02 00:00:00,MIR/USD,1.6589,1.8022,1.6508,1.6712,1633702.8708464806,977562.75182293
1648771200000,2022-04-01 00:00:00,MIR/USD,1.6353,1.6807,1.5833,1.6599,1303499.7727639498,785288.1334803
1648684800000,2022-03-31 00:00:00,MIR/USD,1.7852,1.8381,1.6252,1.635,1005390.0365862305,614917.45356956
1648598400000,2022-03-30 00:00:00,MIR/USD,1.8423,1.9122,1.7644,1.7885,1816386.4380157155,1015592.08164144
1648512000000,2022-03-29 00:00:00,MIR/USD,1.6513,1.8744,1.6513,1.8466,2505482.8136118343,1356808.62862116
1648425600000,2022-03-28 00:00:00,MIR/USD,1.6737,1.7953,1.6404,1.6515,1016451.9927659364,615471.99077562
1648339200000,2022-03-27 00:00:00,MIR/USD,1.6212,1.6765,1.6197,1.6743,417880.98557237437,249585.48980014
1648252800000,2022-03-26 00:00:00,MIR/USD,1.6111,1.6903,1.5955,1.6195,326988.25276957697,201906.91742487001
1648166400000,2022-03-25 00:00:00,MIR/USD,1.6697,1.6796,1.5945,1.607,397208.37830211374,247173.85084139
1648080000000,2022-03-24 00:00:00,MIR/USD,1.6856,1.7362,1.6387,1.6707,1053512.6325533642,630581.57212747
1647993600000,2022-03-23 00:00:00,MIR/USD,1.6216,1.6876,1.5898,1.687,301367.3544644428,178640.99256932
1647907200000,2022-03-22 00:00:00,MIR/USD,1.6043,1.6754,1.5928,1.6245,361691.8389019684,222648.10027822
1647820800000,2022-03-21 00:00:00,MIR/USD,1.6028,1.6784,1.5745,1.6015,276453.9357009654,172621.8768036
1647734400000,2022-03-20 00:00:00,MIR/USD,1.6754,1.6967,1.6011,1.6094,173744.48315743377,107956.06012019
1647648000000,2022-03-19 00:00:00,MIR/USD,1.6359,1.7382,1.6359,1.6826,386423.16138542147,229658.3628821
1647561600000,2022-03-18 00:00:00,MIR/USD,1.6807,1.6994,1.5949,1.6339,318001.3798485827,194627.1986343
1647475200000,2022-03-17 00:00:00,MIR/USD,1.7253,1.7822,1.6622,1.6893,189266.61172114455,112038.48441434
1647388800000,2022-03-16 00:00:00,MIR/USD,1.8125,1.8878,1.647,1.7332,1357232.2226910125,783078.82684688
1647302400000,2022-03-15 00:00:00,MIR/USD,1.6443,1.927,1.5693,1.8114,2757720.5092681935,1522424.92506801
1647216000000,2022-03-14 00:00:00,MIR/USD,1.6828,1.7794,1.5712,1.6393,799541.3189910304,487733.37338561
1647129600000,2022-03-13 00:00:00,MIR/USD,1.8444,1.8814,1.6739,1.6823,1100923.5241147683,654415.69524744
1647043200000,2022-03-12 00:00:00,MIR/USD,1.9063,2.1454,1.8446,1.8446,1597726.1877841093,866164.03978321
1646956800000,2022-03-11 00:00:00,MIR/USD,2.0328,2.3066,1.8917,1.8917,2061422.5635483854,1089719.59800623
1646870400000,2022-03-10 00:00:00,MIR/USD,2.1173,2.3105,1.7837,2.0321,3732884.99140424,1836959.29895391
1646784000000,2022-03-09 00:00:00,MIR/USD,1.5125,2.1406,1.5102,2.1124,8866970.58027374,4197581.22527634
1646697600000,2022-03-08 00:00:00,MIR/USD,1.486,1.5923,1.4094,1.5148,2941313.0510902824,1941717.09208495
1646611200000,2022-03-07 00:00:00,MIR/USD,1.7021,1.7966,1.4411,1.4882,3865619.176056109,2597513.22137892
1646524800000,2022-03-06 00:00:00,MIR/USD,1.9253,2.4108,1.6174,1.7055,4772223.823784169,2798137.68618245
1646438400000,2022-03-05 00:00:00,MIR/USD,1.1644,2.0734,1.1425,1.9291,2132441.504372421,1105407.44615231
1646352000000,2022-03-04 00:00:00,MIR/USD,1.2611,1.2611,1.1576,1.1705,117280.7413635076,100197.13059676
1646265600000,2022-03-03 00:00:00,MIR/USD,1.3127,1.3133,1.2483,1.2635,101262.06730104816,80144.0975869
1646179200000,2022-03-02 00:00:00,MIR/USD,1.3554,1.3708,1.2778,1.312,169879.03589062433,129480.97247761
1646092800000,2022-03-01 00:00:00,MIR/USD,1.4198,1.4354,1.33,1.3609,226114.31592027974,166150.57382635
1646006400000,2022-02-28 00:00:00,MIR/USD,1.2904,1.4429,1.2784,1.4121,355069.3598362726,251447.74437807
1645920000000,2022-02-27 00:00:00,MIR/USD,1.5369,1.5755,1.2858,1.2962,354827.4682510238,273744.38223347
1645833600000,2022-02-26 00:00:00,MIR/USD,1.3009,1.6008,1.2721,1.5366,1219046.2977418934,793340.03497455
1645747200000,2022-02-25 00:00:00,MIR/USD,1.0579,1.312,1.0555,1.2988,703614.7042498571,541742.149869
1645660800000,2022-02-24 00:00:00,MIR/USD,1.1046,1.121,0.9982,1.0573,411059.81384810735,388782.5724469
1645574400000,2022-02-23 00:00:00,MIR/USD,1.1884,1.2162,1.1051,1.1051,294700.37532323383,266673.03893153
1645488000000,2022-02-22 00:00:00,MIR/USD,1.14,1.2036,1.1172,1.1886,198688.78082321852,167162.02324013
1645401600000,2022-02-21 00:00:00,MIR/USD,1.164,1.2249,1.1373,1.1374,374006.6136805574,328825.93079001
1645315200000,2022-02-20 00:00:00,MIR/USD,1.2527,1.3521,1.1545,1.1661,533483.0983333897,457493.43824148
1645228800000,2022-02-19 00:00:00,MIR/USD,1.2469,1.2831,1.2087,1.2505,288708.78106152714,230874.67497923
1645142400000,2022-02-18 00:00:00,MIR/USD,1.3596,1.4245,1.2331,1.2476,765426.3627391733,613519.04676112
1645056000000,2022-02-17 00:00:00,MIR/USD,1.4933,1.6288,1.3506,1.3578,2178715.721566468,1604592.51846109
1644969600000,2022-02-16 00:00:00,MIR/USD,1.3029,1.5392,1.2804,1.4905,2417506.6552039697,1621943.41174369
1644883200000,2022-02-15 00:00:00,MIR/USD,1.1671,1.3297,1.1663,1.3102,580815.0224553013,443302.56636796
1644796800000,2022-02-14 00:00:00,MIR/USD,1.1761,1.1799,1.1471,1.1705,87989.80992114122,75172.84059901
1644710400000,2022-02-13 00:00:00,MIR/USD,1.1958,1.3101,1.1601,1.1768,374307.01184556744,318071.89993675
1644624000000,2022-02-12 00:00:00,MIR/USD,1.2223,1.228,1.1827,1.1936,134903.10073478537,113022.03479791
1644537600000,2022-02-11 00:00:00,MIR/USD,1.2576,1.2956,1.2153,1.2219,278299.63956576557,227759.75085176
1644451200000,2022-02-10 00:00:00,MIR/USD,1.3626,1.3696,1.2577,1.2583,310090.2300838402,246435.85002292
1644364800000,2022-02-09 00:00:00,MIR/USD,1.346,1.3657,1.2946,1.3625,293718.0322453511,215572.86770301
1644278400000,2022-02-08 00:00:00,MIR/USD,1.3279,1.3999,1.3116,1.3437,306306.42916204454,227957.45267697
1644192000000,2022-02-07 00:00:00,MIR/USD,1.2736,1.3638,1.26,1.3279,312323.3055243544,235200.9229041
1644105600000,2022-02-06 00:00:00,MIR/USD,1.2669,1.2927,1.2471,1.2774,289729.90092743817,226812.19737548
1644019200000,2022-02-05 00:00:00,MIR/USD,1.258,1.3098,1.2579,1.2667,382549.25083583395,302004.61895937
1643932800000,2022-02-04 00:00:00,MIR/USD,1.2715,1.2789,1.2101,1.2596,538172.8738399831,427256.96557636
1643846400000,2022-02-03 00:00:00,MIR/USD,1.1592,1.3131,1.1592,1.2769,1246627.4924638679,976292.18612567
1643760000000,2022-02-02 00:00:00,MIR/USD,1.1632,1.1869,1.1414,1.1588,120320.78525931895,103832.22752789
1643673600000,2022-02-01 00:00:00,MIR/USD,1.1401,1.1946,1.1391,1.1655,160787.555290524,137955.86039513
1643587200000,2022-01-31 00:00:00,MIR/USD,1.138,1.1466,1.1122,1.1425,116719.17083162979,102161.19985263
1643500800000,2022-01-30 00:00:00,MIR/USD,1.1682,1.1734,1.1255,1.1434,104506.08808918818,91399.41235717
1643414400000,2022-01-29 00:00:00,MIR/USD,1.1608,1.1826,1.152,1.1676,96410.1328187592,82571.199742
1643328000000,2022-01-28 00:00:00,MIR/USD,1.1519,1.1676,1.1276,1.1562,195422.1784869433,169021.0850086
1643241600000,2022-01-27 00:00:00,MIR/USD,1.19,1.2518,1.1276,1.1531,495422.3135763294,429643.84145029
1643155200000,2022-01-26 00:00:00,MIR/USD,1.2083,1.249,1.1798,1.1966,558298.4680940055,466570.67365369
1643068800000,2022-01-25 00:00:00,MIR/USD,1.2562,1.2562,1.1858,1.2122,279921.4403187386,230920.17845136
1642982400000,2022-01-24 00:00:00,MIR/USD,1.2965,1.2965,1.2125,1.2617,717943.0009221925,569028.29588824
1642896000000,2022-01-23 00:00:00,MIR/USD,1.2834,1.3235,1.2543,1.3035,248109.36882116355,190340.90435072
1642809600000,2022-01-22 00:00:00,MIR/USD,1.4091,1.4194,1.2678,1.2911,620753.0325126842,480793.92185941
1642723200000,2022-01-21 00:00:00,MIR/USD,1.5,1.5253,1.387,1.4077,1224549.7317194357,869893.96300308
1642636800000,2022-01-20 00:00:00,MIR/USD,1.5291,1.5759,1.4993,1.4993,340461.84631564125,227080.53512682
1642550400000,2022-01-19 00:00:00,MIR/USD,1.5865,1.5942,1.528,1.5319,604455.5496832045,394578.98667224
1642464000000,2022-01-18 00:00:00,MIR/USD,1.6428,1.6525,1.5751,1.5867,1030220.7977092987,649285.1816407
1642377600000,2022-01-17 00:00:00,MIR/USD,1.702,1.7028,1.6349,1.6418,201125.07534929362,122502.78678846
1642291200000,2022-01-16 00:00:00,MIR/USD,1.7308,1.7473,1.6958,1.7017,134896.4651009085,79271.59023383
1642204800000,2022-01-15 00:00:00,MIR/USD,1.7301,1.7564,1.7234,1.7412,450506.12982210825,258733.13222037
1642118400000,2022-01-14 00:00:00,MIR/USD,1.8754,1.8943,1.6783,1.7256,598899.6823106006,347067.50249803
1642032000000,2022-01-13 00:00:00,MIR/USD,1.8079,1.973,1.7651,1.8754,986105.7765469513,525810.90783137
1641945600000,2022-01-12 00:00:00,MIR/USD,1.7731,1.8315,1.7729,1.8093,149387.3745443698,82566.39282837
1641859200000,2022-01-11 00:00:00,MIR/USD,1.753,1.7811,1.733,1.7621,113873.02938269978,64623.47731837
1641772800000,2022-01-10 00:00:00,MIR/USD,1.8482,1.8833,1.7152,1.7503,411416.85518808605,235055.05067022
1641686400000,2022-01-09 00:00:00,MIR/USD,1.8424,1.8714,1.7968,1.8487,140564.6823221561,76034.33889877
1641600000000,2022-01-08 00:00:00,MIR/USD,1.9148,1.9492,1.8398,1.8407,212351.2843088502,115364.41805229
1641513600000,2022-01-07 00:00:00,MIR/USD,2.0217,2.0217,1.9107,1.9108,433750.3690090994,226999.35577198
1641427200000,2022-01-06 00:00:00,MIR/USD,2.0869,2.0869,2.0022,2.0245,133766.502988315,66073.84687
1641340800000,2022-01-05 00:00:00,MIR/USD,2.2102,2.2392,2.057,2.093,201880.6905601759,96455.1794363
1641254400000,2022-01-04 00:00:00,MIR/USD,2.2926,2.3148,2.2041,2.2103,355501.0201536889,160838.35685368
1641168000000,2022-01-03 00:00:00,MIR/USD,2.4007,2.4019,2.293,2.293,162494.07812589372,70865.27611247
1641081600000,2022-01-02 00:00:00,MIR/USD,2.4698,2.5006,2.3986,2.3986,273897.06221327424,114190.38698127
1640995200000,2022-01-01 00:00:00,MIR/USD,2.4473,2.4714,2.4194,2.4698,142566.61173267278,57723.95000918
1640908800000,2021-12-31 00:00:00,MIR/USD,2.3842,2.5511,2.3641,2.4518,551848.5400048337,225078.93792513
1640822400000,2021-12-30 00:00:00,MIR/USD,2.3897,2.4272,2.3594,2.3767,188451.05384322966,79291.05644096
1640736000000,2021-12-29 00:00:00,MIR/USD,2.4549,2.4664,2.3902,2.3902,346947.7942782621,145154.29431774
1640649600000,2021-12-28 00:00:00,MIR/USD,2.6327,2.6363,2.4531,2.467,500040.7099876286,202691.8159658
1640563200000,2021-12-27 00:00:00,MIR/USD,2.7286,2.7499,2.6334,2.6361,393790.6644560785,149383.81110583
1640476800000,2021-12-26 00:00:00,MIR/USD,2.6474,2.7439,2.5882,2.7286,773162.8255176947,283355.13652338
1640390400000,2021-12-25 00:00:00,MIR/USD,2.537,2.6879,2.5292,2.6483,892486.4679854827,337003.53735811
1640304000000,2021-12-24 00:00:00,MIR/USD,2.5123,2.6333,2.5123,2.5381,981933.404690208,386877.35104614
1640217600000,2021-12-23 00:00:00,MIR/USD,2.4652,2.5152,2.425,2.5123,518437.06084624276,206359.53542421
1640131200000,2021-12-22 00:00:00,MIR/USD,2.5133,2.5515,2.4642,2.4642,409293.6296591372,166095.94580762
1640044800000,2021-12-21 00:00:00,MIR/USD,2.4418,2.5173,2.4206,2.5087,731746.158894298,291683.40530725
1639958400000,2021-12-20 00:00:00,MIR/USD,2.5822,2.5822,2.4274,2.4415,1048586.460225076,429484.52190255
1639872000000,2021-12-19 00:00:00,MIR/USD,2.5701,2.6897,2.5163,2.5828,2976874.8533238345,1152576.60419848
1639785600000,2021-12-18 00:00:00,MIR/USD,2.4717,2.7371,2.379,2.567,4605734.817729243,1794209.12260586
1639699200000,2021-12-17 00:00:00,MIR/USD,2.2792,2.4717,2.2056,2.4641,2201548.029652229,893449.14153331
1639612800000,2021-12-16 00:00:00,MIR/USD,2.3129,2.3697,2.2797,2.2797,966123.0528449395,423793.94343332
