https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume SNT
1651363200000,2022-05-01 00:00:00,SNT/USD,0.053308,0.054579,0.050952,0.054579,5991.576244345727,109778.05097832
1651276800000,2022-04-30 00:00:00,SNT/USD,0.057653,0.057919,0.053103,0.053338,5719.4520399472385,107230.34309399
1651190400000,2022-04-29 00:00:00,SNT/USD,0.0597,0.059989,0.057115,0.057587,2039.3774718242998,35413.8515954
1651104000000,2022-04-28 00:00:00,SNT/USD,0.059972,0.060348,0.058367,0.059756,3545.647971954497,59335.43028239
1651017600000,2022-04-27 00:00:00,SNT/USD,0.058934,0.061503,0.057791,0.060042,20122.88516580125,335146.81665836
1650931200000,2022-04-26 00:00:00,SNT/USD,0.06229,0.062714,0.058045,0.058934,3170.164609741856,53791.77740764
1650844800000,2022-04-25 00:00:00,SNT/USD,0.063382,0.06886,0.058338,0.062328,35043.60032967811,562244.90324859
1650758400000,2022-04-24 00:00:00,SNT/USD,0.063648,0.063795,0.062449,0.063343,6083.444166933857,96039.72288862
1650672000000,2022-04-23 00:00:00,SNT/USD,0.064162,0.064268,0.062564,0.063548,3003.39843437726,47261.88761845
1650585600000,2022-04-22 00:00:00,SNT/USD,0.06505,0.065858,0.062876,0.063936,5153.017676263725,80596.49768931
1650499200000,2022-04-21 00:00:00,SNT/USD,0.065907,0.068104,0.064248,0.065141,11039.75701404081,169474.78568092
1650412800000,2022-04-20 00:00:00,SNT/USD,0.066941,0.067081,0.064556,0.065801,2972.9801147237094,45181.38196568
1650326400000,2022-04-19 00:00:00,SNT/USD,0.065949,0.067221,0.064902,0.066956,2964.151281819809,44270.13683344
1650240000000,2022-04-18 00:00:00,SNT/USD,0.064537,0.065918,0.060482,0.065918,13673.967255721709,207439.04936014
1650153600000,2022-04-17 00:00:00,SNT/USD,0.068322,0.068322,0.064415,0.064614,12549.208917498903,194218.10934935
1650067200000,2022-04-16 00:00:00,SNT/USD,0.071074,0.071074,0.067331,0.06836,11268.967872734022,164847.39427639
1649980800000,2022-04-15 00:00:00,SNT/USD,0.067696,0.073163,0.067234,0.071004,21106.53385693772,297258.37779474
1649894400000,2022-04-14 00:00:00,SNT/USD,0.065237,0.075785,0.065237,0.06754,41780.50701115711,618603.89415394
1649808000000,2022-04-13 00:00:00,SNT/USD,0.061956,0.069852,0.061956,0.065268,12330.916257578638,188927.4415882
1649721600000,2022-04-12 00:00:00,SNT/USD,0.059721,0.06439,0.058247,0.061884,5962.664902144294,96352.28657075
1649635200000,2022-04-11 00:00:00,SNT/USD,0.066241,0.066241,0.059366,0.059534,10826.677477361609,181857.04769310998
1649548800000,2022-04-10 00:00:00,SNT/USD,0.069215,0.069215,0.065808,0.066103,8633.824755138861,130611.69319303
1649462400000,2022-04-09 00:00:00,SNT/USD,0.064215,0.075717,0.06411,0.069711,16386.8407299364,235068.22065293
1649376000000,2022-04-08 00:00:00,SNT/USD,0.066089,0.06706,0.064179,0.064179,7549.334857058767,117629.36251825
1649289600000,2022-04-07 00:00:00,SNT/USD,0.064295,0.066393,0.062996,0.066225,6134.323875211576,92628.522087
1649203200000,2022-04-06 00:00:00,SNT/USD,0.071607,0.072072,0.064083,0.064169,13420.527249930285,209143.46880784
1649116800000,2022-04-05 00:00:00,SNT/USD,0.072658,0.074214,0.071018,0.071658,2180.3107096787116,30426.61963324
1649030400000,2022-04-04 00:00:00,SNT/USD,0.077035,0.077035,0.07044,0.072721,3446.754164475937,47396.95774915
1648944000000,2022-04-03 00:00:00,SNT/USD,0.075973,0.077556,0.074757,0.076965,6243.629123845639,81122.9665932
1648857600000,2022-04-02 00:00:00,SNT/USD,0.077446,0.079045,0.075557,0.07585,6315.97714184255,83269.30971447
1648771200000,2022-04-01 00:00:00,SNT/USD,0.076928,0.078127,0.07297,0.077578,11808.303772284558,152212.01593602
1648684800000,2022-03-31 00:00:00,SNT/USD,0.077654,0.084446,0.075005,0.076867,36799.60725098125,478743.89856481
1648598400000,2022-03-30 00:00:00,SNT/USD,0.074104,0.078485,0.070875,0.07741,16748.470504555204,216360.55425081
1648512000000,2022-03-29 00:00:00,SNT/USD,0.074933,0.076569,0.072485,0.073614,10778.126477096883,146414.08532476
1648425600000,2022-03-28 00:00:00,SNT/USD,0.078305,0.080309,0.07526,0.07526,19150.55811251767,254458.65150834
1648339200000,2022-03-27 00:00:00,SNT/USD,0.080647,0.085801,0.072872,0.078305,128010.63127273144,1634769.57119892
1648252800000,2022-03-26 00:00:00,SNT/USD,0.061481,0.080397,0.061297,0.080397,78973.99527366465,982300.27580214
1648166400000,2022-03-25 00:00:00,SNT/USD,0.061749,0.0628,0.061085,0.061436,8441.63003418271,137405.2678264
1648080000000,2022-03-24 00:00:00,SNT/USD,0.061513,0.062163,0.060197,0.061866,6239.946815774405,100862.29618489
1647993600000,2022-03-23 00:00:00,SNT/USD,0.060949,0.061595,0.059627,0.061595,3441.267523614497,55869.26736934
1647907200000,2022-03-22 00:00:00,SNT/USD,0.057964,0.062674,0.057816,0.061194,29268.927008428876,478297.33320961
1647820800000,2022-03-21 00:00:00,SNT/USD,0.058508,0.05893,0.056832,0.058079,7672.611828133218,132106.47270327
1647734400000,2022-03-20 00:00:00,SNT/USD,0.059322,0.060961,0.057531,0.05818,6891.284857471169,118447.65997716
1647648000000,2022-03-19 00:00:00,SNT/USD,0.058096,0.059956,0.057526,0.059545,10569.892364784613,177510.99781316
1647561600000,2022-03-18 00:00:00,SNT/USD,0.057181,0.058396,0.055742,0.058311,3860.4217527340043,66204.00529461
1647475200000,2022-03-17 00:00:00,SNT/USD,0.05738,0.058127,0.056407,0.057601,9206.041742362662,159824.33885458
1647388800000,2022-03-16 00:00:00,SNT/USD,0.056218,0.057461,0.054931,0.057366,8527.19073336524,148645.37763423
1647302400000,2022-03-15 00:00:00,SNT/USD,0.057028,0.057028,0.054318,0.056119,7680.406679340693,136859.29327573002
1647216000000,2022-03-14 00:00:00,SNT/USD,0.055436,0.057491,0.05414,0.056849,10039.408982169398,176597.81143326
1647129600000,2022-03-13 00:00:00,SNT/USD,0.059457,0.059716,0.055135,0.05556,5074.487443966395,91333.46731401
1647043200000,2022-03-12 00:00:00,SNT/USD,0.056017,0.059952,0.055991,0.059341,32367.58797423446,545450.66605272
1646956800000,2022-03-11 00:00:00,SNT/USD,0.057119,0.058183,0.054659,0.055794,10224.304179209888,183250.96209646
1646870400000,2022-03-10 00:00:00,SNT/USD,0.0622,0.0622,0.056417,0.05729,14939.122178403466,260763.17295171
1646784000000,2022-03-09 00:00:00,SNT/USD,0.058582,0.069463,0.058582,0.062196,28675.9357660185,461057.5562097
1646697600000,2022-03-08 00:00:00,SNT/USD,0.056567,0.062466,0.056237,0.058341,30975.500467310405,530938.79891175
1646611200000,2022-03-07 00:00:00,SNT/USD,0.052857,0.058268,0.051834,0.056587,51392.62102756588,908205.43636464
1646524800000,2022-03-06 00:00:00,SNT/USD,0.054813,0.05513,0.052368,0.05279,8994.774700759981,170387.85188028
1646438400000,2022-03-05 00:00:00,SNT/USD,0.054152,0.055144,0.052605,0.054874,6401.880902239704,116665.10373291
1646352000000,2022-03-04 00:00:00,SNT/USD,0.05547,0.057323,0.052553,0.054067,21522.56564336636,398072.12612807
1646265600000,2022-03-03 00:00:00,SNT/USD,0.05712,0.057928,0.054885,0.055473,28095.202478592088,506466.25346731
1646179200000,2022-03-02 00:00:00,SNT/USD,0.058233,0.058233,0.055479,0.05709,15598.630601437204,273228.77213938
1646092800000,2022-03-01 00:00:00,SNT/USD,0.056558,0.060251,0.056003,0.058204,65718.76174898467,1129110.74408949
1646006400000,2022-02-28 00:00:00,SNT/USD,0.051303,0.057808,0.05102,0.056423,12253.62802545356,217174.34424709
1645920000000,2022-02-27 00:00:00,SNT/USD,0.054034,0.055888,0.051042,0.051478,2904.652323881117,56425.11993242
1645833600000,2022-02-26 00:00:00,SNT/USD,0.051537,0.058333,0.051537,0.053847,9163.03783111443,170168.02850882
1645747200000,2022-02-25 00:00:00,SNT/USD,0.048388,0.051736,0.047299,0.051575,5804.02794522381,112535.68483226
1645660800000,2022-02-24 00:00:00,SNT/USD,0.049187,0.050024,0.043059,0.048373,13371.667653023065,276428.33094956
1645574400000,2022-02-23 00:00:00,SNT/USD,0.050041,0.052038,0.048694,0.049381,3878.9914901871075,78552.30736897
1645488000000,2022-02-22 00:00:00,SNT/USD,0.048622,0.050159,0.046665,0.049864,4770.802399059293,95676.28748314
1645401600000,2022-02-21 00:00:00,SNT/USD,0.052543,0.054212,0.048627,0.048701,5345.658855826161,109764.86839749
1645315200000,2022-02-20 00:00:00,SNT/USD,0.054584,0.057565,0.051311,0.052616,13570.38957185933,257913.74433365001
1645228800000,2022-02-19 00:00:00,SNT/USD,0.054989,0.055704,0.053096,0.054661,7745.736308720529,141704.98726186
1645142400000,2022-02-18 00:00:00,SNT/USD,0.055158,0.057032,0.054502,0.055054,7813.3421995722765,141921.42622829
1645056000000,2022-02-17 00:00:00,SNT/USD,0.059626,0.060677,0.055167,0.055293,10336.826369067132,186946.38325045
1644969600000,2022-02-16 00:00:00,SNT/USD,0.060832,0.061038,0.058035,0.059615,3732.7188230429388,62613.751959119996
1644883200000,2022-02-15 00:00:00,SNT/USD,0.057248,0.060913,0.056638,0.06081,3899.1356708139706,64119.97485305
1644796800000,2022-02-14 00:00:00,SNT/USD,0.058505,0.058505,0.055678,0.057212,5841.959652469527,102110.73992291
1644710400000,2022-02-13 00:00:00,SNT/USD,0.059508,0.063839,0.057727,0.058769,17589.901130423692,299305.77567125
1644624000000,2022-02-12 00:00:00,SNT/USD,0.058336,0.059372,0.055571,0.05927,4808.222119940329,81124.04454092
1644537600000,2022-02-11 00:00:00,SNT/USD,0.06237,0.062372,0.056613,0.058406,7054.348693342271,120781.2329785
1644451200000,2022-02-10 00:00:00,SNT/USD,0.063872,0.068004,0.062155,0.062582,24878.19504625154,397529.56195474
1644364800000,2022-02-09 00:00:00,SNT/USD,0.065278,0.065278,0.061522,0.064085,31157.08252477491,486183.70172076003
1644278400000,2022-02-08 00:00:00,SNT/USD,0.063639,0.071714,0.062805,0.065269,69198.28780636503,1060201.44029118
1644192000000,2022-02-07 00:00:00,SNT/USD,0.056382,0.069242,0.055763,0.064016,53695.56133292359,838783.44996444
1644105600000,2022-02-06 00:00:00,SNT/USD,0.056164,0.057005,0.054155,0.056411,7050.2022345771775,124979.21034155
1644019200000,2022-02-05 00:00:00,SNT/USD,0.054781,0.057277,0.054397,0.056126,15490.695738606557,275998.56997838
1643932800000,2022-02-04 00:00:00,SNT/USD,0.050866,0.055072,0.050262,0.054731,32627.756921709955,596147.64798213
1643846400000,2022-02-03 00:00:00,SNT/USD,0.049309,0.051968,0.048872,0.050898,7410.221818222307,145589.6463166
1643760000000,2022-02-02 00:00:00,SNT/USD,0.049929,0.054854,0.049263,0.049276,13456.580956395046,273085.90300339
1643673600000,2022-02-01 00:00:00,SNT/USD,0.049536,0.050243,0.048795,0.049878,1389.4155279184838,27856.27988128
1643587200000,2022-01-31 00:00:00,SNT/USD,0.049209,0.05,0.046889,0.05,4787.849606855,95756.9921371
1643500800000,2022-01-30 00:00:00,SNT/USD,0.049975,0.051007,0.048286,0.049278,4925.82884100287,99959.99920863
1643414400000,2022-01-29 00:00:00,SNT/USD,0.048882,0.050713,0.048329,0.049977,4157.5685072553,83189.6373783
1643328000000,2022-01-28 00:00:00,SNT/USD,0.047492,0.04919,0.046543,0.049132,3991.808231046537,81246.60569581
1643241600000,2022-01-27 00:00:00,SNT/USD,0.047596,0.048821,0.045719,0.047823,10454.19289340647,218601.77934062
1643155200000,2022-01-26 00:00:00,SNT/USD,0.045659,0.056512,0.044966,0.047551,36405.3361378625,765606.11002634
1643068800000,2022-01-25 00:00:00,SNT/USD,0.046169,0.048,0.042385,0.04582,27202.34469465525,593678.40887506
1642982400000,2022-01-24 00:00:00,SNT/USD,0.04869,0.049501,0.040484,0.045994,53524.101804279395,1163719.21999129
1642896000000,2022-01-23 00:00:00,SNT/USD,0.045489,0.054578,0.045377,0.048736,45717.40172394111,938062.24811107
1642809600000,2022-01-22 00:00:00,SNT/USD,0.050158,0.052897,0.042718,0.045545,22680.021149757536,497969.50597777
1642723200000,2022-01-21 00:00:00,SNT/USD,0.056939,0.057614,0.049307,0.050177,47376.991303588744,944197.36739121
1642636800000,2022-01-20 00:00:00,SNT/USD,0.058711,0.061252,0.056726,0.057144,41301.416637063936,722760.3359419
1642550400000,2022-01-19 00:00:00,SNT/USD,0.059963,0.060018,0.05719,0.058684,34062.299299773316,580435.88200827
1642464000000,2022-01-18 00:00:00,SNT/USD,0.061915,0.064504,0.058884,0.060171,109398.06916687735,1818119.5121716
1642377600000,2022-01-17 00:00:00,SNT/USD,0.062797,0.063972,0.060734,0.061875,61501.022882475416,993955.92537334
1642291200000,2022-01-16 00:00:00,SNT/USD,0.06343,0.06343,0.062134,0.063025,3750.976155722117,59515.68672308
1642204800000,2022-01-15 00:00:00,SNT/USD,0.064604,0.064604,0.062786,0.063756,23682.736490244897,371458.94488746
1642118400000,2022-01-14 00:00:00,SNT/USD,0.062472,0.073976,0.062174,0.064763,140885.47700320202,2175400.72268428
1642032000000,2022-01-13 00:00:00,SNT/USD,0.061637,0.065328,0.060734,0.062124,39070.27887549524,628907.9723697
1641945600000,2022-01-12 00:00:00,SNT/USD,0.058829,0.061637,0.05829,0.061364,3910.0065743594564,63718.24806661
1641859200000,2022-01-11 00:00:00,SNT/USD,0.057095,0.058916,0.055874,0.058812,18020.028084825797,306400.5319463
1641772800000,2022-01-10 00:00:00,SNT/USD,0.059689,0.060665,0.053653,0.057027,25005.5547774978,438486.23945671
1641686400000,2022-01-09 00:00:00,SNT/USD,0.058742,0.060517,0.058473,0.059689,22441.450591286582,375972.96974797
1641600000000,2022-01-08 00:00:00,SNT/USD,0.061167,0.062458,0.057734,0.058964,8901.198910252935,150959.88925875
1641513600000,2022-01-07 00:00:00,SNT/USD,0.064323,0.064558,0.05971,0.06117,15224.581791817138,248889.68108251
1641427200000,2022-01-06 00:00:00,SNT/USD,0.065271,0.068008,0.061955,0.063933,7549.6235304678075,118086.48945721
1641340800000,2022-01-05 00:00:00,SNT/USD,0.071535,0.073648,0.063418,0.065899,124771.80135828894,1893379.28281596
1641254400000,2022-01-04 00:00:00,SNT/USD,0.071439,0.073842,0.071438,0.072,55371.36245849712,769046.70081246
1641168000000,2022-01-03 00:00:00,SNT/USD,0.073114,0.07543,0.070206,0.071401,53906.08133735039,754976.55967494
1641081600000,2022-01-02 00:00:00,SNT/USD,0.069897,0.074454,0.06948,0.073187,51691.95420883499,706299.67355999
1640995200000,2022-01-01 00:00:00,SNT/USD,0.068388,0.070152,0.068388,0.070087,10441.750685845722,148982.70272441
1640908800000,2021-12-31 00:00:00,SNT/USD,0.069486,0.070576,0.067358,0.068388,14478.532841927507,211711.59913914
1640822400000,2021-12-30 00:00:00,SNT/USD,0.068609,0.070702,0.067709,0.069265,2427.579913725891,35047.71405076
1640736000000,2021-12-29 00:00:00,SNT/USD,0.070017,0.071129,0.068275,0.068704,15727.408559827369,228915.47158575
1640649600000,2021-12-28 00:00:00,SNT/USD,0.07488,0.07488,0.069996,0.070383,7554.893955637094,107339.75470834
1640563200000,2021-12-27 00:00:00,SNT/USD,0.074319,0.076944,0.073887,0.07457,7352.930212317465,98604.40139892
1640476800000,2021-12-26 00:00:00,SNT/USD,0.07429,0.074572,0.072574,0.074257,9618.864871603437,129534.78960372
1640390400000,2021-12-25 00:00:00,SNT/USD,0.073827,0.074743,0.073602,0.074307,12127.647827170367,163210.03172205
1640304000000,2021-12-24 00:00:00,SNT/USD,0.074895,0.075834,0.073827,0.073976,19503.195624814613,263642.20321205
1640217600000,2021-12-23 00:00:00,SNT/USD,0.071348,0.075634,0.071128,0.074737,11906.162134544227,159307.46664362
1640131200000,2021-12-22 00:00:00,SNT/USD,0.071449,0.072546,0.070527,0.071327,15531.404190393274,217749.2981675
1640044800000,2021-12-21 00:00:00,SNT/USD,0.069719,0.071628,0.06822,0.071016,10669.322415435661,150238.29018018
