https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DGB
1640649600000,2021-12-28 00:00:00,DGB/USD,0.037695,0.037695,0.034083,0.034558,3352.015753818654,96996.80982171
1640563200000,2021-12-27 00:00:00,DGB/USD,0.038518,0.039677,0.037734,0.0379,5988.697813796594,158013.13492867
1640476800000,2021-12-26 00:00:00,DGB/USD,0.036936,0.03888,0.036002,0.038465,3409.7291778142976,88644.98057492
1640390400000,2021-12-25 00:00:00,DGB/USD,0.036885,0.037535,0.036436,0.036833,4466.377638854503,121260.21879441
1640304000000,2021-12-24 00:00:00,DGB/USD,0.037838,0.039,0.03663,0.036753,11897.147928719474,323705.49148966
1640217600000,2021-12-23 00:00:00,DGB/USD,0.035259,0.038526,0.034545,0.03791,11233.903297158939,296330.87040778
1640131200000,2021-12-22 00:00:00,DGB/USD,0.034769,0.036048,0.034668,0.035126,3200.0998155866428,91103.45087931
1640044800000,2021-12-21 00:00:00,DGB/USD,0.033191,0.035758,0.032563,0.035061,6715.351532796816,191533.37134699
1639958400000,2021-12-20 00:00:00,DGB/USD,0.033929,0.034191,0.031727,0.033264,2282.6962103885753,68623.62344843
1639872000000,2021-12-19 00:00:00,DGB/USD,0.035224,0.036249,0.034,0.034,1138.14126499234,33474.74308801
1639785600000,2021-12-18 00:00:00,DGB/USD,0.034415,0.035998,0.033734,0.035632,1821.1890053863651,51111.05201466
1639699200000,2021-12-17 00:00:00,DGB/USD,0.035169,0.035926,0.033303,0.034713,3078.5572032801215,88686.00245672
1639612800000,2021-12-16 00:00:00,DGB/USD,0.035496,0.036562,0.034935,0.035043,18617.967809255446,531289.21066277
1639526400000,2021-12-15 00:00:00,DGB/USD,0.034294,0.035917,0.032545,0.035523,12796.474700093024,360230.68716305
1639440000000,2021-12-14 00:00:00,DGB/USD,0.0329,0.034564,0.03246,0.034444,5347.265049353593,155245.18201584
1639353600000,2021-12-13 00:00:00,DGB/USD,0.036711,0.036779,0.032348,0.032923,20986.500170446176,637441.91508812
1639267200000,2021-12-12 00:00:00,DGB/USD,0.03597,0.037161,0.035171,0.036534,3164.255993789229,86611.26604777
1639180800000,2021-12-11 00:00:00,DGB/USD,0.034187,0.035918,0.03323,0.035783,4915.892977913971,137380.6829476
1639094400000,2021-12-10 00:00:00,DGB/USD,0.036113,0.037311,0.034054,0.034054,2506.6275482288197,73607.43372963
1639008000000,2021-12-09 00:00:00,DGB/USD,0.04056,0.041014,0.035689,0.036049,8958.622123277304,248512.36159886
1638921600000,2021-12-08 00:00:00,DGB/USD,0.038717,0.040849,0.0372,0.040849,14167.247433167002,346819.93275642
