https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BAT
1648425600000,2022-03-28 00:00:00,BAT/USD,0.90232,0.92758,0.8618,0.8714,120731.74951905565,138549.17319148
1648339200000,2022-03-27 00:00:00,BAT/USD,0.85755,0.90737,0.85217,0.90289,85248.10119034586,94416.92918334
1648252800000,2022-03-26 00:00:00,BAT/USD,0.83483,0.85875,0.82765,0.85558,11271.100335553412,13173.63698959
1648166400000,2022-03-25 00:00:00,BAT/USD,0.85726,0.88,0.82455,0.83328,132769.6128173372,159333.7327397
1648080000000,2022-03-24 00:00:00,BAT/USD,0.83486,0.8702,0.81904,0.85901,94001.37992464472,109429.90177605
1647993600000,2022-03-23 00:00:00,BAT/USD,0.81202,0.83737,0.80118,0.83353,28816.849750436526,34572.0606942
1647907200000,2022-03-22 00:00:00,BAT/USD,0.81589,0.82978,0.80327,0.81181,49917.75280606129,61489.45295828
1647820800000,2022-03-21 00:00:00,BAT/USD,0.81858,0.83084,0.79433,0.81629,18419.504612974586,22564.9029303
1647734400000,2022-03-20 00:00:00,BAT/USD,0.84082,0.85084,0.8059,0.81978,96375.84432460254,117563.05877748
1647648000000,2022-03-19 00:00:00,BAT/USD,0.8401,0.87941,0.83084,0.8414,47458.10548658793,56403.73839623
1647561600000,2022-03-18 00:00:00,BAT/USD,0.84985,0.85719,0.8071,0.8418,88656.99763788377,105318.36260143
1647475200000,2022-03-17 00:00:00,BAT/USD,0.82503,0.8851,0.81795,0.84945,132338.1968773171,155792.80343436
1647388800000,2022-03-16 00:00:00,BAT/USD,0.78685,0.84859,0.77932,0.82312,124639.90570719607,151423.736159
1647302400000,2022-03-15 00:00:00,BAT/USD,0.72124,0.8075,0.70114,0.78483,147695.65197979403,188188.08146961
1647216000000,2022-03-14 00:00:00,BAT/USD,0.67353,0.725,0.66341,0.72103,40595.636055693205,56302.28430952
1647129600000,2022-03-13 00:00:00,BAT/USD,0.66232,0.73756,0.66119,0.67498,78100.26278248311,115707.52138209
1647043200000,2022-03-12 00:00:00,BAT/USD,0.65283,0.70688,0.65277,0.66303,30571.189813672896,46108.30552716
1646956800000,2022-03-11 00:00:00,BAT/USD,0.68828,0.68828,0.64411,0.65336,17804.629505948193,27250.8716572
1646870400000,2022-03-10 00:00:00,BAT/USD,0.68559,0.72185,0.63786,0.68616,167868.0338040689,244648.52775456
1646784000000,2022-03-09 00:00:00,BAT/USD,0.66021,0.69172,0.65229,0.6864,101384.93832311645,147705.32972482
1646697600000,2022-03-08 00:00:00,BAT/USD,0.63171,0.66543,0.62884,0.6595,41823.9522208994,63417.6682652
1646611200000,2022-03-07 00:00:00,BAT/USD,0.6392,0.6684,0.61613,0.63301,21683.918489874322,34255.25424539
1646524800000,2022-03-06 00:00:00,BAT/USD,0.67482,0.67904,0.63791,0.63791,14569.029196901762,22838.69071954
1646438400000,2022-03-05 00:00:00,BAT/USD,0.65652,0.67921,0.64189,0.67541,42299.590837482254,62628.01977685
1646352000000,2022-03-04 00:00:00,BAT/USD,0.7113,0.71328,0.6467,0.65765,77280.17286484216,117509.57631695
1646265600000,2022-03-03 00:00:00,BAT/USD,0.73084,0.7379,0.69259,0.71251,80430.61303453021,112883.48659602
1646179200000,2022-03-02 00:00:00,BAT/USD,0.75009,0.76582,0.72226,0.73121,45660.10923715697,62444.59079766
1646092800000,2022-03-01 00:00:00,BAT/USD,0.74118,0.76593,0.73035,0.75432,68297.36926886,90541.63918345
1646006400000,2022-02-28 00:00:00,BAT/USD,0.66809,0.74063,0.65858,0.7406,63924.53286173099,86314.51912197
1645920000000,2022-02-27 00:00:00,BAT/USD,0.70126,0.71219,0.65351,0.66858,26366.07740569247,39435.93497516
1645833600000,2022-02-26 00:00:00,BAT/USD,0.70279,0.72739,0.69414,0.70226,33922.61204553575,48304.91847113
1645747200000,2022-02-25 00:00:00,BAT/USD,0.66008,0.7103,0.65086,0.70455,36537.684200116986,51859.60428659
1645660800000,2022-02-24 00:00:00,BAT/USD,0.6534,0.67046,0.56895,0.66153,218281.5488992013,329964.70137288
1645574400000,2022-02-23 00:00:00,BAT/USD,0.68136,0.71223,0.6546,0.65541,32263.466931428255,49226.38795781
1645488000000,2022-02-22 00:00:00,BAT/USD,0.64507,0.68791,0.63209,0.68211,109324.913285147,160274.60861906
1645401600000,2022-02-21 00:00:00,BAT/USD,0.70543,0.73992,0.64388,0.6443,155135.33739794634,240781.21589003
1645315200000,2022-02-20 00:00:00,BAT/USD,0.76,0.76,0.69386,0.70202,50336.36285785727,71702.17779815
1645228800000,2022-02-19 00:00:00,BAT/USD,0.75375,0.7702,0.73251,0.76052,74702.84056665833,98226.00400602
1645142400000,2022-02-18 00:00:00,BAT/USD,0.76047,0.7895,0.74326,0.75225,171601.0983362904,228117.11310906
1645056000000,2022-02-17 00:00:00,BAT/USD,0.83841,0.84591,0.7549,0.76045,63839.81131101383,83950.04446185
1644969600000,2022-02-16 00:00:00,BAT/USD,0.86038,0.8622,0.8143,0.8354,29337.98814503914,35118.4919141
1644883200000,2022-02-15 00:00:00,BAT/USD,0.8075,0.8626,0.8075,0.86002,34647.18230563821,40286.48439064
1644796800000,2022-02-14 00:00:00,BAT/USD,0.80473,0.81462,0.77506,0.8066,16235.629080557517,20128.47642023
1644710400000,2022-02-13 00:00:00,BAT/USD,0.80953,0.82689,0.78085,0.8091,26675.321697391977,32969.12828747
1644624000000,2022-02-12 00:00:00,BAT/USD,0.8248,0.83308,0.78394,0.81054,134800.22080587203,166309.15291765
1644537600000,2022-02-11 00:00:00,BAT/USD,0.882,0.89292,0.81788,0.82594,35195.931679647954,42613.18216777
1644451200000,2022-02-10 00:00:00,BAT/USD,0.94267,0.94939,0.87908,0.88269,75786.6744177382,85858.76629138
1644364800000,2022-02-09 00:00:00,BAT/USD,0.92319,0.9545,0.90093,0.94174,33802.21518165152,35893.36247972
1644278400000,2022-02-08 00:00:00,BAT/USD,0.96964,0.9788,0.88469,0.92364,140972.12230404495,152626.69687762
1644192000000,2022-02-07 00:00:00,BAT/USD,0.94238,0.988,0.9173,0.96868,83657.98702644154,86362.87218322
1644105600000,2022-02-06 00:00:00,BAT/USD,0.92595,0.94567,0.89954,0.94237,32331.44505643361,34308.65271224
1644019200000,2022-02-05 00:00:00,BAT/USD,0.89896,0.95602,0.89016,0.92603,56830.14235409365,61369.655793109996
1643932800000,2022-02-04 00:00:00,BAT/USD,0.82458,0.90188,0.82129,0.90061,87678.94516030286,97355.06507845
1643846400000,2022-02-03 00:00:00,BAT/USD,0.8104,0.83091,0.79238,0.82613,90040.36757427201,108990.55545044
1643760000000,2022-02-02 00:00:00,BAT/USD,0.8461,0.86263,0.80616,0.81016,31087.414610052347,38371.94456657
1643673600000,2022-02-01 00:00:00,BAT/USD,0.85188,0.8594,0.83371,0.84412,50929.699630811956,60334.66761931
1643587200000,2022-01-31 00:00:00,BAT/USD,0.83607,0.85439,0.79696,0.85298,26365.93757854904,30910.38192988
1643500800000,2022-01-30 00:00:00,BAT/USD,0.85135,0.8654,0.81419,0.8349,36950.17381954747,44257.00541328
1643414400000,2022-01-29 00:00:00,BAT/USD,0.86454,0.8955,0.83667,0.85253,47239.26716208196,55410.68016619
1643328000000,2022-01-28 00:00:00,BAT/USD,0.83691,0.87726,0.81707,0.8651,73526.49612929155,84991.9039756
1643241600000,2022-01-27 00:00:00,BAT/USD,0.8047,0.8535,0.77008,0.83126,43898.85979072605,52810.02308631
1643155200000,2022-01-26 00:00:00,BAT/USD,0.79211,0.87866,0.7824,0.80931,182272.4544446144,225219.57524881
1643068800000,2022-01-25 00:00:00,BAT/USD,0.74653,0.7951,0.73117,0.79368,36485.03504888213,45969.45248574
1642982400000,2022-01-24 00:00:00,BAT/USD,0.76175,0.77432,0.65351,0.75081,129526.41145258992,172515.56512645
1642896000000,2022-01-23 00:00:00,BAT/USD,0.7183,0.76116,0.70796,0.76066,64675.77623541821,85025.86731972
1642809600000,2022-01-22 00:00:00,BAT/USD,0.80838,0.8303,0.67057,0.71914,288294.6080566309,400888.01632037
1642723200000,2022-01-21 00:00:00,BAT/USD,0.9102,0.9282,0.78241,0.80954,180950.23754540892,223522.29358081
1642636800000,2022-01-20 00:00:00,BAT/USD,0.95677,1.0084,0.90627,0.9089,50210.76948476635,55243.44755723
1642550400000,2022-01-19 00:00:00,BAT/USD,1.0054,1.0061,0.94914,0.95511,48693.48801842642,50982.07328834
1642464000000,2022-01-18 00:00:00,BAT/USD,1.0149,1.0274,0.97141,1.005,59279.935095305394,58985.01004508
1642377600000,2022-01-17 00:00:00,BAT/USD,1.0581,1.0613,0.99763,1.0138,92352.35303131717,91095.23873675
1642291200000,2022-01-16 00:00:00,BAT/USD,1.0619,1.0744,1.0424,1.0569,29197.659239372362,27625.75384556
1642204800000,2022-01-15 00:00:00,BAT/USD,1.0571,1.0836,1.04,1.0635,59468.56664268188,55917.787158139996
1642118400000,2022-01-14 00:00:00,BAT/USD,1.0343,1.0705,1.0126,1.0586,84038.68258117247,79386.6262811
1642032000000,2022-01-13 00:00:00,BAT/USD,1.1163,1.1193,1.0344,1.0372,86146.33350996216,83056.62698608
1641945600000,2022-01-12 00:00:00,BAT/USD,1.0572,1.1211,1.051,1.1153,103786.84829580922,93057.33730459
1641859200000,2022-01-11 00:00:00,BAT/USD,0.99926,1.0618,0.98889,1.0546,83891.04609301467,79547.73951547
1641772800000,2022-01-10 00:00:00,BAT/USD,1.0334,1.0425,0.94447,0.99868,144659.6421464739,144850.84526222
1641686400000,2022-01-09 00:00:00,BAT/USD,1.0187,1.0558,1.0008,1.0333,113089.29055956884,109444.77940537
1641600000000,2022-01-08 00:00:00,BAT/USD,1.0787,1.1,0.98979,1.0203,214206.50931583098,209944.63326064
1641513600000,2022-01-07 00:00:00,BAT/USD,1.1854,1.1881,1.0391,1.0744,469989.04307153233,437443.26421401
1641427200000,2022-01-06 00:00:00,BAT/USD,1.1727,1.1948,1.1095,1.1843,205089.5693783059,173173.66324268
1641340800000,2022-01-05 00:00:00,BAT/USD,1.2824,1.334,1.1238,1.1769,189815.74084695155,161284.51087344
1641254400000,2022-01-04 00:00:00,BAT/USD,1.301,1.362,1.2545,1.285,145084.51684297834,112906.23878831
1641168000000,2022-01-03 00:00:00,BAT/USD,1.2979,1.3426,1.2581,1.3014,92906.22072034485,71389.44269275
1641081600000,2022-01-02 00:00:00,BAT/USD,1.2529,1.3431,1.225,1.2987,173808.2120716401,133832.45712762
1640995200000,2022-01-01 00:00:00,BAT/USD,1.2077,1.2622,1.2077,1.2565,129370.22747176506,102960.78589078
1640908800000,2021-12-31 00:00:00,BAT/USD,1.1866,1.274,1.1809,1.2087,113270.00697917535,93712.25860774
1640822400000,2021-12-30 00:00:00,BAT/USD,1.1552,1.2388,1.1159,1.194,85031.0041968001,71215.24639598
1640736000000,2021-12-29 00:00:00,BAT/USD,1.2228,1.246,1.139,1.1514,104213.54641855239,90510.28870814
1640649600000,2021-12-28 00:00:00,BAT/USD,1.3678,1.3678,1.211,1.224,168184.04107165057,137405.26231344
1640563200000,2021-12-27 00:00:00,BAT/USD,1.338,1.45,1.338,1.3827,225065.60941500173,162772.5532762
1640476800000,2021-12-26 00:00:00,BAT/USD,1.3366,1.364,1.2857,1.3351,44451.63683512166,33294.61226509
1640390400000,2021-12-25 00:00:00,BAT/USD,1.3149,1.3923,1.3076,1.3402,113335.84678302192,84566.36829057
1640304000000,2021-12-24 00:00:00,BAT/USD,1.3365,1.3776,1.2915,1.3095,223065.2950976271,170343.86796306
1640217600000,2021-12-23 00:00:00,BAT/USD,1.1894,1.3422,1.1797,1.3422,120495.12473000848,89774.34415885
1640131200000,2021-12-22 00:00:00,BAT/USD,1.1654,1.228,1.1492,1.1871,188805.5188512869,159047.69509838
1640044800000,2021-12-21 00:00:00,BAT/USD,1.1088,1.18,1.0881,1.1678,178142.01195193274,152544.96656271
1639958400000,2021-12-20 00:00:00,BAT/USD,1.13,1.1589,1.0478,1.1083,151374.3221613731,136582.44352736
