https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ZCN
1640908800000,2021-12-31 00:00:00,ZCN/USD,0.40077,0.40077,0.35,0.37201,42273.67057364809,113635.84466452
1640822400000,2021-12-30 00:00:00,ZCN/USD,0.42582,0.42606,0.37139,0.40098,1293.4900001984952,3225.82173724
1640736000000,2021-12-29 00:00:00,ZCN/USD,0.42367,0.42628,0.41,0.42583,795.0056028352268,1866.95536443
1640649600000,2021-12-28 00:00:00,ZCN/USD,0.48411,0.48486,0.41,0.42368,18999.3829726228,44843.70981076
1640563200000,2021-12-27 00:00:00,ZCN/USD,0.46662,0.49549,0.45097,0.48597,35287.14349597835,72611.77335222
1640476800000,2021-12-26 00:00:00,ZCN/USD,0.47929,0.48288,0.4522,0.46625,46583.73976322758,99911.50619459
1640390400000,2021-12-25 00:00:00,ZCN/USD,0.507,0.52676,0.44655,0.4793,60074.3579635997,125337.69656499
1640304000000,2021-12-24 00:00:00,ZCN/USD,0.55112,0.5786,0.5,0.50903,2145.6851913141913,4215.24309238
1640217600000,2021-12-23 00:00:00,ZCN/USD,0.53409,0.55444,0.49018,0.50727,12853.757968615657,25339.08563214
1640131200000,2021-12-22 00:00:00,ZCN/USD,0.52019,0.56193,0.47124,0.51961,61513.63956681889,118384.24889209
1640044800000,2021-12-21 00:00:00,ZCN/USD,0.48725,0.525,0.47955,0.51562,1436.545902239711,2786.05543276
1639958400000,2021-12-20 00:00:00,ZCN/USD,0.47373,0.51097,0.44605,0.48441,33021.47230037635,68168.43644924
1639872000000,2021-12-19 00:00:00,ZCN/USD,0.45267,0.50426,0.43249,0.47474,1958.045054123669,4124.45771185
1639785600000,2021-12-18 00:00:00,ZCN/USD,0.41785,0.4763,0.41369,0.46465,803.6078098595145,1729.49060553
1639699200000,2021-12-17 00:00:00,ZCN/USD,0.45651,0.46613,0.41445,0.41784,12871.536540437002,30804.94098324
1639612800000,2021-12-16 00:00:00,ZCN/USD,0.4686,0.47943,0.45744,0.46137,728.389330974478,1578.75312867
1639526400000,2021-12-15 00:00:00,ZCN/USD,0.45448,0.48083,0.44,0.46801,719.2423286638481,1536.8097448
1639440000000,2021-12-14 00:00:00,ZCN/USD,0.45733,0.47037,0.44001,0.45409,79452.51704755852,174970.85830465
1639353600000,2021-12-13 00:00:00,ZCN/USD,0.51471,0.53836,0.42398,0.45689,144428.59593165683,316112.40327356
1639267200000,2021-12-12 00:00:00,ZCN/USD,0.47934,0.54227,0.44606,0.51471,26046.57295679242,50604.36548113
1639180800000,2021-12-11 00:00:00,ZCN/USD,0.46595,0.51211,0.45008,0.48644,58822.087129381376,120923.62291214
1639094400000,2021-12-10 00:00:00,ZCN/USD,0.49491,0.50566,0.46,0.47075,64599.52736893118,137226.82393825
1639008000000,2021-12-09 00:00:00,ZCN/USD,0.53328,0.54445,0.49748,0.49748,19706.497578549453,39612.6428772
1638921600000,2021-12-08 00:00:00,ZCN/USD,0.52337,0.54017,0.51477,0.53696,22618.741986548008,42123.70006434
