https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume SNX
1639872000000,2021-12-19 00:00:00,SNX/USD,5.1882,5.483,5.1439,5.2058,30427.72640111206,5844.9664607
1639785600000,2021-12-18 00:00:00,SNX/USD,5.1,5.465,5.027,5.1979,98879.12227553641,19022.89814647
1639699200000,2021-12-17 00:00:00,SNX/USD,5.0379,5.1139,4.7653,5.074,49796.61581726366,9814.074855589999
1639612800000,2021-12-16 00:00:00,SNX/USD,5.2133,5.286,5.0217,5.0404,15025.708297685303,2981.05473726
1639526400000,2021-12-15 00:00:00,SNX/USD,5.074,5.318,4.7868,5.227,37171.823336205256,7111.50245575
1639440000000,2021-12-14 00:00:00,SNX/USD,4.8925,5.1706,4.8269,5.0643,17332.499146507373,3422.48665097
1639353600000,2021-12-13 00:00:00,SNX/USD,5.5677,5.5727,4.7697,4.9093,36529.57280516554,7440.89234823
1639267200000,2021-12-12 00:00:00,SNX/USD,5.6596,5.7814,5.2275,5.5343,50433.53733961259,9112.90268681
1639180800000,2021-12-11 00:00:00,SNX/USD,5.318,5.6791,5.2156,5.6603,17963.668158387456,3173.62474752
1639094400000,2021-12-10 00:00:00,SNX/USD,5.566,5.85,5.2788,5.2996,26346.053814193212,4971.32874447
1639008000000,2021-12-09 00:00:00,SNX/USD,6.2549,6.2908,5.56,5.563,51196.50343812923,9203.03854721
1638921600000,2021-12-08 00:00:00,SNX/USD,5.8954,6.24,5.678,6.24,68451.050078424,10969.71956385
