https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BTT
1642636800000,2022-01-20 00:00:00,BTT/USD,0.002645,0.0027928,0.002621,0.002718,54284.22932645243,19972122.63666388
1642550400000,2022-01-19 00:00:00,BTT/USD,0.0026177,0.0027922,0.002581,0.0026694,3104102.653484208,1162846577.3148303
1642464000000,2022-01-18 00:00:00,BTT/USD,0.00256,0.0028753,0.0025053,0.002647,1316191.9169437601,497239107.2700265
1642377600000,2022-01-17 00:00:00,BTT/USD,0.0026759,0.0029089,0.0024671,0.00256,3642614.942968192,1422896462.0969498
1642291200000,2022-01-16 00:00:00,BTT/USD,0.0025284,0.0026756,0.002521,0.0026702,4197775.612871657,1572082845.0571706
1642204800000,2022-01-15 00:00:00,BTT/USD,0.0025218,0.0025606,0.0024868,0.0025273,3755162.9804628463,1485839821.3361478
1642118400000,2022-01-14 00:00:00,BTT/USD,0.002501,0.002853,0.0023001,0.0025268,3883419.968712185,1536892499.886095
1642032000000,2022-01-13 00:00:00,BTT/USD,0.0026076,0.00268,0.002488,0.002495,3032165.513761764,1215296799.1029115
1641945600000,2022-01-12 00:00:00,BTT/USD,0.0025099,0.0026288,0.0024415,0.0025883,3007731.7705021854,1162049132.829342
1641859200000,2022-01-11 00:00:00,BTT/USD,0.0024295,0.0025675,0.0023948,0.0025043,2796481.5145807974,1116671930.1125255
1641772800000,2022-01-10 00:00:00,BTT/USD,0.0024658,0.0027,0.0023509,0.002435,3929990.157624784,1613958996.9711637
1641686400000,2022-01-09 00:00:00,BTT/USD,0.0024158,0.0025319,0.0023976,0.0024673,4541458.780199232,1840659336.1971514
1641600000000,2022-01-08 00:00:00,BTT/USD,0.0025822,0.002626,0.0023593,0.0024158,3910078.3164756624,1618543884.6244152
1641513600000,2022-01-07 00:00:00,BTT/USD,0.0027822,0.0028136,0.0025,0.0025771,4030223.8273052773,1563860085.873764
1641427200000,2022-01-06 00:00:00,BTT/USD,0.0027667,0.002842,0.0026788,0.0027777,2590769.330971398,932703074.8357986
1641340800000,2022-01-05 00:00:00,BTT/USD,0.0029352,0.0032,0.0026569,0.0027671,3285473.2903249967,1187334498.3285737
1641254400000,2022-01-04 00:00:00,BTT/USD,0.0027599,0.0030435,0.0026501,0.0029028,4149490.783521026,1429478704.5339072
1641168000000,2022-01-03 00:00:00,BTT/USD,0.0028052,0.0028546,0.0027052,0.0027563,4577625.247320264,1660786288.618896
1641081600000,2022-01-02 00:00:00,BTT/USD,0.0027599,0.0028501,0.0027259,0.0028083,4965656.148313211,1768207153.1934662
1640995200000,2022-01-01 00:00:00,BTT/USD,0.0027657,0.0028028,0.0027,0.0027592,4745665.171850993,1719942436.8842394
1640908800000,2021-12-31 00:00:00,BTT/USD,0.0028,0.0031231,0.0027,0.0027109,3367095.5316607435,1242058184.2416701
1640822400000,2021-12-30 00:00:00,BTT/USD,0.002722,0.0028803,0.0026298,0.0027922,4935719.836667452,1767681339.6846402
1640736000000,2021-12-29 00:00:00,BTT/USD,0.0026407,0.0032298,0.0025421,0.0027224,5302097.214818348,1947581991.9256349
1640649600000,2021-12-28 00:00:00,BTT/USD,0.0028091,0.0028216,0.0026101,0.0026387,5634478.822111806,2135323766.290903
1640563200000,2021-12-27 00:00:00,BTT/USD,0.0028321,0.0029234,0.0028036,0.0028126,5727541.3448005635,2036386739.9561129
1640476800000,2021-12-26 00:00:00,BTT/USD,0.002831,0.0028516,0.0027548,0.0028253,5356240.029545991,1895812844.4929707
1640390400000,2021-12-25 00:00:00,BTT/USD,0.0027976,0.0028663,0.0027846,0.002831,6247590.885326602,2206849482.6303782
1640304000000,2021-12-24 00:00:00,BTT/USD,0.0028722,0.0029237,0.0027651,0.0027894,5764887.973979361,2066712545.3428555
1640217600000,2021-12-23 00:00:00,BTT/USD,0.0027123,0.0043365,0.0026,0.0028678,5802680.680136634,2023390989.6564035
1640131200000,2021-12-22 00:00:00,BTT/USD,0.0027029,0.0027474,0.0026793,0.0027085,6176905.814754041,2280563343.0880713
1640044800000,2021-12-21 00:00:00,BTT/USD,0.0026336,0.002717,0.0025773,0.0027009,5487614.555518586,2031772577.8513038
1639958400000,2021-12-20 00:00:00,BTT/USD,0.0026556,0.0026774,0.0024801,0.0026337,5130085.3169740895,1947862443.3208375
1639872000000,2021-12-19 00:00:00,BTT/USD,0.0026834,0.0027224,0.0026315,0.0026559,4864606.226049748,1831622510.655427
1639785600000,2021-12-18 00:00:00,BTT/USD,0.0026459,0.0027173,0.0025912,0.002687,5830753.036431653,2169986243.5547647
1639699200000,2021-12-17 00:00:00,BTT/USD,0.0027468,0.0028085,0.0025296,0.0026404,5692698.572621087,2155998550.454888
1639612800000,2021-12-16 00:00:00,BTT/USD,0.002848,0.0028663,0.0027354,0.0027459,6427081.617361483,2340610225.1944656
1639526400000,2021-12-15 00:00:00,BTT/USD,0.0028325,0.0028786,0.0026105,0.0028461,7043179.838952092,2474677572.4507546
1639440000000,2021-12-14 00:00:00,BTT/USD,0.0028426,0.0028782,0.002718,0.0028349,10537176.64230265,3716948267.0650287
1639353600000,2021-12-13 00:00:00,BTT/USD,0.0032829,0.0033312,0.0027908,0.0028409,7834916.156644605,2757899312.416701
1639267200000,2021-12-12 00:00:00,BTT/USD,0.0034369,0.0035255,0.0032109,0.0032858,10577016.381581366,3219007968.099509
1639180800000,2021-12-11 00:00:00,BTT/USD,0.0030895,0.0034335,0.003022,0.0034294,10879324.22866996,3172369577.3808713
1639094400000,2021-12-10 00:00:00,BTT/USD,0.0032384,0.003396,0.0030832,0.0030906,10472811.850681372,3388601517.7251573
1639008000000,2021-12-09 00:00:00,BTT/USD,0.0037485,0.0038649,0.0032327,0.0032399,11533161.665611692,3559727666.1661444
1638921600000,2021-12-08 00:00:00,BTT/USD,0.0037043,0.0041977,0.00357,0.0037418,7788483.222043028,2081480362.938433
