https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ANT
1639872000000,2021-12-19 00:00:00,ANT/USD,5.73,6.1236,5.6029,5.6029,34581.72851256436,6172.11239047
1639785600000,2021-12-18 00:00:00,ANT/USD,5.7349,6.1736,5.5853,5.822,15533.78194734136,2668.11781988
1639699200000,2021-12-17 00:00:00,ANT/USD,6.2505,6.5215,5.6366,5.7551,29279.952443402624,5087.6531152200005
1639612800000,2021-12-16 00:00:00,ANT/USD,7.1169,7.5729,6.2616,6.2616,47446.3073807783,7577.34562744
1639526400000,2021-12-15 00:00:00,ANT/USD,5.9591,7.2098,5.5469,7.2098,113994.74859133623,15811.08332982
1639440000000,2021-12-14 00:00:00,ANT/USD,5.1377,6.0755,4.8274,6.004,73156.63824954651,12184.64994163
1639353600000,2021-12-13 00:00:00,ANT/USD,4.483,5.3548,4.3471,5.0,53672.3021012,10734.46042024
1639267200000,2021-12-12 00:00:00,ANT/USD,4.2523,4.762,4.2359,4.496,12951.666953991682,2880.70884208
1639180800000,2021-12-11 00:00:00,ANT/USD,4.0801,4.3394,4.08,4.2793,11196.493402920458,2616.43105249
1639094400000,2021-12-10 00:00:00,ANT/USD,4.6192,4.6278,4.1803,4.1891,18291.88346901156,4366.54256738
1639008000000,2021-12-09 00:00:00,ANT/USD,5.0116,5.0116,4.4542,4.5398,14768.699815050108,3253.16089146
1638921600000,2021-12-08 00:00:00,ANT/USD,4.0625,6.2426,4.0625,4.9633,33596.873451184714,6769.05958761
