https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume UOS
1639785600000,2021-12-18 00:00:00,UOS/USD,1.4975,1.5716,1.4544,1.5255,258311.6142873829,169329.14735325
1639699200000,2021-12-17 00:00:00,UOS/USD,1.4698,1.557,1.4141,1.5032,354683.6910137686,235952.42882768
1639612800000,2021-12-16 00:00:00,UOS/USD,1.5172,1.678,1.4394,1.4602,547403.747736991,374882.7199952
1639526400000,2021-12-15 00:00:00,UOS/USD,1.3933,1.5808,1.304,1.5075,406245.96713742905,269483.22861521
1639440000000,2021-12-14 00:00:00,UOS/USD,1.3422,1.447,1.2528,1.395,299615.7714011325,214778.3307535
1639353600000,2021-12-13 00:00:00,UOS/USD,1.6121,1.6203,1.3,1.3344,497140.55388718116,372557.36951977
1639267200000,2021-12-12 00:00:00,UOS/USD,1.5783,1.6846,1.5443,1.607,179454.46212009495,111670.48047299
1639180800000,2021-12-11 00:00:00,UOS/USD,1.5244,1.9279,1.5,1.5696,445117.8405509679,283586.79953553
1639094400000,2021-12-10 00:00:00,UOS/USD,1.728,1.7489,1.5146,1.5167,305219.51229306846,201239.21163913
1639008000000,2021-12-09 00:00:00,UOS/USD,1.7335,1.9288,1.6027,1.7199,684256.2019290646,397846.50382526
1638921600000,2021-12-08 00:00:00,UOS/USD,1.6782,1.755,1.5866,1.7317,252280.05280838616,145683.46296032
