https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BFT
1640563200000,2021-12-27 00:00:00,BFT/USD,0.014219,0.01434,0.01394,0.014299,996.6137746906685,69698.14495354
1640476800000,2021-12-26 00:00:00,BFT/USD,0.014224,0.014518,0.014049,0.014222,581.0283178130616,40854.19194298
1640390400000,2021-12-25 00:00:00,BFT/USD,0.014226,0.014719,0.013789,0.01422,2671.5901259779616,187875.53628537
1640304000000,2021-12-24 00:00:00,BFT/USD,0.013885,0.014885,0.013801,0.014165,3592.204025574919,253597.17794387002
1640217600000,2021-12-23 00:00:00,BFT/USD,0.014363,0.014494,0.013873,0.01395,4236.696659530013,303705.85372975003
1640131200000,2021-12-22 00:00:00,BFT/USD,0.014284,0.014755,0.013811,0.014287,1879.7333393070676,131569.49249717
1640044800000,2021-12-21 00:00:00,BFT/USD,0.013906,0.014447,0.01301,0.014296,3200.602710209093,223880.99539795
1639958400000,2021-12-20 00:00:00,BFT/USD,0.014046,0.01465,0.013687,0.013935,2848.9579164166794,204446.20856955
1639872000000,2021-12-19 00:00:00,BFT/USD,0.014123,0.014662,0.013906,0.013971,2250.0973665687898,161054.85409554
1639785600000,2021-12-18 00:00:00,BFT/USD,0.014563,0.015129,0.013936,0.014063,962.5501568928463,68445.57753629
1639699200000,2021-12-17 00:00:00,BFT/USD,0.01557,0.015818,0.014105,0.014558,7161.394422166923,491921.58415764
1639612800000,2021-12-16 00:00:00,BFT/USD,0.014097,0.015999,0.013997,0.015595,5379.373517900404,344942.19415841
1639526400000,2021-12-15 00:00:00,BFT/USD,0.013694,0.014125,0.01301,0.014098,4696.708497604797,333147.14836181
1639440000000,2021-12-14 00:00:00,BFT/USD,0.014117,0.014282,0.013219,0.013638,15188.763731605883,1113709.02856767
1639353600000,2021-12-13 00:00:00,BFT/USD,0.016072,0.016188,0.013858,0.0141,17495.884304459287,1240842.85847229
1639267200000,2021-12-12 00:00:00,BFT/USD,0.017233,0.017904,0.016072,0.016113,11496.192551909884,713473.13051014
1639180800000,2021-12-11 00:00:00,BFT/USD,0.016252,0.017305,0.015856,0.01723,9058.123316274261,525718.12630727
1639094400000,2021-12-10 00:00:00,BFT/USD,0.018123,0.020272,0.015603,0.016248,12409.127763429033,763732.62945772
1639008000000,2021-12-09 00:00:00,BFT/USD,0.020169,0.020307,0.018,0.018068,7368.15386326145,407801.29860867
1638921600000,2021-12-08 00:00:00,BFT/USD,0.019251,0.020392,0.018423,0.020108,12795.078534080938,636317.8105272
