https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XRD
1654473600000,2022-06-06 00:00:00,XRD/USD,0.08077,0.08297,0.08,0.081559,124490.22013858528,1526382.37519569
1654387200000,2022-06-05 00:00:00,XRD/USD,0.082609,0.082689,0.077445,0.08077,86919.41722051013,1076134.9166833
1654300800000,2022-06-04 00:00:00,XRD/USD,0.08286,0.083682,0.0809,0.08268,17622.22651056721,213137.71783463
1654214400000,2022-06-03 00:00:00,XRD/USD,0.08336,0.085724,0.080001,0.08286,69668.03985574037,840792.17783901
1654128000000,2022-06-02 00:00:00,XRD/USD,0.085,0.08691,0.0814,0.08336,96443.93961645462,1156957.04914173
1654041600000,2022-06-01 00:00:00,XRD/USD,0.08554,0.092,0.084,0.08498,151746.0449075012,1785667.74426337
1653955200000,2022-05-31 00:00:00,XRD/USD,0.087468,0.089888,0.083851,0.08554,115125.6721764587,1345869.44325998
1653868800000,2022-05-30 00:00:00,XRD/USD,0.08289,0.088619,0.0827,0.087503,92749.120743161,1059953.61008378
1653782400000,2022-05-29 00:00:00,XRD/USD,0.080385,0.085548,0.07922,0.0829,45531.81260777276,549237.78778978
1653696000000,2022-05-28 00:00:00,XRD/USD,0.0821,0.084721,0.080059,0.08076,24607.728443772052,304701.93714428
1653609600000,2022-05-27 00:00:00,XRD/USD,0.086743,0.087434,0.07802,0.08216,291391.93523928523,3546639.91284427
1653523200000,2022-05-26 00:00:00,XRD/USD,0.089215,0.094214,0.08572,0.087055,97406.91272320862,1118912.32810532
1653436800000,2022-05-25 00:00:00,XRD/USD,0.08883,0.0922,0.087,0.089569,73119.07277700938,816343.52038104
1653350400000,2022-05-24 00:00:00,XRD/USD,0.09017,0.09642,0.086225,0.088999,166825.54582511575,1874465.39652261
1653264000000,2022-05-23 00:00:00,XRD/USD,0.086657,0.097,0.08465,0.09,232297.9156582731,2581087.95175859
1653177600000,2022-05-22 00:00:00,XRD/USD,0.084139,0.087567,0.083162,0.086746,46482.474265582074,535845.73658246
1653091200000,2022-05-21 00:00:00,XRD/USD,0.08344,0.08716,0.0825,0.084136,26798.18964819795,318510.38376198
1653004800000,2022-05-20 00:00:00,XRD/USD,0.08508,0.088259,0.081,0.08344,231804.51567648692,2778098.22239318
1652918400000,2022-05-19 00:00:00,XRD/USD,0.08438,0.086877,0.0811,0.08517,62564.190445430824,734580.13907985
1652832000000,2022-05-18 00:00:00,XRD/USD,0.08782,0.089889,0.0825,0.08439,137921.25781236534,1634331.76694354
1652745600000,2022-05-17 00:00:00,XRD/USD,0.087626,0.091415,0.085167,0.08784,54520.35408797787,620677.98369738
1652659200000,2022-05-16 00:00:00,XRD/USD,0.091701,0.092925,0.0831,0.08758,84133.71863474813,960649.90448445
1652572800000,2022-05-15 00:00:00,XRD/USD,0.088643,0.093,0.085667,0.0917,82131.54005471896,895654.74432627
1652486400000,2022-05-14 00:00:00,XRD/USD,0.087486,0.093777,0.082,0.088898,152378.2735095288,1714079.88379411
1652400000000,2022-05-13 00:00:00,XRD/USD,0.079238,0.097,0.078006,0.087486,303319.207858099,3467059.96225795
1652313600000,2022-05-12 00:00:00,XRD/USD,0.085266,0.09599,0.072011,0.079238,478732.8171211265,6041707.47773955
1652227200000,2022-05-11 00:00:00,XRD/USD,0.1032,0.10649,0.0852,0.085423,470679.8555590822,5509989.76340192
1652140800000,2022-05-10 00:00:00,XRD/USD,0.096364,0.10944,0.095,0.10297,426511.27166386513,4142092.56738725
1652054400000,2022-05-09 00:00:00,XRD/USD,0.11068,0.112,0.09426,0.096262,575214.96499215,5975514.37734672
1651968000000,2022-05-08 00:00:00,XRD/USD,0.11203,0.1189,0.1052,0.11099,335672.65310921165,3024350.4199406398
1651881600000,2022-05-07 00:00:00,XRD/USD,0.11787,0.12231,0.1116,0.11199,147995.1658994641,1321503.40119175
1651795200000,2022-05-06 00:00:00,XRD/USD,0.11378,0.121,0.1102,0.11787,122266.09289442601,1037296.1134676
1651708800000,2022-05-05 00:00:00,XRD/USD,0.12346,0.131,0.11,0.11377,207244.30961948185,1821607.7139798
1651622400000,2022-05-04 00:00:00,XRD/USD,0.11322,0.12951,0.1124,0.12377,101194.18331408236,817598.63710174
1651536000000,2022-05-03 00:00:00,XRD/USD,0.11064,0.11662,0.1085,0.11355,163367.72156326508,1438729.38408864
1651449600000,2022-05-02 00:00:00,XRD/USD,0.11376,0.11478,0.10951,0.11006,118847.32620508222,1079841.23391861
1651363200000,2022-05-01 00:00:00,XRD/USD,0.11363,0.11575,0.11022,0.11376,150173.36177442086,1320089.32642775
1651276800000,2022-04-30 00:00:00,XRD/USD,0.11528,0.11648,0.11,0.11363,152670.98101430564,1343579.8733988
1651190400000,2022-04-29 00:00:00,XRD/USD,0.12289,0.12495,0.115,0.11528,172751.82464631693,1498541.15758429
1651104000000,2022-04-28 00:00:00,XRD/USD,0.12684,0.1278,0.12058,0.12289,143683.07132061326,1169200.67800971
1651017600000,2022-04-27 00:00:00,XRD/USD,0.12511,0.12816,0.12064,0.12648,152907.56194825692,1208946.56821835
1650931200000,2022-04-26 00:00:00,XRD/USD,0.12476,0.13,0.12327,0.12487,161559.395577337,1293820.73818641
1650844800000,2022-04-25 00:00:00,XRD/USD,0.13,0.13,0.12122,0.12498,153643.8157898925,1229347.22187464
1650758400000,2022-04-24 00:00:00,XRD/USD,0.12831,0.13145,0.1254,0.13022,95085.82521323704,730193.71228104
1650672000000,2022-04-23 00:00:00,XRD/USD,0.12949,0.13063,0.1272,0.12803,74570.51257046375,582445.61876485
1650585600000,2022-04-22 00:00:00,XRD/USD,0.13217,0.13639,0.12909,0.12915,168454.12281299545,1304329.25135885
1650499200000,2022-04-21 00:00:00,XRD/USD,0.13293,0.14082,0.1319,0.13217,143418.51460856924,1085106.41301785
1650412800000,2022-04-20 00:00:00,XRD/USD,0.13662,0.13953,0.13142,0.13293,202290.6443969055,1521783.22723919
1650326400000,2022-04-19 00:00:00,XRD/USD,0.14105,0.143,0.13623,0.13653,111109.29449178645,813808.64639117
1650240000000,2022-04-18 00:00:00,XRD/USD,0.141,0.144,0.13001,0.14077,321242.5382267812,2282038.34784955
1650153600000,2022-04-17 00:00:00,XRD/USD,0.13943,0.144,0.13795,0.14116,172280.56285095253,1220463.04088235
1650067200000,2022-04-16 00:00:00,XRD/USD,0.1386,0.14115,0.136,0.13896,73747.68362169473,530711.59773816
1649980800000,2022-04-15 00:00:00,XRD/USD,0.13609,0.142,0.13494,0.1382,204454.27724038405,1479408.66309974
1649894400000,2022-04-14 00:00:00,XRD/USD,0.1381,0.139,0.13271,0.13543,63447.063269955164,468486.03167655
1649808000000,2022-04-13 00:00:00,XRD/USD,0.1328,0.143,0.1311,0.13853,245652.4115114004,1773279.51715441
1649721600000,2022-04-12 00:00:00,XRD/USD,0.13337,0.1402,0.13101,0.1328,185605.55831220592,1397632.21620637
1649635200000,2022-04-11 00:00:00,XRD/USD,0.1377,0.143,0.13222,0.13337,342986.8508040776,2571694.16513517
1649548800000,2022-04-10 00:00:00,XRD/USD,0.1404,0.143,0.13739,0.1377,90684.05435314808,658562.48622475
1649462400000,2022-04-09 00:00:00,XRD/USD,0.13925,0.14241,0.13511,0.1404,207975.1347197728,1481304.37834596
1649376000000,2022-04-08 00:00:00,XRD/USD,0.13932,0.16,0.13517,0.13935,222745.3505220901,1598459.63776168
1649289600000,2022-04-07 00:00:00,XRD/USD,0.13177,0.1404,0.13101,0.13932,136256.6655668475,978012.24208188
1649203200000,2022-04-06 00:00:00,XRD/USD,0.14297,0.1445,0.13,0.13147,217999.36652552712,1658168.14882123
1649116800000,2022-04-05 00:00:00,XRD/USD,0.15042,0.15308,0.143,0.143,134645.05829051562,941573.83419941
1649030400000,2022-04-04 00:00:00,XRD/USD,0.15152,0.15499,0.14664,0.15042,176991.15959759796,1176646.45391303
1648944000000,2022-04-03 00:00:00,XRD/USD,0.14725,0.15182,0.146,0.15151,115638.22356392255,763238.22562156
1648857600000,2022-04-02 00:00:00,XRD/USD,0.15131,0.1575,0.1472,0.14725,124449.99177228688,845161.23444677
1648771200000,2022-04-01 00:00:00,XRD/USD,0.14695,0.15742,0.1425,0.1504,200750.8899675671,1334779.85350776
1648684800000,2022-03-31 00:00:00,XRD/USD,0.15839,0.16151,0.14555,0.14695,287181.85099735355,1954282.75602146
1648598400000,2022-03-30 00:00:00,XRD/USD,0.15603,0.1618,0.1453,0.15887,363594.3168567284,2288627.91500427
1648512000000,2022-03-29 00:00:00,XRD/USD,0.1564,0.1655,0.15135,0.15662,295887.1401650535,1889204.06183791
1648425600000,2022-03-28 00:00:00,XRD/USD,0.15743,0.16964,0.15152,0.15616,225863.95540390795,1446362.41933855
1648339200000,2022-03-27 00:00:00,XRD/USD,0.14772,0.15938,0.14088,0.15769,121518.114639709,770613.95548043
1648252800000,2022-03-26 00:00:00,XRD/USD,0.14774,0.15282,0.145,0.14772,63311.49940646396,428591.24970528
1648166400000,2022-03-25 00:00:00,XRD/USD,0.14588,0.15365,0.14588,0.14774,118305.12160692367,800765.68029595
1648080000000,2022-03-24 00:00:00,XRD/USD,0.165,0.16886,0.14216,0.14582,224188.281706095,1537431.63973457
1647993600000,2022-03-23 00:00:00,XRD/USD,0.14677,0.17399,0.14489,0.165,341008.07976584416,2066715.63494451
1647907200000,2022-03-22 00:00:00,XRD/USD,0.12831,0.15011,0.12731,0.14612,281670.0197009841,1927662.33028322
1647820800000,2022-03-21 00:00:00,XRD/USD,0.12288,0.129,0.12066,0.1285,159228.66423830378,1239133.57383894
1647734400000,2022-03-20 00:00:00,XRD/USD,0.12265,0.12507,0.12,0.12288,52492.04635760149,427181.36684246
1647648000000,2022-03-19 00:00:00,XRD/USD,0.1287,0.1301,0.11483,0.12265,361319.3859540152,2945938.73586641
1647561600000,2022-03-18 00:00:00,XRD/USD,0.129,0.12939,0.1237,0.1287,103524.77909142627,804388.33792872
1647475200000,2022-03-17 00:00:00,XRD/USD,0.12464,0.13076,0.1237,0.129,181998.93997745196,1410844.49594924
1647388800000,2022-03-16 00:00:00,XRD/USD,0.1179,0.125,0.11398,0.12435,115354.65536004194,927661.08049893
1647302400000,2022-03-15 00:00:00,XRD/USD,0.11686,0.12165,0.1095,0.11829,281109.90947071306,2376446.94793062
1647216000000,2022-03-14 00:00:00,XRD/USD,0.11942,0.12195,0.1169,0.1169,127116.26825926034,1087393.22719641
1647129600000,2022-03-13 00:00:00,XRD/USD,0.1201,0.1277,0.11903,0.11903,75403.26267328847,633481.16166755
1647043200000,2022-03-12 00:00:00,XRD/USD,0.12167,0.12184,0.11801,0.11954,53965.222440084195,451440.7097213
1646956800000,2022-03-11 00:00:00,XRD/USD,0.12085,0.1277,0.11111,0.12167,177052.9632105922,1455189.96638935
1646870400000,2022-03-10 00:00:00,XRD/USD,0.12068,0.1277,0.11294,0.12085,128939.16269913186,1066935.56226009
1646784000000,2022-03-09 00:00:00,XRD/USD,0.12148,0.12911,0.11651,0.12005,245233.52019997864,2042761.51770078
1646697600000,2022-03-08 00:00:00,XRD/USD,0.13069,0.13304,0.11602,0.1218,262893.3066809575,2158401.53268438
1646611200000,2022-03-07 00:00:00,XRD/USD,0.1359,0.13699,0.1275,0.13069,200096.8044228237,1531079.68798549
1646524800000,2022-03-06 00:00:00,XRD/USD,0.14163,0.1424,0.1275,0.1359,210271.6665004319,1547252.88079788
1646438400000,2022-03-05 00:00:00,XRD/USD,0.12871,0.14532,0.1268,0.14163,86519.06450559665,610880.91863021
1646352000000,2022-03-04 00:00:00,XRD/USD,0.13296,0.14335,0.1259,0.12871,115851.35756128507,900096.01088715
1646265600000,2022-03-03 00:00:00,XRD/USD,0.13863,0.14316,0.12684,0.13296,101504.19139074486,763419.00865482
1646179200000,2022-03-02 00:00:00,XRD/USD,0.14203,0.14651,0.13665,0.13814,115542.67264669307,836417.20462352
1646092800000,2022-03-01 00:00:00,XRD/USD,0.14977,0.15737,0.14028,0.14258,125944.5366476714,883325.40782488
1646006400000,2022-02-28 00:00:00,XRD/USD,0.13769,0.16,0.13027,0.14981,155786.67570642228,1039895.0384248199
1645920000000,2022-02-27 00:00:00,XRD/USD,0.14817,0.1637,0.1299,0.13769,132836.99827777976,964754.14538296
1645833600000,2022-02-26 00:00:00,XRD/USD,0.12855,0.1538,0.12715,0.14774,236713.1247274823,1602227.72930474
1645747200000,2022-02-25 00:00:00,XRD/USD,0.11056,0.12997,0.10551,0.12854,307442.58254032803,2391804.74980806
1645660800000,2022-02-24 00:00:00,XRD/USD,0.12285,0.12285,0.09301,0.10991,1503284.811727892,13677416.17439625
1645574400000,2022-02-23 00:00:00,XRD/USD,0.13182,0.135,0.117,0.1229,788684.2114492444,6417284.06386692
1645488000000,2022-02-22 00:00:00,XRD/USD,0.11913,0.13287,0.11001,0.13216,470561.36569637986,3560543.02131038
1645401600000,2022-02-21 00:00:00,XRD/USD,0.13385,0.14279,0.1185,0.11966,508946.8370586443,4253274.58681802
1645315200000,2022-02-20 00:00:00,XRD/USD,0.14763,0.15195,0.12998,0.13385,275269.01231676404,2056548.46706585
1645228800000,2022-02-19 00:00:00,XRD/USD,0.14974,0.15577,0.1325,0.14711,409667.9482535653,2784772.94713864
1645142400000,2022-02-18 00:00:00,XRD/USD,0.1597,0.16544,0.1488,0.14974,369935.35582421697,2470517.93658486
1645056000000,2022-02-17 00:00:00,XRD/USD,0.17689,0.17706,0.15333,0.16,376691.8579175888,2354324.11198493
1644969600000,2022-02-16 00:00:00,XRD/USD,0.18167,0.18274,0.17001,0.17657,97305.86415120542,551089.44980011
1644883200000,2022-02-15 00:00:00,XRD/USD,0.17349,0.18395,0.16873,0.18114,119417.59811616088,659255.81382445
1644796800000,2022-02-14 00:00:00,XRD/USD,0.17468,0.1825,0.16624,0.1746,282412.0485351395,1617480.23216002
1644710400000,2022-02-13 00:00:00,XRD/USD,0.17743,0.18539,0.17201,0.17468,79954.6213752335,457720.52539062
1644624000000,2022-02-12 00:00:00,XRD/USD,0.17586,0.18193,0.16733,0.17599,170311.06199393905,967731.47334473
1644537600000,2022-02-11 00:00:00,XRD/USD,0.18828,0.19738,0.17094,0.17625,389016.8830825622,2207187.98912092
1644451200000,2022-02-10 00:00:00,XRD/USD,0.20649,0.21485,0.17701,0.18822,573677.9332010852,3047911.66295338
1644364800000,2022-02-09 00:00:00,XRD/USD,0.2027,0.22501,0.193,0.20514,434597.2849090079,2118539.94788441
1644278400000,2022-02-08 00:00:00,XRD/USD,0.19178,0.22,0.18397,0.2018,789690.7645237905,3913234.71022691
1644192000000,2022-02-07 00:00:00,XRD/USD,0.16877,0.19545,0.16739,0.19178,540642.3578478082,2819075.80481702
1644105600000,2022-02-06 00:00:00,XRD/USD,0.17135,0.17182,0.1637,0.16877,108095.18769278684,640488.16550801
1644019200000,2022-02-05 00:00:00,XRD/USD,0.17306,0.17455,0.16701,0.17135,155131.79739427657,905350.43708361
1643932800000,2022-02-04 00:00:00,XRD/USD,0.16307,0.176,0.16222,0.1716,227225.66714337375,1324158.89943691
1643846400000,2022-02-03 00:00:00,XRD/USD,0.16588,0.173,0.1606,0.16334,273604.23125047656,1675059.57665285
1643760000000,2022-02-02 00:00:00,XRD/USD,0.17614,0.17775,0.16416,0.16588,247407.97798594652,1491487.68981159
1643673600000,2022-02-01 00:00:00,XRD/USD,0.17436,0.17775,0.16792,0.17588,145868.08894395296,829361.43361356
1643587200000,2022-01-31 00:00:00,XRD/USD,0.16826,0.17755,0.1642,0.17436,221245.8323895511,1268902.45692562
1643500800000,2022-01-30 00:00:00,XRD/USD,0.17157,0.17934,0.16654,0.16827,193298.9039858021,1148742.5208641
1643414400000,2022-01-29 00:00:00,XRD/USD,0.16558,0.1726,0.15944,0.17158,284888.42434840184,1660382.47084976
1643328000000,2022-01-28 00:00:00,XRD/USD,0.16214,0.16783,0.157,0.1652,168843.99138975036,1022058.05925999
1643241600000,2022-01-27 00:00:00,XRD/USD,0.16355,0.17059,0.1592,0.16181,339543.6192594053,2098409.3644361
1643155200000,2022-01-26 00:00:00,XRD/USD,0.15928,0.17348,0.15903,0.16354,475896.67609163374,2909971.11466084
1643068800000,2022-01-25 00:00:00,XRD/USD,0.16687,0.16924,0.155,0.15915,493480.3338255713,3100724.68630582
1642982400000,2022-01-24 00:00:00,XRD/USD,0.17741,0.17786,0.15,0.16757,800065.2758074641,4774513.79010243
1642896000000,2022-01-23 00:00:00,XRD/USD,0.1625,0.1842,0.16165,0.1778,543474.308846843,3056660.90465041
1642809600000,2022-01-22 00:00:00,XRD/USD,0.163,0.17781,0.1541,0.16281,450118.2509906044,2764684.30066092
1642723200000,2022-01-21 00:00:00,XRD/USD,0.20632,0.20632,0.16011,0.163,998849.8298643788,6127913.06665263
1642636800000,2022-01-20 00:00:00,XRD/USD,0.2075,0.21196,0.20321,0.20632,297240.91734802857,1440679.12634756
1642550400000,2022-01-19 00:00:00,XRD/USD,0.206,0.20797,0.2,0.2075,245865.86299196046,1184895.72526246
1642464000000,2022-01-18 00:00:00,XRD/USD,0.21925,0.22279,0.202,0.20624,247060.27444268257,1197926.07856227
1642377600000,2022-01-17 00:00:00,XRD/USD,0.24283,0.24384,0.21229,0.21843,784370.475954461,3590946.64631443
1642291200000,2022-01-16 00:00:00,XRD/USD,0.24,0.24899,0.23776,0.24232,348424.2686522624,1437868.39159897
1642204800000,2022-01-15 00:00:00,XRD/USD,0.23224,0.24611,0.23076,0.24074,221193.60586003237,918807.03605563
1642118400000,2022-01-14 00:00:00,XRD/USD,0.22658,0.23674,0.22437,0.23224,410551.7124837721,1767790.70135968
1642032000000,2022-01-13 00:00:00,XRD/USD,0.23449,0.23989,0.22248,0.22644,374358.6119237129,1653235.34677492
1641945600000,2022-01-12 00:00:00,XRD/USD,0.21144,0.23843,0.21144,0.23353,671119.2702428169,2873803.23831121
1641859200000,2022-01-11 00:00:00,XRD/USD,0.20971,0.22244,0.20505,0.21196,127595.9400349967,601981.22303735
1641772800000,2022-01-10 00:00:00,XRD/USD,0.21643,0.21993,0.2007,0.20971,446587.35711619223,2129547.26582515
1641686400000,2022-01-09 00:00:00,XRD/USD,0.20698,0.21743,0.20592,0.21628,178184.6952892057,823861.17666546
1641600000000,2022-01-08 00:00:00,XRD/USD,0.21283,0.21614,0.196,0.20698,628163.4986932559,3034899.50088538
1641513600000,2022-01-07 00:00:00,XRD/USD,0.2371,0.2371,0.19201,0.21283,949134.7049772057,4459590.77656912
1641427200000,2022-01-06 00:00:00,XRD/USD,0.22231,0.23742,0.22147,0.23742,429032.78596345824,1807062.53038269
1641340800000,2022-01-05 00:00:00,XRD/USD,0.24908,0.25304,0.21,0.22252,1234046.462523829,5545777.73918672
1641254400000,2022-01-04 00:00:00,XRD/USD,0.24738,0.26001,0.24242,0.24908,296518.05640359066,1190453.09299659
1641168000000,2022-01-03 00:00:00,XRD/USD,0.25797,0.26205,0.24,0.24758,754292.4672397457,3046661.55278999
1641081600000,2022-01-02 00:00:00,XRD/USD,0.26438,0.26914,0.25558,0.25696,289396.1104602335,1126230.19326056
1640995200000,2022-01-01 00:00:00,XRD/USD,0.24677,0.285,0.24618,0.26413,581706.5678566536,2202349.4788803
1640908800000,2021-12-31 00:00:00,XRD/USD,0.25565,0.26799,0.24319,0.24643,681692.631270824,2766272.90212565
1640822400000,2021-12-30 00:00:00,XRD/USD,0.27716,0.27781,0.24549,0.25465,1090386.5561840842,4281902.83206002
1640736000000,2021-12-29 00:00:00,XRD/USD,0.29007,0.29271,0.27073,0.27757,629854.125181115,2269172.19145122
1640649600000,2021-12-28 00:00:00,XRD/USD,0.31515,0.31515,0.27921,0.29007,650955.2642187062,2244131.637945
1640563200000,2021-12-27 00:00:00,XRD/USD,0.28416,0.32238,0.28271,0.31552,779257.9989943091,2469757.85685316
1640476800000,2021-12-26 00:00:00,XRD/USD,0.28849,0.29517,0.277,0.28476,302318.88854226895,1061662.06118229
1640390400000,2021-12-25 00:00:00,XRD/USD,0.28714,0.29007,0.275,0.28874,285035.8140214102,987171.20600336
1640304000000,2021-12-24 00:00:00,XRD/USD,0.2686,0.2954,0.2686,0.2878,519217.055448609,1804089.8382509
1640217600000,2021-12-23 00:00:00,XRD/USD,0.27191,0.285,0.25003,0.2682,785185.9805839147,2927613.6487096
1640131200000,2021-12-22 00:00:00,XRD/USD,0.26705,0.27852,0.26386,0.27259,357472.331926451,1311391.95101233
1640044800000,2021-12-21 00:00:00,XRD/USD,0.24523,0.28195,0.24456,0.26833,560074.6864798844,2087260.78515218
