https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume PNK
1640217600000,2021-12-23 00:00:00,PNK/USD,0.081827,0.086481,0.080064,0.085918,18168.892551951696,211467.82457636
1640131200000,2021-12-22 00:00:00,PNK/USD,0.082105,0.084347,0.080584,0.081834,6590.856286299045,80539.33922696
1640044800000,2021-12-21 00:00:00,PNK/USD,0.078474,0.084512,0.077961,0.082237,12065.037030411326,146710.56860551
1639958400000,2021-12-20 00:00:00,PNK/USD,0.078208,0.080716,0.075801,0.079203,26657.36593356452,336570.15433209
1639872000000,2021-12-19 00:00:00,PNK/USD,0.078012,0.080255,0.076813,0.078347,6834.338369873521,87231.65366732
1639785600000,2021-12-18 00:00:00,PNK/USD,0.076248,0.079515,0.075174,0.079196,5155.350799603039,65096.10080816
1639699200000,2021-12-17 00:00:00,PNK/USD,0.07899,0.080273,0.073792,0.07627,3441.064475916523,45116.88050238
1639612800000,2021-12-16 00:00:00,PNK/USD,0.08192,0.08408,0.078852,0.078852,1877.944147929375,23816.06234375
1639526400000,2021-12-15 00:00:00,PNK/USD,0.083031,0.085147,0.074944,0.081689,25221.172322149174,308746.24884806003
1639440000000,2021-12-14 00:00:00,PNK/USD,0.083248,0.084161,0.081279,0.08315,21948.154052753267,263958.55745945
1639353600000,2021-12-13 00:00:00,PNK/USD,0.09011,0.090598,0.080954,0.083183,22235.314855231354,267305.99828368
1639267200000,2021-12-12 00:00:00,PNK/USD,0.087824,0.091315,0.086243,0.089571,8640.374289930656,96463.9703691
1639180800000,2021-12-11 00:00:00,PNK/USD,0.084339,0.088386,0.082994,0.087725,6243.851124750692,71175.27642919
1639094400000,2021-12-10 00:00:00,PNK/USD,0.087869,0.091226,0.083343,0.084211,19494.89145618214,231500.53385166
1639008000000,2021-12-09 00:00:00,PNK/USD,0.095854,0.097127,0.088234,0.089157,8834.436441807802,99088.53417912
1638921600000,2021-12-08 00:00:00,PNK/USD,0.091411,0.09963,0.091071,0.095747,22360.125021858363,233533.42686307
