https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume LRC
1655942400000,2022-06-23 00:00:00,LRC/USD,0.37541,0.4061,0.37436,0.40274,7446.29337265992,18489.08321165
1655856000000,2022-06-22 00:00:00,LRC/USD,0.38171,0.39892,0.36839,0.37464,9425.422776897523,25158.61300688
1655769600000,2022-06-21 00:00:00,LRC/USD,0.37317,0.41873,0.36543,0.39622,7181.162781278757,18124.18045853
1655683200000,2022-06-20 00:00:00,LRC/USD,0.36819,0.38086,0.34982,0.3726,4570.145164323198,12265.55331273
1655596800000,2022-06-19 00:00:00,LRC/USD,0.3428,0.37479,0.32707,0.36688,3856.3371980788575,10511.16767902
1655510400000,2022-06-18 00:00:00,LRC/USD,0.37458,0.37847,0.31584,0.34267,8273.961410301486,24145.56690198
1655424000000,2022-06-17 00:00:00,LRC/USD,0.36243,0.38433,0.36092,0.37287,6020.081269267504,16145.25510035
1655337600000,2022-06-16 00:00:00,LRC/USD,0.41202,0.41709,0.35636,0.36386,5775.783415834089,15873.64210365
1655251200000,2022-06-15 00:00:00,LRC/USD,0.37984,0.41334,0.34026,0.41116,11722.834904832116,28511.61325234
1655164800000,2022-06-14 00:00:00,LRC/USD,0.37603,0.38824,0.34042,0.38061,18952.75275644733,49795.72989792
1655078400000,2022-06-13 00:00:00,LRC/USD,0.40498,0.40523,0.33889,0.37632,51868.93116081869,137831.9811884
1654992000000,2022-06-12 00:00:00,LRC/USD,0.43979,0.44764,0.40548,0.40694,32967.87650598684,81014.09668744
1654905600000,2022-06-11 00:00:00,LRC/USD,0.48033,0.49566,0.43453,0.44114,13224.457951722472,29977.91619831
1654819200000,2022-06-10 00:00:00,LRC/USD,0.51175,0.51408,0.47506,0.47945,11743.24937998021,24493.167963249998
1654732800000,2022-06-09 00:00:00,LRC/USD,0.51936,0.53743,0.5105,0.51168,13033.2719855525,25471.52905244
1654646400000,2022-06-08 00:00:00,LRC/USD,0.53091,0.54317,0.51632,0.51869,10841.621413674306,20901.92873137
1654560000000,2022-06-07 00:00:00,LRC/USD,0.55086,0.55086,0.50919,0.52944,27162.01243695365,51303.2873167
1654473600000,2022-06-06 00:00:00,LRC/USD,0.50807,0.59487,0.50708,0.55332,44901.231497004774,81148.75930204
1654387200000,2022-06-05 00:00:00,LRC/USD,0.51653,0.5204,0.5004,0.50899,4771.440175689022,9374.32989978
1654300800000,2022-06-04 00:00:00,LRC/USD,0.51705,0.52158,0.4975,0.51564,3083.1924085608957,5979.3507264
1654214400000,2022-06-03 00:00:00,LRC/USD,0.55031,0.55343,0.51021,0.51771,4274.648629742249,8256.83998714
1654128000000,2022-06-02 00:00:00,LRC/USD,0.52217,0.5571,0.51324,0.55104,8595.269452788076,15598.26773517
1654041600000,2022-06-01 00:00:00,LRC/USD,0.56677,0.59905,0.51116,0.52354,16192.348593720017,30928.57965718
1653955200000,2022-05-31 00:00:00,LRC/USD,0.57005,0.57579,0.52663,0.56548,11471.8501472537,20286.92464323
1653868800000,2022-05-30 00:00:00,LRC/USD,0.49353,0.57185,0.48447,0.56915,14853.377076156074,26097.473559089998
1653782400000,2022-05-29 00:00:00,LRC/USD,0.4828,0.50079,0.46715,0.49445,7354.069088316395,14873.23104119
1653696000000,2022-05-28 00:00:00,LRC/USD,0.47861,0.49407,0.46771,0.48355,4399.115171130262,9097.53938813
1653609600000,2022-05-27 00:00:00,LRC/USD,0.51054,0.51552,0.46389,0.47821,15200.005519316524,31785.21051278
1653523200000,2022-05-26 00:00:00,LRC/USD,0.61364,0.62468,0.50535,0.50887,48935.3475240519,96164.73269018
1653436800000,2022-05-25 00:00:00,LRC/USD,0.55368,0.6366,0.55082,0.61518,47931.5801140184,77914.72433112
1653350400000,2022-05-24 00:00:00,LRC/USD,0.55402,0.58515,0.51788,0.55439,68862.66299659543,124213.39309258
1653264000000,2022-05-23 00:00:00,LRC/USD,0.50931,0.66281,0.4941,0.55082,70926.17030532275,128764.69682532
1653177600000,2022-05-22 00:00:00,LRC/USD,0.49107,0.51726,0.4843,0.51324,15235.38211619981,29684.71303133
1653091200000,2022-05-21 00:00:00,LRC/USD,0.48263,0.49663,0.46879,0.49084,4282.8698403996905,8725.59253606
1653004800000,2022-05-20 00:00:00,LRC/USD,0.48433,0.50908,0.4606,0.48329,20207.134476574494,41811.61306167
1652918400000,2022-05-19 00:00:00,LRC/USD,0.45467,0.48876,0.44377,0.48561,10046.29844504521,20687.9974569
1652832000000,2022-05-18 00:00:00,LRC/USD,0.50003,0.50912,0.448,0.45084,12135.691671925568,26917.95686258
1652745600000,2022-05-17 00:00:00,LRC/USD,0.4659,0.51136,0.46464,0.49998,32589.976972420056,65182.56124729
1652659200000,2022-05-16 00:00:00,LRC/USD,0.51311,0.51311,0.4589,0.46424,24406.035581573804,52572.02219019
1652572800000,2022-05-15 00:00:00,LRC/USD,0.47653,0.51535,0.45284,0.51456,17016.880464101607,33070.74095169
1652486400000,2022-05-14 00:00:00,LRC/USD,0.46589,0.4869,0.43214,0.47725,23691.713610109568,49642.14480903
1652400000000,2022-05-13 00:00:00,LRC/USD,0.39666,0.53167,0.38882,0.46536,26632.891555345068,57230.72794255
1652313600000,2022-05-12 00:00:00,LRC/USD,0.42065,0.44796,0.32504,0.39591,118017.15043015002,298090.85506845
1652227200000,2022-05-11 00:00:00,LRC/USD,0.57501,0.58832,0.38159,0.4204,209042.52983981994,497246.74081784
1652140800000,2022-05-10 00:00:00,LRC/USD,0.54629,0.63454,0.52579,0.57415,33767.21815818932,58812.53706904
1652054400000,2022-05-09 00:00:00,LRC/USD,0.6673,0.67992,0.54507,0.54534,54206.81145971824,99400.02834877
1651968000000,2022-05-08 00:00:00,LRC/USD,0.69435,0.6994,0.6557,0.66409,13592.843335239155,20468.37527329
1651881600000,2022-05-07 00:00:00,LRC/USD,0.72464,0.72783,0.68022,0.69745,24502.12367262672,35131.01107266
1651795200000,2022-05-06 00:00:00,LRC/USD,0.7415,0.75726,0.70547,0.72564,10981.499683454942,15133.53685499
1651708800000,2022-05-05 00:00:00,LRC/USD,0.81727,0.84836,0.71456,0.74404,35091.4290340305,47163.36357458
1651622400000,2022-05-04 00:00:00,LRC/USD,0.72445,0.82207,0.72114,0.81619,64564.87235848978,79105.19898368
1651536000000,2022-05-03 00:00:00,LRC/USD,0.74732,0.77815,0.71078,0.72293,38013.16433139106,52582.08171108
1651449600000,2022-05-02 00:00:00,LRC/USD,0.7445,0.77486,0.70503,0.74766,56367.14555652888,75391.41529108
1651363200000,2022-05-01 00:00:00,LRC/USD,0.68362,0.75999,0.67413,0.74663,19314.982155167967,25869.55005179
1651276800000,2022-04-30 00:00:00,LRC/USD,0.79008,0.79656,0.64688,0.68276,31840.712746895028,46635.29314385
1651190400000,2022-04-29 00:00:00,LRC/USD,0.84179,0.84646,0.7691,0.78897,13844.310414682785,17547.32171652
1651104000000,2022-04-28 00:00:00,LRC/USD,0.85405,0.86755,0.82681,0.84282,27109.097164041785,32164.75304815
1651017600000,2022-04-27 00:00:00,LRC/USD,0.82007,0.86932,0.8155,0.85674,10503.660369108338,12260.03264597
1650931200000,2022-04-26 00:00:00,LRC/USD,0.89186,0.90265,0.81,0.82108,19617.61992984307,23892.45862747
1650844800000,2022-04-25 00:00:00,LRC/USD,0.89482,0.89482,0.83574,0.89051,54628.20970104373,61344.85822848
1650758400000,2022-04-24 00:00:00,LRC/USD,0.92815,0.9408,0.88795,0.89346,8532.801299009028,9550.28909969
1650672000000,2022-04-23 00:00:00,LRC/USD,0.96116,0.98158,0.91781,0.92299,17624.842209036553,19095.37720781
1650585600000,2022-04-22 00:00:00,LRC/USD,0.92083,0.98415,0.91444,0.95943,36224.626959780355,37756.40428148
1650499200000,2022-04-21 00:00:00,LRC/USD,0.9549,0.9769,0.89841,0.92125,22592.829113260177,24524.10215822
1650412800000,2022-04-20 00:00:00,LRC/USD,0.95814,1.04,0.93037,0.95294,59355.51112658909,62286.72437571
1650326400000,2022-04-19 00:00:00,LRC/USD,0.93343,0.97624,0.92449,0.96099,13498.560298042408,14046.51484203
1650240000000,2022-04-18 00:00:00,LRC/USD,0.85217,0.95581,0.82537,0.9318,45788.625485575096,49139.97154494
1650153600000,2022-04-17 00:00:00,LRC/USD,0.90511,0.90794,0.85058,0.85364,3361.719566308653,3938.09986213
1650067200000,2022-04-16 00:00:00,LRC/USD,0.89664,0.91716,0.88282,0.9038,4239.1838107614985,4690.40032171
1649980800000,2022-04-15 00:00:00,LRC/USD,0.88585,0.90318,0.87369,0.89517,11636.363495397853,12999.05436442
1649894400000,2022-04-14 00:00:00,LRC/USD,0.9203,0.94804,0.87013,0.88439,17605.205165417286,19906.6081315
1649808000000,2022-04-13 00:00:00,LRC/USD,0.91205,0.92566,0.8894,0.92133,39617.337106319574,43000.15966735
1649721600000,2022-04-12 00:00:00,LRC/USD,0.85525,0.92039,0.83925,0.91342,40301.01272955349,44121.00975406
1649635200000,2022-04-11 00:00:00,LRC/USD,0.96078,0.96129,0.83812,0.85139,53339.39886724107,62649.78313962
1649548800000,2022-04-10 00:00:00,LRC/USD,1.007,1.0141,0.95606,0.95606,40315.21526960743,42168.0807372
1649462400000,2022-04-09 00:00:00,LRC/USD,0.96153,1.0206,0.96129,1.0089,33069.56036604056,32777.8376113
1649376000000,2022-04-08 00:00:00,LRC/USD,1.0193,1.0455,0.95411,0.96309,23932.785238236527,24849.998689879998
1649289600000,2022-04-07 00:00:00,LRC/USD,0.9673,1.0388,0.95304,1.019,49286.86298815991,48367.87339368
1649203200000,2022-04-06 00:00:00,LRC/USD,1.1056,1.1056,0.96503,0.9659,88057.1876303486,91165.94640268
1649116800000,2022-04-05 00:00:00,LRC/USD,1.1403,1.1901,1.1038,1.1038,59489.484955786866,53895.16665681
1649030400000,2022-04-04 00:00:00,LRC/USD,1.1838,1.1856,1.0811,1.1418,46417.45250586516,40652.87485187
1648944000000,2022-04-03 00:00:00,LRC/USD,1.1396,1.2017,1.1172,1.187,22694.11161780692,19118.88089116
1648857600000,2022-04-02 00:00:00,LRC/USD,1.1808,1.228,1.1381,1.1381,51440.131407247936,45198.25270824
1648771200000,2022-04-01 00:00:00,LRC/USD,1.1594,1.2253,1.1014,1.1835,387799.6060367732,327671.82597108
1648684800000,2022-03-31 00:00:00,LRC/USD,1.2676,1.3424,1.1404,1.1648,325732.14595450554,279646.41651314
1648598400000,2022-03-30 00:00:00,LRC/USD,1.2761,1.3201,1.2159,1.2678,94377.28660673506,74441.77836152
1648512000000,2022-03-29 00:00:00,LRC/USD,1.1348,1.3599,1.1336,1.2848,340709.3580518867,265184.74319107
1648425600000,2022-03-28 00:00:00,LRC/USD,1.1026,1.2737,1.0813,1.1287,577972.4589027792,512069.1582376
1648339200000,2022-03-27 00:00:00,LRC/USD,1.067,1.1427,1.0518,1.1091,132728.50443523494,119672.26078373
1648252800000,2022-03-26 00:00:00,LRC/USD,1.0588,1.1733,1.0446,1.0634,95011.87234301832,89347.25629398
1648166400000,2022-03-25 00:00:00,LRC/USD,1.0805,1.1828,1.0319,1.0598,100360.80154855433,94697.86898335
1648080000000,2022-03-24 00:00:00,LRC/USD,1.1666,1.1993,1.0446,1.0813,225051.2741434655,208130.28220056
1647993600000,2022-03-23 00:00:00,LRC/USD,0.80766,1.2261,0.80677,1.1698,434666.111566133,371573.01381957
1647907200000,2022-03-22 00:00:00,LRC/USD,0.8076,0.84956,0.78715,0.80834,75676.64900499847,93619.82458495
1647820800000,2022-03-21 00:00:00,LRC/USD,0.82243,0.85513,0.801,0.80742,39389.21067053921,48784.04135461
1647734400000,2022-03-20 00:00:00,LRC/USD,0.93541,0.95498,0.81479,0.82061,65266.496557338105,79534.12285658
1647648000000,2022-03-19 00:00:00,LRC/USD,0.72939,0.95498,0.72671,0.93603,85584.85781344543,91433.88333007
1647561600000,2022-03-18 00:00:00,LRC/USD,0.70571,0.7431,0.68654,0.72795,38320.69825073594,52641.93729066
1647475200000,2022-03-17 00:00:00,LRC/USD,0.71481,0.73974,0.7052,0.7083,6948.788425845597,9810.51591959
1647388800000,2022-03-16 00:00:00,LRC/USD,0.67532,0.71726,0.6721,0.71501,41166.27878917943,57574.40985326
1647302400000,2022-03-15 00:00:00,LRC/USD,0.69733,0.70289,0.65366,0.6756,18092.049146618087,26779.23201098
1647216000000,2022-03-14 00:00:00,LRC/USD,0.68141,0.7021,0.67508,0.69833,47375.88726431216,67841.68983763
1647129600000,2022-03-13 00:00:00,LRC/USD,0.69114,0.72069,0.6738,0.68173,13019.494580304094,19097.72869069
1647043200000,2022-03-12 00:00:00,LRC/USD,0.69623,0.7118,0.69095,0.69114,4280.998233645127,6194.11151669
1646956800000,2022-03-11 00:00:00,LRC/USD,0.71789,0.72458,0.69435,0.69623,12976.417740196126,18638.11921376
1646870400000,2022-03-10 00:00:00,LRC/USD,0.7426,0.76293,0.6908,0.7202,47375.148140308,65780.54448807
1646784000000,2022-03-09 00:00:00,LRC/USD,0.7342,0.76488,0.73129,0.73995,20346.550961328216,27497.19705565
1646697600000,2022-03-08 00:00:00,LRC/USD,0.70461,0.74579,0.7,0.73579,17624.967221094925,23953.80097731
1646611200000,2022-03-07 00:00:00,LRC/USD,0.71758,0.7365,0.67741,0.70643,30931.94152602162,43786.27963991
1646524800000,2022-03-06 00:00:00,LRC/USD,0.7601,0.7683,0.71231,0.71544,6788.387646534119,9488.4094355
1646438400000,2022-03-05 00:00:00,LRC/USD,0.73508,0.7751,0.71959,0.76028,11469.461072930297,15085.8382082
1646352000000,2022-03-04 00:00:00,LRC/USD,0.78173,0.78294,0.7224,0.73505,16159.30931627028,21983.95934463
1646265600000,2022-03-03 00:00:00,LRC/USD,0.80749,0.81667,0.76224,0.78344,21567.79433218013,27529.60575434
1646179200000,2022-03-02 00:00:00,LRC/USD,0.83464,0.86356,0.79189,0.8103,38063.600664790065,46974.70154855
1646092800000,2022-03-01 00:00:00,LRC/USD,0.82612,0.86105,0.79078,0.83421,31535.114507700993,37802.36931672
1646006400000,2022-02-28 00:00:00,LRC/USD,0.72856,0.83158,0.71718,0.82603,43480.95687409614,52638.47181591
1645920000000,2022-02-27 00:00:00,LRC/USD,0.77064,0.78715,0.71464,0.7268,28938.324471847947,39816.07659858
1645833600000,2022-02-26 00:00:00,LRC/USD,0.77682,0.81842,0.76045,0.76703,14991.295223256933,19544.60089339
1645747200000,2022-02-25 00:00:00,LRC/USD,0.73974,0.7828,0.71971,0.77711,40077.92018899133,51573.03366189
1645660800000,2022-02-24 00:00:00,LRC/USD,0.75382,0.77521,0.6312,0.73974,75671.71784663943,102295.01966453
1645574400000,2022-02-23 00:00:00,LRC/USD,0.80142,0.82901,0.75521,0.75521,25416.42699796902,33654.78078676
1645488000000,2022-02-22 00:00:00,LRC/USD,0.74561,0.80919,0.72955,0.803,41854.627159340715,52122.82336157
1645401600000,2022-02-21 00:00:00,LRC/USD,0.81443,0.86507,0.7426,0.74675,26198.607773853393,35083.50555588
1645315200000,2022-02-20 00:00:00,LRC/USD,0.88716,0.88943,0.79066,0.81105,20616.88443060855,25419.99190014
1645228800000,2022-02-19 00:00:00,LRC/USD,0.87309,0.9124,0.86,0.88628,22212.450004966104,25062.56488352
1645142400000,2022-02-18 00:00:00,LRC/USD,0.88478,0.9416,0.8652,0.87358,26160.523414570664,29946.33967647
1645056000000,2022-02-17 00:00:00,LRC/USD,0.96412,0.97496,0.86386,0.88391,26447.81018644109,29921.38360969
1644969600000,2022-02-16 00:00:00,LRC/USD,0.98172,0.99106,0.93732,0.95821,16356.189083534653,17069.52451293
1644883200000,2022-02-15 00:00:00,LRC/USD,0.92397,0.9953,0.92258,0.98306,22464.426395217313,22851.53133605
1644796800000,2022-02-14 00:00:00,LRC/USD,0.91271,0.94208,0.88017,0.92289,28350.84165426938,30719.63251771
1644710400000,2022-02-13 00:00:00,LRC/USD,0.9473,0.96637,0.89263,0.90994,15943.352699174398,17521.32305336
1644624000000,2022-02-12 00:00:00,LRC/USD,0.94192,0.98172,0.90887,0.95,75118.174900008,79071.76305264
1644537600000,2022-02-11 00:00:00,LRC/USD,1.0091,1.0969,0.92258,0.94189,62877.27956504985,66756.49976648
1644451200000,2022-02-10 00:00:00,LRC/USD,1.0989,1.106,1.0022,1.0118,81686.33913826238,80733.68169427
1644364800000,2022-02-09 00:00:00,LRC/USD,1.0825,1.127,1.0439,1.1003,35255.38435690227,32041.61079424
1644278400000,2022-02-08 00:00:00,LRC/USD,1.1723,1.2082,1.0275,1.0771,224703.1730857068,208618.67336896
1644192000000,2022-02-07 00:00:00,LRC/USD,1.1181,1.2249,1.0776,1.1671,417719.0321615794,357911.94598713
1644105600000,2022-02-06 00:00:00,LRC/USD,0.96227,1.1194,0.95427,1.1194,256018.129346929,228710.13877696
1644019200000,2022-02-05 00:00:00,LRC/USD,0.91407,1.0321,0.91097,0.96068,120929.30900394346,125878.86601568
1643932800000,2022-02-04 00:00:00,LRC/USD,0.84983,0.9175,0.84247,0.9151,75696.7885629748,82719.69026660999
1643846400000,2022-02-03 00:00:00,LRC/USD,0.86805,0.88919,0.81355,0.84848,111923.70240224675,131910.8316074
1643760000000,2022-02-02 00:00:00,LRC/USD,0.9633,0.9658,0.85471,0.87202,132264.5198735713,151676.01646014
1643673600000,2022-02-01 00:00:00,LRC/USD,0.99856,1.0222,0.958,0.9637,43432.85491461188,45068.85432667
1643587200000,2022-01-31 00:00:00,LRC/USD,1.0054,1.0408,0.9258,1.0002,39960.524173053265,39952.53366632
1643500800000,2022-01-30 00:00:00,LRC/USD,0.9758,1.0558,0.95646,1.0039,27292.144738311334,27186.1188747
1643414400000,2022-01-29 00:00:00,LRC/USD,0.98825,1.012,0.9619,0.97182,25183.467937999787,25913.71646807
1643328000000,2022-01-28 00:00:00,LRC/USD,0.96141,1.0092,0.91611,0.98949,33201.42864267736,33554.08204497
1643241600000,2022-01-27 00:00:00,LRC/USD,1.076,1.1261,0.92946,0.9623,177485.22147166924,184438.55499498
1643155200000,2022-01-26 00:00:00,LRC/USD,1.03,1.1787,0.98791,1.0744,411214.09160925366,382738.3577897
1643068800000,2022-01-25 00:00:00,LRC/USD,0.86611,1.0711,0.84161,1.0306,419052.0648096999,406609.80478333
1642982400000,2022-01-24 00:00:00,LRC/USD,0.86014,0.89027,0.7119,0.85642,308026.0073250012,359666.99437776
1642896000000,2022-01-23 00:00:00,LRC/USD,0.74126,0.87258,0.73224,0.8612,135528.759471069,157371.99195433
1642809600000,2022-01-22 00:00:00,LRC/USD,0.86582,0.88743,0.64995,0.73868,341088.9792313004,461754.72360332
1642723200000,2022-01-21 00:00:00,LRC/USD,1.0664,1.0826,0.84128,0.86947,196915.3244624836,226477.42240961
1642636800000,2022-01-20 00:00:00,LRC/USD,1.1769,1.222,1.0545,1.0651,94056.94608788272,88308.08946379
1642550400000,2022-01-19 00:00:00,LRC/USD,1.158,1.2359,1.109,1.1752,124584.95052101665,106011.70057949
1642464000000,2022-01-18 00:00:00,LRC/USD,1.2311,1.2361,1.097,1.159,181385.33392033094,156501.58232988
1642377600000,2022-01-17 00:00:00,LRC/USD,1.3674,1.37,1.1877,1.228,249920.1359870668,203518.0260481
1642291200000,2022-01-16 00:00:00,LRC/USD,1.4188,1.4231,1.3089,1.3604,93861.8743951281,68995.79123429
1642204800000,2022-01-15 00:00:00,LRC/USD,1.4792,1.4824,1.3886,1.4225,176861.03964863994,124331.13507813
1642118400000,2022-01-14 00:00:00,LRC/USD,1.4972,1.5454,1.4476,1.4696,198224.04127216234,134882.98943397
1642032000000,2022-01-13 00:00:00,LRC/USD,1.6363,1.6666,1.4958,1.4959,102377.90330122599,68439.00214
1641945600000,2022-01-12 00:00:00,LRC/USD,1.505,1.6515,1.4725,1.6321,131640.10743604857,80656.8883255
1641859200000,2022-01-11 00:00:00,LRC/USD,1.4632,1.524,1.3886,1.4961,247785.51065807109,165620.95492150998
1641772800000,2022-01-10 00:00:00,LRC/USD,1.5824,1.6006,1.3872,1.4698,363976.307625714,247636.6224151
1641686400000,2022-01-09 00:00:00,LRC/USD,1.5151,1.6287,1.51,1.5751,45502.947294086924,28888.9259692
1641600000000,2022-01-08 00:00:00,LRC/USD,1.6742,1.7272,1.4476,1.5218,105501.67646051032,69326.90002662
1641513600000,2022-01-07 00:00:00,LRC/USD,1.8418,1.8636,1.659,1.6665,270261.85861689947,162173.33250339
1641427200000,2022-01-06 00:00:00,LRC/USD,1.7954,2.0686,1.6658,1.8448,744971.505814822,403822.36872009
1641340800000,2022-01-05 00:00:00,LRC/USD,2.053,2.105,1.6515,1.8033,234254.1545177769,129903.04137846
1641254400000,2022-01-04 00:00:00,LRC/USD,2.0537,2.1439,2.0101,2.0574,71132.45191308291,34573.95349134
1641168000000,2022-01-03 00:00:00,LRC/USD,2.098,2.098,2.0274,2.0467,17756.595205072634,8675.71955102
1641081600000,2022-01-02 00:00:00,LRC/USD,2.0909,2.1149,2.0473,2.098,41484.183701429414,19773.20481479
1640995200000,2022-01-01 00:00:00,LRC/USD,2.088,2.1194,2.0399,2.0793,71059.27224624528,34174.61272844
1640908800000,2021-12-31 00:00:00,LRC/USD,1.9943,2.1352,1.9494,2.0909,123607.07192971242,59116.68273457
1640822400000,2021-12-30 00:00:00,LRC/USD,1.9581,2.0504,1.9119,1.9943,32648.538369468864,16370.92632476
1640736000000,2021-12-29 00:00:00,LRC/USD,2.0603,2.1183,1.9373,1.9696,113803.56784927785,57780.04054086
1640649600000,2021-12-28 00:00:00,LRC/USD,2.2493,2.2493,2.0443,2.0707,227465.51041975842,109849.57281101
1640563200000,2021-12-27 00:00:00,LRC/USD,2.3544,2.4428,2.2528,2.2631,270916.11251947883,119710.18183884
1640476800000,2021-12-26 00:00:00,LRC/USD,2.2726,2.4506,2.2102,2.3533,165932.65217017898,70510.62430211999
1640390400000,2021-12-25 00:00:00,LRC/USD,2.2122,2.3203,2.2092,2.2745,58233.719087402336,25602.86616285
1640304000000,2021-12-24 00:00:00,LRC/USD,2.3196,2.3717,2.1807,2.2118,132470.3454823925,59892.55153377
1640217600000,2021-12-23 00:00:00,LRC/USD,2.213,2.3576,2.1595,2.3131,115993.69278227784,50146.42375266
1640131200000,2021-12-22 00:00:00,LRC/USD,2.402,2.4086,2.1945,2.1945,204043.33184874064,92979.41756607
1640044800000,2021-12-21 00:00:00,LRC/USD,2.0252,2.4506,1.9921,2.4,308492.133814536,128538.38908939
1639958400000,2021-12-20 00:00:00,LRC/USD,2.0418,2.0833,1.8779,2.0187,93508.68937826931,46321.24108499
