https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume KNC
1639958400000,2021-12-20 00:00:00,KNC/USD,1.2647,1.2648,1.2062,1.2456,8796.280987473623,7061.88261679
1639872000000,2021-12-19 00:00:00,KNC/USD,1.3129,1.3323,1.2736,1.2803,31365.799543909805,24498.78899001
1639785600000,2021-12-18 00:00:00,KNC/USD,1.301,1.3518,1.2627,1.3303,2450.906153232791,1842.37100897
1639699200000,2021-12-17 00:00:00,KNC/USD,1.3028,1.3304,1.2433,1.285,14521.857089682198,11301.05610092
1639612800000,2021-12-16 00:00:00,KNC/USD,1.3094,1.3471,1.2937,1.2937,3782.034873973313,2923.42496249
1639526400000,2021-12-15 00:00:00,KNC/USD,1.2539,1.2981,1.1767,1.2975,37345.80465616906,28782.89376198
1639440000000,2021-12-14 00:00:00,KNC/USD,1.2164,1.2689,1.1981,1.2578,21172.839883994624,16833.23253617
1639353600000,2021-12-13 00:00:00,KNC/USD,1.3207,1.3364,1.2224,1.2362,21348.05973251283,17269.09863494
1639267200000,2021-12-12 00:00:00,KNC/USD,1.35,1.3869,1.3225,1.3757,24341.920288940786,17694.20679577
1639180800000,2021-12-11 00:00:00,KNC/USD,1.2855,1.3672,1.2798,1.3587,19229.599237482606,14152.93974938
1639094400000,2021-12-10 00:00:00,KNC/USD,1.3613,1.3955,1.3142,1.3142,32970.12553314107,25087.60122747
1639008000000,2021-12-09 00:00:00,KNC/USD,1.4732,1.5021,1.3472,1.3702,35935.724707989706,26226.62728652
1638921600000,2021-12-08 00:00:00,KNC/USD,1.4909,1.5283,1.4174,1.4951,52409.56363682557,35054.21954172
