https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume GNT
1640217600000,2021-12-23 00:00:00,GNT/USD,0.45323,0.4815,0.44555,0.48075,4631.51018731641,9633.92654668
1640131200000,2021-12-22 00:00:00,GNT/USD,0.4468,0.45368,0.43459,0.44524,3660.996066685851,8222.52283417
1640044800000,2021-12-21 00:00:00,GNT/USD,0.42912,0.44782,0.41467,0.43797,2806.724150822947,6408.48494377
1639958400000,2021-12-20 00:00:00,GNT/USD,0.43927,0.44765,0.4016,0.42912,4196.8789095666525,9780.19880119
1639872000000,2021-12-19 00:00:00,GNT/USD,0.46163,0.46163,0.43892,0.44773,3583.333019468616,8003.33464246
1639785600000,2021-12-18 00:00:00,GNT/USD,0.4474,0.46162,0.43241,0.46162,697.498185436656,1510.9791288
1639699200000,2021-12-17 00:00:00,GNT/USD,0.44413,0.46165,0.42903,0.4401,5844.444284019563,13279.80977964
1639612800000,2021-12-16 00:00:00,GNT/USD,0.43411,0.46416,0.43277,0.44524,1367.5083987536634,3071.39609818
1639526400000,2021-12-15 00:00:00,GNT/USD,0.4303,0.44773,0.39867,0.44239,12412.353906495375,28057.4920466
1639440000000,2021-12-14 00:00:00,GNT/USD,0.43021,0.43652,0.39661,0.42679,20983.125212472696,49164.9879624
1639353600000,2021-12-13 00:00:00,GNT/USD,0.49218,0.49442,0.42386,0.42386,13114.84176632249,30941.4470965
1639267200000,2021-12-12 00:00:00,GNT/USD,0.48655,0.49725,0.47274,0.49288,1625.762310129455,3298.49519179
1639180800000,2021-12-11 00:00:00,GNT/USD,0.46034,0.50538,0.45283,0.496,5639.51940642688,11369.99880328
1639094400000,2021-12-10 00:00:00,GNT/USD,0.49988,0.50408,0.45471,0.46851,24042.726601604216,51317.42460482
1639008000000,2021-12-09 00:00:00,GNT/USD,0.55705,0.56169,0.49863,0.4989,2273.52510245124,4557.0757716
1638921600000,2021-12-08 00:00:00,GNT/USD,0.53794,0.57505,0.49876,0.55535,30002.641683895028,54024.74418636
