https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume IQX
1641254400000,2022-01-04 00:00:00,IQX/USD,0.01325,0.013323,0.012511,0.012754,3180.147332908177,249345.09431615
1641168000000,2022-01-03 00:00:00,IQX/USD,0.012963,0.013624,0.012954,0.013219,9209.200594636904,696663.9378649599
1641081600000,2022-01-02 00:00:00,IQX/USD,0.012262,0.013414,0.012108,0.013113,2025.9597008631008,154500.09157806
1640995200000,2022-01-01 00:00:00,IQX/USD,0.011965,0.012389,0.011961,0.012178,954.2334617863322,78357.15731534999
1640908800000,2021-12-31 00:00:00,IQX/USD,0.012065,0.012423,0.011704,0.012024,1077.8556028233088,89642.01620287
1640822400000,2021-12-30 00:00:00,IQX/USD,0.011647,0.012348,0.011581,0.01201,1161.2213595430076,96687.87340075
1640736000000,2021-12-29 00:00:00,IQX/USD,0.012127,0.012497,0.011554,0.011819,1456.9234343849323,123269.60270623
1640649600000,2021-12-28 00:00:00,IQX/USD,0.013106,0.013106,0.012115,0.012301,18758.142310104613,1524928.2424278199
1640563200000,2021-12-27 00:00:00,IQX/USD,0.013104,0.01479,0.012958,0.013284,6089.556400551948,458412.85761457
1640476800000,2021-12-26 00:00:00,IQX/USD,0.013411,0.013411,0.012746,0.013139,2351.45375073369,178967.48236043
1640390400000,2021-12-25 00:00:00,IQX/USD,0.013027,0.013455,0.01296,0.013245,1119.1141880389262,84493.33243027
1640304000000,2021-12-24 00:00:00,IQX/USD,0.01294,0.013491,0.012831,0.013193,1370.0877953630643,103849.60171023
1640217600000,2021-12-23 00:00:00,IQX/USD,0.012316,0.013048,0.012082,0.012945,5255.17838049525,405962.02244073
1640131200000,2021-12-22 00:00:00,IQX/USD,0.012264,0.012647,0.012113,0.012325,1717.479809645158,139349.27461624
1640044800000,2021-12-21 00:00:00,IQX/USD,0.011552,0.012441,0.011552,0.012268,6728.418821230227,548452.789471
1639958400000,2021-12-20 00:00:00,IQX/USD,0.01212,0.012269,0.011348,0.011722,5317.412920411395,453626.76338606
1639872000000,2021-12-19 00:00:00,IQX/USD,0.012316,0.012522,0.012028,0.012127,822.3645763207237,67812.69698365
1639785600000,2021-12-18 00:00:00,IQX/USD,0.011923,0.012367,0.011812,0.012172,1541.0792893391592,126608.55153953
1639699200000,2021-12-17 00:00:00,IQX/USD,0.011806,0.012273,0.011516,0.011839,2730.729979804947,230655.45905946
1639612800000,2021-12-16 00:00:00,IQX/USD,0.012117,0.012466,0.011749,0.01207,539.4101625159064,44690.15430952
1639526400000,2021-12-15 00:00:00,IQX/USD,0.011733,0.012119,0.011117,0.012022,1499.1193865481425,124698.00254102
1639440000000,2021-12-14 00:00:00,IQX/USD,0.011521,0.012412,0.011463,0.01174,1780.7416870316517,151681.57470457
1639353600000,2021-12-13 00:00:00,IQX/USD,0.012691,0.012962,0.011176,0.01157,10559.010423593203,912619.7427479
1639267200000,2021-12-12 00:00:00,IQX/USD,0.013002,0.013219,0.01239,0.013019,591.5370154542258,45436.44023767
1639180800000,2021-12-11 00:00:00,IQX/USD,0.0123,0.013108,0.012008,0.012698,1351.945007195545,106469.12956336
1639094400000,2021-12-10 00:00:00,IQX/USD,0.012884,0.013532,0.0123,0.0123,1088.295772660872,88479.33111064
1639008000000,2021-12-09 00:00:00,IQX/USD,0.014195,0.014601,0.012907,0.01292,2967.931175057516,229716.03522117
1638921600000,2021-12-08 00:00:00,IQX/USD,0.013887,0.01452,0.0133,0.01452,1410.237310285452,97123.7817001
