https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume IOT
1640476800000,2021-12-26 00:00:00,IOT/USD,1.3243,1.461,1.2825,1.3994,4511457.466902256,3223851.26976008
1640390400000,2021-12-25 00:00:00,IOT/USD,1.2845,1.379,1.2726,1.3245,4862241.612388374,3671001.59485721
1640304000000,2021-12-24 00:00:00,IOT/USD,1.3001,1.323,1.2545,1.2844,2664867.4536922555,2074795.58836208
1640217600000,2021-12-23 00:00:00,IOT/USD,1.2767,1.3188,1.2303,1.2974,3424401.4377901624,2639433.81978585
1640131200000,2021-12-22 00:00:00,IOT/USD,1.3159,1.345,1.257,1.2758,7792696.297325284,6108086.13993203
1640044800000,2021-12-21 00:00:00,IOT/USD,1.082,1.3245,1.07182244,1.3183,9941575.669979276,7541208.88263618
1639958400000,2021-12-20 00:00:00,IOT/USD,1.0665,1.0856,1.0221,1.0812,1585765.3155223764,1466671.58298407
1639872000000,2021-12-19 00:00:00,IOT/USD,1.1282,1.133,1.062,1.0655,1249634.0536729018,1172814.69138705
1639785600000,2021-12-18 00:00:00,IOT/USD,1.115,1.1345,1.09,1.1286,580006.7578601531,513917.02805259
1639699200000,2021-12-17 00:00:00,IOT/USD,1.1385,1.2,1.0829,1.1137,2186846.655755881,1963586.83285973
1639612800000,2021-12-16 00:00:00,IOT/USD,1.1107,1.1889,1.1014,1.1365,1525515.8060310911,1342292.83416726
1639526400000,2021-12-15 00:00:00,IOT/USD,1.0612,1.129,1.0,1.10802064,1560008.6311299885,1407923.80106745
1639440000000,2021-12-14 00:00:00,IOT/USD,1.0292,1.0702,1.0118,1.0621,1104406.0033173992,1039832.41061802
1639353600000,2021-12-13 00:00:00,IOT/USD,1.13925411,1.1461,1.0046,1.03053115,1722086.38373713,1671066.79282536
1639267200000,2021-12-12 00:00:00,IOT/USD,1.1434,1.1538,1.111,1.1383,529968.554821347,465578.98165804
1639180800000,2021-12-11 00:00:00,IOT/USD,1.11110231,1.16,1.0892,1.1436,1099801.0921888838,961700.8501127
1639094400000,2021-12-10 00:00:00,IOT/USD,1.1417,1.1922,1.10570142,1.10771252,1962729.0130186444,1771875.80494138
1639008000000,2021-12-09 00:00:00,IOT/USD,1.1986,1.234,1.1286,1.1392112,2537062.8669128646,2227034.69463157
1638921600000,2021-12-08 00:00:00,IOT/USD,1.1726,1.2198,1.146,1.1953,2103406.873589128,1759731.3424154
