https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume UOP
1650585600000,2022-04-22 00:00:00,UOP/USD,0.027273,0.03071,0.027273,0.029466,149.31797622375274,5067.4667828599995
1650499200000,2022-04-21 00:00:00,UOP/USD,0.027258,0.027288,0.026666,0.027288,10.502464791371759,384.87484577
1650412800000,2022-04-20 00:00:00,UOP/USD,0.029777,0.0304,0.026355,0.026977,120.20237565953775,4455.73546575
1650326400000,2022-04-19 00:00:00,UOP/USD,0.029155,0.0304,0.029155,0.0304,18.338418754208,603.23745902
1650240000000,2022-04-18 00:00:00,UOP/USD,0.029155,0.029777,0.028844,0.029777,28.1005891971486,943.7011517999999
1650153600000,2022-04-17 00:00:00,UOP/USD,0.028844,0.029777,0.028844,0.029777,6.54037537201565,219.64520845
1650067200000,2022-04-16 00:00:00,UOP/USD,0.029513,0.029777,0.028844,0.029466,12.611295886489561,427.99483766000003
1649980800000,2022-04-15 00:00:00,UOP/USD,0.029526,0.030088,0.029466,0.030088,14.71695821802208,489.13049116
1649894400000,2022-04-14 00:00:00,UOP/USD,0.029777,0.030088,0.029155,0.030088,29.16478418038816,969.31614532
1649808000000,2022-04-13 00:00:00,UOP/USD,0.028844,0.0304,0.028844,0.029777,54.25987376284629,1822.20753477
1649721600000,2022-04-12 00:00:00,UOP/USD,0.028239,0.028844,0.027911,0.028222,38.124363429600464,1350.87390793
1649635200000,2022-04-11 00:00:00,UOP/USD,0.029777,0.029777,0.028533,0.028844,28.413635659924083,985.07958882
1649548800000,2022-04-10 00:00:00,UOP/USD,0.026977,0.030088,0.026977,0.029155,134.30498703799623,4606.5850467499995
1649462400000,2022-04-09 00:00:00,UOP/USD,0.031022,0.031022,0.026355,0.026977,167.58527247989682,6212.1537784
1649376000000,2022-04-08 00:00:00,UOP/USD,0.031955,0.032499,0.031333,0.031333,40.16483883215487,1281.87019539
1649289600000,2022-04-07 00:00:00,UOP/USD,0.037,0.041714,0.019146,0.032499,2585.749203698043,79563.96208185
1649203200000,2022-04-06 00:00:00,UOP/USD,0.0351,0.043604,0.0351,0.035699,294.35501844717254,8245.4695775
1649116800000,2022-04-05 00:00:00,UOP/USD,0.0321,0.0351,0.0321,0.0351,24.390058004792998,694.8734474299999
1649030400000,2022-04-04 00:00:00,UOP/USD,0.02931,0.046864,0.02931,0.044682,365.41110417319993,8178.03822956
1648944000000,2022-04-03 00:00:00,UOP/USD,0.034989,0.0408,0.0293,0.039489,755.146686348487,19122.96301118
1648857600000,2022-04-02 00:00:00,UOP/USD,0.036499,0.042749,0.0277,0.0293,716.473724509325,24453.02814025
1648771200000,2022-04-01 00:00:00,UOP/USD,0.033489,0.036499,0.027528,0.036499,2717.3183463537907,74449.11768415
1648684800000,2022-03-31 00:00:00,UOP/USD,0.024744,0.02905,0.023111,0.029002,191.88637341850918,6616.31519959
1648598400000,2022-03-30 00:00:00,UOP/USD,0.028989,0.034,0.02335,0.02335,37.12472388225,1589.923935
1648512000000,2022-03-29 00:00:00,UOP/USD,0.0259,0.0299,0.022683,0.023111,88.8437103885101,3844.21748901
1648425600000,2022-03-28 00:00:00,UOP/USD,0.021479,0.0259,0.021479,0.0259,52.56405,2029.5
1648339200000,2022-03-27 00:00:00,UOP/USD,0.02492,0.0259,0.02492,0.0259,39.160759066086,1511.99841954
1648252800000,2022-03-26 00:00:00,UOP/USD,0.025,0.025,0.02,0.020105,4.780920426320001,237.797584
1648166400000,2022-03-25 00:00:00,UOP/USD,0.025302,0.025302,0.019243,0.019243,103.32128331278152,5369.29186264
1648080000000,2022-03-24 00:00:00,UOP/USD,0.023,0.025999,0.01851,0.0232,888.3400277548719,38290.51843771
1647907200000,2022-03-22 00:00:00,UOP/USD,0.0221,0.026377,0.0221,0.024,8.075354791679999,336.47311632
1647820800000,2022-03-21 00:00:00,UOP/USD,0.0239,0.0239,0.013493,0.022864,313.3148554857371,13703.41390333
1647648000000,2022-03-19 00:00:00,UOP/USD,0.025,0.0268,0.0239,0.024,25.65634406496,1069.01433604
1647561600000,2022-03-18 00:00:00,UOP/USD,0.0238,0.0238,0.0238,0.0238,40.483129792,1700.97184
1647475200000,2022-03-17 00:00:00,UOP/USD,0.024,0.024,0.0238,0.0238,74.36778459065201,3124.69683154
1647302400000,2022-03-15 00:00:00,UOP/USD,0.024866,0.024866,0.0238,0.024,74.59398173616,3108.0825723400003
1647216000000,2022-03-14 00:00:00,UOP/USD,0.028249,0.028491,0.026,0.026,59.07319737982,2272.04605307
1647129600000,2022-03-13 00:00:00,UOP/USD,0.025001,0.028249,0.025001,0.028249,22.2027387512983,785.9654767
1647043200000,2022-03-12 00:00:00,UOP/USD,0.025001,0.025001,0.025001,0.025001,20.648330125169,825.900169
1646956800000,2022-03-11 00:00:00,UOP/USD,0.028989,0.028989,0.025001,0.025001,64.87462610749904,2594.88124905
1646870400000,2022-03-10 00:00:00,UOP/USD,0.026,0.028989,0.0255,0.028989,338.10038256680906,11663.05780009
1646784000000,2022-03-09 00:00:00,UOP/USD,0.024,0.028243,0.0238,0.0238,34.148307405408005,1434.80283216
1646697600000,2022-03-08 00:00:00,UOP/USD,0.0293,0.0293,0.0238,0.026,341.5765158546,13137.5583021
1646611200000,2022-03-07 00:00:00,UOP/USD,0.025001,0.026003,0.0238,0.0239,921.7492708063501,38566.9150965
1646524800000,2022-03-06 00:00:00,UOP/USD,0.03198,0.0397,0.024991,0.025,1185.6731676665001,47426.92670666
1646438400000,2022-03-05 00:00:00,UOP/USD,0.0379,0.0379,0.027,0.027,121.74788015226,4509.18074638
1646352000000,2022-03-04 00:00:00,UOP/USD,0.0229,0.0229,0.022,0.022,57.832374646199995,2628.7443021
1646265600000,2022-03-03 00:00:00,UOP/USD,0.0225,0.0247,0.020716,0.0247,359.94921312994796,14572.84263684
1646179200000,2022-03-02 00:00:00,UOP/USD,0.025,0.02685,0.0225,0.0225,242.074458263025,10758.86481169
1646092800000,2022-03-01 00:00:00,UOP/USD,0.026883,0.026999,0.022622,0.026999,382.1474265744412,14154.13261878
1646006400000,2022-02-28 00:00:00,UOP/USD,0.022976,0.026,0.0225,0.024,77.4878230524,3228.65929385
1645833600000,2022-02-26 00:00:00,UOP/USD,0.023505,0.03,0.0214,0.022501,648.6292535314126,28826.68563759
1645747200000,2022-02-25 00:00:00,UOP/USD,0.022501,0.024,0.020215,0.020215,717.0543175304288,35471.39834432
1645660800000,2022-02-24 00:00:00,UOP/USD,0.025001,0.02604,0.015495,0.022501,850.4194367442697,37794.73964465
1645574400000,2022-02-23 00:00:00,UOP/USD,0.027411,0.030732,0.0252,0.0252,500.503871625156,19861.26474703
1645488000000,2022-02-22 00:00:00,UOP/USD,0.0302,0.03286,0.027386,0.030739,744.2821059567628,24212.95767451
1645401600000,2022-02-21 00:00:00,UOP/USD,0.0495,0.050999,0.03,0.032859,8948.084234900065,272317.60658876
1645315200000,2022-02-20 00:00:00,UOP/USD,0.053351,0.056099,0.05015,0.050999,509.16624726266116,9983.84766883
1645228800000,2022-02-19 00:00:00,UOP/USD,0.054589,0.05527,0.05335,0.05472,1188.1785321719135,21713.78896513
1645142400000,2022-02-18 00:00:00,UOP/USD,0.060001,0.063405,0.05335,0.05517,3346.263465701379,60653.67891429
1645056000000,2022-02-17 00:00:00,UOP/USD,0.063696,0.063749,0.060001,0.06199,1209.2633374429606,19507.39373194
1644969600000,2022-02-16 00:00:00,UOP/USD,0.069054,0.0748,0.061994,0.061994,3049.6248580434913,49192.2582515
1644883200000,2022-02-15 00:00:00,UOP/USD,0.07078,0.071219,0.06958,0.071219,409.7484177419457,5753.35820135
1644710400000,2022-02-13 00:00:00,UOP/USD,0.07078,0.071219,0.06887,0.071219,316.46980269545185,4443.61480357
1644537600000,2022-02-11 00:00:00,UOP/USD,0.07322,0.07322,0.070811,0.07122,278.57998510368424,3911.54149261
1644451200000,2022-02-10 00:00:00,UOP/USD,0.07488,0.07512,0.07322,0.07322,539.7010432103219,7370.9511501
1644364800000,2022-02-09 00:00:00,UOP/USD,0.075119,0.077,0.0675,0.07488,2158.0955470189438,28820.720446299998
1644278400000,2022-02-08 00:00:00,UOP/USD,0.079949,0.0816,0.072,0.075119,1055.164346575225,14046.57072878
1644192000000,2022-02-07 00:00:00,UOP/USD,0.0816,0.0816,0.076801,0.081537,129.1425656080427,1583.8523076400002
1644105600000,2022-02-06 00:00:00,UOP/USD,0.081542,0.081542,0.076803,0.076803,207.1990235793903,2697.7985701000002
1644019200000,2022-02-05 00:00:00,UOP/USD,0.07384,0.081533,0.07384,0.07988,2369.7425680045194,29666.28152234
1643932800000,2022-02-04 00:00:00,UOP/USD,0.07384,0.07384,0.07384,0.07384,7.248327015332,98.16260855
1643846400000,2022-02-03 00:00:00,UOP/USD,0.068163,0.07384,0.068163,0.07384,15.3178569897808,207.44660062
1643760000000,2022-02-02 00:00:00,UOP/USD,0.07384,0.07384,0.06821,0.073839,212.1002553794561,2872.46922872
1643673600000,2022-02-01 00:00:00,UOP/USD,0.068599,0.07242,0.068225,0.07242,480.39364141633615,6633.43884861
1643587200000,2022-01-31 00:00:00,UOP/USD,0.066601,0.068599,0.0666,0.068599,22.4412784648321,327.1371079
1643500800000,2022-01-30 00:00:00,UOP/USD,0.069358,0.069359,0.0666,0.0666,302.20078168636206,4537.54927457
1643414400000,2022-01-29 00:00:00,UOP/USD,0.069109,0.06989,0.0666,0.068599,552.8792041375182,8059.5811037700005
1643328000000,2022-01-28 00:00:00,UOP/USD,0.066241,0.069109,0.065,0.069109,282.6196524441806,4089.4768039500004
1643241600000,2022-01-27 00:00:00,UOP/USD,0.066947,0.069105,0.06624,0.069105,197.74104408779294,2861.45784079
1643155200000,2022-01-26 00:00:00,UOP/USD,0.068639,0.07111,0.06624,0.06911,950.8149541372691,13757.9938379
1643068800000,2022-01-25 00:00:00,UOP/USD,0.0676,0.06864,0.06468,0.06864,576.4589062765104,8398.29408911
1642982400000,2022-01-24 00:00:00,UOP/USD,0.074286,0.074286,0.062,0.0676,2449.2155070364797,36230.9986248
1642896000000,2022-01-23 00:00:00,UOP/USD,0.074286,0.074286,0.074286,0.074286,6.4878896442400205,87.33664007
1642809600000,2022-01-22 00:00:00,UOP/USD,0.084149,0.08415,0.074255,0.0816,438.68635487606406,5376.05827054
1642723200000,2022-01-21 00:00:00,UOP/USD,0.08301,0.08613,0.07425,0.07425,1018.012518112095,13710.60630454
1642636800000,2022-01-20 00:00:00,UOP/USD,0.083721,0.08613,0.083013,0.08613,467.21698195264287,5424.55569433
1642550400000,2022-01-19 00:00:00,UOP/USD,0.08587,0.08587,0.08587,0.08587,99.848828822,1162.7906
1642377600000,2022-01-17 00:00:00,UOP/USD,0.08613,0.08613,0.08428,0.086129,150.88740250816886,1751.87686503
1642291200000,2022-01-16 00:00:00,UOP/USD,0.086939,0.086939,0.08513,0.0867,481.874875967964,5557.95704692
1642204800000,2022-01-15 00:00:00,UOP/USD,0.09014,0.09014,0.08986,0.08986,103.97251863332339,1157.05006269
1642118400000,2022-01-14 00:00:00,UOP/USD,0.090083,0.093139,0.087003,0.089862,294.0439231593536,3272.17203222
1642032000000,2022-01-13 00:00:00,UOP/USD,0.092132,0.092861,0.086405,0.09286,537.2449878575352,5785.53723732
1641945600000,2022-01-12 00:00:00,UOP/USD,0.09314,0.09365,0.09314,0.09365,147.734353458169,1577.51578706
1641772800000,2022-01-10 00:00:00,UOP/USD,0.09282,0.09464,0.089284,0.0936,991.261588436496,10590.40158586
1641686400000,2022-01-09 00:00:00,UOP/USD,0.090778,0.09114,0.090778,0.09114,134.98213591993618,1481.04164933
1641600000000,2022-01-08 00:00:00,UOP/USD,0.10485,0.10708,0.09014,0.0918,4048.4016458956266,44100.23579407
1641513600000,2022-01-07 00:00:00,UOP/USD,0.10507,0.107,0.105,0.105,491.38403957789996,4679.84799598
1641427200000,2022-01-06 00:00:00,UOP/USD,0.11049,0.11292,0.105,0.10506,3029.9339100777133,28840.03341022
1641340800000,2022-01-05 00:00:00,UOP/USD,0.11782,0.11818,0.11417,0.11417,1046.3151362078002,9164.53653506
1641254400000,2022-01-04 00:00:00,UOP/USD,0.11768,0.11768,0.11768,0.11768,236.36152740800003,2008.5106
1641168000000,2022-01-03 00:00:00,UOP/USD,0.11982,0.12017,0.11869,0.11869,312.0791270420967,2629.36327443
1641081600000,2022-01-02 00:00:00,UOP/USD,0.12001,0.12239,0.1176,0.11982,357.4279285526004,2983.04063222
1640908800000,2021-12-31 00:00:00,UOP/USD,0.12519,0.12519,0.1179,0.1224,1700.757651658608,13895.07885342
1640822400000,2021-12-30 00:00:00,UOP/USD,0.14021,0.14272,0.12501,0.12501,3479.696279644097,27835.34340968
1640736000000,2021-12-29 00:00:00,UOP/USD,0.14701,0.14701,0.14378,0.14378,944.9523491185231,6572.20996744
1640649600000,2021-12-28 00:00:00,UOP/USD,0.14977,0.15,0.14703,0.14703,646.8476332082505,4399.42619335
1640563200000,2021-12-27 00:00:00,UOP/USD,0.14959,0.15576,0.14586,0.1515,4288.984868075115,28310.13114241
1640476800000,2021-12-26 00:00:00,UOP/USD,0.14959,0.14959,0.14959,0.14959,403.89300000000003,2700.0
1640390400000,2021-12-25 00:00:00,UOP/USD,0.14977,0.15227,0.14959,0.14959,3621.2418990788988,24207.78059415
1640304000000,2021-12-24 00:00:00,UOP/USD,0.16375,0.16375,0.15023,0.15023,366.5156354648427,2439.69670149
1640217600000,2021-12-23 00:00:00,UOP/USD,0.15524,0.16375,0.15476,0.16236,2528.5865421017916,15573.95012381
1640131200000,2021-12-22 00:00:00,UOP/USD,0.17527,0.17527,0.15924,0.15924,4031.2941807559096,25315.838864330002
1640044800000,2021-12-21 00:00:00,UOP/USD,0.17473,0.17527,0.17325,0.17327,162.0565089851162,935.2831360600001
1639958400000,2021-12-20 00:00:00,UOP/USD,0.17873,0.17873,0.17473,0.17473,326.29250371469027,1867.40973911
1639872000000,2021-12-19 00:00:00,UOP/USD,0.18281,0.18281,0.18018,0.18018,310.9343933211516,1725.68760862
1639785600000,2021-12-18 00:00:00,UOP/USD,0.18378,0.18378,0.18027,0.18027,512.2888424671905,2841.78644515
1639699200000,2021-12-17 00:00:00,UOP/USD,0.185,0.19336,0.18322,0.18378,3084.3225815034116,16782.68898413
1639612800000,2021-12-16 00:00:00,UOP/USD,0.18528,0.18671,0.18472,0.185,1081.5429095945,5846.1778897
1639526400000,2021-12-15 00:00:00,UOP/USD,0.17946,0.19003,0.17766,0.18779,5555.948328205175,29585.96479155
1639440000000,2021-12-14 00:00:00,UOP/USD,0.14354,0.20646,0.133,0.18593,44432.763201817965,238975.76077996
1639353600000,2021-12-13 00:00:00,UOP/USD,0.10453,0.19502,0.1008,0.14999,22957.499354451906,153060.19970966
1639267200000,2021-12-12 00:00:00,UOP/USD,0.10452,0.10453,0.10001,0.10453,31.2192329871744,298.66290048
1639094400000,2021-12-10 00:00:00,UOP/USD,0.10349,0.1035,0.10103,0.10349,108.37178320343389,1047.17154511
1639008000000,2021-12-09 00:00:00,UOP/USD,0.10383,0.10452,0.10191,0.10349,354.8560919026811,3428.89256839
