https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume UOP
1638921600000,2021-12-08 00:00:00,UOP/USD,0.10348,0.10607,0.10347,0.10395,107.9178288710445,1038.17055191
1638835200000,2021-12-07 00:00:00,UOP/USD,0.10191,0.10609,0.10083,0.10607,594.1452290667274,5601.44460325
1638748800000,2021-12-06 00:00:00,UOP/USD,0.10034,0.10294,0.099951,0.1025,2731.2070490565497,26645.92242982
1638662400000,2021-12-05 00:00:00,UOP/USD,0.098234,0.10201,0.095001,0.10036,1132.9730196718597,11289.08947461
1638576000000,2021-12-04 00:00:00,UOP/USD,0.0983,0.10364,0.094791,0.10051,2061.822940465782,20513.60999369
1638489600000,2021-12-03 00:00:00,UOP/USD,0.10628,0.10729,0.097371,0.10362,3440.9026306599185,33206.93525053
1638403200000,2021-12-02 00:00:00,UOP/USD,0.09046,0.10371,0.09046,0.1037,4906.358870212048,47313.00742731
1638316800000,2021-12-01 00:00:00,UOP/USD,0.094121,0.094754,0.089541,0.094091,21.84811175517087,232.20192957
1638230400000,2021-11-30 00:00:00,UOP/USD,0.08543,0.093306,0.08457,0.093306,3313.617218100604,35513.44198766
1638144000000,2021-11-29 00:00:00,UOP/USD,0.086234,0.086234,0.08457,0.08457,15.0437844317157,177.88559100999998
1638057600000,2021-11-28 00:00:00,UOP/USD,0.08457,0.08628,0.08372,0.083721,208.4091596055038,2489.32955418
