https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume STJ
1640217600000,2021-12-23 00:00:00,STJ/USD,1.9753,2.0927,1.9263,2.0927,43569.72753678437,20819.8631131
1640131200000,2021-12-22 00:00:00,STJ/USD,1.8094,1.9854,1.7906,1.9653,118129.63997828447,60107.688382579996
1640044800000,2021-12-21 00:00:00,STJ/USD,1.6292,1.816,1.6052,1.8062,96030.3417024741,53167.05885421
1639958400000,2021-12-20 00:00:00,STJ/USD,1.6877,1.6968,1.5534,1.6232,93276.09807096732,57464.32853066
1639872000000,2021-12-19 00:00:00,STJ/USD,1.7843,1.8237,1.6743,1.685,52341.64203531505,31063.28904173
1639785600000,2021-12-18 00:00:00,STJ/USD,1.8051,1.8256,1.7221,1.7782,88590.56669464818,49820.3614299
1639699200000,2021-12-17 00:00:00,STJ/USD,1.6086,1.872,1.6071,1.8126,256402.8868431208,141455.85724546
1639612800000,2021-12-16 00:00:00,STJ/USD,1.5581,1.7529,1.5448,1.6084,291342.8564195697,181138.30913925
1639526400000,2021-12-15 00:00:00,STJ/USD,1.4545,1.5631,1.3511,1.5567,124473.8322892144,79960.06442424
1639440000000,2021-12-14 00:00:00,STJ/USD,1.4532,1.4941,1.3892,1.455,80142.2827032495,55080.6066689
1639353600000,2021-12-13 00:00:00,STJ/USD,1.6972,1.7045,1.4391,1.4538,98170.21781173225,67526.63214454
1639267200000,2021-12-12 00:00:00,STJ/USD,1.6524,1.7141,1.6088,1.7097,45017.87905413185,26330.86451081
1639180800000,2021-12-11 00:00:00,STJ/USD,1.5752,1.6552,1.5588,1.6485,16703.94132705606,10132.81245196
1639094400000,2021-12-10 00:00:00,STJ/USD,1.698,1.7435,1.5813,1.5813,14722.7288556995,9310.52226377
1639008000000,2021-12-09 00:00:00,STJ/USD,1.9164,1.9262,1.695,1.7056,6291.751153772032,3688.87849072
1638921600000,2021-12-08 00:00:00,STJ/USD,1.826,1.9731,1.7514,1.912,18967.22774471008,9920.09819284
