https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume CHZ
1640649600000,2021-12-28 00:00:00,CHZ/USD,0.33557,0.33557,0.3011,0.30444,130482.27528313675,428597.67206391
1640563200000,2021-12-27 00:00:00,CHZ/USD,0.32996,0.35259,0.32667,0.33524,98371.18268010618,293435.09927248
1640476800000,2021-12-26 00:00:00,CHZ/USD,0.3181,0.33275,0.313,0.33111,43156.03439866163,130337.45401426
1640390400000,2021-12-25 00:00:00,CHZ/USD,0.30147,0.32165,0.30147,0.31884,33269.26266034039,104344.69533415
1640304000000,2021-12-24 00:00:00,CHZ/USD,0.31313,0.32025,0.29847,0.29847,31480.98811936401,105474.54725555
1640217600000,2021-12-23 00:00:00,CHZ/USD,0.28588,0.31409,0.28175,0.31268,42095.96035706073,134629.52653531
1640131200000,2021-12-22 00:00:00,CHZ/USD,0.28038,0.29282,0.27782,0.28504,62091.17961961355,217833.21505618
1640044800000,2021-12-21 00:00:00,CHZ/USD,0.26744,0.28324,0.26401,0.27972,68429.81448477163,244636.83141989
1639958400000,2021-12-20 00:00:00,CHZ/USD,0.2629,0.27315,0.25,0.2683,96015.33016032612,357865.56153681
1639872000000,2021-12-19 00:00:00,CHZ/USD,0.27138,0.27482,0.26013,0.26483,23290.27993427688,87944.26588482
1639785600000,2021-12-18 00:00:00,CHZ/USD,0.26308,0.27414,0.26297,0.27194,4640.230707891118,17063.43571336
1639699200000,2021-12-17 00:00:00,CHZ/USD,0.28326,0.28326,0.25548,0.26897,54306.56818410496,201905.67046177998
1639612800000,2021-12-16 00:00:00,CHZ/USD,0.28757,0.29821,0.28093,0.28132,27686.869314053976,98417.7069318
1639526400000,2021-12-15 00:00:00,CHZ/USD,0.27846,0.29148,0.26198,0.28549,34245.477789008706,119953.33563
1639440000000,2021-12-14 00:00:00,CHZ/USD,0.26734,0.29442,0.26553,0.27787,30004.907662616803,107981.81762197
1639353600000,2021-12-13 00:00:00,CHZ/USD,0.30985,0.30985,0.26655,0.27413,43821.02496619069,159854.90448397
1639267200000,2021-12-12 00:00:00,CHZ/USD,0.29662,0.30862,0.29436,0.30449,11172.429790984586,36692.27163777
1639180800000,2021-12-11 00:00:00,CHZ/USD,0.28436,0.2985,0.27969,0.29473,26854.389119038267,91115.22111437
1639094400000,2021-12-10 00:00:00,CHZ/USD,0.30316,0.30918,0.28308,0.28398,46045.941504524126,162145.01550998
1639008000000,2021-12-09 00:00:00,CHZ/USD,0.33099,0.33163,0.29712,0.30068,45176.57920619889,150248.03514101
1638921600000,2021-12-08 00:00:00,CHZ/USD,0.31689,0.33289,0.30831,0.32982,50499.121098910065,153111.15486905
