https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume CEL
1639785600000,2021-12-18 00:00:00,CEL/USD,3.7724,3.8195,3.7018,3.7772,14154.010616863992,3747.22297386
1639699200000,2021-12-17 00:00:00,CEL/USD,3.8089,3.8523,3.6516,3.7798,18887.631228572725,4996.99222937
1639612800000,2021-12-16 00:00:00,CEL/USD,3.8194,3.9333,3.7835,3.8102,15730.699651889383,4128.57583641
1639526400000,2021-12-15 00:00:00,CEL/USD,3.767,3.8994,3.6572,3.8464,38764.22356338611,10078.05313108
1639440000000,2021-12-14 00:00:00,CEL/USD,3.7979,3.8317,3.7032,3.7553,19158.126188448823,5101.62335591
1639353600000,2021-12-13 00:00:00,CEL/USD,3.8971,3.9405,3.6625,3.7886,30404.503333597444,8025.2608704
1639267200000,2021-12-12 00:00:00,CEL/USD,3.9012,3.9445,3.8251,3.8987,17635.721280274927,4523.48764467
1639180800000,2021-12-11 00:00:00,CEL/USD,3.9233,3.9489,3.8019,3.8987,15190.159858677114,3896.21152145
1639094400000,2021-12-10 00:00:00,CEL/USD,3.4801,4.052,3.4595,3.9349,89245.2004328567,22680.42400896
1639008000000,2021-12-09 00:00:00,CEL/USD,3.6787,3.6992,3.4174,3.4737,26752.219467525905,7701.36150719
1638921600000,2021-12-08 00:00:00,CEL/USD,3.6302,3.8163,3.3651,3.6772,116444.04351781336,31666.4972038
