https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ANC
1639958400000,2021-12-20 00:00:00,ANC/USD,3.4149,3.4854,3.3617,3.4053,517754.1932382929,152043.63587299
1639872000000,2021-12-19 00:00:00,ANC/USD,3.3877,3.433,3.3877,3.4149,430805.3131466045,126154.59109977
1639785600000,2021-12-18 00:00:00,ANC/USD,3.1978,3.3877,3.1518,3.3877,662274.0629995988,195493.71638563
1639699200000,2021-12-17 00:00:00,ANC/USD,3.2018,3.2284,3.1978,3.2046,175223.94535394688,54678.88203019
1639612800000,2021-12-16 00:00:00,ANC/USD,3.1772,3.2392,3.1707,3.2093,260582.9506170339,81196.19562429
1639526400000,2021-12-15 00:00:00,ANC/USD,3.1543,3.1913,3.1067,3.1797,131887.4632168315,41477.95805165
1639440000000,2021-12-14 00:00:00,ANC/USD,3.0594,3.1706,3.0298,3.1543,166806.77079610736,52882.34181787
1639353600000,2021-12-13 00:00:00,ANC/USD,3.4288,3.435,3.058,3.0731,255097.80777680757,83009.92736221
1639267200000,2021-12-12 00:00:00,ANC/USD,3.4682,3.4722,3.3903,3.435,104804.6043417657,30510.80184622
1639180800000,2021-12-11 00:00:00,ANC/USD,3.509,3.5528,3.462,3.4678,137425.27304678137,39628.95006828
1639094400000,2021-12-10 00:00:00,ANC/USD,3.7569,3.7628,3.4304,3.5137,254416.00015271502,72406.86460219
1639008000000,2021-12-09 00:00:00,ANC/USD,3.9706,3.9954,3.7573,3.7676,105583.56161074206,28024.09003364
1638921600000,2021-12-08 00:00:00,ANC/USD,3.9744,3.98,3.8412,3.9706,178024.67524640638,44835.71128958
