https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume FUN
1650153600000,2022-04-17 00:00:00,FUN/USD,0.010824,0.010824,0.0108,0.0108,32.73964352416801,3031.4484744600004
1650067200000,2022-04-16 00:00:00,FUN/USD,0.010878,0.010878,0.010775,0.010831,457.65834295657,42254.486469999996
1649980800000,2022-04-15 00:00:00,FUN/USD,0.010878,0.010878,0.010878,0.010878,5.439,500.0
1649808000000,2022-04-13 00:00:00,FUN/USD,0.01088,0.011048,0.01088,0.011048,65.09228742302784,5891.7711280799995
1649721600000,2022-04-12 00:00:00,FUN/USD,0.010938,0.010938,0.010789,0.010793,1797.4065259676702,166534.46919
1649635200000,2022-04-11 00:00:00,FUN/USD,0.011112,0.011112,0.010823,0.010823,1767.5858559293426,163317.55113456
1649462400000,2022-04-09 00:00:00,FUN/USD,0.011264,0.01137,0.011264,0.01137,148.10279226326278,13025.75129844
1649376000000,2022-04-08 00:00:00,FUN/USD,0.011141,0.011141,0.01113,0.01113,388.1760775179,34876.55683
1649289600000,2022-04-07 00:00:00,FUN/USD,0.011294,0.011487,0.011294,0.011487,89.62553890139515,7802.34516422
1649203200000,2022-04-06 00:00:00,FUN/USD,0.011736,0.011736,0.011363,0.011408,4456.128375972194,390614.33870724
1649116800000,2022-04-05 00:00:00,FUN/USD,0.011875,0.012059,0.011819,0.011819,1612.6278591987198,136443.68044663
1649030400000,2022-04-04 00:00:00,FUN/USD,0.011782,0.011782,0.011585,0.01161,557.8598831955301,48049.946873
1648944000000,2022-04-03 00:00:00,FUN/USD,0.011447,0.011772,0.011447,0.011772,116.27782335945325,9877.490941170001
1648857600000,2022-04-02 00:00:00,FUN/USD,0.011655,0.011686,0.011474,0.011474,2319.152463107261,202122.40396612
1648771200000,2022-04-01 00:00:00,FUN/USD,0.011313,0.01151,0.010402,0.01151,1017.09172563558,88365.91882151
1648684800000,2022-03-31 00:00:00,FUN/USD,0.01189,0.011891,0.011318,0.011378,11042.741114152168,970534.46248481
1648598400000,2022-03-30 00:00:00,FUN/USD,0.011466,0.011578,0.011405,0.011578,452.74467216211985,39103.87564019
1648512000000,2022-03-29 00:00:00,FUN/USD,0.011599,0.011626,0.011403,0.011445,2650.3637739760334,231573.94268029998
1648425600000,2022-03-28 00:00:00,FUN/USD,0.011645,0.011823,0.011565,0.011739,2286.7532237950327,194799.66128248
1648339200000,2022-03-27 00:00:00,FUN/USD,0.010733,0.01149,0.010733,0.01143,1325.8574473753313,115998.02689198
1648252800000,2022-03-26 00:00:00,FUN/USD,0.011034,0.011214,0.011034,0.011214,334.042632,29788.0
1648166400000,2022-03-25 00:00:00,FUN/USD,0.011186,0.011186,0.011074,0.011074,183.46445032116603,16567.134759
1648080000000,2022-03-24 00:00:00,FUN/USD,0.010942,0.011075,0.010942,0.011075,206.2726478132785,18625.06977998
1647993600000,2022-03-23 00:00:00,FUN/USD,0.01094,0.011116,0.010894,0.010894,673.11977928,61788.12
1647907200000,2022-03-22 00:00:00,FUN/USD,0.010863,0.010939,0.010821,0.010865,939.7960181273859,86497.56264403
1647820800000,2022-03-21 00:00:00,FUN/USD,0.010897,0.010897,0.010455,0.010726,2077.2533266526634,193665.23649568
1647734400000,2022-03-20 00:00:00,FUN/USD,0.010479,0.010479,0.010479,0.010479,523.95,50000.0
1647648000000,2022-03-19 00:00:00,FUN/USD,0.010816,0.010933,0.010782,0.010933,217.2723122736399,19873.073472390002
1647561600000,2022-03-18 00:00:00,FUN/USD,0.010963,0.010963,0.010814,0.010843,65.53242754885099,6043.75426993
1647475200000,2022-03-17 00:00:00,FUN/USD,0.010989,0.01111,0.01094,0.010989,374.50149842109414,34079.67043599
1647388800000,2022-03-16 00:00:00,FUN/USD,0.010969,0.010991,0.010796,0.010991,1383.6616738901582,125890.42615687
1647302400000,2022-03-15 00:00:00,FUN/USD,0.011002,0.011002,0.010941,0.010956,120.43230914537989,10992.36118523
1647216000000,2022-03-14 00:00:00,FUN/USD,0.010872,0.011076,0.010836,0.010868,1293.9911437032638,119064.33048429001
1647129600000,2022-03-13 00:00:00,FUN/USD,0.010942,0.011369,0.010942,0.01105,1275.784125866575,115455.5770015
1647043200000,2022-03-12 00:00:00,FUN/USD,0.010605,0.0109,0.010605,0.0109,23.552479118066,2160.77790074
1646956800000,2022-03-11 00:00:00,FUN/USD,0.010832,0.010832,0.01078,0.01078,45.784033727739995,4247.127433
1646870400000,2022-03-10 00:00:00,FUN/USD,0.011167,0.011167,0.010963,0.011069,1184.4609391074432,107007.04120584001
1646784000000,2022-03-09 00:00:00,FUN/USD,0.011066,0.011388,0.011066,0.011247,3102.173618410128,275822.31869922
1646697600000,2022-03-08 00:00:00,FUN/USD,0.011138,0.011181,0.011138,0.01118,796.4871970275872,71242.14642465001
1646611200000,2022-03-07 00:00:00,FUN/USD,0.010519,0.011188,0.010519,0.011046,961.9886035242948,87089.31771902
1646524800000,2022-03-06 00:00:00,FUN/USD,0.0109,0.012977,0.010715,0.010715,3500.312038477458,326674.01199043
1646438400000,2022-03-05 00:00:00,FUN/USD,0.010051,0.010636,0.010051,0.01061,354.56058920757306,33417.586164709996
1646352000000,2022-03-04 00:00:00,FUN/USD,0.0099112,0.0105,0.0096347,0.0096347,794.0937173802736,82420.18094805999
1646265600000,2022-03-03 00:00:00,FUN/USD,0.0088111,0.010448,0.0088111,0.010115,416.39111443140615,41165.70582614
1646179200000,2022-03-02 00:00:00,FUN/USD,0.0098124,0.010526,0.0098124,0.010526,877.9317694685433,83406.02028012
1646092800000,2022-03-01 00:00:00,FUN/USD,0.0097926,0.010122,0.0096652,0.0099927,998.7952514028542,99952.49045832
1646006400000,2022-02-28 00:00:00,FUN/USD,0.0092505,0.0095996,0.0092505,0.0095987,1558.5956586604457,162375.70282022
1645920000000,2022-02-27 00:00:00,FUN/USD,0.0091394,0.010576,0.0091011,0.0092333,2767.165060178412,299694.0487343
1645833600000,2022-02-26 00:00:00,FUN/USD,0.0089968,0.0093224,0.0089968,0.0093202,1242.9391910206105,133359.71234744
1645747200000,2022-02-25 00:00:00,FUN/USD,0.0084855,0.0088814,0.0084855,0.0087951,524.7161532204836,59660.05539681
1645660800000,2022-02-24 00:00:00,FUN/USD,0.0087903,0.0087903,0.0077256,0.0083454,3417.1963904021627,409470.65334222
1645574400000,2022-02-23 00:00:00,FUN/USD,0.0089836,0.0090406,0.0088234,0.0088234,1704.054294990695,193128.98599073998
1645488000000,2022-02-22 00:00:00,FUN/USD,0.0088626,0.0088626,0.0084368,0.0087808,710.7036144191155,80938.3671669
1645401600000,2022-02-21 00:00:00,FUN/USD,0.009784,0.0099241,0.0088738,0.0088738,696.7352317485619,78515.99447233
1645315200000,2022-02-20 00:00:00,FUN/USD,0.010338,0.010718,0.0095755,0.0095755,1911.680469285743,199642.88750308
1645228800000,2022-02-19 00:00:00,FUN/USD,0.0099021,0.0099736,0.0097851,0.0099067,747.8610686504071,75490.43260121
1645142400000,2022-02-18 00:00:00,FUN/USD,0.0098261,0.011526,0.0098261,0.0099483,5092.317824807288,511878.19273718
1645056000000,2022-02-17 00:00:00,FUN/USD,0.010361,0.010473,0.0099,0.0099,1557.218521258587,157294.80012713
1644969600000,2022-02-16 00:00:00,FUN/USD,0.01078,0.01078,0.010418,0.010738,2561.0389753552586,238502.41901241
1644883200000,2022-02-15 00:00:00,FUN/USD,0.010976,0.011955,0.010825,0.010853,2693.0705855283927,248140.66023481
1644796800000,2022-02-14 00:00:00,FUN/USD,0.010557,0.010587,0.010506,0.010562,867.8098212341022,82163.39909430999
1644710400000,2022-02-13 00:00:00,FUN/USD,0.01071,0.011461,0.010606,0.010606,416.4983036322147,39270.064457119995
1644624000000,2022-02-12 00:00:00,FUN/USD,0.011069,0.011069,0.01071,0.01076,711.0851731270988,66085.98263263
1644537600000,2022-02-11 00:00:00,FUN/USD,0.011451,0.011451,0.01071,0.010933,3593.01073512672,328639.05013507
1644451200000,2022-02-10 00:00:00,FUN/USD,0.011037,0.011803,0.011022,0.01144,2425.2214036303967,211994.87793972
1644364800000,2022-02-09 00:00:00,FUN/USD,0.010918,0.011063,0.010881,0.010972,4958.731173193177,451944.14629905
1644278400000,2022-02-08 00:00:00,FUN/USD,0.010941,0.010941,0.010632,0.010708,2300.8786768506843,214874.73635139
1644192000000,2022-02-07 00:00:00,FUN/USD,0.010912,0.010913,0.010886,0.010886,213.5746768474787,19619.20603045
1644105600000,2022-02-06 00:00:00,FUN/USD,0.010854,0.010854,0.010652,0.010663,358.3957826172877,33611.15845609
1644019200000,2022-02-05 00:00:00,FUN/USD,0.010468,0.011011,0.010402,0.010643,5547.322077764295,521217.89699937
1643932800000,2022-02-04 00:00:00,FUN/USD,0.010146,0.010414,0.010096,0.010414,1059.4184067281792,101730.20997966001
1643846400000,2022-02-03 00:00:00,FUN/USD,0.0098006,0.010367,0.0096479,0.010131,680.4229789958534,67162.4695485
1643760000000,2022-02-02 00:00:00,FUN/USD,0.0097997,0.0099242,0.0097997,0.0098197,87.18279246406605,8878.35600518
1643673600000,2022-02-01 00:00:00,FUN/USD,0.0097907,0.009866,0.0096264,0.0098583,6940.014878278317,703976.83964561
1643587200000,2022-01-31 00:00:00,FUN/USD,0.0095639,0.0096591,0.0094109,0.0095161,432.5136912873772,45450.729951069996
1643500800000,2022-01-30 00:00:00,FUN/USD,0.0099523,0.010164,0.0098813,0.0099684,450.93353292000006,45236.3
1643414400000,2022-01-29 00:00:00,FUN/USD,0.009633,0.00966,0.009633,0.00966,146.0707548846378,15121.19615783
1643328000000,2022-01-28 00:00:00,FUN/USD,0.00965,0.00965,0.0093392,0.0095695,178.41627153549217,18644.262661110002
1643241600000,2022-01-27 00:00:00,FUN/USD,0.009605,0.0096973,0.0094995,0.0096008,3378.458217749252,351893.406565
1643155200000,2022-01-26 00:00:00,FUN/USD,0.010091,0.010372,0.0099469,0.0099469,597.1596871948317,60034.75325929
1643068800000,2022-01-25 00:00:00,FUN/USD,0.010119,0.010206,0.0099946,0.010144,347.31044844696765,34238.01739422
1642982400000,2022-01-24 00:00:00,FUN/USD,0.01068,0.010958,0.0095243,0.0097691,2147.5795885979123,219833.92416885
1642896000000,2022-01-23 00:00:00,FUN/USD,0.010153,0.010774,0.010153,0.010774,504.4476884471662,46820.836128380004
1642809600000,2022-01-22 00:00:00,FUN/USD,0.010408,0.010641,0.0091291,0.010049,2182.9695449463447,217232.5151703
1642723200000,2022-01-21 00:00:00,FUN/USD,0.011994,0.012079,0.01,0.010193,2900.757372927062,284583.27998892
1642636800000,2022-01-20 00:00:00,FUN/USD,0.011469,0.013201,0.011469,0.012172,894.9210552367012,73522.9259971
1642550400000,2022-01-19 00:00:00,FUN/USD,0.0114,0.0114,0.011239,0.01127,104.76243309581,9295.690603
1642464000000,2022-01-18 00:00:00,FUN/USD,0.011523,0.011664,0.011523,0.011664,22.978336608,1970.022
1642377600000,2022-01-17 00:00:00,FUN/USD,0.011834,0.011834,0.011548,0.011674,848.44287189545,72677.991425
1642291200000,2022-01-16 00:00:00,FUN/USD,0.011979,0.012019,0.011781,0.011781,444.12525690022414,37698.43450473
1642204800000,2022-01-15 00:00:00,FUN/USD,0.012062,0.012062,0.011972,0.011979,412.63564753391904,34446.58548576
1642118400000,2022-01-14 00:00:00,FUN/USD,0.012831,0.013227,0.012347,0.012347,509.1709958128621,41238.43814796
1642032000000,2022-01-13 00:00:00,FUN/USD,0.011197,0.012352,0.011086,0.01214,1156.4701619655498,95261.13360507
1641945600000,2022-01-12 00:00:00,FUN/USD,0.010999,0.011259,0.010999,0.011077,4319.191775958646,389924.32752176997
1641859200000,2022-01-11 00:00:00,FUN/USD,0.010263,0.01087,0.010263,0.01087,1217.8493131140435,112037.65530028
1641772800000,2022-01-10 00:00:00,FUN/USD,0.010683,0.010683,0.0098756,0.010092,2004.3457984149672,198607.3918366
1641686400000,2022-01-09 00:00:00,FUN/USD,0.010689,0.010861,0.010688,0.010763,657.3429417374194,61074.32330553
1641600000000,2022-01-08 00:00:00,FUN/USD,0.011206,0.011206,0.010376,0.010376,879.321610686848,84745.72192432999
1641513600000,2022-01-07 00:00:00,FUN/USD,0.011202,0.011202,0.010787,0.010854,435.1692489694394,40092.984058359994
1641427200000,2022-01-06 00:00:00,FUN/USD,0.01147,0.011595,0.01112,0.011595,1551.356688351548,133795.31594235
1641340800000,2022-01-05 00:00:00,FUN/USD,0.011889,0.014081,0.011851,0.011961,1456.4326639587398,121765.12532052
1641254400000,2022-01-04 00:00:00,FUN/USD,0.011965,0.012095,0.011925,0.011925,487.104741872325,40847.357809
1641168000000,2022-01-03 00:00:00,FUN/USD,0.012683,0.012683,0.012228,0.012255,2063.093758669258,168347.10393058
1641081600000,2022-01-02 00:00:00,FUN/USD,0.013545,0.013545,0.012688,0.012688,1613.4790581887742,127165.75174879999
1640995200000,2022-01-01 00:00:00,FUN/USD,0.014738,0.015155,0.0133,0.013484,1595.1777535410574,118301.52429109
1640908800000,2021-12-31 00:00:00,FUN/USD,0.012089,0.016812,0.011526,0.014568,10282.536821441488,705830.36940153
1640822400000,2021-12-30 00:00:00,FUN/USD,0.011787,0.011787,0.01163,0.011777,1761.1462108722153,149541.15741464
1640736000000,2021-12-29 00:00:00,FUN/USD,0.011426,0.0119,0.011426,0.011748,322.6558645779612,27464.7484319
1640649600000,2021-12-28 00:00:00,FUN/USD,0.012723,0.012723,0.011428,0.011461,1273.5587146422856,111121.08146254999
1640563200000,2021-12-27 00:00:00,FUN/USD,0.012362,0.01275,0.012362,0.012598,1768.9637601635782,140416.237511
1640476800000,2021-12-26 00:00:00,FUN/USD,0.011888,0.01244,0.0117,0.012026,696.3416117229867,57903.01111949
1640390400000,2021-12-25 00:00:00,FUN/USD,0.011535,0.011925,0.011535,0.011925,1266.8263561758038,106232.81812795
1640304000000,2021-12-24 00:00:00,FUN/USD,0.010876,0.01137,0.010876,0.01117,1774.4158716684456,158855.49433021
1640217600000,2021-12-23 00:00:00,FUN/USD,0.010487,0.010888,0.010487,0.010888,1266.184491284844,116291.74240309
1640131200000,2021-12-22 00:00:00,FUN/USD,0.01034,0.010846,0.01034,0.010522,41.8303127703623,3975.50967215
1640044800000,2021-12-21 00:00:00,FUN/USD,0.01007,0.010445,0.01007,0.010162,523.116759197094,51477.736587
1639958400000,2021-12-20 00:00:00,FUN/USD,0.010358,0.010358,0.0099351,0.01018,2327.610759753396,228645.45773609
