https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume IDX
1640044800000,2021-12-21 00:00:00,IDX/USD,0.24608,0.24887,0.23426,0.24859,3326.275994301636,13380.57039423
1639958400000,2021-12-20 00:00:00,IDX/USD,0.25707,0.26117,0.22867,0.24521,7438.152385607519,30333.80525104
1639872000000,2021-12-19 00:00:00,IDX/USD,0.25045,0.27624,0.24143,0.25765,1785.061145305436,6928.24042424
1639785600000,2021-12-18 00:00:00,IDX/USD,0.24515,0.25536,0.23043,0.2501,395.19464569741797,1580.14652418
1639699200000,2021-12-17 00:00:00,IDX/USD,0.25036,0.25523,0.23133,0.24478,1647.6523246744543,6731.15583248
1639612800000,2021-12-16 00:00:00,IDX/USD,0.24933,0.26003,0.24577,0.25045,340.03922972594796,1357.7130354399999
1639526400000,2021-12-15 00:00:00,IDX/USD,0.24325,0.26498,0.22771,0.24879,16456.76321875781,66147.20534892
1639440000000,2021-12-14 00:00:00,IDX/USD,0.2455,0.26457,0.23418,0.24944,451.2892432476,1809.2096025
1639353600000,2021-12-13 00:00:00,IDX/USD,0.2815,0.28508,0.22796,0.24579,10657.606876445892,43360.62035252
1639267200000,2021-12-12 00:00:00,IDX/USD,0.2914,0.2914,0.27705,0.28325,39811.96741783591,140554.16564108
1639180800000,2021-12-11 00:00:00,IDX/USD,0.2781,0.29222,0.27522,0.28842,46474.89265028639,161136.16479539
1639094400000,2021-12-10 00:00:00,IDX/USD,0.28548,0.2948,0.26764,0.2806,46651.36947767803,166255.77148139
1639008000000,2021-12-09 00:00:00,IDX/USD,0.33943,0.34236,0.27967,0.28192,3402.0594331246784,12067.46393702
1638921600000,2021-12-08 00:00:00,IDX/USD,0.29243,0.3414,0.28997,0.3386,21253.489441662525,62768.72250934
