https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume QTM
1639785600000,2021-12-18 00:00:00,QTM/USD,9.1195,9.424,8.924,9.2907,9871.708967351089,1062.53661913
1639699200000,2021-12-17 00:00:00,QTM/USD,9.3808,9.4958,8.9437,9.1256,18104.852517450778,1983.96297421
1639612800000,2021-12-16 00:00:00,QTM/USD,9.8073,9.996,9.4023,9.4023,21399.181424760896,2275.95178039
1639526400000,2021-12-15 00:00:00,QTM/USD,9.205,9.982,8.7698,9.8221,34066.40967748661,3468.34278591
1639440000000,2021-12-14 00:00:00,QTM/USD,8.8259,9.5602,8.6627,9.2426,42183.75772075058,4564.05748607
1639353600000,2021-12-13 00:00:00,QTM/USD,10.032,10.054,8.7057,8.8473,20539.395275603125,2321.54389199
1639267200000,2021-12-12 00:00:00,QTM/USD,10.095,10.131,9.694,10.024,4648.3017641199995,463.717255
1639180800000,2021-12-11 00:00:00,QTM/USD,9.425,10.119,9.3035,10.07,32056.720970488,3183.3883784
1639094400000,2021-12-10 00:00:00,QTM/USD,9.9304,10.214,9.4048,9.42,36753.5942907696,3901.65544488
1639008000000,2021-12-09 00:00:00,QTM/USD,11.354,11.398,9.76,9.8587,110732.99440752082,11232.00770969
1638921600000,2021-12-08 00:00:00,QTM/USD,11.175,11.588,10.77,11.319,32290.34542252596,2852.75602284
