https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume KAN
1656028800000,2022-06-24 00:00:00,KAN/USD,0.0011861,0.0011939,0.001143,0.0011939,2993.919118868487,2507679.9722493403
1655942400000,2022-06-23 00:00:00,KAN/USD,0.001147,0.001191,0.001147,0.0011861,3438.40130740402,2898913.50426104
1655856000000,2022-06-22 00:00:00,KAN/USD,0.001183,0.001183,0.001147,0.0011471,372.55108544247145,324776.46712795
1655769600000,2022-06-21 00:00:00,KAN/USD,0.001153,0.001191,0.001145,0.001183,3262.551710152228,2757862.81500611
1655683200000,2022-06-20 00:00:00,KAN/USD,0.0011011,0.00116,0.0011,0.001152,5466.082847701997,4744863.58307465
1655596800000,2022-06-19 00:00:00,KAN/USD,0.00104,0.001113,0.0010291,0.001108,5841.073440259813,5271726.93164243
1655510400000,2022-06-18 00:00:00,KAN/USD,0.0011001,0.0011089,0.001013,0.00104,5512.245207529299,5300235.77647048
1655424000000,2022-06-17 00:00:00,KAN/USD,0.001103,0.001114,0.0010921,0.0011001,1522.2017609901425,1383693.99235537
1655337600000,2022-06-16 00:00:00,KAN/USD,0.001117,0.0011239,0.0011001,0.0011001,1207.9078208404526,1097998.2009276
1655251200000,2022-06-15 00:00:00,KAN/USD,0.001125,0.0011319,0.001042,0.0011169,16631.426411322227,14890703.20648422
1655164800000,2022-06-14 00:00:00,KAN/USD,0.0011509,0.0011509,0.0010867,0.001125,2647.6944886749375,2353506.2121555
1655078400000,2022-06-13 00:00:00,KAN/USD,0.0012301,0.0012399,0.001133,0.001148,6167.236472012028,5372157.20558539
1654992000000,2022-06-12 00:00:00,KAN/USD,0.0012351,0.0012469,0.00123,0.0012399,1378.2127901724166,1111551.56881395
1654905600000,2022-06-11 00:00:00,KAN/USD,0.00128,0.0012819,0.0012359,0.0012392,6758.914355770061,5454256.25869114
1654819200000,2022-06-10 00:00:00,KAN/USD,0.001297,0.0013099,0.001276,0.0012799,12710.2648568189,9930670.25300328
1654732800000,2022-06-09 00:00:00,KAN/USD,0.0012921,0.0013069,0.001289,0.001297,1105.7176015163088,852519.35352067
1654646400000,2022-06-08 00:00:00,KAN/USD,0.001302,0.001311,0.001292,0.001302,1168.8841802941317,897760.50713835
1654560000000,2022-06-07 00:00:00,KAN/USD,0.0013119,0.001312,0.001292,0.001302,1821.288000562452,1398838.71010941
1654473600000,2022-06-06 00:00:00,KAN/USD,0.001299,0.0013119,0.001292,0.001305,1609.7983788881604,1233561.97615951
1654387200000,2022-06-05 00:00:00,KAN/USD,0.001292,0.001306,0.001292,0.001299,464.46824656365163,357558.31144238
1654300800000,2022-06-04 00:00:00,KAN/USD,0.001298,0.001306,0.001292,0.001299,838.7199359009672,645665.84749882
1654214400000,2022-06-03 00:00:00,KAN/USD,0.0013001,0.00131,0.001294,0.001294,674.7344400765547,521433.10670522
1654128000000,2022-06-02 00:00:00,KAN/USD,0.0013099,0.001312,0.0013,0.0013001,498.87981912981877,383724.18977757
1654041600000,2022-06-01 00:00:00,KAN/USD,0.0013331,0.001341,0.0013051,0.0013099,1362.2706123343592,1039980.61862307
1653955200000,2022-05-31 00:00:00,KAN/USD,0.0013311,0.001341,0.0013241,0.0013409,722.0051819917959,538448.19299858
1653868800000,2022-05-30 00:00:00,KAN/USD,0.0012979,0.0013379,0.0012911,0.0013311,3454.7385804196338,2595401.23237896
1653782400000,2022-05-29 00:00:00,KAN/USD,0.001287,0.001298,0.001278,0.0012979,425.15770684977485,327573.54715292
1653696000000,2022-05-28 00:00:00,KAN/USD,0.001285,0.0012979,0.0012781,0.0012781,275.47313742547016,215533.32088684
1653609600000,2022-05-27 00:00:00,KAN/USD,0.00129,0.001301,0.0012781,0.001285,1115.7165033719425,868261.87032836
1653523200000,2022-05-26 00:00:00,KAN/USD,0.001329,0.001329,0.001278,0.00129,2365.298506110368,1833564.73341889
1653436800000,2022-05-25 00:00:00,KAN/USD,0.0013329,0.0013409,0.001321,0.001329,538.3441995271786,405074.64223264
1653350400000,2022-05-24 00:00:00,KAN/USD,0.0013349,0.0013409,0.0013211,0.0013329,404.926359832936,303793.5027631
1653264000000,2022-05-23 00:00:00,KAN/USD,0.001331,0.0013399,0.001326,0.0013349,245.68062232072813,184044.21478817
1653177600000,2022-05-22 00:00:00,KAN/USD,0.0013299,0.0013399,0.001317,0.001331,216.24087019558516,162464.96633778
1653091200000,2022-05-21 00:00:00,KAN/USD,0.0013248,0.0013399,0.001317,0.0013171,370.51765247860146,281313.22790874
1653004800000,2022-05-20 00:00:00,KAN/USD,0.0013059,0.0013499,0.0012961,0.0013248,4467.063426770033,3371877.58663197
1652918400000,2022-05-19 00:00:00,KAN/USD,0.001296,0.0013059,0.0012841,0.0013059,528.4137162113263,404635.66598616
1652832000000,2022-05-18 00:00:00,KAN/USD,0.001297,0.001302,0.001284,0.0012959,592.337741131019,457085.99516245
1652745600000,2022-05-17 00:00:00,KAN/USD,0.0012891,0.0012969,0.0012841,0.001295,284.530484349573,219714.6597294
1652659200000,2022-05-16 00:00:00,KAN/USD,0.0012949,0.001295,0.001288,0.0012949,378.6424641836859,292410.58319846
1652572800000,2022-05-15 00:00:00,KAN/USD,0.001256,0.001295,0.001256,0.001293,1670.8077575763773,1292194.70810238
1652486400000,2022-05-14 00:00:00,KAN/USD,0.001274,0.0012869,0.00126,0.00126,576.2567700656173,457346.64290922
1652400000000,2022-05-13 00:00:00,KAN/USD,0.0012609,0.0012869,0.0012451,0.001274,1882.570261016516,1477684.66327827
1652313600000,2022-05-12 00:00:00,KAN/USD,0.001402,0.001416,0.0012411,0.0012609,3897.4074157402024,3090972.65107479
1652227200000,2022-05-11 00:00:00,KAN/USD,0.001635,0.0016388,0.0014021,0.0014089,4857.766474622336,3447914.31231623
1652140800000,2022-05-10 00:00:00,KAN/USD,0.001654,0.001662,0.001615,0.0016378,1430.6085793757898,873494.0648283
1652054400000,2022-05-09 00:00:00,KAN/USD,0.001706,0.001714,0.001654,0.001654,3238.2901471397568,1957853.77698897
1651968000000,2022-05-08 00:00:00,KAN/USD,0.001747,0.001755,0.001706,0.001706,3413.122223582195,2000657.80983716
1651881600000,2022-05-07 00:00:00,KAN/USD,0.00176,0.001771,0.001747,0.001754,1010.4591386914512,576088.4485128
1651795200000,2022-05-06 00:00:00,KAN/USD,0.001778,0.001788,0.00176,0.00176,2225.559684938374,1264522.54826044
1651708800000,2022-05-05 00:00:00,KAN/USD,0.001797,0.001798,0.001778,0.001778,1837.9345045369919,1033708.94518391
1651622400000,2022-05-04 00:00:00,KAN/USD,0.00179,0.0017979,0.001789,0.001789,206.883592505624,115642.03046709
1651536000000,2022-05-03 00:00:00,KAN/USD,0.001796,0.001813,0.00179,0.00179,984.7483998352471,550138.77085768
1651449600000,2022-05-02 00:00:00,KAN/USD,0.001804,0.001814,0.001796,0.001796,902.1143313069298,502290.83034907
1651363200000,2022-05-01 00:00:00,KAN/USD,0.001815,0.0018249,0.001804,0.001804,2133.2070556143185,1182487.28138266
1651276800000,2022-04-30 00:00:00,KAN/USD,0.0018249,0.0018249,0.001815,0.001815,37.40224001762325,20607.29477555
1651190400000,2022-04-29 00:00:00,KAN/USD,0.001836,0.00185,0.001815,0.0018151,2983.734570719477,1643840.32324361
1651104000000,2022-04-28 00:00:00,KAN/USD,0.0018381,0.0018499,0.001836,0.0018361,371.4624131959789,202310.5567213
1651017600000,2022-04-27 00:00:00,KAN/USD,0.001847,0.001857,0.001838,0.0018381,495.35272861022975,269491.71895448
1650931200000,2022-04-26 00:00:00,KAN/USD,0.001854,0.001866,0.001847,0.001856,605.798852138434,326400.24360907
1650844800000,2022-04-25 00:00:00,KAN/USD,0.001873,0.001882,0.001854,0.001854,754.3645944248029,406884.89451176
1650758400000,2022-04-24 00:00:00,KAN/USD,0.001874,0.001883,0.001863,0.001873,174.67925409510272,93261.74804864
1650672000000,2022-04-23 00:00:00,KAN/USD,0.001864,0.001882,0.001864,0.001874,243.10498305762448,129725.17772552
1650585600000,2022-04-22 00:00:00,KAN/USD,0.001871,0.001883,0.001864,0.001872,335.13251066367695,179023.77706393
1650499200000,2022-04-21 00:00:00,KAN/USD,0.001888,0.001897,0.001871,0.001871,720.2564966442669,384958.04203328
1650412800000,2022-04-20 00:00:00,KAN/USD,0.001884,0.001914,0.001874,0.001878,495.48071140454806,263834.24462436
1650326400000,2022-04-19 00:00:00,KAN/USD,0.001889,0.001893,0.001874,0.001884,222.13694059601184,117907.08099576
1650240000000,2022-04-18 00:00:00,KAN/USD,0.0019,0.0019139,0.001875,0.001889,744.7135087183217,394236.90244485
1650153600000,2022-04-17 00:00:00,KAN/USD,0.0019,0.0019139,0.001886,0.0019,560.683333681774,295096.49141146
1650067200000,2022-04-16 00:00:00,KAN/USD,0.0018902,0.0019139,0.001886,0.0019,880.0280470154291,463172.65632391005
1649980800000,2022-04-15 00:00:00,KAN/USD,0.00189,0.001914,0.00189,0.0019019,412.0381249346041,216645.52549272
1649894400000,2022-04-14 00:00:00,KAN/USD,0.0019001,0.001914,0.00189,0.00189,661.3587732593709,349925.27685681
1649808000000,2022-04-13 00:00:00,KAN/USD,0.0018911,0.0019139,0.001891,0.0019001,268.31585220476603,141211.43740054
1649721600000,2022-04-12 00:00:00,KAN/USD,0.0018921,0.001901,0.001891,0.001891,406.99756532030875,215228.74950836
1649635200000,2022-04-11 00:00:00,KAN/USD,0.001913,0.0019139,0.001892,0.001892,667.2447408011501,352666.35348898
1649548800000,2022-04-10 00:00:00,KAN/USD,0.001906,0.001917,0.001904,0.001904,222.00525749013923,116599.3999423
1649462400000,2022-04-09 00:00:00,KAN/USD,0.001913,0.0019259,0.001906,0.001906,453.07342245648687,237709.03591631
1649376000000,2022-04-08 00:00:00,KAN/USD,0.001931,0.0019409,0.001913,0.001913,1302.6171975350794,680929.01073449
1649289600000,2022-04-07 00:00:00,KAN/USD,0.002,0.0020089,0.001931,0.0019334,3910.7035884720085,2022707.9696245
1649203200000,2022-04-06 00:00:00,KAN/USD,0.0020921,0.00239,0.002,0.002,27630.14561539688,13815072.80769844
1649116800000,2022-04-05 00:00:00,KAN/USD,0.0020921,0.002107,0.002079,0.0021069,699.9072581367928,332197.66393127
1649030400000,2022-04-04 00:00:00,KAN/USD,0.0021008,0.002107,0.002079,0.0021069,784.1012975487428,372158.7628975
1648944000000,2022-04-03 00:00:00,KAN/USD,0.0020963,0.002104,0.0020891,0.0021008,673.0768227780093,320390.71914414
1648857600000,2022-04-02 00:00:00,KAN/USD,0.0020749,0.0021,0.0020581,0.0021,1276.7868557309039,607993.74082424
1648771200000,2022-04-01 00:00:00,KAN/USD,0.002056,0.002075,0.00202,0.0020749,2121.9650166223655,1022683.02887964
1648684800000,2022-03-31 00:00:00,KAN/USD,0.0021069,0.002107,0.002056,0.002056,1457.762503500149,709028.4550098
1648598400000,2022-03-30 00:00:00,KAN/USD,0.002105,0.002107,0.002089,0.0020891,1363.391106349353,652621.2753575
1648512000000,2022-03-29 00:00:00,KAN/USD,0.00209,0.002105,0.002073,0.002105,675.1377848739336,320730.53913251
1648425600000,2022-03-28 00:00:00,KAN/USD,0.002094,0.002104,0.002073,0.00209,1309.453254481394,626532.6576466
1648339200000,2022-03-27 00:00:00,KAN/USD,0.0020711,0.002097,0.002044,0.002097,1088.954972957964,519291.83259798
1648252800000,2022-03-26 00:00:00,KAN/USD,0.0020119,0.002102,0.001996,0.0020899,7408.3727057059905,3544845.54557921
1648166400000,2022-03-25 00:00:00,KAN/USD,0.0019701,0.002027,0.0019701,0.0020119,2753.1954317894492,1368455.40622767
1648080000000,2022-03-24 00:00:00,KAN/USD,0.001968,0.0019819,0.001949,0.0019701,639.572531621452,324639.62825311
1647993600000,2022-03-23 00:00:00,KAN/USD,0.002005,0.002017,0.00197,0.00197,1364.6159289907384,692698.44111205
1647907200000,2022-03-22 00:00:00,KAN/USD,0.001966,0.002017,0.0019501,0.002005,5938.412860123061,2961801.92524841
1647820800000,2022-03-21 00:00:00,KAN/USD,0.0019491,0.001966,0.001933,0.001966,1143.4269584333956,581600.69096307
1647734400000,2022-03-20 00:00:00,KAN/USD,0.00196,0.001964,0.0019381,0.0019491,772.7255755645851,396452.50400933
1647648000000,2022-03-19 00:00:00,KAN/USD,0.001933,0.00196,0.00192,0.00196,2705.728437899662,1380473.69280595
1647561600000,2022-03-18 00:00:00,KAN/USD,0.001863,0.001933,0.001833,0.001933,6063.617607341824,3136894.77875935
1647475200000,2022-03-17 00:00:00,KAN/USD,0.001857,0.001871,0.001833,0.0018709,763.1747519965593,407918.5162203
1647388800000,2022-03-16 00:00:00,KAN/USD,0.0018479,0.00187,0.001833,0.001857,3370.2420646613646,1814885.33368948
1647302400000,2022-03-15 00:00:00,KAN/USD,0.0018421,0.001857,0.00183,0.0018479,725.8646550534955,392805.1599402
1647216000000,2022-03-14 00:00:00,KAN/USD,0.0018383,0.0018629,0.001831,0.0018571,5539.078954637767,2982649.80595432
1647129600000,2022-03-13 00:00:00,KAN/USD,0.0018529,0.001854,0.0018381,0.0018529,759.9092373829369,410118.86091151
1647043200000,2022-03-12 00:00:00,KAN/USD,0.001839,0.001854,0.001838,0.0018381,769.8526024107441,418830.64164667
1646956800000,2022-03-11 00:00:00,KAN/USD,0.0018559,0.001872,0.001836,0.001853,3216.562674909318,1735867.60653498
1646870400000,2022-03-10 00:00:00,KAN/USD,0.0018879,0.0018879,0.001836,0.0018559,1064.6433247077182,573653.38903374
1646784000000,2022-03-09 00:00:00,KAN/USD,0.001836,0.001888,0.0018331,0.0018855,957.1458911462677,507635.05231835996
1646697600000,2022-03-08 00:00:00,KAN/USD,0.001836,0.0018549,0.001836,0.0018361,431.1442160656065,234815.21489331
1646611200000,2022-03-07 00:00:00,KAN/USD,0.001854,0.0018679,0.001836,0.0018361,1250.4107047550501,681014.48981812
1646524800000,2022-03-06 00:00:00,KAN/USD,0.0018581,0.001888,0.001854,0.0018679,784.6019921030445,420044.96605977
1646438400000,2022-03-05 00:00:00,KAN/USD,0.001879,0.001895,0.001858,0.001888,1764.5431519653682,934609.72032064
1646352000000,2022-03-04 00:00:00,KAN/USD,0.001919,0.001944,0.001868,0.001868,2686.0692562690238,1437938.57401982
1646265600000,2022-03-03 00:00:00,KAN/USD,0.001937,0.00195,0.001919,0.001919,612.1257051683169,318981.60769584
1646179200000,2022-03-02 00:00:00,KAN/USD,0.0019309,0.00195,0.001913,0.001937,768.1783385733174,396581.48609877
1646092800000,2022-03-01 00:00:00,KAN/USD,0.001908,0.001943,0.001889,0.0019309,3189.610397106881,1651877.56854673
1646006400000,2022-02-28 00:00:00,KAN/USD,0.00184,0.001908,0.001836,0.001908,2557.8835672583846,1340609.8360893
1645920000000,2022-02-27 00:00:00,KAN/USD,0.001882,0.001893,0.00184,0.00184,1137.5431820562649,618229.99024797
1645833600000,2022-02-26 00:00:00,KAN/USD,0.001869,0.001892,0.001869,0.001882,534.7683841417472,284148.98200943
1645747200000,2022-02-25 00:00:00,KAN/USD,0.001849,0.001885,0.001837,0.001885,1184.5831774026651,628426.08880778
1645660800000,2022-02-24 00:00:00,KAN/USD,0.001843,0.001861,0.001785,0.001849,3482.992830679915,1883717.05282851
1645574400000,2022-02-23 00:00:00,KAN/USD,0.001859,0.0018799,0.001843,0.0018454,664.2547274700438,359951.62429286
1645488000000,2022-02-22 00:00:00,KAN/USD,0.00188,0.001892,0.001825,0.001859,4107.545100020883,2209545.50834905
1645401600000,2022-02-21 00:00:00,KAN/USD,0.001909,0.001938,0.00188,0.00188,2164.365408988803,1151258.19627064
1645315200000,2022-02-20 00:00:00,KAN/USD,0.001957,0.001973,0.001909,0.001909,2834.726831889769,1484927.62278144
1645228800000,2022-02-19 00:00:00,KAN/USD,0.001971,0.0020009,0.001957,0.001957,762.7360696549648,389747.60840826
1645142400000,2022-02-18 00:00:00,KAN/USD,0.002012,0.002013,0.001971,0.001989,1045.288945147893,525534.91460427
1645056000000,2022-02-17 00:00:00,KAN/USD,0.002058,0.002079,0.001992,0.001999,2504.2191596609755,1252735.94780439
1644969600000,2022-02-16 00:00:00,KAN/USD,0.002004,0.002058,0.001964,0.002058,4691.216252895877,2279502.55242754
1644883200000,2022-02-15 00:00:00,KAN/USD,0.001924,0.002004,0.0019081,0.002004,4687.986078315529,2339314.41033709
1644796800000,2022-02-14 00:00:00,KAN/USD,0.0019239,0.001924,0.0018941,0.001924,674.7333973516807,350693.03396657
1644710400000,2022-02-13 00:00:00,KAN/USD,0.0019089,0.001924,0.001894,0.0019239,797.1553606802937,414343.44855777
1644624000000,2022-02-12 00:00:00,KAN/USD,0.001858,0.001924,0.0018461,0.0019089,1627.7734346778093,852728.5005384301
1644537600000,2022-02-11 00:00:00,KAN/USD,0.0019298,0.0019449,0.001858,0.001858,2068.2224376914137,1113144.47669075
1644451200000,2022-02-10 00:00:00,KAN/USD,0.0019449,0.001945,0.0019297,0.0019297,375.87761836936374,194785.52022043
1644364800000,2022-02-09 00:00:00,KAN/USD,0.001929,0.001945,0.0019198,0.0019311,274.1875862588068,141985.18267247
1644278400000,2022-02-08 00:00:00,KAN/USD,0.001926,0.001965,0.001916,0.001929,1782.7764075543998,924197.20453831
1644192000000,2022-02-07 00:00:00,KAN/USD,0.0018775,0.001926,0.001877,0.0019161,1264.0637213691712,659706.5504771
1644105600000,2022-02-06 00:00:00,KAN/USD,0.0018939,0.001895,0.001877,0.0018949,719.1617657702061,379524.91728862
1644019200000,2022-02-05 00:00:00,KAN/USD,0.001837,0.001894,0.0018348,0.0018771,3161.346895396588,1684165.41228309
1643932800000,2022-02-04 00:00:00,KAN/USD,0.0017989,0.001836,0.001786,0.001836,3839.7826326304757,2091384.87616039
1643846400000,2022-02-03 00:00:00,KAN/USD,0.00179,0.001799,0.001772,0.0017989,779.9809695413239,433587.73113643
1643760000000,2022-02-02 00:00:00,KAN/USD,0.001796,0.001799,0.001775,0.00179,704.3399140538247,393485.98550493
1643673600000,2022-02-01 00:00:00,KAN/USD,0.0017899,0.001796,0.0017691,0.001796,400.40097717592283,222940.4104543
1643587200000,2022-01-31 00:00:00,KAN/USD,0.0017837,0.0017949,0.001745,0.0017811,1470.2494367297143,825472.70604105
1643500800000,2022-01-30 00:00:00,KAN/USD,0.001784,0.001795,0.001771,0.0017837,843.5280950644861,472909.17478527
1643414400000,2022-01-29 00:00:00,KAN/USD,0.0017571,0.0017839,0.001748,0.0017839,5334.402469312211,2990303.53120254
1643328000000,2022-01-28 00:00:00,KAN/USD,0.001742,0.00177,0.0017281,0.00177,924.1342488468948,522109.74511124
1643241600000,2022-01-27 00:00:00,KAN/USD,0.00177,0.0017819,0.001728,0.001742,1609.0808910592334,923697.41162987
1643155200000,2022-01-26 00:00:00,KAN/USD,0.0017517,0.0018,0.001738,0.001765,2200.5960333644616,1246796.61946995
1643068800000,2022-01-25 00:00:00,KAN/USD,0.001747,0.001754,0.0017261,0.001754,679.5772345821598,387444.26144935
1642982400000,2022-01-24 00:00:00,KAN/USD,0.001766,0.001781,0.001682,0.001747,7068.86081465319,4046285.52641854
1642896000000,2022-01-23 00:00:00,KAN/USD,0.0017644,0.00179,0.00175,0.0017809,2986.733647795263,1677092.28356183
1642809600000,2022-01-22 00:00:00,KAN/USD,0.001851,0.0018659,0.00175,0.001764,8940.109765619934,5068089.43629248
1642723200000,2022-01-21 00:00:00,KAN/USD,0.0018151,0.001952,0.001814,0.001851,11348.414833302095,6130964.25353976
1642636800000,2022-01-20 00:00:00,KAN/USD,0.001821,0.001838,0.001805,0.001815,1898.9047674140643,1046228.52199122
1642550400000,2022-01-19 00:00:00,KAN/USD,0.0018355,0.001842,0.00181,0.001821,1017.9113628134928,558984.82307166
1642464000000,2022-01-18 00:00:00,KAN/USD,0.001858,0.001868,0.001833,0.0018355,752.3823347287623,409905.93011646
1642377600000,2022-01-17 00:00:00,KAN/USD,0.0018719,0.001907,0.001858,0.001858,2134.4257100885284,1148775.94730276
1642291200000,2022-01-16 00:00:00,KAN/USD,0.0018711,0.001882,0.001858,0.0018719,337.1449649672533,180108.42724892
1642204800000,2022-01-15 00:00:00,KAN/USD,0.001878,0.001903,0.0018651,0.0018711,1780.0797027160495,951354.65913957
1642118400000,2022-01-14 00:00:00,KAN/USD,0.0018239,0.001878,0.0018119,0.001878,1715.1245305650712,913271.84801122
1642032000000,2022-01-13 00:00:00,KAN/USD,0.001831,0.001838,0.0018131,0.0018131,463.7017768348752,255750.80074727
1641945600000,2022-01-12 00:00:00,KAN/USD,0.001791,0.001831,0.00179,0.0018221,1221.2103889170874,670221.38681581
1641859200000,2022-01-11 00:00:00,KAN/USD,0.001768,0.0017999,0.001767,0.0017999,202.34238735989953,112418.68290455
1641772800000,2022-01-10 00:00:00,KAN/USD,0.001787,0.001802,0.001768,0.001768,548.1407953283402,310034.38649793
1641686400000,2022-01-09 00:00:00,KAN/USD,0.001784,0.001796,0.0017738,0.0017739,233.99238618259147,131908.44251795
1641600000000,2022-01-08 00:00:00,KAN/USD,0.0018209,0.001823,0.001784,0.001784,477.59997300461026,267712.98935236
1641513600000,2022-01-07 00:00:00,KAN/USD,0.0018329,0.0018469,0.001796,0.0018209,1320.704907167278,725303.37040325
1641427200000,2022-01-06 00:00:00,KAN/USD,0.001899,0.0019149,0.0018328,0.0018329,1857.1693609545068,1013240.96293006
1641340800000,2022-01-05 00:00:00,KAN/USD,0.001969,0.0020045,0.001899,0.001899,1563.201633961108,823170.94995319
1641254400000,2022-01-04 00:00:00,KAN/USD,0.001974,0.002007,0.00193,0.001969,7883.731977950862,4003926.85523152
1641168000000,2022-01-03 00:00:00,KAN/USD,0.0019659,0.001974,0.001946,0.001974,895.1397489391884,453464.91840891
1641081600000,2022-01-02 00:00:00,KAN/USD,0.0018831,0.001966,0.0018831,0.0019491,2295.519664745228,1177733.14080613
1640995200000,2022-01-01 00:00:00,KAN/USD,0.00187,0.001895,0.00187,0.0018949,235.8499659800779,124465.65305825
1640908800000,2021-12-31 00:00:00,KAN/USD,0.001879,0.001934,0.0018641,0.00187,2246.0780625474345,1201111.26339435
1640822400000,2021-12-30 00:00:00,KAN/USD,0.001891,0.0019059,0.001838,0.001879,2139.3552365532046,1138560.5303636
1640736000000,2021-12-29 00:00:00,KAN/USD,0.0019171,0.0019339,0.001891,0.001891,1210.6344180643594,640208.57644863
1640649600000,2021-12-28 00:00:00,KAN/USD,0.001998,0.001998,0.001917,0.0019171,1437.077646309923,749610.16447234
1640563200000,2021-12-27 00:00:00,KAN/USD,0.0020021,0.002013,0.001998,0.001998,279.314136537732,139796.865134
1640476800000,2021-12-26 00:00:00,KAN/USD,0.0020131,0.002024,0.002002,0.0020129,207.5222468613653,103096.15324227
